카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2020년02월_계_총인구수,"272,927","16,306","33,313","12,903","17,127","16,218","45,726","17,787","12,808","8,899","8,135","14,500","7,318","13,774","14,833","9,049","14,570","9,661"
2020년02월_계_연령구간인구수,"272,927","16,306","33,313","12,903","17,127","16,218","45,726","17,787","12,808","8,899","8,135","14,500","7,318","13,774","14,833","9,049","14,570","9,661"
2020년02월_계_0~9세,"19,245",627,"2,994","1,062","1,182","1,892","3,703","1,550",578,601,502,788,363,695,908,402,960,438
2020년02월_계_10~19세,"24,087","1,039","3,267",876,"1,502","1,528","5,375","1,865",951,682,796,"1,049",537,958,"1,342",415,"1,262",643
2020년02월_계_20~29세,"35,404","3,484","6,091","1,328","2,558","1,868","5,125","1,766","1,500",970,981,"1,658",714,"1,390","1,788","1,291","1,800","1,092"
2020년02월_계_30~39세,"32,292","1,981","4,514","1,914","2,164","2,470","4,549","1,976","1,232","1,131",785,"1,586",754,"1,427","1,538","1,392","1,881",998
2020년02월_계_40~49세,"43,013","2,149","5,729","1,868","2,691","2,736","8,084","3,008","1,709","1,386","1,313","2,127","1,103","1,938","2,337","1,222","2,235","1,378"
2020년02월_계_50~59세,"44,064","2,331","4,724","1,979","2,496","2,343","7,916","2,817","2,283","1,366","1,463","2,478","1,222","2,342","2,637","1,426","2,516","1,725"
2020년02월_계_60~69세,"40,122","2,417","3,323","1,971","2,371","1,879","6,078","2,734","2,457","1,571","1,298","2,587","1,304","2,694","2,236","1,365","2,110","1,727"
2020년02월_계_70~79세,"24,489","1,620","1,835","1,358","1,532","1,068","3,395","1,462","1,527",861,736,"1,599",958,"1,636","1,454","1,017","1,280","1,151"
2020년02월_계_80~89세,"8,988",585,727,490,568,379,"1,299",528,506,281,230,555,334,587,537,458,473,451
2020년02월_계_90~99세,"1,092",63,93,49,57,48,194,72,58,42,29,58,27,97,51,51,51,52
2020년02월_계_100세 이상,131,10,16,8,6,7,8,9,7,8,2,15,2,10,5,10,2,6
2020년02월_남_총인구수,"133,698","8,132","16,225","6,295","8,271","7,784","22,032","8,748","6,227","4,304","4,144","7,394","3,647","6,866","7,259","4,519","7,086","4,765"
2020년02월_남_연령구간인구수,"133,698","8,132","16,225","6,295","8,271","7,784","22,032","8,748","6,227","4,304","4,144","7,394","3,647","6,866","7,259","4,519","7,086","4,765"
2020년02월_남_0~9세,"9,803",294,"1,553",541,616,892,"1,862",803,275,313,266,413,201,399,474,211,479,211
2020년02월_남_10~19세,"12,449",533,"1,655",455,751,808,"2,750",998,485,337,397,577,284,495,690,230,641,363
2020년02월_남_20~29세,"18,820","1,902","3,093",704,"1,308",952,"2,765",969,824,505,579,939,394,786,944,588,960,608
2020년02월_남_30~39세,"16,459","1,093","2,210",989,"1,076","1,171","2,095",989,680,585,418,860,424,758,794,768,991,558
2020년02월_남_40~49세,"21,560","1,126","2,791",994,"1,328","1,330","3,764","1,497",851,707,681,"1,163",601,"1,044","1,181",693,"1,073",736
2020년02월_남_50~59세,"21,420","1,122","2,226",908,"1,205","1,126","3,854","1,323","1,105",639,746,"1,245",625,"1,168","1,304",754,"1,225",845
2020년02월_남_60~69세,"18,557","1,069","1,568",903,"1,063",840,"2,886","1,282","1,110",703,642,"1,249",561,"1,232","1,052",670,955,772
2020년02월_남_70~79세,"10,970",721,831,595,675,508,"1,512",692,697,395,324,712,426,769,617,431,579,486
2020년02월_남_80~89세,"3,398",255,276,193,233,145,488,182,188,106,86,220,127,202,193,159,171,174
2020년02월_남_90~99세,239,15,20,12,15,12,54,12,12,12,4,13,4,11,9,12,12,10
2020년02월_남_100세 이상,23,2,2,1,1,0,2,1,0,2,1,3,0,2,1,3,0,2
2020년02월_여_총인구수,"139,229","8,174","17,088","6,608","8,856","8,434","23,694","9,039","6,581","4,595","3,991","7,106","3,671","6,908","7,574","4,530","7,484","4,896"
2020년02월_여_연령구간인구수,"139,229","8,174","17,088","6,608","8,856","8,434","23,694","9,039","6,581","4,595","3,991","7,106","3,671","6,908","7,574","4,530","7,484","4,896"
2020년02월_여_0~9세,"9,442",333,"1,441",521,566,"1,000","1,841",747,303,288,236,375,162,296,434,191,481,227
2020년02월_여_10~19세,"11,638",506,"1,612",421,751,720,"2,625",867,466,345,399,472,253,463,652,185,621,280
2020년02월_여_20~29세,"16,584","1,582","2,998",624,"1,250",916,"2,360",797,676,465,402,719,320,604,844,703,840,484
2020년02월_여_30~39세,"15,833",888,"2,304",925,"1,088","1,299","2,454",987,552,546,367,726,330,669,744,624,890,440
2020년02월_여_40~49세,"21,453","1,023","2,938",874,"1,363","1,406","4,320","1,511",858,679,632,964,502,894,"1,156",529,"1,162",642
2020년02월_여_50~59세,"22,644","1,209","2,498","1,071","1,291","1,217","4,062","1,494","1,178",727,717,"1,233",597,"1,174","1,333",672,"1,291",880
2020년02월_여_60~69세,"21,565","1,348","1,755","1,068","1,308","1,039","3,192","1,452","1,347",868,656,"1,338",743,"1,462","1,184",695,"1,155",955
2020년02월_여_70~79세,"13,519",899,"1,004",763,857,560,"1,883",770,830,466,412,887,532,867,837,586,701,665
2020년02월_여_80~89세,"5,590",330,451,297,335,234,811,346,318,175,144,335,207,385,344,299,302,277
2020년02월_여_90~99세,853,48,73,37,42,36,140,60,46,30,25,45,23,86,42,39,39,42
2020년02월_여_100세 이상,108,8,14,7,5,7,6,8,7,6,1,12,2,8,4,7,2,4
