카테고리,충청남도 예산군,충청남도 예산군 예산읍,충청남도 예산군 삽교읍,충청남도 예산군 대술면,충청남도 예산군 신양면,충청남도 예산군 광시면,충청남도 예산군 대흥면,충청남도 예산군 응봉면,충청남도 예산군 덕산면,충청남도 예산군 봉산면,충청남도 예산군 고덕면,충청남도 예산군 신암면,충청남도 예산군 오가면
2021년10월_계_총인구수,"76,974","32,707","10,150","2,406","3,026","3,115","1,750","2,511","6,688","2,489","4,429","3,433","4,270"
2021년10월_계_연령구간인구수,"76,974","32,707","10,150","2,406","3,026","3,115","1,750","2,511","6,688","2,489","4,429","3,433","4,270"
2021년10월_계_0~9세,"3,366","1,917",579,44,55,69,39,53,230,71,116,95,98
2021년10월_계_10~19세,"5,485","3,239",652,75,151,124,56,125,393,145,230,111,184
2021년10월_계_20~29세,"6,500","3,415","1,089",114,135,160,71,189,466,128,258,203,272
2021년10월_계_30~39세,"5,779","2,710","1,235",116,150,124,70,133,444,136,216,202,243
2021년10월_계_40~49세,"9,110","4,779","1,165",213,263,260,137,225,759,231,392,290,396
2021년10월_계_50~59세,"13,003","5,662","1,521",411,451,523,268,444,"1,268",405,724,567,759
2021년10월_계_60~69세,"15,626","5,721","1,751",612,781,725,497,616,"1,496",574,991,841,"1,021"
2021년10월_계_70~79세,"10,375","3,293","1,196",453,569,576,334,393,932,419,866,614,730
2021년10월_계_80~89세,"6,802","1,738",852,322,413,493,237,288,605,319,571,458,506
2021년10월_계_90~99세,896,224,107,43,55,59,41,42,90,61,62,52,60
2021년10월_계_100세 이상,32,9,3,3,3,2,0,3,5,0,3,0,1
2021년10월_남_총인구수,"38,671","16,234","5,104","1,231","1,526","1,531",889,"1,316","3,340","1,260","2,254","1,751","2,235"
2021년10월_남_연령구간인구수,"38,671","16,234","5,104","1,231","1,526","1,531",889,"1,316","3,340","1,260","2,254","1,751","2,235"
2021년10월_남_0~9세,"1,754","1,001",287,21,30,37,22,29,123,38,59,51,56
2021년10월_남_10~19세,"2,842","1,664",335,36,84,65,33,74,200,70,116,61,104
2021년10월_남_20~29세,"3,710","1,877",597,67,87,85,48,116,289,80,156,129,179
2021년10월_남_30~39세,"3,199","1,423",684,63,90,72,40,86,248,86,126,125,156
2021년10월_남_40~49세,"4,956","2,409",650,151,141,155,83,151,420,132,248,165,251
2021년10월_남_50~59세,"7,021","2,933",806,237,264,298,148,228,669,233,425,340,440
2021년10월_남_60~69세,"7,810","2,779",854,322,399,383,264,326,719,292,503,443,526
2021년10월_남_70~79세,"4,689","1,467",547,208,256,257,160,179,430,192,402,268,323
2021년10월_남_80~89세,"2,477",623,316,119,164,164,88,114,219,121,208,156,185
2021년10월_남_90~99세,207,55,28,6,11,15,3,12,23,16,10,13,15
2021년10월_남_100세 이상,6,3,0,1,0,0,0,1,0,0,1,0,0
2021년10월_여_총인구수,"38,303","16,473","5,046","1,175","1,500","1,584",861,"1,195","3,348","1,229","2,175","1,682","2,035"
2021년10월_여_연령구간인구수,"38,303","16,473","5,046","1,175","1,500","1,584",861,"1,195","3,348","1,229","2,175","1,682","2,035"
2021년10월_여_0~9세,"1,612",916,292,23,25,32,17,24,107,33,57,44,42
2021년10월_여_10~19세,"2,643","1,575",317,39,67,59,23,51,193,75,114,50,80
2021년10월_여_20~29세,"2,790","1,538",492,47,48,75,23,73,177,48,102,74,93
2021년10월_여_30~39세,"2,580","1,287",551,53,60,52,30,47,196,50,90,77,87
2021년10월_여_40~49세,"4,154","2,370",515,62,122,105,54,74,339,99,144,125,145
2021년10월_여_50~59세,"5,982","2,729",715,174,187,225,120,216,599,172,299,227,319
2021년10월_여_60~69세,"7,816","2,942",897,290,382,342,233,290,777,282,488,398,495
2021년10월_여_70~79세,"5,686","1,826",649,245,313,319,174,214,502,227,464,346,407
2021년10월_여_80~89세,"4,325","1,115",536,203,249,329,149,174,386,198,363,302,321
2021년10월_여_90~99세,689,169,79,37,44,44,38,30,67,45,52,39,45
2021년10월_여_100세 이상,26,6,3,2,3,2,0,2,5,0,2,0,1
