카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년03월_계_총인구수,"351,496","118,823","35,418","3,412","13,210","8,504","11,428","34,172","22,382","9,184","28,889","20,205","31,104","14,765"
2020년03월_계_연령구간인구수,"351,496","118,823","35,418","3,412","13,210","8,504","11,428","34,172","22,382","9,184","28,889","20,205","31,104","14,765"
2020년03월_계_0~9세,"36,045","16,517","5,087",86,585,206,452,"2,847","1,482",784,"2,606","1,534","2,657","1,202"
2020년03월_계_10~19세,"34,188","12,073","2,711",110,907,518,652,"4,434","1,897","1,069","3,337","1,781","3,336","1,363"
2020년03월_계_20~29세,"41,217","14,429","3,506",188,"1,409",918,"1,427","4,684","3,239","1,037","3,287","2,227","3,197","1,669"
2020년03월_계_30~39세,"51,418","21,957","6,944",208,"1,165",624,"1,250","3,668","3,145","1,149","3,587","2,450","3,446","1,825"
2020년03월_계_40~49세,"60,391","21,144","6,096",290,"1,747","1,004","1,471","6,452","3,623","1,699","5,510","3,411","5,594","2,350"
2020년03월_계_50~59세,"58,322","16,549","4,848",656,"2,899","1,997","2,500","6,098","4,623","1,575","4,867","3,821","5,129","2,760"
2020년03월_계_60~69세,"40,295","10,076","3,786",912,"2,444","1,831","2,235","3,242","2,757","1,088","3,359","2,717","3,887","1,961"
2020년03월_계_70~79세,"20,246","4,225","1,764",615,"1,373",865,985,"1,904","1,113",534,"1,636","1,509","2,624","1,099"
2020년03월_계_80~89세,"8,299","1,617",592,296,593,450,399,773,433,227,614,692,"1,130",483
2020년03월_계_90~99세,"1,018",228,82,49,79,84,48,68,67,22,77,61,100,53
2020년03월_계_100세 이상,57,8,2,2,9,7,9,2,3,0,9,2,4,0
2020년03월_남_총인구수,"176,468","58,827","17,955","1,761","6,716","4,492","6,075","16,573","11,718","4,612","14,993","10,083","15,224","7,439"
2020년03월_남_연령구간인구수,"176,468","58,827","17,955","1,761","6,716","4,492","6,075","16,573","11,718","4,612","14,993","10,083","15,224","7,439"
2020년03월_남_0~9세,"18,450","8,446","2,623",47,290,101,241,"1,447",758,401,"1,346",771,"1,358",621
2020년03월_남_10~19세,"17,574","6,213","1,363",50,454,279,369,"2,329","1,004",490,"1,713",903,"1,701",706
2020년03월_남_20~29세,"22,073","7,186","1,904",114,827,559,842,"2,472","1,865",555,"1,860","1,230","1,733",926
2020년03월_남_30~39세,"26,331","10,851","3,496",134,661,374,742,"1,765","1,800",627,"1,909","1,281","1,724",967
2020년03월_남_40~49세,"30,717","10,597","3,306",173,932,536,839,"2,951","1,904",860,"2,899","1,728","2,818","1,174"
2020년03월_남_50~59세,"29,441","8,111","2,378",360,"1,484","1,065","1,286","3,034","2,328",828,"2,620","1,961","2,587","1,399"
2020년03월_남_60~69세,"19,823","4,962","1,812",467,"1,254",992,"1,146","1,479","1,451",544,"1,668","1,338","1,738",972
2020년03월_남_70~79세,"9,001","1,916",857,306,599,418,466,790,469,239,745,622,"1,091",483
2020년03월_남_80~89세,"2,835",507,199,99,196,150,128,291,118,67,221,233,444,182
2020년03월_남_90~99세,214,37,17,11,16,18,15,14,19,1,12,16,29,9
2020년03월_남_100세 이상,9,1,0,0,3,0,1,1,2,0,0,0,1,0
2020년03월_여_총인구수,"175,028","59,996","17,463","1,651","6,494","4,012","5,353","17,599","10,664","4,572","13,896","10,122","15,880","7,326"
2020년03월_여_연령구간인구수,"175,028","59,996","17,463","1,651","6,494","4,012","5,353","17,599","10,664","4,572","13,896","10,122","15,880","7,326"
2020년03월_여_0~9세,"17,595","8,071","2,464",39,295,105,211,"1,400",724,383,"1,260",763,"1,299",581
2020년03월_여_10~19세,"16,614","5,860","1,348",60,453,239,283,"2,105",893,579,"1,624",878,"1,635",657
2020년03월_여_20~29세,"19,144","7,243","1,602",74,582,359,585,"2,212","1,374",482,"1,427",997,"1,464",743
2020년03월_여_30~39세,"25,087","11,106","3,448",74,504,250,508,"1,903","1,345",522,"1,678","1,169","1,722",858
2020년03월_여_40~49세,"29,674","10,547","2,790",117,815,468,632,"3,501","1,719",839,"2,611","1,683","2,776","1,176"
2020년03월_여_50~59세,"28,881","8,438","2,470",296,"1,415",932,"1,214","3,064","2,295",747,"2,247","1,860","2,542","1,361"
2020년03월_여_60~69세,"20,472","5,114","1,974",445,"1,190",839,"1,089","1,763","1,306",544,"1,691","1,379","2,149",989
2020년03월_여_70~79세,"11,245","2,309",907,309,774,447,519,"1,114",644,295,891,887,"1,533",616
2020년03월_여_80~89세,"5,464","1,110",393,197,397,300,271,482,315,160,393,459,686,301
2020년03월_여_90~99세,804,191,65,38,63,66,33,54,48,21,65,45,71,44
2020년03월_여_100세 이상,48,7,2,2,6,7,8,1,1,0,9,2,3,0
