카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년07월_계_총인구수,"658,093","13,260","25,117","12,683","18,977","19,165","19,080","15,845","26,606","18,202","38,861","24,193","19,434","31,859","30,835","26,564","27,473","32,575","20,233","29,121","29,535","32,367","28,211","35,440","34,651","21,296","16,867","9,643"
2021년07월_계_연령구간인구수,"658,093","13,260","25,117","12,683","18,977","19,165","19,080","15,845","26,606","18,202","38,861","24,193","19,434","31,859","30,835","26,564","27,473","32,575","20,233","29,121","29,535","32,367","28,211","35,440","34,651","21,296","16,867","9,643"
2021년07월_계_0~9세,"48,256",654,"1,879",617,"1,299",874,827,"1,018","1,154","1,237","2,749","1,155","1,514","1,524","1,464","1,580","3,108","2,505","1,276","1,639","2,272","5,024","1,215","3,916","3,144","2,645","1,407",560
2021년07월_계_10~19세,"57,819",833,"1,996",929,"1,490","1,564","1,303","1,619","1,242","2,664","3,081","1,333","1,836","1,838","1,970","1,820","2,302","3,444","1,462","1,418","2,664","4,315","1,694","5,818","4,026","2,425","1,738",995
2021년07월_계_20~29세,"91,991","1,639","3,821","1,815","2,210","2,305","2,420","2,415","5,432","2,149","5,401","4,454","2,688","5,456","5,250","4,057","3,257","4,498","3,148","5,178","4,005","3,075","5,068","3,294","3,768","1,967","1,977","1,244"
2021년07월_계_30~39세,"107,055","1,827","4,127","1,749","2,681","2,158","2,198","2,227","6,185","1,672","5,526","5,345","2,804","6,878","6,497","4,656","4,976","4,693","3,481","7,399","4,661","5,348","6,058","3,739","4,152","2,849","2,202",967
2021년07월_계_40~49세,"107,369","1,865","4,014","1,815","2,936","2,727","2,679","2,543","3,653","3,233","5,691","3,412","3,074","4,787","5,088","3,808","4,446","5,558","2,848","4,364","4,676","6,600","4,411","8,509","6,185","4,350","2,767","1,330"
2021년07월_계_50~59세,"101,179","2,263","3,638","2,289","3,268","3,517","3,606","2,682","3,611","3,122","6,798","3,356","3,122","4,645","4,412","4,628","3,978","5,229","3,320","3,492","4,777","3,819","4,069","5,041","5,222","2,964","2,636","1,675"
2021년07월_계_60~69세,"86,453","2,486","3,348","1,984","2,855","3,290","3,488","2,030","3,248","2,568","5,817","3,084","2,744","3,983","3,735","3,775","3,561","4,177","2,987","3,187","3,910","2,621","3,460","2,944","4,771","2,467","2,453","1,480"
2021년07월_계_70~79세,"40,817","1,173","1,617","1,045","1,563","1,897","1,739",867,"1,517","1,086","2,555","1,480","1,157","1,996","1,745","1,551","1,433","1,697","1,219","1,636","1,749","1,107","1,636","1,614","2,511","1,183","1,142",902
2021년07월_계_80~89세,"14,549",458,591,380,571,736,714,371,492,374,"1,025",496,411,652,559,600,342,659,412,688,667,359,519,500,730,373,455,415
2021년07월_계_90~99세,"2,495",61,84,57,101,95,105,67,70,96,205,78,79,93,108,85,67,109,75,114,149,95,76,62,138,71,84,71
2021년07월_계_100세 이상,110,1,2,3,3,2,1,6,2,1,13,0,5,7,7,4,3,6,5,6,5,4,5,3,4,2,6,4
2021년07월_남_총인구수,"317,209","6,489","11,941","6,429","9,319","9,812","9,701","7,627","12,379","8,923","18,861","11,297","9,327","15,208","14,551","13,171","13,318","16,011","10,015","13,412","14,260","15,717","13,290","16,967","16,477","10,229","7,979","4,499"
2021년07월_남_연령구간인구수,"317,209","6,489","11,941","6,429","9,319","9,812","9,701","7,627","12,379","8,923","18,861","11,297","9,327","15,208","14,551","13,171","13,318","16,011","10,015","13,412","14,260","15,717","13,290","16,967","16,477","10,229","7,979","4,499"
2021년07월_남_0~9세,"24,846",370,965,331,676,458,407,489,623,670,"1,421",588,785,772,752,813,"1,660","1,303",663,822,"1,149","2,540",603,"1,993","1,633","1,369",697,294
2021년07월_남_10~19세,"29,573",424,"1,001",477,809,807,674,834,669,"1,477","1,656",651,906,911,"1,039",940,"1,133","1,822",766,718,"1,366","2,148",843,"2,931","2,025","1,262",878,406
2021년07월_남_20~29세,"43,735",855,"1,701",959,"1,136","1,200","1,316","1,232","2,196","1,135","2,809","1,985","1,247","2,514","2,369","1,991","1,609","2,262","1,576","2,001","1,990","1,528","2,215","1,577","1,809",972,950,601
2021년07월_남_30~39세,"51,146",948,"1,948",933,"1,359","1,191","1,195","1,087","2,974",695,"2,715","2,599","1,324","3,308","3,154","2,374","2,330","2,273","1,794","3,361","2,348","2,463","2,963","1,493","1,761","1,150",968,438
2021년07월_남_40~49세,"51,807",932,"1,931",911,"1,454","1,426","1,416","1,152","1,809","1,419","2,686","1,601","1,477","2,371","2,449","1,884","2,148","2,662","1,408","2,117","2,304","3,309","2,147","3,956","2,863","2,117","1,279",579
2021년07월_남_50~59세,"49,104","1,095","1,775","1,159","1,583","1,887","1,857","1,267","1,689","1,538","3,154","1,528","1,505","2,254","2,068","2,264","1,868","2,563","1,543","1,698","2,209","1,888","1,916","2,720","2,575","1,459","1,227",815
2021년07월_남_60~69세,"40,693","1,138","1,584",968,"1,342","1,652","1,733",952,"1,468","1,213","2,755","1,401","1,295","1,836","1,668","1,877","1,695","1,986","1,463","1,495","1,851","1,174","1,592","1,328","2,210","1,141","1,183",693
2021년07월_남_70~79세,"19,905",533,780,521,735,891,800,459,727,601,"1,261",696,610,924,839,749,725,854,620,838,806,551,773,747,"1,249",592,571,453
2021년07월_남_80~89세,"5,781",173,235,155,208,270,290,139,203,151,359,224,164,290,190,251,135,256,164,319,215,107,213,210,319,150,190,201
2021년07월_남_90~99세,594,20,20,13,17,30,13,16,20,23,42,24,14,27,22,26,15,29,17,39,22,9,24,12,31,17,33,19
2021년07월_남_100세 이상,25,1,1,2,0,0,0,0,1,1,3,0,0,1,1,2,0,1,1,4,0,0,1,0,2,0,3,0
2021년07월_여_총인구수,"340,884","6,771","13,176","6,254","9,658","9,353","9,379","8,218","14,227","9,279","20,000","12,896","10,107","16,651","16,284","13,393","14,155","16,564","10,218","15,709","15,275","16,650","14,921","18,473","18,174","11,067","8,888","5,144"
2021년07월_여_연령구간인구수,"340,884","6,771","13,176","6,254","9,658","9,353","9,379","8,218","14,227","9,279","20,000","12,896","10,107","16,651","16,284","13,393","14,155","16,564","10,218","15,709","15,275","16,650","14,921","18,473","18,174","11,067","8,888","5,144"
2021년07월_여_0~9세,"23,410",284,914,286,623,416,420,529,531,567,"1,328",567,729,752,712,767,"1,448","1,202",613,817,"1,123","2,484",612,"1,923","1,511","1,276",710,266
2021년07월_여_10~19세,"28,246",409,995,452,681,757,629,785,573,"1,187","1,425",682,930,927,931,880,"1,169","1,622",696,700,"1,298","2,167",851,"2,887","2,001","1,163",860,589
2021년07월_여_20~29세,"48,256",784,"2,120",856,"1,074","1,105","1,104","1,183","3,236","1,014","2,592","2,469","1,441","2,942","2,881","2,066","1,648","2,236","1,572","3,177","2,015","1,547","2,853","1,717","1,959",995,"1,027",643
2021년07월_여_30~39세,"55,909",879,"2,179",816,"1,322",967,"1,003","1,140","3,211",977,"2,811","2,746","1,480","3,570","3,343","2,282","2,646","2,420","1,687","4,038","2,313","2,885","3,095","2,246","2,391","1,699","1,234",529
2021년07월_여_40~49세,"55,562",933,"2,083",904,"1,482","1,301","1,263","1,391","1,844","1,814","3,005","1,811","1,597","2,416","2,639","1,924","2,298","2,896","1,440","2,247","2,372","3,291","2,264","4,553","3,322","2,233","1,488",751
2021년07월_여_50~59세,"52,075","1,168","1,863","1,130","1,685","1,630","1,749","1,415","1,922","1,584","3,644","1,828","1,617","2,391","2,344","2,364","2,110","2,666","1,777","1,794","2,568","1,931","2,153","2,321","2,647","1,505","1,409",860
2021년07월_여_60~69세,"45,760","1,348","1,764","1,016","1,513","1,638","1,755","1,078","1,780","1,355","3,062","1,683","1,449","2,147","2,067","1,898","1,866","2,191","1,524","1,692","2,059","1,447","1,868","1,616","2,561","1,326","1,270",787
2021년07월_여_70~79세,"20,912",640,837,524,828,"1,006",939,408,790,485,"1,294",784,547,"1,072",906,802,708,843,599,798,943,556,863,867,"1,262",591,571,449
2021년07월_여_80~89세,"8,768",285,356,225,363,466,424,232,289,223,666,272,247,362,369,349,207,403,248,369,452,252,306,290,411,223,265,214
2021년07월_여_90~99세,"1,901",41,64,44,84,65,92,51,50,73,163,54,65,66,86,59,52,80,58,75,127,86,52,50,107,54,51,52
2021년07월_여_100세 이상,85,0,1,1,3,2,1,6,1,0,10,0,5,6,6,2,3,5,4,2,5,4,4,3,2,2,3,4
