카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년02월_남_40~49세,"40,702","1,754","2,179","2,337","2,764","3,064","1,859","1,876","2,188","2,879","1,632","2,822","2,738","1,468","2,004","1,819","2,527","1,924","1,560","1,308"
2021년02월_남_50~59세,"42,499","1,773","2,205","2,232","2,790","2,986","2,404","1,865","2,374","2,371","1,812","2,689","3,292","1,974","2,416","2,179","2,580","1,443","1,666","1,448"
2021년02월_남_60~69세,"31,880","1,477","1,968","2,050","2,528","2,159","1,656","1,194","1,202","1,026","1,240","2,118","2,883","1,427","2,086","1,759","1,792",976,"1,272","1,067"
2021년02월_남_70~79세,"16,287",896,"1,134","1,168","1,259","1,044",705,575,465,404,758,"1,229","1,339",688,"1,233",996,856,509,601,428
2021년02월_남_80~89세,"5,871",316,333,411,416,362,273,219,206,150,272,488,499,221,483,342,331,175,217,157
2021년02월_남_90~99세,644,32,41,35,46,44,41,25,20,20,29,55,50,21,32,41,44,24,24,20
2021년02월_남_100세 이상,86,4,2,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2021년02월_여_총인구수,"269,437","10,753","14,130","15,887","19,207","20,223","14,118","11,763","12,610","14,027","10,642","18,982","20,010","10,340","13,540","12,625","17,841","11,803","11,006","9,930"
2021년02월_여_연령구간인구수,"269,437","10,753","14,130","15,887","19,207","20,223","14,118","11,763","12,610","14,027","10,642","18,982","20,010","10,340","13,540","12,625","17,841","11,803","11,006","9,930"
2021년02월_여_0~9세,"15,825",575,865,"1,081","1,023","1,370",540,703,717,928,577,"1,012","1,123",489,677,536,"1,164","1,147",660,638
2021년02월_여_10~19세,"25,259",778,"1,023","1,012","1,302","2,131","1,372","1,362","2,231","2,687","1,014","1,625","1,599",896,950,"1,006","1,444","1,004","1,013",810
2021년02월_여_20~29세,"35,302","1,618","1,493","1,799","3,358","3,341","2,123","1,511","1,517","1,422","1,245","2,100","2,590","1,649","1,502","1,618","2,380","1,350","1,303","1,383"
2021년02월_여_30~39세,"32,184","1,192","1,586","2,274","2,621","2,591","1,368","1,324",988,"1,143",968,"2,196","2,417","1,104","1,375","1,236","2,556","2,396","1,377","1,472"
2021년02월_여_40~49세,"44,757","1,649","2,109","2,300","2,657","3,420","2,323","2,133","2,845","3,699","1,863","2,976","2,968","1,570","1,974","1,860","2,971","1,944","1,880","1,616"
2021년02월_여_50~59세,"45,183","1,750","2,398","2,550","3,008","3,083","2,541","2,041","2,186","2,086","1,803","2,992","3,680","1,979","2,341","2,342","3,116","1,597","1,932","1,758"
2021년02월_여_60~69세,"36,707","1,615","2,431","2,583","2,927","2,386","1,952","1,348","1,078","1,079","1,411","2,725","3,097","1,459","2,302","1,971","2,236","1,291","1,523","1,293"
2021년02월_여_70~79세,"21,295","1,064","1,380","1,439","1,531","1,180","1,122",800,628,578,"1,155","2,106","1,589",745,"1,542","1,313","1,130",659,783,551
2021년02월_여_80~89세,"10,806",418,703,716,639,616,681,465,353,345,500,"1,073",761,367,747,608,676,349,439,350
2021년02월_여_90~99세,"1,915",80,129,120,127,97,89,73,57,50,94,165,168,74,106,113,161,62,93,57
2021년02월_여_100세 이상,204,14,13,13,14,8,7,3,10,10,12,12,18,8,24,22,7,4,3,2
