카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년10월_계_80~89세,"19,426","10,560",461,315,779,339,401,457,534,384,"1,005",730,"1,276",394,416,727,489,344,536,574,399,"8,866",985,589,562,745,559,309,491,360,338,466,648,784,714,545,612,159,0
2020년10월_계_90~99세,"2,770","1,587",63,61,110,52,57,52,67,69,116,117,185,66,53,123,70,61,88,121,56,"1,183",123,76,55,92,80,40,48,42,51,70,79,138,111,65,80,33,0
2020년10월_계_100세 이상,163,83,9,5,15,0,2,6,3,3,5,2,10,3,1,3,3,4,0,4,5,80,9,8,6,5,19,1,1,5,1,2,5,3,2,6,7,0,0
2020년10월_남_총인구수,"323,585","165,555","3,854","2,131","6,154","2,446","3,203","4,308","7,124","9,764","20,134","6,183","22,342","5,769","6,574","10,825","5,338","4,947","7,024","19,237","18,198","158,030","7,130","8,999","5,749","15,837","10,189","4,067","4,912","4,242","4,938","7,576","9,961","30,253","13,056","6,424","15,438","9,259",0
2020년10월_남_연령구간인구수,"323,585","165,555","3,854","2,131","6,154","2,446","3,203","4,308","7,124","9,764","20,134","6,183","22,342","5,769","6,574","10,825","5,338","4,947","7,024","19,237","18,198","158,030","7,130","8,999","5,749","15,837","10,189","4,067","4,912","4,242","4,938","7,576","9,961","30,253","13,056","6,424","15,438","9,259",0
2020년10월_남_0~9세,"27,914","12,838",182,55,334,96,159,189,526,727,"1,734",331,"2,067",367,343,785,324,275,526,"2,284","1,534","15,076",342,720,293,"1,357","1,047",93,246,176,323,448,772,"4,148","1,112",448,"1,987","1,564",0
2020년10월_남_10~19세,"37,326","18,996",233,105,456,193,240,347,711,"1,374","2,606",454,"2,810",584,638,"1,351",518,468,790,"2,665","2,453","18,330",607,"1,236",389,"2,143",839,163,340,277,395,645,"1,299","4,485","1,628",551,"1,586","1,747",0
2020년10월_남_20~29세,"48,779","25,682",517,199,756,271,364,547,"1,161","1,652","3,258",727,"3,126",929,"1,112","1,725",773,800,"1,120","3,133","3,512","23,097",909,"1,255",824,"2,449","1,743","1,259",811,503,685,"1,082","1,552","4,153","2,048",865,"2,049",910,0
2020년10월_남_30~39세,"41,454","20,277",415,232,680,245,312,427,871,"1,203","2,560",741,"2,612",646,696,"1,076",566,549,818,"2,576","3,052","21,177",742,927,725,"2,004","1,753",553,574,480,695,"1,077","1,009","4,432","1,508",925,"2,681","1,092",0
2020년10월_남_40~49세,"52,658","25,711",505,330,918,374,432,662,893,"1,662","3,282",917,"3,553",784,838,"1,604",777,705,988,"3,265","3,222","26,947",982,"1,495",818,"2,967","1,653",515,681,713,776,"1,331","1,506","5,698","1,985","1,021","2,642","2,164",0
2020년10월_남_50~59세,"51,994","27,565",658,360,995,434,546,771,"1,169","1,617","3,463","1,114","3,678","1,064","1,172","2,043",844,827,"1,071","2,846","2,893","24,429","1,173","1,385",953,"2,541","1,342",578,777,825,818,"1,414","1,720","4,209","2,224","1,117","2,222","1,131",0
2020년10월_남_60~69세,"36,308","19,797",672,410,983,420,617,710,"1,009",948,"1,868","1,042","2,738",823,"1,076","1,364",815,728,957,"1,651",966,"16,511","1,106","1,026",864,"1,343",968,473,702,714,722,941,"1,302","2,047","1,534",891,"1,429",449,0
2020년10월_남_70~79세,"19,479","10,592",466,302,706,289,373,494,549,427,952,608,"1,295",429,550,617,516,454,531,619,415,"8,887",807,699,617,757,594,285,563,421,375,450,570,800,746,432,618,153,0
2020년10월_남_80~89세,"7,013","3,729",188,122,299,113,149,152,212,137,381,226,421,127,139,232,188,120,205,174,144,"3,284",420,240,252,256,226,136,204,124,134,173,212,252,245,161,205,44,0
2020년10월_남_90~99세,629,352,17,13,25,11,10,7,22,17,30,22,42,14,10,28,16,21,18,23,6,277,40,15,14,19,20,11,14,8,14,14,18,28,26,13,18,5,0
2020년10월_남_100세 이상,31,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,15,2,1,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년10월_여_총인구수,"333,600","174,322","3,819","2,151","6,474","2,505","3,265","4,488","7,651","9,804","21,389","6,675","23,870","6,132","7,067","11,467","5,762","5,398","7,891","20,319","18,195","159,278","7,349","9,627","5,729","16,523","9,910","3,555","5,078","3,550","4,838","7,047","10,715","30,731","13,634","6,058","15,162","9,772",0
2020년10월_여_연령구간인구수,"333,600","174,322","3,819","2,151","6,474","2,505","3,265","4,488","7,651","9,804","21,389","6,675","23,870","6,132","7,067","11,467","5,762","5,398","7,891","20,319","18,195","159,278","7,349","9,627","5,729","16,523","9,910","3,555","5,078","3,550","4,838","7,047","10,715","30,731","13,634","6,058","15,162","9,772",0
2020년10월_여_0~9세,"26,562","12,155",146,47,302,85,149,154,460,707,"1,661",266,"2,011",344,335,788,302,265,477,"2,186","1,470","14,407",299,756,269,"1,351",988,108,212,151,329,440,780,"3,935","1,053",418,"1,799","1,519",0
2020년10월_여_10~19세,"34,811","17,476",233,87,373,167,216,325,607,"1,278","2,488",402,"2,631",556,639,"1,198",422,456,773,"2,357","2,268","17,335",490,"1,155",368,"2,086",742,175,317,263,399,637,"1,299","4,192","1,524",475,"1,528","1,685",0
2020년10월_여_20~29세,"44,008","23,749",413,193,678,250,336,470,"1,188","1,521","3,148",647,"2,792",797,959,"1,394",669,717,996,"3,072","3,509","20,259",818,"1,118",742,"2,252","1,477",959,726,353,638,957,"1,241","3,661","1,949",697,"1,829",842,0
2020년10월_여_30~39세,"40,622","19,800",363,157,668,192,267,348,821,"1,124","2,605",584,"2,709",577,639,"1,112",563,514,853,"2,807","2,897","20,822",601,997,592,"2,085","1,651",381,471,278,582,891,"1,072","4,898","1,487",764,"2,550","1,522",0
2020년10월_여_40~49세,"54,841","28,107",431,214,797,307,377,539,"1,061","1,859","3,875",811,"4,028",913,954,"1,919",765,733,"1,154","3,707","3,663","26,734",867,"1,636",685,"3,187","1,388",336,600,411,662,"1,179","1,715","6,102","2,221",853,"2,553","2,339",0
2020년10월_여_50~59세,"53,959","29,552",647,337,"1,031",375,520,780,"1,393","1,621","3,613","1,208","4,018","1,200","1,451","2,218",996,974,"1,456","3,160","2,554","24,407","1,226","1,472",936,"2,553","1,373",524,815,654,851,"1,179","1,907","4,160","2,420","1,034","2,239","1,064",0
2020년10월_여_60~69세,"39,760","22,152",750,466,"1,193",440,653,907,"1,136",942,"2,066","1,196","3,061",912,"1,186","1,423",981,925,"1,143","1,762","1,010","17,608","1,221","1,233","1,032","1,444","1,154",484,924,657,753,890,"1,424","2,110","1,553",842,"1,422",465,0
2020년10월_여_70~79세,"24,351","13,198",509,407,854,422,447,611,616,450,"1,218",961,"1,612",513,583,822,707,546,638,767,515,"11,153","1,172",843,748,999,729,386,691,509,383,524,776,"1,029",871,533,767,193,0
2020년10월_여_80~89세,"12,413","6,831",273,193,480,226,252,305,322,247,624,504,855,267,277,495,301,224,331,400,255,"5,582",565,349,310,489,333,173,287,236,204,293,436,532,469,384,407,115,0
2020년10월_여_90~99세,"2,141","1,235",46,48,85,41,47,45,45,52,86,95,143,52,43,95,54,40,70,98,50,906,83,61,41,73,60,29,34,34,37,56,61,110,85,52,62,28,0
2020년10월_여_100세 이상,132,67,8,2,13,0,1,4,2,3,5,1,10,1,1,3,2,4,0,3,4,65,7,7,6,4,15,0,1,4,0,1,4,2,2,6,6,0,0
