카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년10월_계_총인구수,"657,185","339,877","7,673","4,282","12,628","4,951","6,468","8,796","14,775","19,568","41,523","12,858","46,212","11,901","13,641","22,292","11,100","10,345","14,915","39,556","36,393","317,308","14,479","18,626","11,478","32,360","20,099","7,622","9,990","7,792","9,776","14,623","20,676","60,984","26,690","12,482","30,600","19,031",0
2020년10월_계_연령구간인구수,"657,185","339,877","7,673","4,282","12,628","4,951","6,468","8,796","14,775","19,568","41,523","12,858","46,212","11,901","13,641","22,292","11,100","10,345","14,915","39,556","36,393","317,308","14,479","18,626","11,478","32,360","20,099","7,622","9,990","7,792","9,776","14,623","20,676","60,984","26,690","12,482","30,600","19,031",0
2020년10월_계_0~9세,"54,476","24,993",328,102,636,181,308,343,986,"1,434","3,395",597,"4,078",711,678,"1,573",626,540,"1,003","4,470","3,004","29,483",641,"1,476",562,"2,708","2,035",201,458,327,652,888,"1,552","8,083","2,165",866,"3,786","3,083",0
2020년10월_계_10~19세,"72,137","36,472",466,192,829,360,456,672,"1,318","2,652","5,094",856,"5,441","1,140","1,277","2,549",940,924,"1,563","5,022","4,721","35,665","1,097","2,391",757,"4,229","1,581",338,657,540,794,"1,282","2,598","8,677","3,152","1,026","3,114","3,432",0
2020년10월_계_20~29세,"92,787","49,431",930,392,"1,434",521,700,"1,017","2,349","3,173","6,406","1,374","5,918","1,726","2,071","3,119","1,442","1,517","2,116","6,205","7,021","43,356","1,727","2,373","1,566","4,701","3,220","2,218","1,537",856,"1,323","2,039","2,793","7,814","3,997","1,562","3,878","1,752",0
2020년10월_계_30~39세,"82,076","40,077",778,389,"1,348",437,579,775,"1,692","2,327","5,165","1,325","5,321","1,223","1,335","2,188","1,129","1,063","1,671","5,383","5,949","41,999","1,343","1,924","1,317","4,089","3,404",934,"1,045",758,"1,277","1,968","2,081","9,330","2,995","1,689","5,231","2,614",0
2020년10월_계_40~49세,"107,499","53,818",936,544,"1,715",681,809,"1,201","1,954","3,521","7,157","1,728","7,581","1,697","1,792","3,523","1,542","1,438","2,142","6,972","6,885","53,681","1,849","3,131","1,503","6,154","3,041",851,"1,281","1,124","1,438","2,510","3,221","11,800","4,206","1,874","5,195","4,503",0
2020년10월_계_50~59세,"105,953","57,117","1,305",697,"2,026",809,"1,066","1,551","2,562","3,238","7,076","2,322","7,696","2,264","2,623","4,261","1,840","1,801","2,527","6,006","5,447","48,836","2,399","2,857","1,889","5,094","2,715","1,102","1,592","1,479","1,669","2,593","3,627","8,369","4,644","2,151","4,461","2,195",0
2020년10월_계_60~69세,"76,068","41,949","1,422",876,"2,176",860,"1,270","1,617","2,145","1,890","3,934","2,238","5,799","1,735","2,262","2,787","1,796","1,653","2,100","3,413","1,976","34,119","2,327","2,259","1,896","2,787","2,122",957,"1,626","1,371","1,475","1,831","2,726","4,157","3,087","1,733","2,851",914,0
2020년10월_계_70~79세,"43,830","23,790",975,709,"1,560",711,820,"1,105","1,165",877,"2,170","1,569","2,907",942,"1,133","1,439","1,223","1,000","1,169","1,386",930,"20,040","1,979","1,542","1,365","1,756","1,323",671,"1,254",930,758,974,"1,346","1,829","1,617",965,"1,385",346,0
