카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년01월_계_총인구수,"395,636","32,294","12,793","45,627","28,826","25,620","29,475","32,705","23,359","27,799","25,648","14,738","12,741","39,730","23,860","20,421"
2020년01월_계_연령구간인구수,"395,636","32,294","12,793","45,627","28,826","25,620","29,475","32,705","23,359","27,799","25,648","14,738","12,741","39,730","23,860","20,421"
2020년01월_계_0~9세,"26,445","2,103",397,"3,226","2,422","1,429","1,906","2,453",899,"1,928","2,245",814,892,"2,519","1,651","1,561"
2020년01월_계_10~19세,"29,253","2,095",633,"3,373","2,014","1,789","2,039","2,227","1,004","1,738","1,696",815,933,"4,448","2,679","1,770"
2020년01월_계_20~29세,"66,395","5,584","2,242","9,639","4,490","4,258","4,591","5,196","5,236","3,803","3,556","2,539","1,970","6,544","3,291","3,456"
2020년01월_계_30~39세,"63,887","5,393","1,877","6,667","5,006","4,390","5,013","4,896","4,781","4,711","4,276","2,625","2,119","5,614","3,079","3,440"
2020년01월_계_40~49세,"60,445","4,463","1,606","6,680","4,549","3,870","4,534","4,941","2,941","4,125","3,956","2,145","2,026","6,992","4,277","3,340"
2020년01월_계_50~59세,"59,199","4,790","2,314","6,407","4,164","3,927","4,584","5,249","3,212","4,273","3,786","2,200","1,946","5,893","3,717","2,737"
2020년01월_계_60~69세,"47,640","4,094","1,946","5,048","3,273","3,058","3,607","3,904","2,993","3,860","3,398","1,921","1,554","4,044","2,835","2,105"
2020년01월_계_70~79세,"29,206","2,486","1,213","3,082","1,949","2,051","2,197","2,503","1,742","2,377","1,996","1,209",906,"2,458","1,601","1,436"
2020년01월_계_80~89세,"11,179","1,087",474,"1,269",814,729,887,"1,100",477,822,621,399,333,"1,044",627,496
2020년01월_계_90~99세,"1,692",166,77,206,120,106,106,184,68,128,98,65,51,152,98,67
2020년01월_계_100세 이상,295,33,14,30,25,13,11,52,6,34,20,6,11,22,5,13
2020년01월_남_총인구수,"191,772","16,020","6,592","22,208","13,851","12,291","14,391","15,933","11,126","13,426","12,456","7,062","6,173","18,920","11,513","9,810"
2020년01월_남_연령구간인구수,"191,772","16,020","6,592","22,208","13,851","12,291","14,391","15,933","11,126","13,426","12,456","7,062","6,173","18,920","11,513","9,810"
2020년01월_남_0~9세,"13,501","1,058",217,"1,612","1,256",743,969,"1,265",448,"1,004","1,138",423,451,"1,284",844,789
2020년01월_남_10~19세,"14,982","1,079",321,"1,706","1,031",919,"1,100","1,140",547,947,908,416,487,"2,183","1,309",889
2020년01월_남_20~29세,"32,407","2,922","1,198","4,970","2,138","1,975","2,254","2,722","2,300","1,850","1,683","1,182",974,"3,070","1,592","1,577"
