카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년01월_남_30~39세,"32,298","2,892","1,106","3,318","2,401","2,285","2,623","2,451","2,464","2,334","2,063","1,347","1,064","2,744","1,519","1,687"
2020년01월_남_40~49세,"30,283","2,310",891,"3,334","2,287","1,925","2,289","2,500","1,502","2,056","2,041","1,092","1,021","3,353","2,040","1,642"
2020년01월_남_50~59세,"28,323","2,294","1,159","2,979","1,991","1,854","2,179","2,513","1,443","1,983","1,786","1,047",904,"2,986","1,859","1,346"
2020년01월_남_60~69세,"21,941","1,911",912,"2,383","1,515","1,361","1,661","1,814","1,354","1,773","1,582",833,726,"1,806","1,348",962
2020년01월_남_70~79세,"13,130","1,103",559,"1,370",871,919,965,"1,069",829,"1,104",946,558,405,"1,040",726,666
2020년01월_남_80~89세,"4,364",400,203,476,314,284,313,393,224,328,279,149,129,405,247,220
2020년01월_남_90~99세,456,40,20,53,40,22,34,49,15,34,24,14,11,44,28,28
2020년01월_남_100세 이상,87,11,6,7,7,4,4,17,0,13,6,1,1,5,1,4
2020년01월_여_총인구수,"203,864","16,274","6,201","23,419","14,975","13,329","15,084","16,772","12,233","14,373","13,192","7,676","6,568","20,810","12,347","10,611"
2020년01월_여_연령구간인구수,"203,864","16,274","6,201","23,419","14,975","13,329","15,084","16,772","12,233","14,373","13,192","7,676","6,568","20,810","12,347","10,611"
2020년01월_여_0~9세,"12,944","1,045",180,"1,614","1,166",686,937,"1,188",451,924,"1,107",391,441,"1,235",807,772
2020년01월_여_10~19세,"14,271","1,016",312,"1,667",983,870,939,"1,087",457,791,788,399,446,"2,265","1,370",881
2020년01월_여_20~29세,"33,988","2,662","1,044","4,669","2,352","2,283","2,337","2,474","2,936","1,953","1,873","1,357",996,"3,474","1,699","1,879"
2020년01월_여_30~39세,"31,589","2,501",771,"3,349","2,605","2,105","2,390","2,445","2,317","2,377","2,213","1,278","1,055","2,870","1,560","1,753"
2020년01월_여_40~49세,"30,162","2,153",715,"3,346","2,262","1,945","2,245","2,441","1,439","2,069","1,915","1,053","1,005","3,639","2,237","1,698"
2020년01월_여_50~59세,"30,876","2,496","1,155","3,428","2,173","2,073","2,405","2,736","1,769","2,290","2,000","1,153","1,042","2,907","1,858","1,391"
2020년01월_여_60~69세,"25,699","2,183","1,034","2,665","1,758","1,697","1,946","2,090","1,639","2,087","1,816","1,088",828,"2,238","1,487","1,143"
2020년01월_여_70~79세,"16,076","1,383",654,"1,712","1,078","1,132","1,232","1,434",913,"1,273","1,050",651,501,"1,418",875,770
2020년01월_여_80~89세,"6,815",687,271,793,500,445,574,707,253,494,342,250,204,639,380,276
2020년01월_여_90~99세,"1,236",126,57,153,80,84,72,135,53,94,74,51,40,108,70,39
2020년01월_여_100세 이상,208,22,8,23,18,9,7,35,6,21,14,5,10,17,4,9
