카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년08월_계_총인구수,"1,038,677","263,432","20,265","42,992","7,265","50,984","37,949","43,084","30,586","30,307","216,218","42,286","23,037","28,460","46,070","41,544","26,778","8,043","174,879","4,377","12,470","3,595","4,007","14,483",654,"33,074","11,468","15,164","9,494","11,119","14,779","20,129","7,101","12,965","191,618","65,626","10,855","7,530","17,433","6,441","11,433","32,254","9,561","7,946","9,291","9,819","3,429","192,530","17,521","8,909","5,194","11,444","7,560","17,433","8,618","21,591","10,214","26,248","12,560","6,512","38,726"
2020년08월_계_연령구간인구수,"1,038,677","263,432","20,265","42,992","7,265","50,984","37,949","43,084","30,586","30,307","216,218","42,286","23,037","28,460","46,070","41,544","26,778","8,043","174,879","4,377","12,470","3,595","4,007","14,483",654,"33,074","11,468","15,164","9,494","11,119","14,779","20,129","7,101","12,965","191,618","65,626","10,855","7,530","17,433","6,441","11,433","32,254","9,561","7,946","9,291","9,819","3,429","192,530","17,521","8,909","5,194","11,444","7,560","17,433","8,618","21,591","10,214","26,248","12,560","6,512","38,726"
2020년08월_계_0~9세,"85,111","21,992","1,230","6,587",258,"4,458","3,141","2,531","1,596","2,191","17,042","3,333","1,290","2,189","3,655","3,829","2,238",508,"12,609",126,"1,181",73,66,"2,309",30,"2,906",550,"1,002",437,545,"1,065","1,170",354,795,"13,669","5,409",449,315,"1,181",168,638,"3,308",684,327,468,559,163,"19,799","1,579",374,200,"1,122",572,"1,542",403,"2,517","1,091","3,681","1,812",567,"4,339"
2020년08월_계_10~19세,"100,611","23,867","1,947","3,540",414,"4,730","3,943","4,189","2,288","2,816","23,524","5,394","1,471","3,511","4,938","4,198","3,212",800,"13,776",168,"1,036",162,155,"1,205",30,"3,287",791,"1,377",815,934,"1,210","1,185",436,985,"18,485","8,342",658,604,"1,271",365,860,"3,523",634,485,677,840,226,"20,959","1,887",715,300,"1,018",754,"2,430",552,"2,235","1,212","3,175",923,705,"5,053"
2020년08월_계_20~29세,"130,998","36,417","2,335","4,047",673,"7,207","5,724","6,838","4,851","4,742","32,705","5,837","4,436","4,267","6,652","6,285","4,214","1,014","19,046",322,"1,101",302,254,"1,253",66,"4,271","1,662","1,655","1,182","1,263","1,438","2,080",670,"1,527","22,460","8,394","1,021",750,"1,943",622,"1,365","3,514","1,146","1,024","1,017","1,319",345,"20,370","2,172",880,521,"1,157",781,"2,208","1,016","2,375","1,142","2,331","1,256",600,"3,931"
2020년08월_계_30~39세,"136,110","35,889","1,870","8,212",674,"7,235","5,490","4,395","3,878","4,135","29,915","4,704","4,323","3,598","6,568","6,273","3,421","1,028","20,551",321,"1,588",207,177,"2,724",62,"4,142","1,222","1,614",891,"1,053","1,716","2,456",800,"1,578","22,106","6,999","1,046",692,"2,422",581,"1,354","4,281","1,365",849,933,"1,169",415,"27,649","2,297",746,398,"1,644",846,"2,219","1,035","3,347","1,385","4,248","2,486",749,"6,249"
2020년08월_계_40~49세,"168,866","41,370","3,285","6,967",823,"7,951","6,380","6,815","4,373","4,776","36,375","7,566","3,683","4,827","7,904","6,680","4,434","1,281","25,637",401,"1,978",337,322,"2,435",76,"5,193","1,469","2,330","1,295","1,520","2,199","3,110","1,028","1,944","30,467","11,799","1,456","1,021","2,395",769,"1,644","5,660","1,329","1,131","1,257","1,451",555,"35,017","3,016","1,264",642,"1,769","1,278","3,433","1,315","3,782","1,732","4,959","2,000","1,123","8,704"
2020년08월_계_50~59세,"186,988","50,796","3,955","6,122","1,372","9,775","7,611","9,398","6,306","6,257","43,679","8,454","4,206","6,095","9,186","8,389","5,900","1,449","29,528",802,"2,044",750,742,"1,903",114,"5,739","1,918","2,534","1,788","2,029","2,390","3,333","1,217","2,225","34,752","12,427","1,864","1,336","3,014","1,235","2,018","5,426","1,707","1,462","1,862","1,738",663,"28,233","2,249","1,414",937,"1,836","1,186","2,679","1,538","3,422","1,390","3,488","1,722","1,094","5,278"
2020년08월_계_60~69세,"138,037","33,519","3,086","4,648","1,567","6,248","3,907","5,807","4,741","3,515","22,855","4,757","2,496","2,822","4,962","4,133","2,501","1,184","29,407","1,141","1,982",859,966,"1,615",160,"4,533","2,033","2,405","1,700","2,121","2,606","3,667","1,394","2,225","29,265","7,368","2,303","1,554","2,985","1,453","2,151","4,155","1,536","1,571","1,878","1,679",632,"22,991","2,129","1,572","1,029","1,635","1,137","1,874","1,624","2,475","1,276","2,762","1,354",940,"3,184"
2020년08월_계_70~79세,"62,660","13,152","1,644","1,812",926,"2,355","1,205","2,178","1,753","1,279","6,767","1,559",779,734,"1,446","1,163",564,522,"16,443",699,"1,030",529,747,733,71,"2,175","1,220","1,500",911,"1,173","1,501","2,152",788,"1,214","14,621","3,371","1,427",902,"1,647",841,"1,039","1,739",854,832,856,805,308,"11,677","1,423","1,239",758,860,649,730,788,957,662,"1,083",637,456,"1,435"
