카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년01월_계_총인구수,"367,916","21,904","26,560","34,317","20,980","35,969","18,588","31,769","17,880","22,537","17,678","17,360","8,957","8,980","18,187","17,047","12,893","12,673","23,637"
2020년01월_계_연령구간인구수,"367,916","21,904","26,560","34,317","20,980","35,969","18,588","31,769","17,880","22,537","17,678","17,360","8,957","8,980","18,187","17,047","12,893","12,673","23,637"
2020년01월_계_0~9세,"25,303","1,575","1,270","3,075","1,262","2,689","1,111","3,258","1,369","1,783",697,"1,263",321,430,"1,087","1,701",520,541,"1,351"
2020년01월_계_10~19세,"24,722","1,408",904,"2,905","1,088","2,282","1,024","2,978","1,061","1,717",968,"1,229",636,656,"1,195","1,545",842,653,"1,631"
2020년01월_계_20~29세,"56,789","2,834","5,888","4,030","3,535","7,225","2,683","3,571","2,711","3,642","3,338","2,243","1,295","1,202","2,984","2,421","2,038","1,926","3,223"
2020년01월_계_30~39세,"65,931","3,387","6,338","5,423","4,250","7,781","3,361","5,785","4,374","5,043","2,999","2,561","1,072","1,037","2,957","2,832","1,505","1,738","3,488"
2020년01월_계_40~49세,"55,607","3,298","3,438","5,522","3,029","5,007","2,898","5,772","2,881","3,477","2,515","2,652","1,258","1,338","2,595","2,820","1,851","1,789","3,467"
2020년01월_계_50~59세,"56,131","3,738","3,618","5,104","3,113","4,600","3,035","4,051","2,130","3,129","2,670","3,033","1,707","1,695","2,859","2,593","2,358","2,296","4,402"
2020년01월_계_60~69세,"44,664","3,127","2,919","4,013","2,581","3,519","2,254","3,446","1,742","2,123","2,230","2,421","1,419","1,439","2,492","1,766","1,941","1,829","3,403"
2020년01월_계_70~79세,"26,394","1,766","1,514","2,679","1,435","1,865","1,507","1,974","1,098","1,081","1,531","1,370",851,826,"1,377",939,"1,314","1,372","1,895"
2020년01월_계_80~89세,"10,623",652,555,"1,345",595,838,628,790,432,474,627,511,334,303,550,370,451,471,697
2020년01월_계_90~99세,"1,481",106,91,198,77,134,70,120,73,62,81,70,49,39,77,49,57,52,76
2020년01월_계_100세 이상,271,13,25,23,15,29,17,24,9,6,22,7,15,15,14,11,16,6,4
2020년01월_남_총인구수,"182,504","11,180","14,465","16,120","10,312","16,886","9,398","15,690","8,903","11,224","8,961","8,574","4,490","4,352","8,929","8,503","6,454","6,174","11,889"
2020년01월_남_연령구간인구수,"182,504","11,180","14,465","16,120","10,312","16,886","9,398","15,690","8,903","11,224","8,961","8,574","4,490","4,352","8,929","8,503","6,454","6,174","11,889"
2020년01월_남_0~9세,"12,839",783,621,"1,529",638,"1,357",595,"1,669",731,903,347,657,151,220,543,908,270,270,647
2020년01월_남_10~19세,"13,007",748,495,"1,444",554,"1,163",534,"1,542",543,910,508,635,349,326,679,838,494,330,915
2020년01월_남_20~29세,"26,965","1,513","2,653","1,896","1,604","2,987","1,311","1,729","1,225","1,665","1,650","1,105",686,614,"1,451","1,211","1,035",968,"1,662"
2020년01월_남_30~39세,"33,972","1,776","3,560","2,429","2,218","3,745","1,768","2,784","2,310","2,611","1,721","1,341",591,559,"1,507","1,411",830,923,"1,888"
2020년01월_남_40~49세,"28,577","1,719","2,050","2,620","1,576","2,489","1,558","2,959","1,533","1,760","1,340","1,358",649,662,"1,315","1,415",950,886,"1,738"
2020년01월_남_50~59세,"28,495","1,922","2,277","2,459","1,562","2,197","1,590","2,049","1,082","1,617","1,392","1,514",850,815,"1,381","1,280","1,184","1,137","2,187"
2020년01월_남_60~69세,"21,676","1,583","1,769","1,881","1,221","1,699","1,084","1,631",787,"1,078","1,062","1,144",714,652,"1,178",835,890,821,"1,647"
2020년01월_남_70~79세,"12,221",839,774,"1,208",665,864,693,940,509,478,666,617,353,387,634,453,607,620,914
2020년01월_남_80~89세,"4,273",259,232,582,250,332,239,333,164,183,252,185,130,107,221,137,180,210,277
2020년01월_남_90~99세,412,37,29,69,21,45,19,45,18,17,19,15,11,6,15,14,11,7,14
2020년01월_남_100세 이상,67,1,5,3,3,8,7,9,1,2,4,3,6,4,5,1,3,2,0
2020년01월_여_총인구수,"185,412","10,724","12,095","18,197","10,668","19,083","9,190","16,079","8,977","11,313","8,717","8,786","4,467","4,628","9,258","8,544","6,439","6,499","11,748"
2020년01월_여_연령구간인구수,"185,412","10,724","12,095","18,197","10,668","19,083","9,190","16,079","8,977","11,313","8,717","8,786","4,467","4,628","9,258","8,544","6,439","6,499","11,748"
2020년01월_여_0~9세,"12,464",792,649,"1,546",624,"1,332",516,"1,589",638,880,350,606,170,210,544,793,250,271,704
2020년01월_여_10~19세,"11,715",660,409,"1,461",534,"1,119",490,"1,436",518,807,460,594,287,330,516,707,348,323,716
2020년01월_여_20~29세,"29,824","1,321","3,235","2,134","1,931","4,238","1,372","1,842","1,486","1,977","1,688","1,138",609,588,"1,533","1,210","1,003",958,"1,561"
2020년01월_여_30~39세,"31,959","1,611","2,778","2,994","2,032","4,036","1,593","3,001","2,064","2,432","1,278","1,220",481,478,"1,450","1,421",675,815,"1,600"
2020년01월_여_40~49세,"27,030","1,579","1,388","2,902","1,453","2,518","1,340","2,813","1,348","1,717","1,175","1,294",609,676,"1,280","1,405",901,903,"1,729"
2020년01월_여_50~59세,"27,636","1,816","1,341","2,645","1,551","2,403","1,445","2,002","1,048","1,512","1,278","1,519",857,880,"1,478","1,313","1,174","1,159","2,215"
2020년01월_여_60~69세,"22,988","1,544","1,150","2,132","1,360","1,820","1,170","1,815",955,"1,045","1,168","1,277",705,787,"1,314",931,"1,051","1,008","1,756"
2020년01월_여_70~79세,"14,173",927,740,"1,471",770,"1,001",814,"1,034",589,603,865,753,498,439,743,486,707,752,981
2020년01월_여_80~89세,"6,350",393,323,763,345,506,389,457,268,291,375,326,204,196,329,233,271,261,420
2020년01월_여_90~99세,"1,069",69,62,129,56,89,51,75,55,45,62,55,38,33,62,35,46,45,62
2020년01월_여_100세 이상,204,12,20,20,12,21,10,15,8,4,18,4,9,11,9,10,13,4,4
