카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년06월_계_90~99세,"3,820","1,194",118,128,118,127,102,98,88,157,110,148,"1,126",49,99,84,159,128,86,129,74,75,118,77,48,718,24,50,49,92,84,73,82,56,116,92,782,57,52,75,73,95,72,40,74,59,39,82,64
2020년06월_계_100세 이상,308,88,9,11,8,7,1,21,5,6,2,18,93,11,9,12,18,11,6,2,6,3,9,5,1,89,6,6,14,13,4,10,6,1,17,12,38,6,6,4,3,3,5,1,2,3,2,0,3
2020년06월_남_총인구수,"599,868","138,916","11,992","22,761","14,820","14,903","21,618","10,391","9,929","14,661","9,359","8,482","187,043","5,284","12,265","9,888","20,800","19,621","12,661","22,712","23,004","12,641","24,701","14,871","8,595","88,401","3,172","5,722","4,671","11,390","13,295","5,907","10,398","8,671","19,306","5,869","185,508","9,406","7,638","18,967","11,022","19,932","17,924","13,989","16,831","15,999","14,219","25,921","13,660"
2020년06월_남_연령구간인구수,"599,868","138,916","11,992","22,761","14,820","14,903","21,618","10,391","9,929","14,661","9,359","8,482","187,043","5,284","12,265","9,888","20,800","19,621","12,661","22,712","23,004","12,641","24,701","14,871","8,595","88,401","3,172","5,722","4,671","11,390","13,295","5,907","10,398","8,671","19,306","5,869","185,508","9,406","7,638","18,967","11,022","19,932","17,924","13,989","16,831","15,999","14,219","25,921","13,660"
2020년06월_남_0~9세,"51,999","9,918",743,"1,645","1,337","1,035","2,056",475,627,823,786,391,"17,310",482,600,473,"1,645","1,290",756,"2,635","3,782",728,"3,104",919,896,"5,043",124,232,199,782,"1,085",241,502,618,"1,121",139,"19,728",635,520,"1,601",797,"2,405","1,971","1,343","1,403","1,891","2,316","3,059","1,787"
2020년06월_남_10~19세,"62,342","15,289","1,013","2,206","1,935","1,680","3,654",650,951,"1,536","1,087",577,"17,669",342,873,841,"1,929","1,737","1,090","2,644","2,216",934,"2,909","1,198",956,"7,337",179,255,300,"1,104","1,569",407,784,"1,030","1,449",260,"22,047","1,035",829,"2,323","1,244","1,822","2,608","1,143","2,314","2,125","1,660","3,443","1,501"
2020년06월_남_20~29세,"98,563","24,145","1,884","6,160","2,227","2,287","3,220","1,399","1,579","2,335","1,567","1,487","28,656",779,"1,916","1,488","3,450","3,142","2,107","3,212","2,514","2,489","3,584","2,872","1,103","14,924",505,"1,065",596,"1,638","2,134",761,"1,723","1,990","3,737",775,"30,838","1,747","1,269","3,687","2,017","3,460","2,528","3,256","3,436","2,434","1,711","3,808","1,485"
2020년06월_남_30~39세,"94,438","17,400","1,594","3,115","1,741","1,937","2,200","1,420","1,455","1,836","1,015","1,087","31,182",935,"2,056","1,474","3,046","3,048","1,807","3,398","4,747","2,417","3,951","3,139","1,164","13,441",473,948,619,"1,399","1,758",706,"1,690","1,178","3,884",786,"32,415","1,351","1,089","3,057","1,691","3,962","2,740","3,681","2,353","2,497","2,927","4,502","2,565"
2020년06월_남_40~49세,"103,127","23,025","1,953","3,324","2,653","2,524","4,385","1,646","1,586","2,336","1,353","1,265","31,914",779,"1,996","1,681","3,157","3,213","1,980","4,048","4,279","1,934","4,362","2,789","1,696","14,307",508,841,758,"1,928","2,193",938,"1,634","1,317","3,299",891,"33,881","1,520","1,236","3,439","1,814","3,779","3,480","2,140","2,976","2,888","2,722","5,212","2,675"
2020년06월_남_50~59세,"98,167","24,702","2,205","3,439","2,634","2,697","3,849","2,025","1,813","2,754","1,806","1,480","30,796",918,"2,197","1,712","3,803","3,420","2,437","3,693","2,850","2,121","3,798","2,424","1,423","15,632",617,"1,052",913,"2,063","2,531","1,162","1,870","1,306","2,847","1,271","27,037","1,626","1,335","2,827","1,831","2,380","2,790","1,535","2,749","2,594","1,825","3,694","1,851"
2020년06월_남_60~69세,"56,981","14,595","1,617","1,785","1,386","1,547","1,432","1,652","1,176","1,779","1,017","1,204","18,908",627,"1,567","1,332","2,401","2,366","1,567","1,952","1,731","1,371","2,085","1,048",861,"10,587",446,807,688,"1,448","1,269",968,"1,297",786,"1,872","1,006","12,891",960,870,"1,336","1,065","1,374","1,181",566,"1,098","1,109",737,"1,476","1,119"
2020년06월_남_70~79세,"24,865","6,909",719,739,642,851,561,818,532,905,456,686,"7,830",304,760,665,"1,013","1,080",674,801,669,484,670,333,377,"5,238",235,376,437,756,550,536,684,318,822,524,"4,888",413,366,527,404,559,418,219,334,346,240,548,514
2020년06월_남_80~89세,"8,440","2,626",239,304,235,314,244,282,187,315,239,267,"2,505",107,262,198,324,294,220,300,199,144,217,136,104,"1,695",72,126,142,247,186,171,196,114,254,187,"1,614",109,113,156,143,172,189,94,153,104,75,159,147
2020년06월_남_90~99세,868,286,23,40,27,30,17,18,21,42,32,36,247,9,34,24,28,27,21,29,14,17,18,11,15,175,10,17,12,23,19,16,16,14,19,29,160,8,10,14,15,18,16,12,14,11,6,20,16
2020년06월_남_100세 이상,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020년06월_여_총인구수,"591,674","136,959","11,772","20,446","15,284","15,465","21,661","9,965","9,960","14,447","9,998","7,961","183,605","5,267","11,573","9,773","20,207","18,927","12,442","23,194","23,325","12,234","25,378","12,861","8,424","87,067","2,796","5,042","4,456","12,065","13,735","5,640","10,505","8,721","18,964","5,143","184,043","9,282","7,734","17,561","11,284","19,353","18,400","12,530","16,211","15,842","14,215","27,098","14,533"
2020년06월_여_연령구간인구수,"591,674","136,959","11,772","20,446","15,284","15,465","21,661","9,965","9,960","14,447","9,998","7,961","183,605","5,267","11,573","9,773","20,207","18,927","12,442","23,194","23,325","12,234","25,378","12,861","8,424","87,067","2,796","5,042","4,456","12,065","13,735","5,640","10,505","8,721","18,964","5,143","184,043","9,282","7,734","17,561","11,284","19,353","18,400","12,530","16,211","15,842","14,215","27,098","14,533"
2020년06월_여_0~9세,"48,858","9,258",697,"1,569","1,293","1,047","1,811",416,570,770,737,348,"16,370",432,557,544,"1,540","1,278",760,"2,525","3,485",664,"2,839",857,889,"4,883",118,209,174,796,"1,009",218,473,634,"1,111",141,"18,347",621,483,"1,442",683,"2,277","1,815","1,289","1,393","1,725","2,114","2,799","1,706"
2020년06월_여_10~19세,"58,269","14,026",912,"2,011","1,679","1,578","3,458",596,839,"1,372","1,046",535,"16,331",299,790,773,"1,770","1,553","1,038","2,370","2,226",839,"2,600","1,157",916,"6,999",145,254,306,"1,163","1,551",345,732,859,"1,411",233,"20,913",977,750,"2,222","1,154","1,718","2,409","1,066","2,095","2,059","1,557","3,481","1,425"
2020년06월_여_20~29세,"88,523","20,054","1,545","3,925","1,983","2,109","3,037","1,318","1,501","2,095","1,453","1,088","26,319",753,"1,702","1,303","2,908","2,785","1,918","3,020","2,637","2,480","3,356","2,489",968,"13,742",414,857,520,"1,578","2,025",599,"1,555","1,656","3,784",754,"28,408","1,415","1,259","2,881","1,752","3,182","2,444","2,523","2,941","2,149","1,764","4,506","1,592"
2020년06월_여_30~39세,"87,670","16,074","1,389","2,754","1,834","1,864","2,395","1,121","1,304","1,508","1,125",780,"28,528",815,"1,518","1,222","2,765","2,479","1,517","3,488","4,856","2,066","4,293","2,356","1,153","11,453",400,742,462,"1,354","1,784",569,"1,329","1,091","3,190",532,"31,615","1,181",930,"2,515","1,547","3,858","2,929","2,940","2,194","2,588","3,080","5,059","2,794"
2020년06월_여_40~49세,"101,531","23,392","1,844","3,321","2,890","2,630","4,898","1,385","1,553","2,284","1,614",973,"29,864",704,"1,779","1,503","3,067","2,880","1,860","4,068","3,820","1,789","4,598","2,206","1,590","13,473",369,615,617,"2,003","2,436",776,"1,509","1,471","3,067",610,"34,802","1,630","1,263","3,447","2,054","3,359","3,795","2,072","3,283","3,063","2,679","5,528","2,629"
2020년06월_여_50~59세,"98,247","24,676","2,248","3,391","2,673","2,769","3,510","1,980","1,881","2,763","2,051","1,410","31,684",986,"2,142","1,770","3,861","3,451","2,495","3,935","3,095","2,137","4,258","2,155","1,399","15,097",498,937,848,"2,116","2,573",998,"1,908","1,427","2,847",945,"26,790","1,677","1,458","2,679","1,968","2,325","2,864","1,488","2,545","2,571","1,811","3,324","2,080"
2020년06월_여_60~69세,"58,533","15,098","1,620","1,815","1,540","1,729","1,252","1,731","1,267","1,832",935,"1,377","19,379",688,"1,744","1,442","2,388","2,491","1,585","2,013","1,823","1,312","2,122",908,863,"11,198",427,753,791,"1,600","1,235","1,059","1,548",848,"1,981",956,"12,858","1,028",843,"1,297","1,182","1,484","1,130",573,931,945,710,"1,391","1,344"
2020년06월_여_70~79세,"30,989","8,711",943,990,832,"1,103",772,931,644,"1,079",557,860,"9,368",365,872,803,"1,156","1,294",756,"1,085",868,573,793,409,394,"6,572",280,436,504,982,671,692,958,465,956,628,"6,338",480,455,640,575,725,622,371,461,475,289,631,614
2020년06월_여_80~89세,"15,872","4,695",472,575,464,533,442,392,331,623,401,462,"4,816",176,399,341,607,608,444,588,452,315,413,255,218,"3,040",128,203,190,393,383,318,423,227,505,270,"3,321",220,246,373,309,346,334,179,307,216,176,317,298
2020년06월_여_90~99세,"2,952",908,95,88,91,97,85,80,67,115,78,112,879,40,65,60,131,101,65,100,60,58,100,66,33,543,14,33,37,69,65,57,66,42,97,63,622,49,42,61,58,77,56,28,60,48,33,62,48
2020년06월_여_100세 이상,230,67,7,7,5,6,1,15,3,6,1,16,67,9,5,12,14,7,4,2,3,1,6,3,1,67,3,3,7,11,3,9,4,1,15,11,29,4,5,4,2,2,2,1,1,3,2,0,3
