카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년05월_여_0~9세,"315,661","3,927","3,503","6,737","10,332","10,196","10,553","11,506","14,771","8,112","9,609","16,951","14,913","10,031","12,825","16,090","20,650","14,385","6,475","12,538","12,642","11,609","16,957","18,305","25,247","16,797"
2020년05월_여_10~19세,"391,330","5,634","3,579","7,869","10,469","13,155","12,262","13,532","18,987","11,123","12,910","26,580","19,400","12,233","14,463","24,730","22,655","14,934","7,544","11,705","14,073","14,622","22,313","28,456","29,399","18,703"
2020년05월_여_20~29세,"750,884","11,864","9,643","17,329","22,982","32,949","27,988","28,101","34,530","22,103","21,831","35,870","34,158","25,839","33,536","29,551","46,541","28,269","17,885","30,618","34,490","55,779","29,187","39,211","49,802","30,828"
2020년05월_여_30~39세,"748,661","10,142","10,148","19,126","25,460","28,991","24,580","28,232","30,799","18,947","20,644","33,386","34,520","22,786","34,452","30,232","49,780","31,176","15,899","32,575","31,297","39,588","35,457","45,714","58,858","35,872"
2020년05월_여_40~49세,"782,114","11,670","9,065","18,267","23,002","27,211","25,079","28,353","36,272","23,541","25,209","46,280","39,035","24,308","31,891","41,827","46,036","31,104","16,069","27,120","29,963","32,683","41,389","53,267","56,869","36,604"
2020년05월_여_50~59세,"782,442","12,816","10,295","18,517","24,057","28,282","26,889","35,555","35,521","27,338","30,430","45,604","39,981","25,607","27,664","38,770","46,033","32,254","20,345","27,785","30,701","34,639","32,208","40,131","53,582","37,438"
2020년05월_여_60~69세,"639,454","9,833","8,631","14,653","18,384","21,682","23,435","28,937","28,483","24,021","25,214","35,370","33,530","19,922","20,832","28,921","40,107","28,663","16,342","23,411","26,042","31,117","25,352","31,591","43,085","31,896"
2020년05월_여_70~79세,"378,041","6,971","5,826","9,747","11,372","11,995","15,434","16,787","18,935","16,821","14,834","21,069","21,526","13,983","14,131","14,724","20,355","16,322","9,470","14,431","16,214","19,870","14,286","17,551","20,073","15,314"
2020년05월_여_80~89세,"165,250","3,500","2,956","5,277","5,185","5,223","6,711","6,935","8,490","6,693","6,971","10,474","9,090","6,739","6,645","6,875","9,283","6,598","3,777","6,538","6,986","7,383","5,450","6,646","8,448","6,377"
2020년05월_여_90~99세,"30,417",680,595,"1,074",839,908,"1,110","1,199","1,462","1,055","1,177","1,804","1,479","1,156","1,167","1,248","1,839","1,095",606,"1,105","1,275","1,266","1,315","1,660","1,870","1,433"
2020년05월_여_100세 이상,"4,811",179,132,260,171,159,209,152,284,183,125,184,335,207,246,129,159,132,114,207,216,247,162,225,213,181
