카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년08월_남_30~39세,"46,559","23,926","1,648","2,192","2,645","2,215","2,794","2,427","1,564","1,324","1,340","2,427","1,695","1,129",526,"22,633","2,789","1,742","2,103","2,792",376,"1,511","1,613","4,043","1,670","1,022","2,587",385
2021년08월_남_40~49세,"54,007","28,777","2,322","2,175","2,881","2,661","3,452","3,454","2,023","1,488","1,817","2,848","1,565","1,390",701,"25,230","3,725","1,581","1,747","3,321",571,"1,481","2,198","4,092","1,415","1,504","3,032",563
2021년08월_남_50~59세,"65,085","35,150","2,502","2,421","3,361","3,175","3,424","3,894","2,703","2,036","2,474","4,035","2,563","1,551","1,011","29,935","4,084","2,031","2,134","4,361",980,"1,876","2,338","4,132","1,585","2,001","3,400","1,013"
2021년08월_남_60~69세,"40,572","21,422","1,397","1,518","1,658","1,873","1,885","2,106","1,627","1,262","1,397","2,499","1,884","1,486",830,"19,150","2,178","1,302","1,515","2,624",613,"1,372","1,481","2,481","1,160","1,128","2,093","1,203"
2021년08월_남_70~79세,"13,620","7,502",612,617,651,574,443,758,602,470,438,709,525,776,327,"6,118",729,456,418,629,288,460,489,854,329,379,523,564
2021년08월_남_80~89세,"4,980","2,868",217,219,323,227,111,314,252,226,199,262,179,240,99,"2,112",246,163,114,220,109,120,166,315,119,118,207,215
2021년08월_남_90~99세,466,292,19,17,55,22,11,21,24,20,16,19,40,20,8,174,22,7,10,26,7,6,15,25,11,15,8,22
2021년08월_남_100세 이상,22,12,0,1,4,0,0,0,0,0,0,1,5,1,0,10,0,1,2,0,0,1,1,1,0,1,0,3
2021년08월_여_총인구수,"318,776","172,440","12,110","11,185","15,533","16,175","20,371","18,070","13,324","9,896","10,537","18,676","13,460","8,778","4,325","146,336","18,182","10,826","12,570","21,871","2,620","9,819","10,418","22,847","8,651","7,341","16,919","4,272"
2021년08월_여_연령구간인구수,"318,776","172,440","12,110","11,185","15,533","16,175","20,371","18,070","13,324","9,896","10,537","18,676","13,460","8,778","4,325","146,336","18,182","10,826","12,570","21,871","2,620","9,819","10,418","22,847","8,651","7,341","16,919","4,272"
2021년08월_여_0~9세,"20,896","11,046",796,525,808,"1,132","2,251","1,179",727,418,678,"1,017",772,528,215,"9,850","1,217",556,727,"1,662",138,702,741,"1,806",610,432,"1,133",126
2021년08월_여_10~19세,"30,139","16,358","1,228",749,"1,303","1,693","2,519","1,862","1,360",811,"1,043","1,660","1,179",592,359,"13,781","1,782",868,"1,030","2,442",155,908,"1,172","2,239",664,677,"1,674",170
2021년08월_여_20~29세,"49,758","27,297","1,815","2,058","2,700","2,499","3,286","2,754","2,104","1,662","1,571","3,260","2,151",965,472,"22,461","2,668","2,064","2,626","3,598",176,"1,421","1,310","3,394","1,234","1,097","2,572",301
2021년08월_여_30~39세,"38,649","20,096","1,352","1,540","1,873","1,970","2,912","2,011","1,340","1,090","1,060","2,009","1,569",962,408,"18,553","2,144","1,374","1,799","2,701",253,"1,303","1,209","3,212","1,295",763,"2,211",289
2021년08월_여_40~49세,"51,252","27,612","2,030","1,682","2,471","2,682","3,699","3,207","2,144","1,473","1,670","2,888","1,879","1,186",601,"23,640","3,199","1,575","1,847","3,733",376,"1,473","1,753","3,865","1,274","1,196","2,932",417
2021년08월_여_50~59세,"62,677","33,975","2,208","2,083","3,010","3,158","3,412","3,480","2,776","2,155","2,240","4,012","2,979","1,627",835,"28,702","3,482","2,064","2,312","4,530",593,"2,010","2,011","4,147","1,701","1,541","3,384",927
2021년08월_여_60~69세,"36,971","19,770","1,354","1,346","1,483","1,786","1,563","1,878","1,501","1,205","1,212","2,172","1,817","1,633",820,"17,201","2,029","1,286","1,458","2,057",456,"1,293","1,339","2,342","1,106",937,"1,770","1,128"
2021년08월_여_70~79세,"16,483","9,433",824,719,912,724,424,"1,038",819,640,621,909,614,828,361,"7,050",975,619,429,621,297,463,512,"1,057",446,410,712,509
2021년08월_여_80~89세,"10,130","5,815",420,401,822,451,251,573,475,395,390,638,405,378,216,"4,315",587,367,278,432,159,207,306,651,275,253,460,340
2021년08월_여_90~99세,"1,747",997,79,77,144,76,54,88,73,47,49,105,91,77,37,750,93,53,61,93,17,31,63,130,44,33,69,63
2021년08월_여_100세 이상,74,41,4,5,7,4,0,0,5,0,3,6,4,2,1,33,6,0,3,2,0,8,2,4,2,2,2,2
