카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년06월_계_총인구수,"3,404,423","41,652","107,947","89,698","115,120","357,242","272,476","270,606","288,376","403,923","317,258","236,009","131,779","209,514","176,975","215,709","170,139"
2020년06월_계_연령구간인구수,"3,404,423","41,652","107,947","89,698","115,120","357,242","272,476","270,606","288,376","403,923","317,258","236,009","131,779","209,514","176,975","215,709","170,139"
2020년06월_계_0~9세,"238,364","1,405","5,634","4,230","5,505","21,696","20,099","18,722","19,817","29,073","21,150","13,614","19,417","15,082","10,518","13,170","19,232"
2020년06월_계_10~19세,"276,766","2,142","7,350","5,283","7,706","25,444","25,215","23,649","24,224","38,809","26,253","18,381","10,883","16,658","12,070","15,660","17,039"
2020년06월_계_20~29세,"434,376","5,569","13,593","10,686","12,247","51,770","33,396","35,425","38,776","49,708","40,911","33,896","11,877","26,367","24,274","29,474","16,407"
2020년06월_계_30~39세,"427,542","4,509","11,435","10,576","11,132","47,574","33,948","31,319","34,829","47,696","38,803","26,151","26,378","27,779","24,162","26,182","25,069"
2020년06월_계_40~49세,"514,737","5,560","14,671","12,218","15,581","51,551","43,454","42,625","41,423","66,613","47,142","32,897","22,022","31,963","25,638","30,142","31,237"
2020년06월_계_50~59세,"575,757","7,156","18,243","15,027","20,083","58,878","45,012","43,416","55,327","70,836","56,118","41,554","16,479","34,434","27,832","42,174","23,188"
2020년06월_계_60~69세,"518,401","7,768","18,661","15,879","21,778","54,471","40,150","40,343","44,003","56,307","50,064","38,112","15,042","31,775","28,009","35,759","20,280"
2020년06월_계_70~79세,"290,106","5,047","12,270","10,671","14,551","31,597","22,033","24,708","20,970","30,527","25,921","21,559","6,625","17,909","16,991","16,758","11,969"
2020년06월_계_80~89세,"111,821","2,055","5,230","4,451","5,679","12,526","7,958","9,138","7,903","12,532","9,430","8,523","2,582","6,634","6,541","5,677","4,962"
2020년06월_계_90~99세,"14,705",360,739,577,727,"1,506","1,077","1,127","1,005","1,663","1,301","1,125",431,832,877,645,713
2020년06월_계_100세 이상,"1,848",81,121,100,131,229,134,134,99,159,165,197,43,81,63,68,43
2020년06월_남_총인구수,"1,668,618","20,411","52,341","44,003","56,700","172,757","132,759","132,436","142,725","194,638","158,222","115,428","68,116","101,066","83,688","109,108","84,220"
2020년06월_남_연령구간인구수,"1,668,618","20,411","52,341","44,003","56,700","172,757","132,759","132,436","142,725","194,638","158,222","115,428","68,116","101,066","83,688","109,108","84,220"
2020년06월_남_0~9세,"122,295",739,"2,927","2,240","2,774","11,019","10,367","9,544","10,192","15,119","10,841","7,008","9,982","7,680","5,398","6,693","9,772"
2020년06월_남_10~19세,"143,169","1,086","3,714","2,741","3,983","12,997","13,201","12,217","12,602","20,015","13,695","9,434","5,561","8,588","6,222","8,203","8,910"
2020년06월_남_20~29세,"226,699","2,797","6,732","5,401","6,677","25,519","17,514","18,777","20,814","26,013","22,007","18,347","6,360","13,411","11,840","15,813","8,677"
2020년06월_남_30~39세,"218,387","2,427","5,912","5,694","5,975","24,226","17,037","16,011","18,031","23,177","20,522","13,525","13,461","13,927","12,032","14,057","12,373"
2020년06월_남_40~49세,"259,081","3,031","7,600","6,540","8,186","26,017","21,164","21,346","20,485","31,652","24,106","16,393","12,365","15,663","12,611","15,760","16,162"
2020년06월_남_50~59세,"279,155","3,594","9,308","7,616","10,197","28,513","21,349","21,137","26,474","33,737","27,412","19,699","8,451","16,248","12,707","21,039","11,674"
2020년06월_남_60~69세,"245,721","3,663","8,711","7,544","10,396","25,664","18,710","18,592","21,701","26,620","24,218","17,820","7,676","14,669","12,514","17,799","9,424"
2020년06월_남_70~79세,"130,561","2,195","5,344","4,504","6,328","13,879","10,160","11,070","9,586","13,467","11,885","9,817","3,302","8,165","7,659","7,775","5,425"
