카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년06월_계_80~89세,"13,759",435,558,340,521,711,679,362,471,350,992,457,413,615,536,555,324,614,393,664,652,269,521,463,669,361,437,397
2020년06월_계_90~99세,"2,424",54,94,44,95,104,115,58,76,88,194,74,76,78,106,83,58,101,70,113,155,78,66,85,133,71,85,70
2020년06월_계_100세 이상,285,8,8,3,14,17,33,7,3,0,9,10,11,7,13,9,4,8,12,10,5,3,13,30,14,20,12,2
2020년06월_남_총인구수,"324,317","7,024","12,237","6,671","8,192","10,350","10,099","7,865","12,351","9,199","19,735","11,843","9,939","15,808","15,096","13,576","13,620","16,349","10,355","13,812","14,888","13,746","13,624","17,506","16,950","10,609","8,189","4,684"
2020년06월_남_연령구간인구수,"324,317","7,024","12,237","6,671","8,192","10,350","10,099","7,865","12,351","9,199","19,735","11,843","9,939","15,808","15,096","13,576","13,620","16,349","10,355","13,812","14,888","13,746","13,624","17,506","16,950","10,609","8,189","4,684"
2020년06월_남_0~9세,"26,968",403,"1,080",357,564,569,478,581,684,758,"1,581",664,864,896,873,894,"1,739","1,385",736,903,"1,302","2,381",674,"2,217","1,774","1,550",742,319
2020년06월_남_10~19세,"30,645",501,"1,057",575,775,861,766,884,705,"1,555","1,761",713,982,"1,016","1,106","1,003","1,109","1,913",848,774,"1,486","1,755",931,"2,996","2,028","1,197",893,455
2020년06월_남_20~29세,"45,346",944,"1,696",979,961,"1,298","1,350","1,273","2,180","1,189","2,998","2,100","1,398","2,576","2,453","2,140","1,810","2,353","1,647","2,090","2,117","1,340","2,315","1,559","1,936","1,027","1,003",614
2020년06월_남_30~39세,"54,272","1,081","2,060",916,"1,188","1,255","1,296","1,122","2,888",742,"2,933","2,719","1,488","3,515","3,372","2,484","2,675","2,388","1,889","3,596","2,460","2,325","3,029","1,753","2,081","1,425","1,092",500
2020년06월_남_40~49세,"52,942","1,038","1,990","1,024","1,300","1,579","1,506","1,229","1,802","1,579","2,823","1,683","1,509","2,491","2,499","1,958","2,125","2,737","1,415","2,082","2,381","2,906","2,164","4,200","2,899","2,106","1,268",649
2020년06월_남_50~59세,"50,050","1,188","1,805","1,194","1,396","1,967","1,968","1,290","1,729","1,544","3,338","1,650","1,617","2,342","2,155","2,350","1,916","2,582","1,650","1,740","2,388","1,597","1,974","2,565","2,573","1,454","1,266",812
2020년06월_남_60~69세,"38,875","1,108","1,543",940,"1,142","1,629","1,619",906,"1,426","1,133","2,694","1,376","1,301","1,785","1,631","1,748","1,513","1,912","1,410","1,494","1,715",942,"1,541","1,283","2,136","1,107","1,160",681
2020년06월_남_70~79세,"19,269",573,768,543,663,898,813,432,730,544,"1,218",724,605,902,794,753,620,817,586,798,816,421,763,713,"1,196",571,552,456
2020년06월_남_80~89세,"5,317",173,214,129,177,263,281,132,191,129,345,195,158,258,193,217,102,237,150,296,206,70,213,192,291,147,180,178
2020년06월_남_90~99세,561,12,23,12,19,27,16,16,14,26,42,18,15,27,17,25,10,24,22,35,17,9,18,17,33,20,27,20
2020년06월_남_100세 이상,72,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,2,4,0,0,2,11,3,5,6,0
2020년06월_여_총인구수,"347,195","7,218","13,524","6,403","8,511","9,901","9,787","8,470","13,791","9,499","20,923","13,401","10,701","17,316","16,728","13,776","14,362","16,944","10,681","16,004","15,942","14,538","15,208","19,097","18,637","11,378","9,067","5,388"
2020년06월_여_연령구간인구수,"347,195","7,218","13,524","6,403","8,511","9,901","9,787","8,470","13,791","9,499","20,923","13,401","10,701","17,316","16,728","13,776","14,362","16,944","10,681","16,004","15,942","14,538","15,208","19,097","18,637","11,378","9,067","5,388"
2020년06월_여_0~9세,"25,120",315,956,335,532,510,492,568,578,622,"1,452",683,808,833,844,811,"1,487","1,267",682,886,"1,240","2,330",646,"2,129","1,636","1,424",756,298
2020년06월_여_10~19세,"29,384",462,"1,076",502,662,831,695,836,630,"1,284","1,644",731,959,975,"1,011",955,"1,164","1,722",787,749,"1,418","1,806",944,"2,972","1,967","1,126",837,639
2020년06월_여_20~29세,"49,782",840,"2,192",856,916,"1,188","1,156","1,225","2,885","1,056","2,796","2,552","1,568","3,171","2,933","2,202","1,889","2,341","1,711","3,266","2,084","1,371","2,879","1,798","2,108","1,052","1,059",688
2020년06월_여_30~39세,"58,626",999,"2,318",790,"1,095","1,034","1,067","1,228","3,020","1,063","3,021","2,852","1,607","3,686","3,430","2,392","2,930","2,543","1,755","4,197","2,466","2,753","3,187","2,632","2,679","1,902","1,374",606
2020년06월_여_40~49세,"56,854","1,015","2,110","1,033","1,388","1,456","1,364","1,479","1,883","1,910","3,235","1,893","1,654","2,559","2,733","2,003","2,223","2,982","1,515","2,233","2,515","2,785","2,317","4,668","3,383","2,241","1,475",802
2020년06월_여_50~59세,"53,422","1,315","1,954","1,159","1,463","1,710","1,883","1,463","1,978","1,588","3,780","1,995","1,794","2,550","2,507","2,480","2,144","2,758","1,867","1,804","2,685","1,646","2,219","2,207","2,702","1,483","1,428",860
2020년06월_여_60~69세,"43,292","1,284","1,679",954,"1,244","1,643","1,629",996,"1,701","1,255","2,961","1,625","1,452","2,073","1,938","1,774","1,654","2,038","1,480","1,648","2,020","1,137","1,810","1,519","2,489","1,290","1,233",766
2020년06월_여_70~79세,"20,197",679,817,530,784,991,977,396,773,438,"1,228",743,534,"1,054",890,758,598,832,583,769,925,439,839,814,"1,184",580,584,458
2020년06월_여_80~89세,"8,442",262,344,211,344,448,398,230,280,221,647,262,255,357,343,338,222,377,243,368,446,199,308,271,378,214,257,219
2020년06월_여_90~99세,"1,863",42,71,32,76,77,99,42,62,62,152,56,61,51,89,58,48,77,48,78,138,69,48,68,100,51,58,50
2020년06월_여_100세 이상,213,5,7,1,7,13,27,7,1,0,7,9,9,7,10,5,3,7,10,6,5,3,11,19,11,15,6,2
