카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021년07월_계_80~89세,"14,388",541,432,329,382,904,439,446,863,391,671,605,405,438,695,562,368,"1,006",834,810,459,844,889,"1,075"
2021년07월_계_90~99세,"1,915",61,49,45,54,107,43,55,110,42,82,94,45,58,122,87,56,148,95,108,67,110,136,141
2021년07월_계_100세 이상,66,7,2,2,2,4,1,1,2,1,1,5,0,1,0,5,3,4,0,4,5,4,9,3
2021년07월_남_총인구수,"203,235","8,149","7,636","7,843","9,844","11,217","5,509","10,450","8,367","5,828","6,960","11,500","5,300","5,515","7,943","6,121","6,899","10,525","8,920","5,208","8,372","15,003","14,007","16,119"
2021년07월_남_연령구간인구수,"203,235","8,149","7,636","7,843","9,844","11,217","5,509","10,450","8,367","5,828","6,960","11,500","5,300","5,515","7,943","6,121","6,899","10,525","8,920","5,208","8,372","15,003","14,007","16,119"
2021년07월_남_0~9세,"15,106",826,539,950,882,935,239,754,567,538,419,"1,036",264,373,516,479,435,505,532,171,646,"1,123","1,137","1,240"
2021년07월_남_10~19세,"26,261","1,042",939,977,"2,380","1,268",620,"2,490","1,001",860,671,"2,035",411,382,672,541,573,999,913,319,995,"2,302","1,724","2,147"
2021년07월_남_20~29세,"28,955","1,038","1,142","1,077","1,046","1,608",973,"1,473","1,129",645,"1,072","1,456",858,723,"1,035",663,"1,158","1,718","1,332",695,"1,152","2,305","2,170","2,487"
2021년07월_남_30~39세,"20,713",847,961,908,576,"1,122",643,601,753,494,710,854,688,768,"1,006",743,935,"1,173",915,482,901,"1,371","1,592","1,670"
2021년07월_남_40~49세,"32,505","1,463","1,229","1,514","2,230","1,668",730,"1,901","1,365","1,123",914,"2,094",849,909,"1,158",916,"1,061","1,376","1,248",619,"1,313","2,365","2,098","2,362"
2021년07월_남_50~59세,"36,038","1,390","1,303","1,331","1,577","1,973","1,017","1,804","1,516",977,"1,355","2,089",946,974,"1,363",955,"1,328","1,899","1,611",957,"1,431","2,739","2,400","3,103"
2021년07월_남_60~69세,"25,304",848,870,636,644,"1,461",735,810,"1,032",656,"1,005","1,180",683,787,"1,260",960,877,"1,604","1,387","1,129","1,246","1,764","1,765","1,965"
2021년07월_남_70~79세,"12,552",445,466,313,359,787,380,425,651,370,532,518,419,409,662,633,373,866,652,590,522,689,743,748
2021년07월_남_80~89세,"5,330",229,176,122,138,363,165,176,329,153,253,217,168,177,253,209,143,350,304,225,155,316,342,367
2021년07월_남_90~99세,455,20,11,15,10,32,7,16,24,12,29,20,14,13,18,21,15,34,26,20,9,27,34,28
2021년07월_남_100세 이상,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,2
2021년07월_여_총인구수,"216,813","8,974","8,043","8,506","10,179","11,744","5,556","9,520","9,804","6,224","7,974","12,497","5,708","5,521","8,497","6,591","7,219","11,628","10,015","6,253","8,896","15,903","14,214","17,347"
2021년07월_여_연령구간인구수,"216,813","8,974","8,043","8,506","10,179","11,744","5,556","9,520","9,804","6,224","7,974","12,497","5,708","5,521","8,497","6,591","7,219","11,628","10,015","6,253","8,896","15,903","14,214","17,347"
2021년07월_여_0~9세,"14,167",825,515,951,775,827,238,554,626,496,401,987,268,328,453,487,425,439,514,174,642,"1,033","1,082","1,127"
2021년07월_여_10~19세,"23,563","1,125",848,"1,035","2,096","1,158",464,"1,342","1,160",842,728,"2,005",426,331,609,443,562,787,873,306,868,"2,211","1,428","1,916"
2021년07월_여_20~29세,"25,103",979,"1,094","1,002",889,"1,322",831,"1,008","1,020",618,992,"1,225",885,683,978,528,999,"1,485","1,184",598,948,"1,968","1,691","2,176"
2021년07월_여_30~39세,"21,569","1,060","1,028","1,124",744,"1,178",513,729,797,582,747,"1,048",651,679,930,745,943,"1,072",936,442,901,"1,419","1,586","1,715"
2021년07월_여_40~49세,"38,727","1,656","1,456","1,737","2,785","1,947",875,"2,500","1,674","1,233","1,199","2,633",893,867,"1,268",966,"1,167","1,630","1,527",651,"1,548","3,035","2,441","3,039"
2021년07월_여_50~59세,"38,531","1,448","1,353","1,300","1,351","2,123","1,048","1,612","1,663",899,"1,565","2,125",939,935,"1,458","1,083","1,423","2,259","1,959","1,161","1,670","3,024","2,607","3,526"
2021년07월_여_60~69세,"28,286",901,941,696,778,"1,604",824,894,"1,273",786,"1,170","1,347",836,874,"1,433","1,218",968,"1,971","1,606","1,298","1,384","1,757","1,788","1,939"
2021년07월_여_70~79세,"16,299",621,512,422,473,965,452,571,969,499,700,661,542,517,822,698,464,"1,212",817,947,570,843,935,"1,087"
2021년07월_여_80~89세,"9,058",312,256,207,244,541,274,270,534,238,418,388,237,261,442,353,225,656,530,585,304,528,547,708
2021년07월_여_90~99세,"1,460",41,38,30,44,75,36,39,86,30,53,74,31,45,104,66,41,114,69,88,58,83,102,113
2021년07월_여_100세 이상,50,6,2,2,0,4,1,1,2,1,1,4,0,1,0,4,2,3,0,3,3,2,7,1
