카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년11월_남_40~49세,"26,067",976,784,"1,592","1,591","1,485",889,"1,437","1,452","1,920","1,406","1,696",762,916,"1,450","1,202","1,265",778,"2,138",801,"1,527"
2020년11월_남_50~59세,"28,423","1,383",741,"1,512","1,760","1,713",842,"1,323","1,469","1,825","1,687","2,108",702,"1,099","1,689","1,389","1,268",953,"2,528",876,"1,556"
2020년11월_남_60~69세,"26,262","1,220",649,"1,528","1,867","1,426",753,"1,126","1,504","1,542","1,288","1,917",727,920,"1,580","1,357",969,910,"2,433",806,"1,740"
2020년11월_남_70~79세,"14,001",606,262,892,"1,194",724,438,639,918,891,671,905,416,469,871,798,568,504,974,390,871
2020년11월_남_80~89세,"4,626",192,79,306,393,275,158,239,351,235,194,313,144,144,259,250,170,164,337,142,281
2020년11월_남_90~99세,361,17,13,33,23,20,12,25,16,25,15,28,10,7,15,25,9,10,18,15,25
2020년11월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년11월_여_총인구수,"185,666","7,729","4,952","10,998","11,525","10,808","7,015","10,856","11,162","11,777","9,142","12,502","5,359","5,996","10,047","8,821","8,975","5,801","15,249","6,320","10,632"
2020년11월_여_연령구간인구수,"185,666","7,729","4,952","10,998","11,525","10,808","7,015","10,856","11,162","11,777","9,142","12,502","5,359","5,996","10,047","8,821","8,975","5,801","15,249","6,320","10,632"
2020년11월_여_0~9세,"10,562",321,291,743,619,612,274,631,483,953,560,619,374,344,472,517,628,344,897,269,611
2020년11월_여_10~19세,"12,272",258,235,928,709,764,325,579,573,929,941,988,346,490,586,676,521,415,"1,274",245,490
2020년11월_여_20~29세,"26,768","1,769","1,005","1,018","1,078","1,511","1,756","2,468","1,803","1,232",931,"1,347",658,590,"1,512","1,019","1,829",730,"1,743","1,405","1,364"
2020년11월_여_30~39세,"23,405","1,107",810,"1,144","1,187","1,253","1,192","1,882","1,543","1,558",860,"1,132",806,659,"1,070",931,"1,386",542,"1,712","1,114","1,517"
2020년11월_여_40~49세,"25,603",812,692,"1,756","1,566","1,547",891,"1,408","1,510","1,859","1,507","1,799",735,891,"1,254","1,227","1,180",773,"2,169",757,"1,270"
2020년11월_여_50~59세,"30,253","1,170",778,"1,770","1,928","1,914",809,"1,316","1,620","1,964","1,728","2,374",801,"1,145","1,744","1,516","1,301",997,"2,876",834,"1,668"
2020년11월_여_60~69세,"29,544","1,180",652,"1,877","2,223","1,627",874,"1,242","1,807","1,666","1,412","2,201",887,983,"1,806","1,599","1,152","1,021","2,589",867,"1,879"
2020년11월_여_70~79세,"17,714",709,306,"1,167","1,470",991,583,832,"1,212","1,086",793,"1,258",499,583,"1,100",912,646,652,"1,219",510,"1,186"
2020년11월_여_80~89세,"8,202",339,141,514,646,518,265,415,533,448,351,657,223,266,433,358,289,298,673,274,561
2020년11월_여_90~99세,"1,160",52,35,76,87,63,41,70,69,58,49,116,24,40,62,57,41,27,89,38,66
2020년11월_여_100세 이상,183,12,7,5,12,8,5,13,9,24,10,11,6,5,8,9,2,2,8,7,20
