카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2021년04월_계_총인구수,"126,798","4,613","12,512","2,888","30,972","1,991","1,980","1,481","8,800","2,914","3,921","8,928","10,491","11,173","10,320","13,814"
2021년04월_계_연령구간인구수,"126,798","4,613","12,512","2,888","30,972","1,991","1,980","1,481","8,800","2,914","3,921","8,928","10,491","11,173","10,320","13,814"
2021년04월_계_0~9세,"9,232",109,"1,181",72,"3,729",46,29,18,365,86,114,455,674,836,469,"1,049"
2021년04월_계_10~19세,"12,679",211,"1,421",118,"4,006",95,49,32,802,174,219,660,953,"1,364",960,"1,615"
2021년04월_계_20~29세,"10,911",284,"1,047",165,"2,687",107,83,66,873,214,265,648,955,"1,010",949,"1,558"
2021년04월_계_30~39세,"13,221",302,"1,386",150,"4,536",106,76,67,686,164,263,833,"1,054","1,086",951,"1,561"
2021년04월_계_40~49세,"21,058",529,"2,222",266,"6,569",260,163,109,"1,250",363,505,"1,310","1,552","1,901","1,499","2,560"
2021년04월_계_50~59세,"22,141",917,"2,127",505,"4,524",404,341,304,"1,635",540,803,"1,808","1,759","2,014","1,998","2,462"
2021년04월_계_60~69세,"20,844","1,066","1,688",756,"3,029",488,474,400,"1,682",669,916,"1,844","2,074","1,872","1,934","1,952"
2021년04월_계_70~79세,"11,181",711,920,519,"1,287",293,432,263,"1,046",486,574,975,"1,052",771,"1,065",787
2021년04월_계_80~89세,"4,867",425,450,300,529,174,301,192,408,188,242,353,359,283,429,234
2021년04월_계_90~99세,648,57,70,37,76,18,31,29,53,28,20,39,55,34,66,35
2021년04월_계_100세 이상,16,2,0,0,0,0,1,1,0,2,0,3,4,2,0,1
2021년04월_남_총인구수,"63,718","2,429","6,268","1,478","15,660","1,108","1,028",737,"4,373","1,424","1,932","4,536","5,048","5,491","5,313","6,893"
2021년04월_남_연령구간인구수,"63,718","2,429","6,268","1,478","15,660","1,108","1,028",737,"4,373","1,424","1,932","4,536","5,048","5,491","5,313","6,893"
2021년04월_남_0~9세,"4,629",44,563,42,"1,893",25,18,8,171,34,49,228,337,428,218,571
2021년04월_남_10~19세,"6,558",111,728,65,"2,079",55,23,15,383,81,107,336,503,715,508,849
2021년04월_남_20~29세,"6,085",173,573,101,"1,426",63,53,42,515,127,156,371,536,552,560,837
2021년04월_남_30~39세,"6,795",173,675,83,"2,207",71,46,51,375,90,146,464,565,514,532,803
2021년04월_남_40~49세,"11,332",346,"1,170",172,"3,470",175,108,63,686,217,310,781,785,964,834,"1,251"
2021년04월_남_50~59세,"11,429",539,"1,121",295,"2,347",236,221,179,839,291,419,924,786,986,"1,059","1,187"
2021년04월_남_60~69세,"10,158",580,866,372,"1,475",257,261,217,809,320,422,851,900,923,972,933
2021년04월_남_70~79세,"5,077",333,396,250,592,156,200,110,455,194,244,459,492,336,474,386
2021년04월_남_80~89세,"1,525",122,160,92,156,68,91,48,135,63,73,114,128,67,137,71
2021년04월_남_90~99세,126,8,16,6,15,2,7,4,5,7,6,8,13,5,19,5
2021년04월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2021년04월_여_총인구수,"63,080","2,184","6,244","1,410","15,312",883,952,744,"4,427","1,490","1,989","4,392","5,443","5,682","5,007","6,921"
2021년04월_여_연령구간인구수,"63,080","2,184","6,244","1,410","15,312",883,952,744,"4,427","1,490","1,989","4,392","5,443","5,682","5,007","6,921"
2021년04월_여_0~9세,"4,603",65,618,30,"1,836",21,11,10,194,52,65,227,337,408,251,478
2021년04월_여_10~19세,"6,121",100,693,53,"1,927",40,26,17,419,93,112,324,450,649,452,766
2021년04월_여_20~29세,"4,826",111,474,64,"1,261",44,30,24,358,87,109,277,419,458,389,721
2021년04월_여_30~39세,"6,426",129,711,67,"2,329",35,30,16,311,74,117,369,489,572,419,758
2021년04월_여_40~49세,"9,726",183,"1,052",94,"3,099",85,55,46,564,146,195,529,767,937,665,"1,309"
2021년04월_여_50~59세,"10,712",378,"1,006",210,"2,177",168,120,125,796,249,384,884,973,"1,028",939,"1,275"
2021년04월_여_60~69세,"10,686",486,822,384,"1,554",231,213,183,873,349,494,993,"1,174",949,962,"1,019"
2021년04월_여_70~79세,"6,104",378,524,269,695,137,232,153,591,292,330,516,560,435,591,401
2021년04월_여_80~89세,"3,342",303,290,208,373,106,210,144,273,125,169,239,231,216,292,163
2021년04월_여_90~99세,522,49,54,31,61,16,24,25,48,21,14,31,42,29,47,30
2021년04월_여_100세 이상,12,2,0,0,0,0,1,1,0,2,0,3,1,1,0,1
