카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년12월_남_100세 이상,10,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년12월_여_총인구수,"79,382","3,146","1,934","1,408","1,633","3,443","1,385",861,"1,010","1,341","1,340",823,874,749,833,"2,612","2,550","11,075","4,655","6,556","3,237","3,119","11,179","8,289","5,330"
2021년12월_여_연령구간인구수,"79,382","3,146","1,934","1,408","1,633","3,443","1,385",861,"1,010","1,341","1,340",823,874,749,833,"2,612","2,550","11,075","4,655","6,556","3,237","3,119","11,179","8,289","5,330"
2021년12월_여_0~9세,"4,778",86,36,22,34,230,19,10,23,27,26,11,21,7,10,94,117,867,268,441,174,144,908,694,509
2021년12월_여_10~19세,"6,360",121,75,36,51,186,47,24,43,52,36,24,15,19,31,156,211,"1,066",443,433,233,263,"1,260",824,711
2021년12월_여_20~29세,"7,435",182,124,43,110,472,52,31,49,61,49,28,21,25,27,285,234,"1,296",391,600,292,303,"1,208",911,641
2021년12월_여_30~39세,"7,120",163,73,49,70,517,44,20,50,61,46,22,31,20,21,237,189,"1,209",374,662,254,240,"1,181","1,006",581
2021년12월_여_40~49세,"10,496",208,119,102,117,339,91,51,59,76,41,46,43,35,40,282,332,"1,745",678,855,431,418,"1,957","1,341","1,090"
2021년12월_여_50~59세,"12,463",461,273,211,232,399,179,119,188,198,214,105,154,103,116,381,441,"1,707",686,"1,083",533,587,"1,846","1,440",807
2021년12월_여_60~69세,"13,778",730,442,332,420,518,329,193,258,335,332,224,232,206,219,498,478,"1,568",854,"1,215",663,631,"1,484","1,111",506
2021년12월_여_70~79세,"9,175",572,380,279,281,405,307,193,159,259,308,182,178,171,173,409,314,931,566,787,392,346,770,535,278
2021년12월_여_80~89세,"6,546",523,352,275,249,312,270,179,149,223,249,164,160,139,171,217,206,583,342,408,217,159,475,349,175
2021년12월_여_90~99세,"1,200",96,57,58,69,62,46,41,32,48,39,16,19,24,25,53,28,102,51,69,46,28,86,75,30
2021년12월_여_100세 이상,31,4,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,1,2,3,2,0,4,3,2
