카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년12월_계_총인구수,"156,972","6,378","3,981","2,936","3,473","7,012","2,672","1,717","2,080","2,797","2,691","1,710","1,823","1,580","1,724","5,085","4,917","22,003","8,956","13,026","6,280","6,168","21,296","16,142","10,525"
2021년12월_계_연령구간인구수,"156,972","6,378","3,981","2,936","3,473","7,012","2,672","1,717","2,080","2,797","2,691","1,710","1,823","1,580","1,724","5,085","4,917","22,003","8,956","13,026","6,280","6,168","21,296","16,142","10,525"
2021년12월_계_0~9세,"9,970",183,80,51,71,478,39,20,49,52,42,32,47,17,26,210,256,"1,794",594,871,350,305,"1,862","1,487","1,054"
2021년12월_계_10~19세,"13,343",280,190,83,123,374,117,59,81,107,75,47,44,43,61,324,408,"2,263",893,926,505,546,"2,590","1,703","1,501"
2021년12월_계_20~29세,"16,268",434,267,128,272,967,125,69,143,154,107,65,79,60,57,614,498,"2,960",832,"1,354",645,659,"2,544","1,944","1,291"
2021년12월_계_30~39세,"14,980",367,182,147,204,"1,131",106,66,117,138,109,53,74,64,67,473,393,"2,488",728,"1,424",559,540,"2,344","2,056","1,150"
2021년12월_계_40~49세,"21,625",553,304,296,314,787,224,144,167,241,159,134,105,112,121,621,682,"3,469","1,354","1,828",880,827,"3,706","2,570","2,027"
2021년12월_계_50~59세,"25,727","1,044",652,508,579,922,417,267,418,487,500,276,331,258,272,799,904,"3,456","1,394","2,171","1,023","1,140","3,481","2,741","1,687"
2021년12월_계_60~69세,"26,818","1,483",958,700,890,"1,036",629,412,518,743,738,503,506,429,497,902,893,"2,946","1,535","2,267","1,165","1,196","2,732","2,140","1,000"
2021년12월_계_70~79세,"16,671","1,114",712,521,542,747,560,348,319,482,528,327,352,339,328,718,553,"1,632","1,013","1,423",740,656,"1,279",921,517
2021년12월_계_80~89세,"10,016",787,554,434,392,479,399,287,227,328,385,248,259,221,260,360,293,871,539,676,354,260,656,489,258
2021년12월_계_90~99세,"1,513",128,78,67,86,84,55,45,41,64,48,24,26,37,35,63,37,122,72,82,57,39,97,88,38
2021년12월_계_100세 이상,41,5,4,1,0,7,1,0,0,1,0,1,0,0,0,1,0,2,2,4,2,0,5,3,2
2021년12월_남_총인구수,"77,590","3,232","2,047","1,528","1,840","3,569","1,287",856,"1,070","1,456","1,351",887,949,831,891,"2,473","2,367","10,928","4,301","6,470","3,043","3,049","10,117","7,853","5,195"
2021년12월_남_연령구간인구수,"77,590","3,232","2,047","1,528","1,840","3,569","1,287",856,"1,070","1,456","1,351",887,949,831,891,"2,473","2,367","10,928","4,301","6,470","3,043","3,049","10,117","7,853","5,195"
2021년12월_남_0~9세,"5,192",97,44,29,37,248,20,10,26,25,16,21,26,10,16,116,139,927,326,430,176,161,954,793,545
2021년12월_남_10~19세,"6,983",159,115,47,72,188,70,35,38,55,39,23,29,24,30,168,197,"1,197",450,493,272,283,"1,330",879,790
2021년12월_남_20~29세,"8,833",252,143,85,162,495,73,38,94,93,58,37,58,35,30,329,264,"1,664",441,754,353,356,"1,336","1,033",650
2021년12월_남_30~39세,"7,860",204,109,98,134,614,62,46,67,77,63,31,43,44,46,236,204,"1,279",354,762,305,300,"1,163","1,050",569
2021년12월_남_40~49세,"11,129",345,185,194,197,448,133,93,108,165,118,88,62,77,81,339,350,"1,724",676,973,449,409,"1,749","1,229",937
2021년12월_남_50~59세,"13,264",583,379,297,347,523,238,148,230,289,286,171,177,155,156,418,463,"1,749",708,"1,088",490,553,"1,635","1,301",880
2021년12월_남_60~69세,"13,040",753,516,368,470,518,300,219,260,408,406,279,274,223,278,404,415,"1,378",681,"1,052",502,565,"1,248","1,029",494
2021년12월_남_70~79세,"7,496",542,332,242,261,342,253,155,160,223,220,145,174,168,155,309,239,701,447,636,348,310,509,386,239
2021년12월_남_80~89세,"3,470",264,202,159,143,167,129,108,78,105,136,84,99,82,89,143,87,288,197,268,137,101,181,140,83
2021년12월_남_90~99세,313,32,21,9,17,22,9,4,9,16,9,8,7,13,10,10,9,20,21,13,11,11,11,13,8
