카테고리,전라북도 완주군,전라북도 완주군 삼례읍,전라북도 완주군 봉동읍,전라북도 완주군 용진읍,전라북도 완주군 상관면,전라북도 완주군 이서면,전라북도 완주군 소양면,전라북도 완주군 구이면,전라북도 완주군 고산면,전라북도 완주군 비봉면,전라북도 완주군 운주면,전라북도 완주군 화산면,전라북도 완주군 동상면,전라북도 완주군 경천면
2020년02월_계_총인구수,"92,201","13,884","26,370","7,206","4,491","14,621","6,269","5,863","4,747","1,935","1,979","2,767","1,080",989
2020년02월_계_연령구간인구수,"92,201","13,884","26,370","7,206","4,491","14,621","6,269","5,863","4,747","1,935","1,979","2,767","1,080",989
2020년02월_계_0~9세,"7,493",742,"3,220",420,334,"1,800",263,216,233,68,56,76,39,26
2020년02월_계_10~19세,"8,460","1,247","3,397",545,393,"1,360",348,397,285,120,68,216,44,40
2020년02월_계_20~29세,"8,998","1,554","2,650",734,401,"1,461",585,578,424,133,113,224,88,53
2020년02월_계_30~39세,"10,034","1,173","3,716",622,404,"2,433",476,392,366,118,89,138,51,56
2020년02월_계_40~49세,"13,669","2,047","4,708",997,674,"2,505",642,620,559,211,201,322,99,84
2020년02월_계_50~59세,"15,502","2,421","3,643","1,331",800,"2,211","1,277","1,244",889,339,407,490,266,184
2020년02월_계_60~69세,"13,174","2,197","2,438","1,210",704,"1,471","1,304","1,174",851,378,439,537,244,227
2020년02월_계_70~79세,"8,934","1,464","1,603",829,504,886,817,736,663,314,365,421,147,185
2020년02월_계_80~89세,"5,158",911,856,451,226,443,494,433,420,205,213,291,91,124
2020년02월_계_90~99세,741,121,134,60,46,50,59,68,57,47,28,51,11,9
2020년02월_계_100세 이상,38,7,5,7,5,1,4,5,0,2,0,1,0,1
2020년02월_남_총인구수,"47,315","7,107","13,700","3,744","2,283","7,351","3,241","2,964","2,438",985,988,"1,463",558,493
2020년02월_남_연령구간인구수,"47,315","7,107","13,700","3,744","2,283","7,351","3,241","2,964","2,438",985,988,"1,463",558,493
2020년02월_남_0~9세,"3,787",361,"1,658",206,173,910,127,97,120,38,25,40,22,10
2020년02월_남_10~19세,"4,449",633,"1,791",303,197,679,203,208,173,60,44,115,22,21
2020년02월_남_20~29세,"4,976",886,"1,506",430,228,721,317,299,248,73,62,128,45,33
2020년02월_남_30~39세,"5,133",654,"1,830",327,201,"1,189",269,197,203,65,61,79,28,30
2020년02월_남_40~49세,"7,607","1,120","2,607",564,355,"1,366",374,342,326,122,121,197,59,54
2020년02월_남_50~59세,"8,623","1,376","2,052",760,449,"1,160",688,675,498,195,217,310,141,102
2020년02월_남_60~69세,"6,790","1,104","1,226",608,351,759,690,642,434,200,230,286,144,116
2020년02월_남_70~79세,"4,059",639,725,369,248,406,392,347,288,156,154,191,66,78
2020년02월_남_80~89세,"1,728",307,276,155,75,147,170,141,139,65,69,108,29,47
2020년02월_남_90~99세,156,26,28,21,6,14,9,16,9,9,5,9,2,2
2020년02월_남_100세 이상,7,1,1,1,0,0,2,0,0,2,0,0,0,0
2020년02월_여_총인구수,"44,886","6,777","12,670","3,462","2,208","7,270","3,028","2,899","2,309",950,991,"1,304",522,496
2020년02월_여_연령구간인구수,"44,886","6,777","12,670","3,462","2,208","7,270","3,028","2,899","2,309",950,991,"1,304",522,496
2020년02월_여_0~9세,"3,706",381,"1,562",214,161,890,136,119,113,30,31,36,17,16
2020년02월_여_10~19세,"4,011",614,"1,606",242,196,681,145,189,112,60,24,101,22,19
2020년02월_여_20~29세,"4,022",668,"1,144",304,173,740,268,279,176,60,51,96,43,20
2020년02월_여_30~39세,"4,901",519,"1,886",295,203,"1,244",207,195,163,53,28,59,23,26
2020년02월_여_40~49세,"6,062",927,"2,101",433,319,"1,139",268,278,233,89,80,125,40,30
2020년02월_여_50~59세,"6,879","1,045","1,591",571,351,"1,051",589,569,391,144,190,180,125,82
2020년02월_여_60~69세,"6,384","1,093","1,212",602,353,712,614,532,417,178,209,251,100,111
2020년02월_여_70~79세,"4,875",825,878,460,256,480,425,389,375,158,211,230,81,107
2020년02월_여_80~89세,"3,430",604,580,296,151,296,324,292,281,140,144,183,62,77
2020년02월_여_90~99세,585,95,106,39,40,36,50,52,48,38,23,42,9,7
2020년02월_여_100세 이상,31,6,4,6,5,1,2,5,0,0,0,1,0,1
