카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년05월_계_80~89세,"13,742",437,556,334,519,716,670,369,472,349,992,453,408,615,534,560,325,609,395,664,656,270,515,459,670,351,446,398
2020년05월_계_90~99세,"2,440",55,96,43,92,105,120,58,78,88,190,75,79,77,103,83,60,104,71,110,154,78,67,86,137,72,86,73
2020년05월_계_100세 이상,284,8,8,3,15,17,33,8,2,0,9,10,11,7,12,9,4,9,12,9,5,3,13,30,13,20,12,2
2020년05월_남_총인구수,"324,643","7,069","12,249","6,660","8,174","10,367","10,098","7,857","12,318","9,228","19,761","11,830","9,944","15,866","15,107","13,594","13,624","16,387","10,372","13,800","14,976","13,729","13,635","17,511","16,994","10,600","8,194","4,699"
2020년05월_남_연령구간인구수,"324,643","7,069","12,249","6,660","8,174","10,367","10,098","7,857","12,318","9,228","19,761","11,830","9,944","15,866","15,107","13,594","13,624","16,387","10,372","13,800","14,976","13,729","13,635","17,511","16,994","10,600","8,194","4,699"
2020년05월_남_0~9세,"27,018",403,"1,084",360,556,570,479,580,684,763,"1,576",664,866,899,872,895,"1,738","1,387",735,900,"1,307","2,383",677,"2,236","1,787","1,557",743,317
2020년05월_남_10~19세,"30,738",503,"1,067",577,776,866,777,888,711,"1,563","1,769",706,987,"1,022","1,113","1,013","1,127","1,929",846,772,"1,504","1,739",931,"2,992","2,021","1,192",892,455
2020년05월_남_20~29세,"45,523",947,"1,685",978,961,"1,300","1,350","1,270","2,179","1,201","3,014","2,097","1,412","2,596","2,468","2,159","1,801","2,371","1,654","2,106","2,141","1,356","2,323","1,550","1,954","1,026","1,009",615
2020년05월_남_30~39세,"54,369","1,091","2,073",912,"1,182","1,259","1,299","1,122","2,849",760,"2,939","2,718","1,484","3,523","3,367","2,481","2,679","2,400","1,894","3,589","2,492","2,334","3,035","1,772","2,083","1,427","1,101",504
2020년05월_남_40~49세,"52,983","1,053","1,983","1,027","1,300","1,596","1,502","1,226","1,802","1,577","2,814","1,679","1,500","2,500","2,508","1,957","2,124","2,729","1,435","2,087","2,369","2,888","2,165","4,214","2,921","2,108","1,264",655
2020년05월_남_50~59세,"50,179","1,193","1,819","1,196","1,402","1,962","1,977","1,287","1,723","1,540","3,368","1,658","1,630","2,355","2,171","2,360","1,921","2,599","1,640","1,741","2,408","1,603","1,977","2,548","2,564","1,451","1,266",820
2020년05월_남_60~69세,"38,714","1,113","1,532",929,"1,135","1,616","1,609",901,"1,438","1,126","2,688","1,382","1,287","1,788","1,607","1,730","1,507","1,891","1,414","1,486","1,714",937,"1,537","1,277","2,142","1,100","1,152",676
2020년05월_남_70~79세,"19,184",576,769,540,658,903,808,432,725,546,"1,211",714,603,898,791,749,611,823,580,787,817,411,760,704,"1,194",569,549,456
2020년05월_남_80~89세,"5,294",174,211,127,178,264,275,133,192,126,338,193,157,258,190,221,104,232,150,294,207,69,210,190,292,145,185,179
2020년05월_남_90~99세,570,13,25,12,19,27,16,17,14,26,42,18,16,27,17,25,11,25,22,35,17,9,18,17,33,20,27,22
2020년05월_남_100세 이상,71,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,3,5,6,0
2020년05월_여_총인구수,"347,446","7,238","13,530","6,393","8,488","9,925","9,799","8,465","13,721","9,530","20,953","13,365","10,709","17,377","16,739","13,795","14,356","17,003","10,669","16,013","15,987","14,529","15,239","19,125","18,653","11,380","9,067","5,398"
2020년05월_여_연령구간인구수,"347,446","7,238","13,530","6,393","8,488","9,925","9,799","8,465","13,721","9,530","20,953","13,365","10,709","17,377","16,739","13,795","14,356","17,003","10,669","16,013","15,987","14,529","15,239","19,125","18,653","11,380","9,067","5,398"
2020년05월_여_0~9세,"25,247",316,958,341,531,526,493,563,577,628,"1,466",678,812,847,851,810,"1,484","1,284",678,890,"1,244","2,335",649,"2,157","1,651","1,427",750,301
2020년05월_여_10~19세,"29,399",465,"1,070",507,664,827,703,838,630,"1,295","1,643",733,965,972,"1,013",950,"1,160","1,727",782,754,"1,426","1,804",949,"2,969","1,948","1,127",839,639
2020년05월_여_20~29세,"49,802",847,"2,196",845,914,"1,197","1,155","1,219","2,862","1,060","2,798","2,538","1,567","3,198","2,915","2,204","1,902","2,364","1,716","3,266","2,085","1,369","2,871","1,785","2,120","1,051","1,067",691
2020년05월_여_30~39세,"58,858","1,000","2,312",793,"1,086","1,045","1,068","1,235","2,993","1,080","3,039","2,854","1,629","3,694","3,438","2,416","2,934","2,553","1,748","4,212","2,472","2,783","3,205","2,674","2,699","1,920","1,370",606
2020년05월_여_40~49세,"56,869","1,016","2,117","1,036","1,387","1,457","1,367","1,475","1,880","1,914","3,241","1,890","1,644","2,558","2,733","2,012","2,214","2,976","1,526","2,236","2,533","2,755","2,328","4,671","3,383","2,233","1,481",806
2020년05월_여_50~59세,"53,582","1,333","1,962","1,158","1,473","1,719","1,882","1,459","1,988","1,592","3,803","1,992","1,794","2,576","2,520","2,486","2,135","2,791","1,870","1,809","2,695","1,651","2,223","2,186","2,706","1,483","1,434",862
2020년05월_여_60~69세,"43,085","1,274","1,673",947,"1,226","1,628","1,628",996,"1,684","1,239","2,938","1,621","1,447","2,067","1,939","1,763","1,657","2,025","1,476","1,633","2,014","1,122","1,818","1,513","2,476","1,290","1,224",767
2020년05월_여_70~79세,"20,073",677,819,527,785,983,977,396,762,437,"1,216",733,528,"1,051",891,752,597,819,569,762,927,437,831,813,"1,178",576,576,454
2020년05월_여_80~89세,"8,448",263,345,207,341,452,395,236,280,223,654,260,251,357,344,339,221,377,245,370,449,201,305,269,378,206,261,219
2020년05월_여_90~99세,"1,870",42,71,31,73,78,104,41,64,62,148,57,63,50,86,58,49,79,49,75,137,69,49,69,104,52,59,51
2020년05월_여_100세 이상,213,5,7,1,8,13,27,7,1,0,7,9,9,7,9,5,3,8,10,6,5,3,11,19,10,15,6,2
