카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021년05월_계_총인구수,"377,577","21,231","28,598","33,413","20,512","37,228","17,930","32,885","17,880","22,300","17,239","16,698","12,270","10,833","19,107","19,981","14,717","12,218","22,537"
2021년05월_계_연령구간인구수,"377,577","21,231","28,598","33,413","20,512","37,228","17,930","32,885","17,880","22,300","17,239","16,698","12,270","10,833","19,107","19,981","14,717","12,218","22,537"
2021년05월_계_0~9세,"25,477","1,376","1,204","2,825","1,081","2,782",942,"3,330","1,293","1,606",557,"1,155",846,811,"1,164","2,079",881,426,"1,119"
2021년05월_계_10~19세,"23,895","1,225",870,"2,901",958,"2,238",930,"2,924","1,022","1,517",855,"1,132",818,735,"1,215","1,694",855,580,"1,426"
2021년05월_계_20~29세,"59,279","2,867","7,173","3,771","3,550","7,263","2,741","3,767","2,831","3,782","3,403","2,178","1,557","1,324","3,229","2,702","2,128","1,915","3,098"
2021년05월_계_30~39세,"69,256","3,237","7,170","5,061","4,249","8,165","3,188","6,121","4,526","5,225","2,989","2,505","1,840","1,560","3,097","3,408","1,997","1,656","3,262"
2021년05월_계_40~49세,"55,844","3,059","3,560","5,363","2,808","5,239","2,676","5,953","2,850","3,261","2,404","2,404","1,899","1,609","2,680","3,298","2,074","1,638","3,069"
2021년05월_계_50~59세,"56,392","3,592","3,537","5,107","3,019","4,771","2,948","4,220","2,082","3,068","2,493","2,871","2,009","1,846","3,027","3,026","2,518","2,145","4,113"
2021년05월_계_60~69세,"47,476","3,255","2,979","4,166","2,676","3,779","2,353","3,569","1,715","2,207","2,297","2,454","1,858","1,680","2,646","2,181","2,185","1,876","3,600"
2021년05월_계_70~79세,"26,884","1,823","1,460","2,567","1,427","1,979","1,416","2,025","1,049","1,084","1,492","1,396",973,885,"1,392","1,085","1,460","1,388","1,983"
2021년05월_계_80~89세,"11,517",695,559,"1,450",663,875,649,848,447,479,670,529,419,338,587,450,544,536,779
2021년05월_계_90~99세,"1,490",95,85,194,77,130,83,120,62,69,75,70,48,43,69,56,71,56,87
2021년05월_계_100세 이상,67,7,1,8,4,7,4,8,3,2,4,4,3,2,1,2,4,2,1
2021년05월_남_총인구수,"186,564","10,852","15,233","15,724","10,097","17,402","9,046","16,093","8,780","11,023","8,801","8,216","6,095","5,265","9,338","9,985","7,283","6,024","11,307"
2021년05월_남_연령구간인구수,"186,564","10,852","15,233","15,724","10,097","17,402","9,046","16,093","8,780","11,023","8,801","8,216","6,095","5,265","9,338","9,985","7,283","6,024","11,307"
2021년05월_남_0~9세,"13,014",686,589,"1,408",566,"1,423",493,"1,713",693,817,273,594,418,402,589,"1,108",464,220,558
2021년05월_남_10~19세,"12,446",648,459,"1,455",480,"1,111",491,"1,526",514,791,443,593,446,369,693,911,460,290,766
2021년05월_남_20~29세,"27,548","1,529","3,034","1,716","1,628","2,923","1,302","1,778","1,210","1,695","1,681","1,058",811,671,"1,513","1,342","1,063",978,"1,616"
2021년05월_남_30~39세,"35,503","1,682","4,008","2,307","2,195","3,931","1,681","2,938","2,319","2,701","1,723","1,289",944,813,"1,558","1,699","1,049",917,"1,749"
2021년05월_남_40~49세,"28,761","1,597","2,081","2,518","1,466","2,578","1,427","2,994","1,522","1,641","1,329","1,241",990,816,"1,380","1,675","1,098",862,"1,546"
2021년05월_남_50~59세,"28,701","1,880","2,227","2,491","1,530","2,284","1,565","2,111","1,081","1,591","1,301","1,430","1,005",899,"1,463","1,499","1,242","1,045","2,057"
2021년05월_남_60~69세,"23,102","1,664","1,791","1,964","1,285","1,832","1,166","1,664",784,"1,092","1,108","1,169",892,762,"1,235","1,056","1,010",857,"1,771"
2021년05월_남_70~79세,"12,398",850,773,"1,168",652,931,642,981,470,488,644,638,422,406,655,508,662,602,906
2021년05월_남_80~89세,"4,666",282,243,622,274,350,255,347,169,186,279,187,157,121,240,171,222,243,318
2021년05월_남_90~99세,409,34,28,74,20,35,23,38,18,21,20,16,8,6,12,16,10,10,20
2021년05월_남_100세 이상,16,0,0,1,1,4,1,3,0,0,0,1,2,0,0,0,3,0,0
2021년05월_여_총인구수,"191,013","10,379","13,365","17,689","10,415","19,826","8,884","16,792","9,100","11,277","8,438","8,482","6,175","5,568","9,769","9,996","7,434","6,194","11,230"
2021년05월_여_연령구간인구수,"191,013","10,379","13,365","17,689","10,415","19,826","8,884","16,792","9,100","11,277","8,438","8,482","6,175","5,568","9,769","9,996","7,434","6,194","11,230"
2021년05월_여_0~9세,"12,463",690,615,"1,417",515,"1,359",449,"1,617",600,789,284,561,428,409,575,971,417,206,561
2021년05월_여_10~19세,"11,449",577,411,"1,446",478,"1,127",439,"1,398",508,726,412,539,372,366,522,783,395,290,660
2021년05월_여_20~29세,"31,731","1,338","4,139","2,055","1,922","4,340","1,439","1,989","1,621","2,087","1,722","1,120",746,653,"1,716","1,360","1,065",937,"1,482"
2021년05월_여_30~39세,"33,753","1,555","3,162","2,754","2,054","4,234","1,507","3,183","2,207","2,524","1,266","1,216",896,747,"1,539","1,709",948,739,"1,513"
2021년05월_여_40~49세,"27,083","1,462","1,479","2,845","1,342","2,661","1,249","2,959","1,328","1,620","1,075","1,163",909,793,"1,300","1,623",976,776,"1,523"
2021년05월_여_50~59세,"27,691","1,712","1,310","2,616","1,489","2,487","1,383","2,109","1,001","1,477","1,192","1,441","1,004",947,"1,564","1,527","1,276","1,100","2,056"
2021년05월_여_60~69세,"24,374","1,591","1,188","2,202","1,391","1,947","1,187","1,905",931,"1,115","1,189","1,285",966,918,"1,411","1,125","1,175","1,019","1,829"
2021년05월_여_70~79세,"14,486",973,687,"1,399",775,"1,048",774,"1,044",579,596,848,758,551,479,737,577,798,786,"1,077"
2021년05월_여_80~89세,"6,851",413,316,828,389,525,394,501,278,293,391,342,262,217,347,279,322,293,461
2021년05월_여_90~99세,"1,081",61,57,120,57,95,60,82,44,48,55,54,40,37,57,40,61,46,67
2021년05월_여_100세 이상,51,7,1,7,3,3,3,5,3,2,4,3,1,2,1,2,1,2,1
