카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021년09월_남_10~19세,"18,248",779,249,66,"1,281",39,30,324,342,64,53,175,707,358,817,"2,687",335,154,"1,232",672,582,"1,322",361,446,"2,330","2,843"
2021년09월_남_20~29세,"24,008","1,117",601,189,"1,346",73,81,793,568,97,95,359,844,608,"1,100","3,589",780,292,"2,264","1,151",567,"1,579",481,510,"2,252","2,672"
2021년09월_남_30~39세,"22,916",984,381,122,"3,443",47,77,439,490,114,108,249,604,393,686,"2,853",490,208,"2,247",846,537,"1,385",380,360,"2,094","3,379"
2021년09월_남_40~49세,"27,909","1,475",496,205,"2,606",108,81,618,577,160,161,313,792,521,"1,066","3,729",509,323,"1,898","1,140",862,"2,040",487,558,"2,930","4,254"
2021년09월_남_50~59세,"30,620","1,778",871,393,"1,484",200,242,848,787,384,324,446,"1,181",795,"1,545","3,827",657,472,"2,425","1,229",947,"2,293",801,742,"2,528","3,421"
2021년09월_남_60~69세,"24,456","1,424","1,043",505,"1,162",364,337,858,589,560,370,438,987,734,"1,217","2,345",629,463,"2,019","1,046",723,"1,806",784,620,"1,692","1,741"
2021년09월_남_70~79세,"9,517",637,413,232,355,196,155,317,211,274,154,183,476,322,464,831,341,215,627,411,318,658,347,225,589,566
2021년09월_남_80~89세,"4,489",286,203,133,139,94,85,171,107,141,95,89,248,159,212,382,172,115,273,178,152,308,182,120,214,231
2021년09월_남_90~99세,434,33,27,8,16,11,6,11,8,15,12,15,19,13,20,33,22,12,23,18,8,29,19,12,20,24
2021년09월_남_100세 이상,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
2021년09월_여_총인구수,"179,476","8,646","4,007","1,731","14,680","1,111","1,063","4,091","3,455","1,753","1,206","2,569","6,630","4,395","7,986","22,805","4,447","2,353","14,856","6,415","5,043","12,356","4,042","3,930","16,902","23,004"
2021년09월_여_연령구간인구수,"179,476","8,646","4,007","1,731","14,680","1,111","1,063","4,091","3,455","1,753","1,206","2,569","6,630","4,395","7,986","22,805","4,447","2,353","14,856","6,415","5,043","12,356","4,042","3,930","16,902","23,004"
2021년09월_여_0~9세,"13,556",532,152,46,"2,420",22,18,207,192,30,22,97,319,201,367,"1,627",196,72,976,474,356,808,120,224,"1,511","2,567"
2021년09월_여_10~19세,"17,085",779,257,56,"1,288",51,41,293,292,45,47,158,594,376,792,"2,514",264,110,"1,155",526,525,"1,217",278,429,"2,052","2,946"
2021년09월_여_20~29세,"20,990",895,326,113,"1,407",58,65,563,445,87,83,343,730,493,"1,010","3,027",866,240,"2,085",829,502,"1,337",393,413,"1,957","2,723"
2021년09월_여_30~39세,"22,201",787,297,103,"3,453",39,36,355,366,71,75,250,591,372,661,"2,722",422,178,"2,040",740,505,"1,313",260,381,"2,223","3,961"
2021년09월_여_40~49세,"28,813","1,370",407,129,"2,472",54,74,522,535,106,91,274,915,583,"1,194","4,210",497,263,"2,107","1,011",852,"1,977",495,630,"3,408","4,637"
2021년09월_여_50~59세,"30,351","1,558",786,289,"1,693",144,186,697,651,353,202,471,"1,271",874,"1,550","4,062",713,444,"2,915","1,063",826,"2,258",732,740,"2,696","3,177"
2021년09월_여_60~69세,"24,763","1,331",902,455,"1,169",327,281,760,508,501,285,489,"1,087",774,"1,274","2,520",766,512,"2,187",950,762,"1,847",832,608,"1,855","1,781"
2021년09월_여_70~79세,"11,897",770,439,229,410,200,200,343,232,292,190,257,631,416,611,"1,245",414,291,793,488,428,889,485,254,706,684
2021년09월_여_80~89세,"8,279",537,366,267,301,180,127,310,190,230,172,202,420,258,456,756,262,200,499,281,251,620,369,201,397,427
2021년09월_여_90~99세,"1,491",86,74,43,63,35,35,40,42,35,38,26,69,47,71,120,46,41,97,52,33,88,75,44,95,96
2021년09월_여_100세 이상,50,1,1,1,4,1,0,1,2,3,1,2,3,1,0,2,1,2,2,1,3,2,3,6,2,5
