카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021년09월_계_총인구수,"356,134","17,712","8,471","3,648","28,880","2,262","2,180","8,675","7,338","3,590","2,604","4,932","12,793","8,488","15,442","44,814","8,567","4,691","28,969","13,641","10,119","24,643","8,018","7,780","33,088","44,789"
2021년09월_계_연령구간인구수,"356,134","17,712","8,471","3,648","28,880","2,262","2,180","8,675","7,338","3,590","2,604","4,932","12,793","8,488","15,442","44,814","8,567","4,691","28,969","13,641","10,119","24,643","8,018","7,780","33,088","44,789"
2021년09월_계_0~9세,"27,608","1,082",332,110,"4,788",41,41,411,396,58,48,193,624,391,696,"3,359",380,156,"2,081","1,009",736,"1,675",253,481,"3,047","5,220"
2021년09월_계_10~19세,"35,333","1,558",506,122,"2,569",90,71,617,634,109,100,333,"1,301",734,"1,609","5,201",599,264,"2,387","1,198","1,107","2,539",639,875,"4,382","5,789"
2021년09월_계_20~29세,"44,998","2,012",927,302,"2,753",131,146,"1,356","1,013",184,178,702,"1,574","1,101","2,110","6,616","1,646",532,"4,349","1,980","1,069","2,916",874,923,"4,209","5,395"
2021년09월_계_30~39세,"45,117","1,771",678,225,"6,896",86,113,794,856,185,183,499,"1,195",765,"1,347","5,575",912,386,"4,287","1,586","1,042","2,698",640,741,"4,317","7,340"
2021년09월_계_40~49세,"56,722","2,845",903,334,"5,078",162,155,"1,140","1,112",266,252,587,"1,707","1,104","2,260","7,939","1,006",586,"4,005","2,151","1,714","4,017",982,"1,188","6,338","8,891"
2021년09월_계_50~59세,"60,971","3,336","1,657",682,"3,177",344,428,"1,545","1,438",737,526,917,"2,452","1,669","3,095","7,889","1,370",916,"5,340","2,292","1,773","4,551","1,533","1,482","5,224","6,598"
2021년09월_계_60~69세,"49,219","2,755","1,945",960,"2,331",691,618,"1,618","1,097","1,061",655,927,"2,074","1,508","2,491","4,865","1,395",975,"4,206","1,996","1,485","3,653","1,616","1,228","3,547","3,522"
2021년09월_계_70~79세,"21,414","1,407",852,461,765,396,355,660,443,566,344,440,"1,107",738,"1,075","2,076",755,506,"1,420",899,746,"1,547",832,479,"1,295","1,250"
2021년09월_계_80~89세,"12,768",823,569,400,440,274,212,481,297,371,267,291,668,417,668,"1,138",434,315,772,459,403,928,551,321,611,658
2021년09월_계_90~99세,"1,925",119,101,51,79,46,41,51,50,50,50,41,88,60,91,153,68,53,120,70,41,117,94,56,115,120
2021년09월_계_100세 이상,59,4,1,1,4,1,0,2,2,3,1,2,3,1,0,3,2,2,2,1,3,2,4,6,3,6
2021년09월_남_총인구수,"176,658","9,066","4,464","1,917","14,200","1,151","1,117","4,584","3,883","1,837","1,398","2,363","6,163","4,093","7,456","22,009","4,120","2,338","14,113","7,226","5,076","12,287","3,976","3,850","16,186","21,785"
2021년09월_남_연령구간인구수,"176,658","9,066","4,464","1,917","14,200","1,151","1,117","4,584","3,883","1,837","1,398","2,363","6,163","4,093","7,456","22,009","4,120","2,338","14,113","7,226","5,076","12,287","3,976","3,850","16,186","21,785"
2021년09월_남_0~9세,"14,052",550,180,64,"2,368",19,23,204,204,28,26,96,305,190,329,"1,732",184,84,"1,105",535,380,867,133,257,"1,536","2,653"
