카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년05월_계_80~89세,"24,262","7,287",705,880,703,842,674,671,514,939,631,728,"7,326",282,660,539,936,908,659,887,652,457,628,392,326,"4,723",205,328,331,643,570,486,610,342,755,453,"4,926",323,358,529,453,507,524,267,455,322,251,488,449
2020년05월_계_90~99세,"3,821","1,198",122,127,126,128,101,99,88,155,104,148,"1,126",48,102,83,160,126,84,128,74,75,120,76,50,713,22,51,49,93,82,76,82,57,113,88,784,56,51,78,74,98,74,40,74,59,39,80,61
2020년05월_계_100세 이상,307,87,9,11,8,7,1,21,5,6,2,17,94,11,9,12,18,11,6,2,6,4,8,5,2,88,6,6,13,13,4,10,6,1,17,12,38,6,6,4,3,3,6,1,2,3,1,0,3
2020년05월_남_총인구수,"600,154","139,181","12,002","22,828","14,880","14,937","21,607","10,416","9,961","14,693","9,371","8,486","187,053","5,279","12,282","9,922","20,696","19,635","12,718","22,714","22,947","12,652","24,707","14,894","8,607","88,354","3,161","5,687","4,679","11,391","13,311","5,921","10,405","8,691","19,246","5,862","185,566","9,435","7,660","18,996","11,010","19,918","17,966","14,013","16,833","16,011","14,207","25,867","13,650"
2020년05월_남_연령구간인구수,"600,154","139,181","12,002","22,828","14,880","14,937","21,607","10,416","9,961","14,693","9,371","8,486","187,053","5,279","12,282","9,922","20,696","19,635","12,718","22,714","22,947","12,652","24,707","14,894","8,607","88,354","3,161","5,687","4,679","11,391","13,311","5,921","10,405","8,691","19,246","5,862","185,566","9,435","7,660","18,996","11,010","19,918","17,966","14,013","16,833","16,011","14,207","25,867","13,650"
2020년05월_남_0~9세,"52,248","9,995",749,"1,645","1,356","1,048","2,066",476,628,837,795,395,"17,355",483,611,475,"1,630","1,290",757,"2,645","3,788",733,"3,112",922,909,"5,061",123,238,203,788,"1,087",241,505,625,"1,114",137,"19,837",644,517,"1,601",807,"2,412","1,979","1,350","1,416","1,902","2,324","3,085","1,800"
2020년05월_남_10~19세,"62,566","15,372","1,020","2,238","1,942","1,686","3,659",658,962,"1,545","1,088",574,"17,733",346,879,850,"1,929","1,752","1,096","2,657","2,199",949,"2,915","1,204",957,"7,372",180,252,299,"1,105","1,569",413,794,"1,045","1,457",258,"22,089","1,039",844,"2,325","1,251","1,827","2,609","1,153","2,310","2,128","1,670","3,439","1,494"
2020년05월_남_20~29세,"98,615","24,174","1,886","6,174","2,238","2,290","3,204","1,404","1,587","2,339","1,573","1,479","28,667",782,"1,902","1,497","3,426","3,160","2,127","3,207","2,512","2,485","3,581","2,876","1,112","14,909",498,"1,056",596,"1,645","2,141",763,"1,719","1,976","3,738",777,"30,865","1,763","1,275","3,726","2,001","3,438","2,543","3,268","3,437","2,434","1,697","3,786","1,497"
2020년05월_남_30~39세,"94,620","17,489","1,602","3,125","1,758","1,941","2,210","1,433","1,469","1,839","1,019","1,093","31,220",928,"2,067","1,473","3,031","3,039","1,823","3,392","4,760","2,417","3,982","3,148","1,160","13,442",476,940,628,"1,396","1,763",711,"1,700","1,186","3,852",790,"32,469","1,352","1,093","3,059","1,699","3,995","2,744","3,676","2,351","2,519","2,942","4,479","2,560"
2020년05월_남_40~49세,"103,224","23,134","1,966","3,359","2,663","2,530","4,399","1,662","1,585","2,351","1,358","1,261","31,907",781,"2,007","1,683","3,137","3,224","1,988","4,049","4,244","1,929","4,352","2,815","1,698","14,319",505,827,756,"1,925","2,212",938,"1,641","1,329","3,296",890,"33,864","1,517","1,244","3,458","1,807","3,772","3,484","2,149","2,980","2,877","2,706","5,194","2,676"
2020년05월_남_50~59세,"98,264","24,740","2,215","3,436","2,633","2,703","3,833","2,037","1,813","2,752","1,807","1,511","30,857",916,"2,180","1,727","3,816","3,422","2,454","3,704","2,865","2,140","3,791","2,414","1,428","15,650",624,"1,059",918,"2,066","2,538","1,163","1,869","1,305","2,836","1,272","27,017","1,647","1,338","2,802","1,829","2,363","2,812","1,536","2,747","2,600","1,813","3,682","1,848"
2020년05월_남_60~69세,"56,477","14,475","1,581","1,766","1,387","1,543","1,422","1,633","1,180","1,769","1,014","1,180","18,730",624,"1,573","1,330","2,365","2,356","1,559","1,931","1,687","1,349","2,073","1,035",848,"10,500",436,799,681,"1,437","1,247",970,"1,286",782,"1,859","1,003","12,772",943,862,"1,332","1,055","1,370","1,164",562,"1,089","1,091",733,"1,469","1,102"
2020년05월_남_70~79세,"24,798","6,894",721,738,633,854,560,808,529,909,454,688,"7,808",302,763,668,"1,004","1,067",674,801,673,485,666,331,374,"5,221",233,371,438,756,548,537,684,316,820,518,"4,875",415,362,522,402,554,423,215,336,345,241,549,511
2020년05월_남_80~89세,"8,401","2,600",236,303,236,311,236,281,186,312,232,267,"2,501",106,262,196,325,295,219,298,203,145,212,136,104,"1,688",75,125,141,247,187,168,189,113,254,189,"1,612",106,115,156,143,166,188,94,152,104,76,166,146
2020년05월_남_90~99세,863,287,24,40,31,30,18,18,20,40,30,36,249,9,34,23,29,26,19,30,13,18,20,11,17,170,8,17,12,24,18,16,16,14,18,27,157,7,9,15,15,20,17,10,14,11,5,18,16
2020년05월_남_100세 이상,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020년05월_여_총인구수,"591,864","137,136","11,770","20,480","15,335","15,477","21,659","10,001","9,971","14,462","10,019","7,962","183,634","5,282","11,592","9,809","20,137","18,940","12,479","23,178","23,279","12,215","25,411","12,895","8,417","87,042","2,793","5,024","4,480","12,059","13,757","5,666","10,510","8,724","18,916","5,113","184,052","9,332","7,728","17,550","11,295","19,323","18,421","12,538","16,222","15,869","14,212","27,058","14,504"
2020년05월_여_연령구간인구수,"591,864","137,136","11,770","20,480","15,335","15,477","21,659","10,001","9,971","14,462","10,019","7,962","183,634","5,282","11,592","9,809","20,137","18,940","12,479","23,178","23,279","12,215","25,411","12,895","8,417","87,042","2,793","5,024","4,480","12,059","13,757","5,666","10,510","8,724","18,916","5,113","184,052","9,332","7,728","17,550","11,295","19,323","18,421","12,538","16,222","15,869","14,212","27,058","14,504"
2020년05월_여_0~9세,"49,089","9,314",701,"1,576","1,301","1,050","1,828",420,576,773,740,349,"16,407",424,550,559,"1,531","1,277",758,"2,542","3,490",666,"2,846",865,899,"4,952",122,214,181,790,"1,029",222,480,641,"1,129",144,"18,416",633,483,"1,449",686,"2,280","1,817","1,297","1,390","1,735","2,115","2,819","1,712"
2020년05월_여_10~19세,"58,506","14,127",917,"2,045","1,681","1,580","3,477",600,852,"1,389","1,044",542,"16,386",304,793,775,"1,778","1,562","1,049","2,363","2,221",850,"2,612","1,165",914,"7,027",145,260,305,"1,171","1,545",351,741,863,"1,411",235,"20,966",994,751,"2,221","1,158","1,729","2,414","1,075","2,100","2,060","1,564","3,472","1,428"
2020년05월_여_20~29세,"88,350","20,020","1,556","3,912","2,001","2,104","3,010","1,313","1,491","2,086","1,464","1,083","26,303",765,"1,710","1,302","2,889","2,789","1,921","3,022","2,629","2,466","3,352","2,498",960,"13,669",408,847,522,"1,576","2,027",599,"1,557","1,643","3,753",737,"28,358","1,410","1,262","2,874","1,763","3,155","2,445","2,514","2,947","2,165","1,759","4,480","1,584"
2020년05월_여_30~39세,"87,922","16,162","1,383","2,774","1,855","1,857","2,415","1,141","1,312","1,513","1,135",777,"28,576",815,"1,514","1,235","2,746","2,475","1,530","3,496","4,868","2,052","4,330","2,366","1,149","11,470",399,740,473,"1,355","1,796",574,"1,317","1,098","3,180",538,"31,714","1,189",926,"2,525","1,548","3,874","2,946","2,946","2,207","2,585","3,096","5,066","2,806"
2020년05월_여_40~49세,"101,628","23,455","1,845","3,321","2,896","2,644","4,894","1,390","1,567","2,299","1,618",981,"29,856",707,"1,786","1,514","3,056","2,885","1,868","4,065","3,788","1,792","4,583","2,225","1,587","13,520",373,618,625,"2,000","2,440",779,"1,527","1,470","3,078",610,"34,797","1,645","1,267","3,437","2,049","3,359","3,802","2,074","3,282","3,076","2,676","5,522","2,608"
2020년05월_여_50~59세,"98,346","24,711","2,252","3,395","2,678","2,772","3,499","1,996","1,879","2,774","2,047","1,419","31,736",990,"2,154","1,771","3,855","3,471","2,512","3,919","3,101","2,148","4,271","2,143","1,401","15,111",497,927,858,"2,126","2,578","1,002","1,913","1,421","2,852",937,"26,788","1,685","1,455","2,695","1,976","2,310","2,868","1,491","2,554","2,570","1,797","3,303","2,084"
2020년05월_여_60~69세,"58,128","15,015","1,610","1,804","1,527","1,730","1,245","1,736","1,255","1,813",934,"1,361","19,261",688,"1,739","1,436","2,374","2,480","1,571","1,998","1,805","1,298","2,112",900,860,"11,113",424,746,784,"1,591","1,221","1,061","1,533",854,"1,949",950,"12,739","1,032",836,"1,271","1,170","1,480","1,117",569,916,937,707,"1,383","1,321"
2020년05월_여_70~79세,"30,847","8,668",932,982,829,"1,105",769,919,640,"1,067",563,862,"9,339",365,875,802,"1,152","1,281",761,"1,084",864,572,784,409,390,"6,536",278,432,499,974,671,691,951,461,953,626,"6,304",474,458,638,574,715,616,368,462,472,288,629,610
2020년05월_여_80~89세,"15,861","4,687",469,577,467,531,438,390,328,627,399,461,"4,825",176,398,343,611,613,440,589,449,312,416,256,222,"3,035",130,203,190,396,383,318,421,229,501,264,"3,314",217,243,373,310,341,336,173,303,218,175,322,303
2020년05월_여_90~99세,"2,958",911,98,87,95,98,83,81,68,115,74,112,877,39,68,60,131,100,65,98,61,57,100,65,33,543,14,34,37,69,64,60,66,43,95,61,627,49,42,63,59,78,57,30,60,48,34,62,45
2020년05월_여_100세 이상,229,66,7,7,5,6,1,15,3,6,1,15,68,9,5,12,14,7,4,2,3,2,5,3,2,66,3,3,6,11,3,9,4,1,15,11,29,4,5,4,2,2,3,1,1,3,1,0,3
