카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2021년05월_계_총인구수,"655,555","353,575","24,840","23,935","32,881","32,969","41,261","37,639","26,520","19,906","21,804","38,411","26,597","17,798","9,014","301,980","38,719","21,736","25,223","44,149","6,165","18,308","22,598","47,043","17,922","16,232","34,931","8,954"
2021년05월_계_연령구간인구수,"655,555","353,575","24,840","23,935","32,881","32,969","41,261","37,639","26,520","19,906","21,804","38,411","26,597","17,798","9,014","301,980","38,719","21,736","25,223","44,149","6,165","18,308","22,598","47,043","17,922","16,232","34,931","8,954"
2021년05월_계_0~9세,"43,386","23,031","1,651","1,036","1,745","2,444","4,462","2,546","1,497",917,"1,414","2,167","1,652","1,048",452,"20,355","2,554","1,124","1,571","3,405",281,"1,284","1,583","3,737","1,303",864,"2,340",309
2021년05월_계_10~19세,"63,053","34,105","2,411","1,570","2,782","3,533","5,277","3,903","2,727","1,679","2,083","3,630","2,496","1,264",750,"28,948","3,818","1,838","2,102","5,166",304,"1,756","2,464","4,681","1,428","1,520","3,501",370
2021년05월_계_20~29세,"107,079","59,020","3,762","4,374","6,049","5,363","7,237","5,943","4,355","3,520","3,426","7,113","4,618","2,157","1,103","48,059","6,030","4,140","5,290","7,477",463,"2,722","3,086","7,366","2,688","2,422","5,649",726
2021년05월_계_30~39세,"85,284","44,156","3,014","3,720","4,547","4,195","5,741","4,472","2,938","2,406","2,382","4,418","3,259","2,132",932,"41,128","4,993","3,127","3,907","5,557",633,"2,475","2,869","7,263","2,975","1,820","4,845",664
2021년05월_계_40~49세,"106,273","57,048","4,413","3,901","5,436","5,433","7,113","6,724","4,268","3,020","3,523","5,804","3,506","2,603","1,304","49,225","6,995","3,170","3,656","7,111",961,"2,767","3,996","8,073","2,718","2,756","6,048",974
2021년05월_계_50~59세,"127,835","69,231","4,685","4,513","6,358","6,370","6,805","7,357","5,449","4,200","4,696","8,137","5,606","3,212","1,843","58,604","7,590","4,124","4,478","8,896","1,596","3,653","4,331","8,242","3,333","3,601","6,807","1,953"
2021년05월_계_60~69세,"75,527","40,203","2,737","2,792","3,080","3,577","3,338","3,903","3,044","2,398","2,545","4,516","3,612","3,068","1,593","35,324","4,111","2,544","2,899","4,521","1,054","2,441","2,739","4,715","2,234","2,033","3,773","2,260"
2021년05월_계_70~79세,"29,932","16,860","1,428","1,332","1,550","1,291",850,"1,804","1,414","1,101","1,079","1,615","1,123","1,596",677,"13,072","1,702","1,086",850,"1,238",581,866,989,"1,871",789,793,"1,235","1,072"
2021년05월_계_80~89세,"14,904","8,582",636,602,"1,124",662,365,877,724,599,596,882,584,618,313,"6,322",807,526,389,655,268,302,465,946,397,373,656,538
2021년05월_계_90~99세,"2,191","1,289",99,91,198,98,73,110,99,66,57,123,132,97,46,902,113,57,75,121,24,34,72,144,56,48,75,83
2021년05월_계_100세 이상,91,50,4,4,12,3,0,0,5,0,3,6,9,3,1,41,6,0,6,2,0,8,4,5,1,2,2,5
2021년05월_남_총인구수,"336,303","180,419","12,683","12,804","17,265","16,664","20,815","19,450","13,149","9,955","11,265","19,623","13,031","8,975","4,740","155,884","20,468","10,876","12,559","22,197","3,540","9,280","12,135","24,146","9,192","8,807","17,951","4,733"
2021년05월_남_연령구간인구수,"336,303","180,419","12,683","12,804","17,265","16,664","20,815","19,450","13,149","9,955","11,265","19,623","13,031","8,975","4,740","155,884","20,468","10,876","12,559","22,197","3,540","9,280","12,135","24,146","9,192","8,807","17,951","4,733"
2021년05월_남_0~9세,"22,146","11,704",828,508,911,"1,263","2,184","1,312",753,483,733,"1,111",861,523,234,"10,442","1,312",559,820,"1,727",141,649,817,"1,927",684,427,"1,198",181
2021년05월_남_10~19세,"32,501","17,484","1,187",813,"1,449","1,804","2,690","2,045","1,332",849,"1,029","1,923","1,303",665,395,"15,017","2,022",962,"1,070","2,688",158,903,"1,263","2,393",750,809,"1,805",194
2021년05월_남_20~29세,"57,007","31,447","1,935","2,327","3,336","2,824","3,896","3,145","2,247","1,829","1,830","3,841","2,432","1,171",634,"25,560","3,354","2,058","2,632","3,816",284,"1,436","1,771","3,945","1,460","1,327","3,047",430
2021년05월_남_30~39세,"46,520","23,951","1,649","2,195","2,645","2,234","2,810","2,423","1,593","1,306","1,342","2,406","1,675","1,152",521,"22,569","2,803","1,758","2,107","2,833",379,"1,322","1,633","4,034","1,672","1,041","2,610",377
2021년05월_남_40~49세,"54,467","29,089","2,362","2,206","2,913","2,708","3,447","3,480","2,084","1,501","1,824","2,879","1,587","1,393",705,"25,378","3,764","1,574","1,763","3,340",583,"1,386","2,221","4,145","1,423","1,542","3,087",550
2021년05월_남_50~59세,"65,227","35,247","2,490","2,438","3,358","3,192","3,403","3,882","2,686","2,054","2,484","4,073","2,592","1,581","1,014","29,980","4,087","2,068","2,141","4,386",996,"1,792","2,326","4,114","1,593","2,025","3,418","1,034"
2021년05월_남_60~69세,"39,521","20,890","1,395","1,467","1,625","1,835","1,821","2,067","1,580","1,227","1,348","2,413","1,845","1,460",807,"18,631","2,143","1,273","1,484","2,532",599,"1,253","1,435","2,427","1,149","1,118","2,047","1,171"
2021년05월_남_70~79세,"13,503","7,452",601,614,642,564,438,769,599,466,454,698,516,770,321,"6,051",722,458,419,625,283,429,492,830,330,384,519,560
2021년05월_남_80~89세,"4,918","2,847",219,218,324,219,112,304,251,221,206,258,176,239,100,"2,071",238,159,111,223,110,103,162,304,121,118,211,211
2021년05월_남_90~99세,472,296,17,17,57,21,14,23,24,19,15,21,39,20,9,176,23,7,10,27,7,6,14,26,10,15,9,22
2021년05월_남_100세 이상,21,12,0,1,5,0,0,0,0,0,0,0,5,1,0,9,0,0,2,0,0,1,1,1,0,1,0,3
2021년05월_여_총인구수,"319,252","173,156","12,157","11,131","15,616","16,305","20,446","18,189","13,371","9,951","10,539","18,788","13,566","8,823","4,274","146,096","18,251","10,860","12,664","21,952","2,625","9,028","10,463","22,897","8,730","7,425","16,980","4,221"
2021년05월_여_연령구간인구수,"319,252","173,156","12,157","11,131","15,616","16,305","20,446","18,189","13,371","9,951","10,539","18,788","13,566","8,823","4,274","146,096","18,251","10,860","12,664","21,952","2,625","9,028","10,463","22,897","8,730","7,425","16,980","4,221"
2021년05월_여_0~9세,"21,240","11,327",823,528,834,"1,181","2,278","1,234",744,434,681,"1,056",791,525,218,"9,913","1,242",565,751,"1,678",140,635,766,"1,810",619,437,"1,142",128
2021년05월_여_10~19세,"30,552","16,621","1,224",757,"1,333","1,729","2,587","1,858","1,395",830,"1,054","1,707","1,193",599,355,"13,931","1,796",876,"1,032","2,478",146,853,"1,201","2,288",678,711,"1,696",176
2021년05월_여_20~29세,"50,072","27,573","1,827","2,047","2,713","2,539","3,341","2,798","2,108","1,691","1,596","3,272","2,186",986,469,"22,499","2,676","2,082","2,658","3,661",179,"1,286","1,315","3,421","1,228","1,095","2,602",296
2021년05월_여_30~39세,"38,764","20,205","1,365","1,525","1,902","1,961","2,931","2,049","1,345","1,100","1,040","2,012","1,584",980,411,"18,559","2,190","1,369","1,800","2,724",254,"1,153","1,236","3,229","1,303",779,"2,235",287
2021년05월_여_40~49세,"51,806","27,959","2,051","1,695","2,523","2,725","3,666","3,244","2,184","1,519","1,699","2,925","1,919","1,210",599,"23,847","3,231","1,596","1,893","3,771",378,"1,381","1,775","3,928","1,295","1,214","2,961",424
2021년05월_여_50~59세,"62,608","33,984","2,195","2,075","3,000","3,178","3,402","3,475","2,763","2,146","2,212","4,064","3,014","1,631",829,"28,624","3,503","2,056","2,337","4,510",600,"1,861","2,005","4,128","1,740","1,576","3,389",919
