카테고리,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2021년01월_계_총인구수,"282,618","2,739","4,601","18,299","32,924","12,083","2,935","1,785","3,176","1,518",898,"3,263","5,555","2,860","3,754","6,667","25,360","6,316","44,369","7,720","8,837","2,892","2,357","3,113","18,511","40,428","19,658"
2021년01월_계_연령구간인구수,"282,618","2,739","4,601","18,299","32,924","12,083","2,935","1,785","3,176","1,518",898,"3,263","5,555","2,860","3,754","6,667","25,360","6,316","44,369","7,720","8,837","2,892","2,357","3,113","18,511","40,428","19,658"
2021년01월_계_0~9세,"23,372",48,122,"1,473","5,923",780,57,30,58,14,23,75,137,54,144,416,"1,922",340,"3,362",370,356,125,51,93,"2,106","3,486","1,807"
2021년01월_계_10~19세,"30,234",131,206,"2,568","4,995","1,007",95,66,128,40,41,146,302,163,266,563,"2,698",535,"5,349",595,671,192,112,200,"1,735","4,832","2,598"
2021년01월_계_20~29세,"37,640",193,415,"3,163","3,267","1,320",152,118,185,80,54,230,431,285,371,"1,090","3,919",777,"6,617",930,"1,114",349,271,379,"2,213","6,422","3,295"
2021년01월_계_30~39세,"33,165",117,255,"2,176","6,683","1,132",121,97,152,65,32,148,266,158,297,812,"2,875",631,"4,984",754,776,256,204,284,"2,569","4,945","2,376"
2021년01월_계_40~49세,"43,397",229,469,"3,354","6,846","1,683",218,133,227,118,60,249,537,278,437,834,"3,721",880,"7,031",963,"1,066",313,284,410,"2,860","6,793","3,404"
2021년01월_계_50~59세,"49,242",544,895,"3,528","3,371","2,205",477,314,528,283,148,541,966,558,566,996,"4,485","1,162","8,625","1,323","1,710",467,458,537,"3,070","7,619","3,866"
2021년01월_계_60~69세,"34,656",570,924,"1,252","1,271","1,990",639,417,703,313,194,757,"1,125",582,783,914,"3,434","1,071","5,402","1,384","1,590",530,502,584,"2,151","3,981","1,593"
2021년01월_계_70~79세,"19,064",464,724,479,387,"1,193",648,337,639,319,176,640,924,448,580,676,"1,509",607,"2,030",965,"1,072",436,311,414,"1,117","1,498",471
2021년01월_계_80~89세,"10,165",384,510,269,151,667,447,231,483,247,133,414,764,277,261,322,681,262,824,379,426,189,136,181,583,728,216
2021년01월_계_90~99세,"1,610",58,80,34,29,104,80,41,72,33,36,60,98,52,46,43,108,48,134,56,54,35,26,26,104,121,32
2021년01월_계_100세 이상,73,1,1,3,1,2,1,1,1,6,1,3,5,5,3,1,8,3,11,1,2,0,2,5,3,3,0
2021년01월_남_총인구수,"141,003","1,359","2,366","9,051","16,754","6,049","1,475",852,"1,608",782,434,"1,582","2,767","1,461","1,846","3,324","12,428","3,199","22,138","3,849","4,466","1,409","1,227","1,589","9,320","19,975","9,693"
2021년01월_남_연령구간인구수,"141,003","1,359","2,366","9,051","16,754","6,049","1,475",852,"1,608",782,434,"1,582","2,767","1,461","1,846","3,324","12,428","3,199","22,138","3,849","4,466","1,409","1,227","1,589","9,320","19,975","9,693"
2021년01월_남_0~9세,"11,997",32,56,738,"3,044",416,29,15,34,10,15,38,69,36,70,210,986,182,"1,667",200,193,67,28,47,"1,117","1,782",916
2021년01월_남_10~19세,"15,755",65,112,"1,371","2,650",527,48,25,75,23,20,81,151,91,145,312,"1,360",280,"2,792",317,358,93,64,107,896,"2,496","1,296"
2021년01월_남_20~29세,"20,463",118,244,"1,698","1,705",696,90,57,112,45,31,121,255,174,213,581,"2,123",431,"3,673",515,626,184,141,228,"1,219","3,378","1,805"
2021년01월_남_30~39세,"17,013",60,158,"1,085","3,281",607,80,56,109,48,19,80,152,98,167,442,"1,450",349,"2,581",405,412,140,125,166,"1,294","2,493","1,156"
2021년01월_남_40~49세,"21,329",142,297,"1,488","3,382",872,149,87,158,81,35,154,328,149,236,424,"1,806",440,"3,317",538,588,165,174,212,"1,455","3,154","1,498"
2021년01월_남_50~59세,"24,901",324,530,"1,763","1,828","1,173",292,174,313,177,94,290,546,309,290,502,"2,068",611,"4,133",632,876,223,247,284,"1,548","3,742","1,932"
2021년01월_남_60~69세,"17,381",308,472,642,669,"1,016",329,228,347,188,105,385,599,308,362,422,"1,672",508,"2,715",649,737,253,236,285,"1,071","2,051",824
2021년01월_남_70~79세,"8,532",189,317,186,159,534,300,137,287,127,78,286,410,196,274,306,710,286,945,417,496,185,144,187,524,652,200
2021년01월_남_80~89세,"3,305",107,169,75,35,189,136,65,157,74,32,136,238,90,78,116,232,102,280,164,170,91,61,63,181,202,62
2021년01월_남_90~99세,319,14,11,5,1,19,22,8,16,6,4,10,18,10,11,9,20,10,34,12,10,8,7,10,15,25,4
2021년01월_남_100세 이상,8,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2021년01월_여_총인구수,"141,615","1,380","2,235","9,248","16,170","6,034","1,460",933,"1,568",736,464,"1,681","2,788","1,399","1,908","3,343","12,932","3,117","22,231","3,871","4,371","1,483","1,130","1,524","9,191","20,453","9,965"
2021년01월_여_연령구간인구수,"141,615","1,380","2,235","9,248","16,170","6,034","1,460",933,"1,568",736,464,"1,681","2,788","1,399","1,908","3,343","12,932","3,117","22,231","3,871","4,371","1,483","1,130","1,524","9,191","20,453","9,965"
2021년01월_여_0~9세,"11,375",16,66,735,"2,879",364,28,15,24,4,8,37,68,18,74,206,936,158,"1,695",170,163,58,23,46,989,"1,704",891
2021년01월_여_10~19세,"14,479",66,94,"1,197","2,345",480,47,41,53,17,21,65,151,72,121,251,"1,338",255,"2,557",278,313,99,48,93,839,"2,336","1,302"
2021년01월_여_20~29세,"17,177",75,171,"1,465","1,562",624,62,61,73,35,23,109,176,111,158,509,"1,796",346,"2,944",415,488,165,130,151,994,"3,044","1,490"
2021년01월_여_30~39세,"16,152",57,97,"1,091","3,402",525,41,41,43,17,13,68,114,60,130,370,"1,425",282,"2,403",349,364,116,79,118,"1,275","2,452","1,220"
