카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년10월_계_총인구수,"246,133","7,904","3,135","1,608","7,329","2,986","12,207","1,124","8,306","3,649","1,099","3,193","1,398","6,346","9,548","27,466","7,291","26,573","20,592","35,906","34,752","23,721"
2020년10월_계_연령구간인구수,"246,133","7,904","3,135","1,608","7,329","2,986","12,207","1,124","8,306","3,649","1,099","3,193","1,398","6,346","9,548","27,466","7,291","26,573","20,592","35,906","34,752","23,721"
2020년10월_계_0~9세,"27,108",559,83,29,417,67,"1,489",41,521,194,27,83,55,429,558,"4,618",604,"2,596","1,609","3,617","5,958","3,554"
2020년10월_계_10~19세,"27,928",641,123,62,599,161,"1,124",57,673,274,25,116,72,659,979,"3,371",633,"3,071","2,281","4,341","4,940","3,726"
2020년10월_계_20~29세,"24,487",681,243,87,569,227,954,68,801,299,55,222,71,683,"1,031","2,442",853,"2,922","2,834","4,151","3,050","2,244"
2020년10월_계_30~39세,"37,222",828,218,88,644,153,"1,862",80,906,329,66,183,103,694,956,"6,120","1,083","3,743","3,357","5,210","6,849","3,750"
2020년10월_계_40~49세,"47,580","1,241",362,156,995,320,"2,204",113,"1,405",470,113,389,171,"1,225","1,647","5,975","1,347","4,987","4,447","7,074","7,511","5,428"
2020년10월_계_50~59세,"39,115","1,620",639,341,"1,305",595,"1,907",241,"1,707",672,211,604,256,"1,254","1,974","2,921","1,349","4,838","3,720","6,024","3,949","2,988"
2020년10월_계_60~69세,"26,161","1,343",703,391,"1,379",710,"1,450",283,"1,281",711,267,696,316,852,"1,568","1,419","1,002","3,199","1,718","3,838","1,683","1,352"
2020년10월_계_70~79세,"10,784",617,481,283,817,467,810,166,607,416,201,525,215,364,592,403,300,865,449,"1,174",583,449
2020년10월_계_80~89세,"4,915",327,252,152,493,247,355,64,350,239,111,328,118,160,208,167,106,304,145,407,186,196
2020년10월_계_90~99세,788,43,30,19,100,37,49,11,54,44,23,46,20,18,31,30,14,46,31,68,42,32
2020년10월_계_100세 이상,45,4,1,0,11,2,3,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년10월_남_총인구수,"129,230","4,015","1,616",813,"3,612","1,543","6,356",571,"4,561","1,896",554,"1,612",704,"3,500","5,167","14,768","3,958","13,849","11,778","18,516","17,688","12,153"
2020년10월_남_연령구간인구수,"129,230","4,015","1,616",813,"3,612","1,543","6,356",571,"4,561","1,896",554,"1,612",704,"3,500","5,167","14,768","3,958","13,849","11,778","18,516","17,688","12,153"
2020년10월_남_0~9세,"14,023",275,49,13,223,37,757,23,285,98,15,48,30,231,297,"2,385",324,"1,329",837,"1,893","3,005","1,869"
2020년10월_남_10~19세,"14,683",337,67,34,299,91,576,32,361,151,13,71,37,343,545,"1,744",343,"1,664","1,198","2,265","2,548","1,964"
2020년10월_남_20~29세,"13,784",386,135,52,316,148,536,39,471,157,29,124,42,395,575,"1,411",529,"1,578","1,714","2,291","1,606","1,250"
2020년10월_남_30~39세,"19,714",423,134,55,340,88,941,52,521,185,39,106,55,420,544,"3,259",611,"1,995","2,128","2,733","3,335","1,750"
2020년10월_남_40~49세,"25,940",665,211,93,544,188,"1,245",62,836,292,73,251,105,740,931,"3,371",772,"2,646","2,674","3,649","3,904","2,688"
2020년10월_남_50~59세,"20,829",847,346,201,662,305,"1,046",124,975,360,120,332,137,712,"1,069","1,619",685,"2,412","2,066","3,073","2,094","1,644"
2020년10월_남_60~69세,"13,570",695,348,204,697,379,746,156,693,360,142,349,166,453,842,754,513,"1,711",893,"1,905",862,702
2020년10월_남_70~79세,"5,067",282,230,111,372,222,394,65,296,207,90,230,92,160,288,183,153,417,229,566,264,216
2020년10월_남_80~89세,"1,487",96,92,47,146,78,103,14,112,82,31,96,37,41,69,38,27,93,34,123,64,64
2020년10월_남_90~99세,125,7,3,3,11,7,12,4,11,4,2,5,3,5,5,4,1,4,5,17,6,6
2020년10월_남_100세 이상,8,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020년10월_여_총인구수,"116,903","3,889","1,519",795,"3,717","1,443","5,851",553,"3,745","1,753",545,"1,581",694,"2,846","4,381","12,698","3,333","12,724","8,814","17,390","17,064","11,568"
