카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년06월_계_총인구수,"515,997","21,801","27,078","30,261","37,080","39,236","26,994","22,313","24,364","27,049","20,263","34,782","38,564","20,178","26,551","24,290","33,027","22,764","20,722","18,680"
2021년06월_계_연령구간인구수,"515,997","21,801","27,078","30,261","37,080","39,236","26,994","22,313","24,364","27,049","20,263","34,782","38,564","20,178","26,551","24,290","33,027","22,764","20,722","18,680"
2021년06월_계_0~9세,"31,763","1,135","1,686","2,182","2,006","2,811","1,122","1,453","1,502","1,924","1,120","1,943","2,248",950,"1,343","1,057","2,355","2,347","1,285","1,294"
2021년06월_계_10~19세,"51,468","1,647","2,056","2,095","2,601","4,255","3,022","2,730","4,459","5,581","2,218","3,109","3,284","1,799","2,047","2,006","2,950","1,957","2,029","1,623"
2021년06월_계_20~29세,"71,705","3,746","3,163","3,518","6,589","6,645","4,504","3,021","3,134","2,944","2,534","4,206","5,232","3,224","3,212","3,421","4,519","2,754","2,715","2,624"
2021년06월_계_30~39세,"63,730","2,605","3,147","4,539","5,285","5,143","2,695","2,529","1,843","1,992","1,938","4,173","4,830","2,309","2,867","2,615","4,847","4,699","2,775","2,899"
2021년06월_계_40~49세,"83,729","3,337","4,193","4,577","5,339","6,421","4,077","3,956","4,909","6,385","3,389","5,669","5,601","2,948","3,819","3,586","5,399","3,840","3,357","2,927"
2021년06월_계_50~59세,"87,067","3,430","4,567","4,740","5,710","5,990","4,957","3,850","4,551","4,538","3,584","5,639","6,931","3,920","4,722","4,462","5,635","3,042","3,546","3,253"
2021년06월_계_60~69세,"69,672","3,133","4,488","4,695","5,521","4,621","3,682","2,610","2,286","2,144","2,675","4,909","6,079","2,917","4,427","3,778","4,093","2,318","2,858","2,438"
2021년06월_계_70~79세,"37,280","1,911","2,528","2,613","2,784","2,220","1,818","1,361","1,049",963,"1,890","3,287","2,892","1,419","2,733","2,262","2,000","1,169","1,370","1,011"
2021년06월_계_80~89세,"16,963",744,"1,062","1,153","1,076",989,981,703,555,507,790,"1,618","1,257",595,"1,223",940,"1,028",548,667,527
2021년06월_계_90~99세,"2,500",103,181,143,166,137,130,99,71,65,121,221,200,92,135,154,195,87,117,83
2021년06월_계_100세 이상,120,10,7,6,3,4,6,1,5,6,4,8,10,5,23,9,6,3,3,1
2021년06월_남_총인구수,"248,719","11,241","13,056","14,454","18,083","19,085","12,947","10,619","11,891","13,174","9,791","16,001","18,660","9,985","13,181","11,800","15,306","10,954","9,839","8,652"
2021년06월_남_연령구간인구수,"248,719","11,241","13,056","14,454","18,083","19,085","12,947","10,619","11,891","13,174","9,791","16,001","18,660","9,985","13,181","11,800","15,306","10,954","9,839","8,652"
2021년06월_남_0~9세,"16,377",579,861,"1,112","1,029","1,471",598,758,803,"1,036",574,980,"1,148",464,689,539,"1,211","1,213",658,654
2021년06월_남_10~19세,"26,688",884,"1,056","1,098","1,322","2,189","1,685","1,393","2,242","2,937","1,217","1,500","1,723",925,"1,114","1,021","1,534",983,"1,052",813
2021년06월_남_20~29세,"36,618","2,170","1,692","1,740","3,252","3,262","2,392","1,534","1,614","1,529","1,317","2,136","2,636","1,622","1,708","1,793","2,177","1,385","1,412","1,247"
2021년06월_남_30~39세,"31,774","1,434","1,573","2,273","2,693","2,566","1,335","1,205",884,862,980,"2,022","2,414","1,203","1,510","1,395","2,286","2,306","1,417","1,416"
2021년06월_남_40~49세,"39,865","1,716","2,122","2,329","2,729","3,024","1,818","1,837","2,120","2,781","1,605","2,772","2,669","1,430","1,924","1,764","2,480","1,909","1,515","1,321"
2021년06월_남_50~59세,"42,203","1,735","2,212","2,190","2,768","2,920","2,407","1,849","2,363","2,414","1,786","2,653","3,292","1,967","2,387","2,160","2,546","1,426","1,651","1,477"
2021년06월_남_60~69세,"32,409","1,506","2,014","2,101","2,548","2,207","1,694","1,215","1,196","1,041","1,259","2,153","2,918","1,449","2,126","1,783","1,821","1,005","1,283","1,090"
2021년06월_남_70~79세,"16,194",871,"1,134","1,169","1,282","1,038",692,572,453,400,750,"1,214","1,315",675,"1,214",975,873,514,608,445
2021년06월_남_80~89세,"5,947",320,343,410,420,366,282,231,199,153,272,515,499,230,471,327,337,188,218,166
2021년06월_남_90~99세,624,25,48,32,39,41,44,25,17,18,31,56,43,20,30,43,41,24,24,23
2021년06월_남_100세 이상,20,1,1,0,1,1,0,0,0,3,0,0,3,0,8,0,0,1,1,0
2021년06월_여_총인구수,"267,278","10,560","14,022","15,807","18,997","20,151","14,047","11,694","12,473","13,875","10,472","18,781","19,904","10,193","13,370","12,490","17,721","11,810","10,883","10,028"
2021년06월_여_연령구간인구수,"267,278","10,560","14,022","15,807","18,997","20,151","14,047","11,694","12,473","13,875","10,472","18,781","19,904","10,193","13,370","12,490","17,721","11,810","10,883","10,028"
2021년06월_여_0~9세,"15,386",556,825,"1,070",977,"1,340",524,695,699,888,546,963,"1,100",486,654,518,"1,144","1,134",627,640
2021년06월_여_10~19세,"24,780",763,"1,000",997,"1,279","2,066","1,337","1,337","2,217","2,644","1,001","1,609","1,561",874,933,985,"1,416",974,977,810
2021년06월_여_20~29세,"35,087","1,576","1,471","1,778","3,337","3,383","2,112","1,487","1,520","1,415","1,217","2,070","2,596","1,602","1,504","1,628","2,342","1,369","1,303","1,377"
2021년06월_여_30~39세,"31,956","1,171","1,574","2,266","2,592","2,577","1,360","1,324",959,"1,130",958,"2,151","2,416","1,106","1,357","1,220","2,561","2,393","1,358","1,483"
2021년06월_여_40~49세,"43,864","1,621","2,071","2,248","2,610","3,397","2,259","2,119","2,789","3,604","1,784","2,897","2,932","1,518","1,895","1,822","2,919","1,931","1,842","1,606"
2021년06월_여_50~59세,"44,864","1,695","2,355","2,550","2,942","3,070","2,550","2,001","2,188","2,124","1,798","2,986","3,639","1,953","2,335","2,302","3,089","1,616","1,895","1,776"
