카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년02월_계_총인구수,"665,463","13,724","25,398","12,893","19,190","19,525","19,390","16,111","26,169","18,446","39,226","24,624","20,195","32,319","31,221","26,957","27,550","32,910","20,596","29,241","29,953","31,760","28,480","35,864","35,093","21,646","17,157","9,825"
2021년02월_계_연령구간인구수,"665,463","13,724","25,398","12,893","19,190","19,525","19,390","16,111","26,169","18,446","39,226","24,624","20,195","32,319","31,221","26,957","27,550","32,910","20,596","29,241","29,953","31,760","28,480","35,864","35,093","21,646","17,157","9,825"
2021년02월_계_0~9세,"49,952",680,"1,950",644,"1,333",938,883,"1,059","1,180","1,305","2,804","1,212","1,574","1,570","1,542","1,612","3,180","2,555","1,337","1,649","2,356","5,146","1,258","4,105","3,260","2,787","1,456",577
2021년02월_계_10~19세,"58,618",880,"2,038",991,"1,541","1,599","1,347","1,656","1,242","2,774","3,203","1,372","1,907","1,889","1,986","1,867","2,197","3,517","1,506","1,449","2,725","4,139","1,774","5,828","4,060","2,384","1,723","1,024"
2021년02월_계_20~29세,"93,256","1,692","3,794","1,842","2,234","2,336","2,445","2,483","5,177","2,188","5,520","4,526","2,845","5,542","5,347","4,161","3,427","4,539","3,268","5,241","4,098","3,006","5,087","3,295","3,836","2,016","2,038","1,273"
2021년02월_계_30~39세,"109,298","1,896","4,266","1,747","2,673","2,210","2,257","2,260","6,007","1,707","5,601","5,391","2,960","7,004","6,596","4,771","5,173","4,796","3,554","7,449","4,743","5,425","6,153","3,956","4,358","3,022","2,320","1,003"
2021년02월_계_40~49세,"109,072","1,949","4,075","1,909","3,031","2,801","2,726","2,682","3,685","3,353","5,792","3,500","3,149","4,891","5,184","3,888","4,392","5,658","2,902","4,334","4,781","6,443","4,463","8,667","6,273","4,384","2,771","1,389"
2021년02월_계_50~59세,"102,389","2,403","3,660","2,348","3,335","3,593","3,690","2,700","3,626","3,162","6,853","3,510","3,280","4,736","4,488","4,704","4,059","5,235","3,369","3,517","4,888","3,682","4,103","4,893","5,283","2,928","2,666","1,678"
2021년02월_계_60~69세,"84,812","2,458","3,305","1,935","2,768","3,287","3,408","1,975","3,186","2,455","5,692","3,048","2,778","3,939","3,688","3,708","3,370","4,127","2,958","3,156","3,796","2,449","3,390","2,904","4,661","2,461","2,456","1,454"
2021년02월_계_70~79세,"40,893","1,228","1,642","1,048","1,583","1,915","1,783",859,"1,512","1,051","2,547","1,494","1,193","2,007","1,730","1,566","1,366","1,710","1,210","1,637","1,731","1,030","1,629","1,619","2,498","1,195","1,178",932
2021년02월_계_80~89세,"14,332",463,569,372,568,724,703,368,475,348,"1,001",484,411,639,542,589,321,650,407,689,678,338,534,498,719,371,452,419
2021년02월_계_90~99세,"2,556",67,90,53,108,105,114,61,76,102,202,79,86,93,106,84,60,111,72,112,153,99,76,79,135,77,84,72
2021년02월_계_100세 이상,285,8,9,4,16,17,34,8,3,1,11,8,12,9,12,7,5,12,13,8,4,3,13,20,10,21,13,4
2021년02월_남_총인구수,"320,991","6,736","12,070","6,532","9,432","9,964","9,827","7,755","12,297","9,073","18,993","11,520","9,674","15,414","14,737","13,352","13,405","16,199","10,173","13,511","14,500","15,440","13,446","17,140","16,687","10,400","8,119","4,595"
2021년02월_남_연령구간인구수,"320,991","6,736","12,070","6,532","9,432","9,964","9,827","7,755","12,297","9,073","18,993","11,520","9,674","15,414","14,737","13,352","13,405","16,199","10,173","13,511","14,500","15,440","13,446","17,140","16,687","10,400","8,119","4,595"
2021년02월_남_0~9세,"25,744",385,"1,019",338,695,492,427,525,629,710,"1,440",616,802,800,786,820,"1,723","1,332",697,820,"1,204","2,596",630,"2,097","1,694","1,447",720,300
2021년02월_남_10~19세,"30,041",447,"1,020",520,834,823,700,850,673,"1,539","1,706",673,944,956,"1,042",972,"1,075","1,869",788,742,"1,395","2,063",892,"2,928","2,049","1,229",885,427
2021년02월_남_20~29세,"44,357",893,"1,672",978,"1,145","1,212","1,318","1,257","2,161","1,156","2,847","2,015","1,321","2,527","2,400","2,046","1,708","2,282","1,629","2,031","2,071","1,500","2,237","1,551","1,822",992,974,612
2021년02월_남_30~39세,"52,417",992,"2,008",924,"1,365","1,221","1,246","1,083","2,939",719,"2,753","2,647","1,399","3,385","3,242","2,419","2,424","2,334","1,823","3,441","2,382","2,479","3,010","1,586","1,856","1,253","1,028",459
2021년02월_남_40~49세,"52,547",965,"1,971",957,"1,491","1,445","1,422","1,235","1,811","1,469","2,701","1,639","1,514","2,413","2,482","1,925","2,134","2,721","1,400","2,088","2,346","3,270","2,164","4,033","2,920","2,128","1,286",617
2021년02월_남_50~59세,"49,687","1,167","1,778","1,189","1,620","1,918","1,897","1,264","1,685","1,569","3,205","1,602","1,578","2,282","2,101","2,292","1,913","2,539","1,595","1,724","2,280","1,810","1,936","2,658","2,593","1,442","1,239",811
2021년02월_남_60~69세,"39,947","1,124","1,566",931,"1,310","1,649","1,691",937,"1,456","1,165","2,688","1,382","1,303","1,824","1,645","1,841","1,605","1,991","1,442","1,476","1,779","1,112","1,550","1,312","2,163","1,138","1,184",683
2021년02월_남_70~79세,"19,949",561,794,530,745,903,812,455,726,581,"1,259",710,633,916,827,769,696,848,614,834,806,504,782,746,"1,253",595,579,471
2021년02월_남_80~89세,"5,622",181,218,149,203,265,293,131,195,138,347,214,162,284,189,239,113,252,163,315,215,95,217,208,303,151,188,194
2021년02월_남_90~99세,608,18,22,13,16,32,15,18,20,26,44,22,16,26,20,25,13,30,18,36,22,11,26,16,32,20,30,21
2021년02월_남_100세 이상,72,3,2,3,8,4,6,0,2,1,3,0,2,1,3,4,1,1,4,4,0,0,2,5,2,5,6,0
2021년02월_여_총인구수,"344,472","6,988","13,328","6,361","9,758","9,561","9,563","8,356","13,872","9,373","20,233","13,104","10,521","16,905","16,484","13,605","14,145","16,711","10,423","15,730","15,453","16,320","15,034","18,724","18,406","11,246","9,038","5,230"
2021년02월_여_연령구간인구수,"344,472","6,988","13,328","6,361","9,758","9,561","9,563","8,356","13,872","9,373","20,233","13,104","10,521","16,905","16,484","13,605","14,145","16,711","10,423","15,730","15,453","16,320","15,034","18,724","18,406","11,246","9,038","5,230"
2021년02월_여_0~9세,"24,208",295,931,306,638,446,456,534,551,595,"1,364",596,772,770,756,792,"1,457","1,223",640,829,"1,152","2,550",628,"2,008","1,566","1,340",736,277
2021년02월_여_10~19세,"28,577",433,"1,018",471,707,776,647,806,569,"1,235","1,497",699,963,933,944,895,"1,122","1,648",718,707,"1,330","2,076",882,"2,900","2,011","1,155",838,597
2021년02월_여_20~29세,"48,899",799,"2,122",864,"1,089","1,124","1,127","1,226","3,016","1,032","2,673","2,511","1,524","3,015","2,947","2,115","1,719","2,257","1,639","3,210","2,027","1,506","2,850","1,744","2,014","1,024","1,064",661
2021년02월_여_30~39세,"56,881",904,"2,258",823,"1,308",989,"1,011","1,177","3,068",988,"2,848","2,744","1,561","3,619","3,354","2,352","2,749","2,462","1,731","4,008","2,361","2,946","3,143","2,370","2,502","1,769","1,292",544
2021년02월_여_40~49세,"56,525",984,"2,104",952,"1,540","1,356","1,304","1,447","1,874","1,884","3,091","1,861","1,635","2,478","2,702","1,963","2,258","2,937","1,502","2,246","2,435","3,173","2,299","4,634","3,353","2,256","1,485",772
2021년02월_여_50~59세,"52,702","1,236","1,882","1,159","1,715","1,675","1,793","1,436","1,941","1,593","3,648","1,908","1,702","2,454","2,387","2,412","2,146","2,696","1,774","1,793","2,608","1,872","2,167","2,235","2,690","1,486","1,427",867
2021년02월_여_60~69세,"44,865","1,334","1,739","1,004","1,458","1,638","1,717","1,038","1,730","1,290","3,004","1,666","1,475","2,115","2,043","1,867","1,765","2,136","1,516","1,680","2,017","1,337","1,840","1,592","2,498","1,323","1,272",771
2021년02월_여_70~79세,"20,944",667,848,518,838,"1,012",971,404,786,470,"1,288",784,560,"1,091",903,797,670,862,596,803,925,526,847,873,"1,245",600,599,461
2021년02월_여_80~89세,"8,710",282,351,223,365,459,410,237,280,210,654,270,249,355,353,350,208,398,244,374,463,243,317,290,416,220,264,225
2021년02월_여_90~99세,"1,948",49,68,40,92,73,99,43,56,76,158,57,70,67,86,59,47,81,54,76,131,88,50,63,103,57,54,51
2021년02월_여_100세 이상,213,5,7,1,8,13,28,8,1,0,8,8,10,8,9,3,4,11,9,4,4,3,11,15,8,16,7,4
