카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2020년12월_계_총인구수,"213,321","16,208","3,436","1,590","4,130","4,310","3,553","4,547","6,596","15,424","5,022","3,395","26,171","7,911","10,527","13,058","4,860","10,082","16,700","18,134","28,746","8,921"
2020년12월_계_연령구간인구수,"213,321","16,208","3,436","1,590","4,130","4,310","3,553","4,547","6,596","15,424","5,022","3,395","26,171","7,911","10,527","13,058","4,860","10,082","16,700","18,134","28,746","8,921"
2020년12월_계_0~9세,"13,488",605,130,27,196,104,118,195,388,"1,378",165,98,"1,832",367,434,601,288,908,"1,464",945,"2,493",752
2020년12월_계_10~19세,"18,974",953,200,35,270,181,164,215,476,"1,551",286,169,"3,037",643,761,"1,193",410,"1,055","1,549","1,561","3,515",750
2020년12월_계_20~29세,"25,201","1,439",295,95,349,419,262,422,509,"1,748",600,321,"3,604",946,"1,305","1,671",578,"1,146","2,552","2,004","3,478","1,458"
2020년12월_계_30~39세,"21,691","1,157",208,79,340,301,216,400,571,"2,051",445,285,"2,610",758,914,"1,262",547,"1,312","2,179","1,651","3,340","1,065"
2020년12월_계_40~49세,"32,357","1,983",381,112,486,442,320,575,964,"2,664",633,411,"4,587","1,049","1,450","1,885",729,"1,681","2,724","2,582","5,232","1,467"
2020년12월_계_50~59세,"36,652","2,948",697,324,715,766,682,839,"1,166","2,447",803,596,"4,484","1,459","2,002","2,482",942,"1,651","2,523","3,189","4,560","1,377"
2020년12월_계_60~69세,"33,706","3,450",727,470,902,958,863,990,"1,311","1,919","1,002",684,"3,189","1,432","1,955","2,252",749,"1,387","2,104","2,933","3,334","1,095"
2020년12월_계_70~79세,"19,586","2,289",431,277,496,670,557,542,758,"1,071",677,559,"1,787",807,"1,156","1,118",372,582,"1,021","2,082","1,725",609
2020년12월_계_80~89세,"9,908","1,159",312,148,299,392,324,316,390,498,322,246,905,382,475,498,211,301,506,"1,022",917,285
2020년12월_계_90~99세,"1,649",203,50,23,71,70,44,51,58,91,83,26,128,60,70,96,34,56,76,151,145,63
2020년12월_계_100세 이상,109,22,5,0,6,7,3,2,5,6,6,0,8,8,5,0,0,3,2,14,7,0
2020년12월_남_총인구수,"105,794","7,941","1,752",850,"2,113","2,279","1,824","2,361","3,293","7,529","2,379","1,740","12,808","3,936","5,186","6,437","2,378","4,885","8,294","9,063","14,190","4,556"
2020년12월_남_연령구간인구수,"105,794","7,941","1,752",850,"2,113","2,279","1,824","2,361","3,293","7,529","2,379","1,740","12,808","3,936","5,186","6,437","2,378","4,885","8,294","9,063","14,190","4,556"
2020년12월_남_0~9세,"6,966",317,72,21,112,61,63,102,190,708,81,51,950,190,230,305,126,441,739,466,"1,344",397
2020년12월_남_10~19세,"9,958",515,108,14,145,96,96,123,253,789,138,100,"1,562",337,398,645,212,557,784,843,"1,852",391
2020년12월_남_20~29세,"13,805",829,179,52,211,271,164,258,282,894,312,187,"1,945",501,682,885,335,612,"1,383","1,142","1,879",802
2020년12월_남_30~39세,"11,408",646,121,57,171,191,129,218,300,"1,043",249,162,"1,323",429,519,696,301,646,"1,085",891,"1,671",560
2020년12월_남_40~49세,"16,473","1,084",222,72,278,292,185,323,512,"1,282",330,238,"2,130",522,770,959,340,807,"1,418","1,381","2,579",749
2020년12월_남_50~59세,"18,387","1,508",355,178,384,429,388,438,576,"1,212",421,324,"2,265",735,978,"1,206",456,763,"1,212","1,622","2,232",705
2020년12월_남_60~69세,"16,137","1,618",378,249,462,491,451,506,647,920,434,311,"1,485",684,876,"1,040",363,678,"1,019","1,392","1,604",529
2020년12월_남_70~79세,"8,727",965,215,143,231,291,247,262,372,480,281,251,764,375,520,515,162,255,462,909,714,313
2020년12월_남_80~89세,"3,573",408,90,59,102,133,92,123,143,182,110,114,363,150,194,176,74,113,179,381,286,101
2020년12월_남_90~99세,331,47,11,5,14,19,9,7,15,18,22,2,21,11,18,10,9,13,13,32,26,9
2020년12월_남_100세 이상,29,4,1,0,3,5,0,1,3,1,1,0,0,2,1,0,0,0,0,4,3,0
2020년12월_여_총인구수,"107,527","8,267","1,684",740,"2,017","2,031","1,729","2,186","3,303","7,895","2,643","1,655","13,363","3,975","5,341","6,621","2,482","5,197","8,406","9,071","14,556","4,365"
2020년12월_여_연령구간인구수,"107,527","8,267","1,684",740,"2,017","2,031","1,729","2,186","3,303","7,895","2,643","1,655","13,363","3,975","5,341","6,621","2,482","5,197","8,406","9,071","14,556","4,365"
2020년12월_여_0~9세,"6,522",288,58,6,84,43,55,93,198,670,84,47,882,177,204,296,162,467,725,479,"1,149",355
2020년12월_여_10~19세,"9,016",438,92,21,125,85,68,92,223,762,148,69,"1,475",306,363,548,198,498,765,718,"1,663",359
2020년12월_여_20~29세,"11,396",610,116,43,138,148,98,164,227,854,288,134,"1,659",445,623,786,243,534,"1,169",862,"1,599",656
2020년12월_여_30~39세,"10,283",511,87,22,169,110,87,182,271,"1,008",196,123,"1,287",329,395,566,246,666,"1,094",760,"1,669",505
2020년12월_여_40~49세,"15,884",899,159,40,208,150,135,252,452,"1,382",303,173,"2,457",527,680,926,389,874,"1,306","1,201","2,653",718
2020년12월_여_50~59세,"18,265","1,440",342,146,331,337,294,401,590,"1,235",382,272,"2,219",724,"1,024","1,276",486,888,"1,311","1,567","2,328",672
2020년12월_여_60~69세,"17,569","1,832",349,221,440,467,412,484,664,999,568,373,"1,704",748,"1,079","1,212",386,709,"1,085","1,541","1,730",566
2020년12월_여_70~79세,"10,859","1,324",216,134,265,379,310,280,386,591,396,308,"1,023",432,636,603,210,327,559,"1,173","1,011",296
