,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년04월_계_80~89세,"357,086","25,609","7,661","7,660","5,127","5,161","25,187","6,354","5,776","13,057","14,451","14,289","7,073","7,216","20,174","7,543","14,393","4,491","14,772","8,498","6,274","33,821","15,327","8,985","9,509","2,044","4,982","19,294","4,144","9,269","7,703","4,264","5,905","28,764","7,570","11,516","9,678","14,590","6,902","7,713","10,812","14,874","8,614","7,406","6,635","5,426","2,845","3,726","6,444"
2021년04월_계_90~99세,"52,864","3,965","1,255","1,154",706,850,"4,118",889,827,"2,402","1,902","2,181",976,"1,205","3,122","1,105","1,944",582,"2,160","1,269",891,"4,948","2,103","1,439","1,406",395,659,"2,722",517,"1,422","1,197",729,"1,036","4,285","1,191","1,716","1,378","2,081",944,"1,053","1,578","2,130","1,267","1,074",955,856,409,524,"1,004"
2021년04월_계_100세 이상,"2,400",199,61,52,45,41,197,59,61,77,128,103,52,51,148,53,91,27,91,50,41,182,93,45,44,37,52,130,31,103,41,25,60,153,44,66,43,76,34,38,50,80,54,51,36,28,24,36,42
2021년04월_남_총인구수,"6,784,466","597,136","136,718","184,768","92,024","183,626","462,086","120,625","109,100","232,361","227,112","272,626","119,297","153,329","402,851","145,859","283,450","46,610","336,479","180,526","155,953","529,062","237,074","146,147","145,841","33,846","96,900","359,354","119,513","266,410","134,427","80,714","151,429","534,238","133,193","217,098","183,947","238,389","113,538","97,025","241,239","449,184","196,185","119,207","78,102","56,882","22,552","32,080","59,981"
2021년04월_남_연령구간인구수,"6,784,466","597,136","136,718","184,768","92,024","183,626","462,086","120,625","109,100","232,361","227,112","272,626","119,297","153,329","402,851","145,859","283,450","46,610","336,479","180,526","155,953","529,062","237,074","146,147","145,841","33,846","96,900","359,354","119,513","266,410","134,427","80,714","151,429","534,238","133,193","217,098","183,947","238,389","113,538","97,025","241,239","449,184","196,185","119,207","78,102","56,882","22,552","32,080","59,981"
2021년04월_남_0~9세,"578,890","48,905","9,071","16,171","5,261","18,402","34,397","7,774","6,709","19,914","17,460","19,908","7,685","12,223","28,545","11,528","25,200","3,122","22,265","11,778","10,487","41,474","19,626","10,585","11,263","3,088","7,559","33,311","11,753","24,972","10,132","6,662","15,665","50,522","10,649","21,362","18,511","22,333","9,535","7,050","28,162","52,644","17,654","10,335","4,289","3,735","1,348","1,648","3,689"
2021년04월_남_10~19세,"681,423","60,760","14,853","17,157","7,250","21,500","44,356","8,787","8,420","27,149","21,673","26,889","9,654","17,235","35,457","15,478","27,714","4,285","32,625","17,566","15,059","53,030","21,099","15,046","16,885","3,477","9,199","39,893","12,722","25,928","13,467","7,345","13,263","62,462","13,442","25,893","23,127","25,402","11,566","9,442","24,796","50,022","17,465","12,407","6,272","4,860","1,653","2,403","5,112"
2021년04월_남_20~29세,"954,827","98,254","23,968","28,193","15,614","30,479","67,012","18,328","16,051","32,633","32,789","40,000","17,875","22,125","59,790","19,723","41,533","6,077","57,093","31,489","25,604","76,716","32,403","22,558","21,755","4,865","13,848","44,665","17,109","38,173","19,733","12,189","19,015","71,671","18,772","29,515","23,384","30,626","17,227","12,618","27,346","57,918","24,011","14,910","10,426","6,671","3,362","3,576","5,881"
2021년04월_남_30~39세,"981,229","92,457","16,850","29,841","14,437","31,329","68,933","18,913","16,777","33,243","30,458","39,806","17,371","22,435","58,682","20,504","45,079","5,186","46,566","23,969","22,597","71,068","34,519","18,886","17,663","4,855","12,915","44,347","20,831","42,109","19,470","11,642","25,794","70,935","18,038","28,530","24,367","35,434","16,365","12,503","37,617","78,384","29,526","14,766","8,159","5,995","2,357","3,044","5,442"
2021년04월_남_40~49세,"1,169,273","101,582","21,996","31,635","14,581","33,370","76,514","19,556","17,211","39,747","37,248","42,898","17,782","25,116","64,362","25,055","50,721","7,253","54,751","29,241","25,510","87,592","39,513","24,118","23,961","5,022","16,131","65,776","23,201","49,611","21,535","11,991","27,944","98,195","22,909","40,647","34,639","41,596","17,942","16,154","47,020","88,836","35,506","20,684","10,802","8,203","2,664","4,224","8,260"
2021년04월_남_50~59세,"1,136,978","98,028","24,322","30,412","15,854","27,440","77,390","20,608","19,140","37,642","39,477","47,054","21,073","25,981","70,741","24,568","46,388","8,627","65,153","35,221","29,932","96,072","41,453","27,365","27,254","5,790","17,427","60,689","17,606","46,652","23,300","13,992","21,554","84,973","22,440","34,106","28,427","38,858","18,308","16,723","34,657","63,091","32,638","20,341","15,973","10,515","3,765","5,954","10,674"
2021년04월_남_60~69세,"789,501","61,817","15,626","20,456","11,591","14,144","56,787","16,438","15,589","24,760","28,437","35,966","17,365","18,601","56,139","18,224","28,768","6,640","39,191","20,682","18,509","63,077","29,210","17,255","16,612","4,117","12,582","42,066","10,288","26,609","16,909","10,965","17,627","52,419","16,472","19,827","16,120","25,580","13,808","13,297","24,983","37,385","25,019","15,081","13,770","9,800","3,991","6,414","11,745"
2021년04월_남_70~79세,"349,150","25,359","6,931","7,990","5,398","5,040","26,239","7,705","6,994","11,540","13,737","14,647","7,736","6,911","21,602","7,995","12,469","3,620","13,467","7,451","6,016","26,504","13,115","6,741","6,648","1,777","5,204","20,653","4,369","9,018","6,813","4,280","8,238","29,889","7,450","11,831","10,608","12,669","6,021","6,279","12,180","15,099","10,782","7,640","5,757","4,885","2,277","3,222","6,459"
2021년04월_남_80~89세,"130,158","9,032","2,780","2,648","1,856","1,748","9,399","2,305","2,040","5,054","5,370","4,919","2,526","2,393","6,782","2,529","5,095","1,639","4,884","2,827","2,057","12,236","5,602","3,222","3,412",749,"1,849","7,300","1,526","3,027","2,737","1,480","2,087","12,002","2,749","4,892","4,361","5,339","2,536","2,746","4,095","5,345","3,296","2,801","2,411","2,016","1,015","1,440","2,476"
2021년04월_남_90~99세,"12,458",895,307,252,170,166,"1,013",194,158,661,436,512,216,296,712,244,458,158,463,290,173,"1,246",512,356,378,97,167,625,99,281,321,165,228,"1,143",263,482,398,532,222,207,372,443,277,231,230,195,112,141,233
2021년04월_남_100세 이상,579,47,14,13,12,8,46,17,11,18,27,27,14,13,39,11,25,3,21,12,9,47,22,15,10,9,19,29,9,30,10,3,14,27,9,13,5,20,8,6,11,17,11,11,13,7,8,14,10
2021년04월_여_총인구수,"6,695,332","588,396","134,452","181,010","90,353","182,581","470,781","117,711","106,214","246,856","233,965","278,563","118,934","159,629","409,307","149,831","262,704","46,679","319,337","173,176","146,161","551,674","242,754","154,260","154,660","35,109","98,424","362,413","111,256","243,688","136,580","81,513","150,372","542,535","126,252","222,824","193,459","231,707","105,686","91,013","240,480","415,503","187,609","115,783","69,215","55,031","20,528","30,126","59,524"
2021년04월_여_연령구간인구수,"6,695,332","588,396","134,452","181,010","90,353","182,581","470,781","117,711","106,214","246,856","233,965","278,563","118,934","159,629","409,307","149,831","262,704","46,679","319,337","173,176","146,161","551,674","242,754","154,260","154,660","35,109","98,424","362,413","111,256","243,688","136,580","81,513","150,372","542,535","126,252","222,824","193,459","231,707","105,686","91,013","240,480","415,503","187,609","115,783","69,215","55,031","20,528","30,126","59,524"
2021년04월_여_0~9세,"551,630","45,900","8,538","15,221","5,100","17,041","32,869","7,584","6,373","18,912","16,347","19,196","7,479","11,717","26,937","10,987","24,275","2,935","21,362","11,420","9,942","39,748","18,822","10,111","10,815","2,846","7,115","31,379","11,312","24,147","9,686","6,187","14,885","48,306","10,218","20,249","17,839","21,411","8,887","6,657","27,167","50,427","16,708","9,929","4,037","3,525","1,300","1,634","3,529"
2021년04월_여_10~19세,"643,946","56,670","13,452","15,871","6,953","20,394","42,154","8,393","7,904","25,857","20,305","24,971","8,847","16,124","33,702","14,637","25,973","4,226","30,712","16,713","13,999","50,650","20,196","14,158","16,296","3,259","8,600","37,849","12,203","24,483","12,576","6,940","12,920","58,921","12,056","24,549","22,316","24,029","10,650","8,634","23,826","47,915","16,659","12,001","5,710","4,582","1,466","2,158","4,565"
2021년04월_여_20~29세,"857,829","88,262","19,761","25,681","14,604","28,216","63,677","16,514","14,926","32,237","32,021","37,171","16,327","20,844","56,089","18,007","33,904","5,080","50,161","27,573","22,588","72,981","30,233","22,200","20,548","4,413","13,099","41,062","14,537","32,125","18,044","10,959","18,524","66,558","15,846","27,420","23,292","27,025","13,172","10,187","25,695","48,757","21,142","12,896","7,506","5,495","1,934","2,637","4,709"
2021년04월_여_30~39세,"920,627","85,049","15,299","27,154","12,154","30,442","66,488","16,478","14,428","35,582","29,160","37,584","15,459","22,125","55,356","19,944","37,469","4,807","38,747","20,165","18,582","72,164","33,978","19,739","18,447","4,836","12,720","45,495","17,633","36,660","18,049","10,929","25,148","72,686","15,894","29,792","27,000","31,582","14,043","10,384","39,047","72,035","27,250","13,863","6,423","5,376","1,799","2,558","5,343"
2021년04월_여_40~49세,"1,129,442","99,862","22,357","29,473","13,555","34,477","78,571","17,402","15,450","45,719","36,916","44,450","16,909","27,541","63,209","25,720","44,209","6,797","52,088","28,118","23,970","93,302","39,341","26,769","27,192","5,366","16,200","65,456","20,427","42,522","22,145","12,193","25,440","100,828","20,583","42,455","37,790","39,686","16,791","14,067","43,408","77,834","31,725","19,431","9,293","7,652","2,206","3,624","8,024"
2021년04월_여_50~59세,"1,106,006","98,320","24,325","31,244","15,351","27,400","77,332","19,859","18,617","38,856","40,799","49,829","21,836","27,993","75,151","24,742","41,609","7,711","62,511","33,939","28,572","99,208","41,762","28,706","28,740","6,231","17,937","58,115","16,028","42,060","24,417","15,113","21,628","82,134","21,015","33,431","27,688","35,376","16,821","14,777","33,138","54,139","31,318","18,423","13,039","9,548","3,239","5,259","10,054"
2021년04월_여_60~69세,"798,241","63,300","16,077","20,968","12,130","14,125","59,244","17,465","15,807","25,972","30,341","37,086","17,938","19,148","57,816","20,108","28,449","6,826","35,671","19,141","16,530","62,908","29,812","16,847","16,249","4,347","12,670","44,311","10,521","23,472","17,500","11,020","18,882","57,110","16,196","22,473","18,441","25,687","13,170","13,045","26,336","35,926","24,905","14,977","11,635","9,433","3,716","5,996","11,833"
2021년04월_여_70~79세,"418,456","31,234","8,767","9,445","6,666","6,356","31,402","9,230","8,254","13,918","17,428","17,161","8,794","8,367","25,136","9,769","15,966","4,997","16,430","9,419","7,011","35,291","17,223","8,854","9,214","2,190","6,425","24,554","5,537","10,763","8,290","4,802","8,273","35,962","8,660","14,544","12,758","16,055","7,038","7,417","13,901","17,191","11,551","8,775","6,600","5,328","2,725","3,569","6,696"
2021년04월_여_80~89세,"226,928","16,577","4,881","5,012","3,271","3,413","15,788","4,049","3,736","8,003","9,081","9,370","4,547","4,823","13,392","5,014","9,298","2,852","9,888","5,671","4,217","21,585","9,725","5,763","6,097","1,295","3,133","11,994","2,618","6,242","4,966","2,784","3,818","16,762","4,821","6,624","5,317","9,251","4,366","4,967","6,717","9,529","5,318","4,605","4,224","3,410","1,830","2,286","3,968"
2021년04월_여_90~99세,"40,406","3,070",948,902,536,684,"3,105",695,669,"1,741","1,466","1,669",760,909,"2,410",861,"1,486",424,"1,697",979,718,"3,702","1,591","1,083","1,028",298,492,"2,097",418,"1,141",876,564,808,"3,142",928,"1,234",980,"1,549",722,846,"1,206","1,687",990,843,725,661,297,383,771
2021년04월_여_100세 이상,"1,821",152,47,39,33,33,151,42,50,59,101,76,38,38,109,42,66,24,70,38,32,135,71,30,34,28,33,101,22,73,31,22,46,126,35,53,38,56,26,32,39,63,43,40,23,21,16,22,32
