카테고리,서울특별시 양천구,서울특별시 양천구 목1동,서울특별시 양천구 목2동,서울특별시 양천구 목3동,서울특별시 양천구 목4동,서울특별시 양천구 목5동,서울특별시 양천구 신월1동,서울특별시 양천구 신월2동,서울특별시 양천구 신월3동,서울특별시 양천구 신월4동,서울특별시 양천구 신월5동,서울특별시 양천구 신월6동,서울특별시 양천구 신월7동,서울특별시 양천구 신정1동,서울특별시 양천구 신정2동,서울특별시 양천구 신정3동,서울특별시 양천구 신정4동,서울특별시 양천구 신정6동,서울특별시 양천구 신정7동
2021년04월_계_총인구수,"452,112","31,176","30,158","22,187","25,689","41,711","20,653","20,994","15,457","18,182","14,870","13,800","20,249","20,548","19,681","49,439","33,073","24,811","29,434"
2021년04월_계_연령구간인구수,"452,112","31,176","30,158","22,187","25,689","41,711","20,653","20,994","15,457","18,182","14,870","13,800","20,249","20,548","19,681","49,439","33,073","24,811","29,434"
2021년04월_계_0~9세,"31,084","2,923","1,667","1,300","1,377","3,334",959,"1,416",835,"1,402",964,"1,467","1,024","1,804","1,291","3,748","1,606","2,065","1,902"
2021년04월_계_10~19세,"50,201","5,047","2,479","1,527","3,286","7,433","1,300","1,775","1,123","1,613","1,253","1,232","1,340","2,960","2,942","5,590","2,299","3,621","3,381"
2021년04월_계_20~29세,"59,043","3,326","4,973","3,508","4,130","4,395","2,659","2,628","1,998","2,159","2,147","1,570","2,595","2,404","2,467","6,211","5,223","3,123","3,527"
2021년04월_계_30~39세,"57,178","3,237","5,236","3,983","2,752","3,881","2,720","2,933","1,988","2,405","2,050","2,582","2,589","2,021","1,806","6,129","4,977","2,719","3,170"
2021년04월_계_40~49세,"78,214","6,849","4,598","3,172","4,477","9,006","3,041","3,290","2,176","3,021","2,278","2,181","2,931","4,040","3,753","8,482","5,154","4,708","5,057"
2021년04월_계_50~59세,"76,163","4,967","4,854","3,598","4,824","6,702","3,775","3,290","2,888","2,841","2,513","2,027","3,533","3,462","3,524","8,440","5,356","4,352","5,217"
2021년04월_계_60~69세,"58,902","2,927","3,898","3,063","2,738","4,299","3,662","3,318","2,553","2,767","2,208","1,721","3,498","2,243","2,281","6,213","4,805","2,668","4,040"
2021년04월_계_70~79세,"28,726","1,319","1,703","1,360","1,477","1,761","1,860","1,720","1,363","1,394","1,044",763,"1,817","1,070","1,095","3,230","2,678","1,023","2,049"
2021년04월_계_80~89세,"10,884",489,658,593,544,738,580,543,478,517,361,221,824,446,445,"1,200",871,428,948
2021년04월_계_90~99세,"1,649",87,89,79,74,158,92,79,53,60,52,32,95,96,74,189,99,103,138
2021년04월_계_100세 이상,68,5,3,4,10,4,5,2,2,3,0,4,3,2,3,7,5,1,5
2021년04월_남_총인구수,"221,708","14,960","14,665","10,609","12,533","20,695","10,594","10,277","8,152","8,903","7,348","6,785","9,933","10,040","9,634","24,112","16,187","12,053","14,228"
2021년04월_남_연령구간인구수,"221,708","14,960","14,665","10,609","12,533","20,695","10,594","10,277","8,152","8,903","7,348","6,785","9,933","10,040","9,634","24,112","16,187","12,053","14,228"
2021년04월_남_0~9세,"15,974","1,466",855,688,652,"1,779",497,720,458,696,483,762,538,933,642,"1,932",851,"1,053",969
2021년04월_남_10~19세,"26,151","2,528","1,302",829,"1,755","4,063",661,874,583,859,681,598,674,"1,515","1,534","2,869","1,176","1,880","1,770"
2021년04월_남_20~29세,"30,018","1,625","2,433","1,694","2,201","2,286","1,387","1,343","1,052","1,114","1,071",785,"1,372","1,243","1,263","3,199","2,502","1,610","1,838"
2021년04월_남_30~39세,"28,202","1,366","2,668","1,968","1,370","1,705","1,506","1,501","1,084","1,188","1,074","1,302","1,383",883,851,"3,009","2,637","1,202","1,505"
2021년04월_남_40~49세,"37,393","3,110","2,210","1,508","1,992","4,007","1,604","1,665","1,207","1,534","1,126","1,094","1,506","1,893","1,729","4,098","2,557","2,125","2,428"
2021년04월_남_50~59세,"37,883","2,614","2,294","1,639","2,367","3,485","1,984","1,611","1,589","1,363","1,206",978,"1,730","1,771","1,807","4,141","2,574","2,151","2,579"
