카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년05월_계_총인구수,"372,568","21,716","27,103","34,321","20,886","35,981","18,455","32,373","17,662","22,395","17,574","17,150","8,871","11,088","17,995","20,421","12,766","12,495","23,316"
2020년05월_계_연령구간인구수,"372,568","21,716","27,103","34,321","20,886","35,981","18,455","32,373","17,662","22,395","17,574","17,150","8,871","11,088","17,995","20,421","12,766","12,495","23,316"
2020년05월_계_0~9세,"25,506","1,518","1,207","3,044","1,215","2,651","1,064","3,293","1,290","1,748",654,"1,227",317,825,"1,044","2,148",495,504,"1,262"
2020년05월_계_10~19세,"24,526","1,364",910,"2,910","1,033","2,249",979,"2,929","1,024","1,668",940,"1,202",623,756,"1,129","1,782",819,633,"1,576"
2020년05월_계_20~29세,"57,944","2,831","6,201","3,957","3,603","7,204","2,722","3,750","2,710","3,632","3,369","2,213","1,291","1,418","3,055","2,869","1,995","1,909","3,215"
2020년05월_계_30~39세,"67,220","3,367","6,509","5,417","4,228","7,802","3,361","6,030","4,297","5,046","2,969","2,537","1,080","1,603","2,915","3,532","1,474","1,693","3,360"
2020년05월_계_40~49세,"55,814","3,202","3,501","5,529","2,972","5,011","2,818","5,824","2,831","3,450","2,481","2,583","1,215","1,659","2,520","3,330","1,792","1,733","3,363"
2020년05월_계_50~59세,"56,478","3,729","3,608","5,113","3,096","4,603","3,000","4,103","2,105","3,073","2,610","2,995","1,635","1,928","2,808","3,164","2,323","2,239","4,346"
2020년05월_계_60~69세,"45,567","3,128","2,955","4,060","2,588","3,578","2,268","3,479","1,768","2,151","2,253","2,406","1,455","1,636","2,488","2,073","1,972","1,843","3,466"
2020년05월_계_70~79세,"26,771","1,797","1,534","2,664","1,445","1,872","1,520","2,017","1,113","1,087","1,533","1,399",842,881,"1,389","1,026","1,350","1,388","1,914"
