카테고리,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2020년05월_계_80~89세,"10,935",658,561,"1,399",611,852,627,800,442,471,659,509,348,321,558,430,467,494,728
2020년05월_계_90~99세,"1,533",108,93,203,80,129,79,122,73,63,85,71,51,46,75,56,64,53,82
2020년05월_계_100세 이상,274,14,24,25,15,30,17,26,9,6,21,8,14,15,14,11,15,6,4
2020년05월_남_총인구수,"184,535","11,115","14,673","16,137","10,279","16,835","9,306","15,943","8,735","11,131","8,917","8,473","4,452","5,372","8,804","10,189","6,358","6,099","11,717"
2020년05월_남_연령구간인구수,"184,535","11,115","14,673","16,137","10,279","16,835","9,306","15,943","8,735","11,131","8,917","8,473","4,452","5,372","8,804","10,189","6,358","6,099","11,717"
2020년05월_남_0~9세,"12,968",754,589,"1,520",617,"1,337",568,"1,680",685,888,324,647,151,413,522,"1,149",260,258,606
2020년05월_남_10~19세,"12,821",726,499,"1,455",520,"1,132",509,"1,514",518,876,493,622,340,374,636,940,473,319,875
2020년05월_남_20~29세,"27,326","1,509","2,744","1,847","1,639","2,956","1,317","1,786","1,200","1,656","1,650","1,095",689,712,"1,469","1,456",981,962,"1,658"
2020년05월_남_30~39세,"34,645","1,772","3,649","2,461","2,213","3,751","1,779","2,915","2,241","2,607","1,706","1,321",592,846,"1,485","1,747",823,908,"1,829"
2020년05월_남_40~49세,"28,694","1,677","2,091","2,612","1,553","2,472","1,498","2,965","1,515","1,740","1,344","1,332",633,831,"1,277","1,679",920,872,"1,683"
2020년05월_남_50~59세,"28,693","1,930","2,259","2,463","1,557","2,187","1,571","2,086","1,074","1,595","1,365","1,494",815,935,"1,362","1,567","1,163","1,103","2,167"
2020년05월_남_60~69세,"22,156","1,595","1,787","1,906","1,230","1,736","1,099","1,646",806,"1,089","1,083","1,135",727,742,"1,164",986,921,824,"1,680"
2020년05월_남_70~79세,"12,340",844,787,"1,200",668,875,691,954,517,480,659,625,355,399,643,491,616,629,907
2020년05월_남_80~89세,"4,397",268,234,599,256,339,246,344,160,181,269,183,132,109,226,157,184,215,295
2020년05월_남_90~99세,428,38,30,71,23,42,21,43,18,17,20,16,13,7,15,16,14,7,17
2020년05월_남_100세 이상,67,2,4,3,3,8,7,10,1,2,4,3,5,4,5,1,3,2,0
2020년05월_여_총인구수,"188,033","10,601","12,430","18,184","10,607","19,146","9,149","16,430","8,927","11,264","8,657","8,677","4,419","5,716","9,191","10,232","6,408","6,396","11,599"
2020년05월_여_연령구간인구수,"188,033","10,601","12,430","18,184","10,607","19,146","9,149","16,430","8,927","11,264","8,657","8,677","4,419","5,716","9,191","10,232","6,408","6,396","11,599"
2020년05월_여_0~9세,"12,538",764,618,"1,524",598,"1,314",496,"1,613",605,860,330,580,166,412,522,999,235,246,656
2020년05월_여_10~19세,"11,705",638,411,"1,455",513,"1,117",470,"1,415",506,792,447,580,283,382,493,842,346,314,701
2020년05월_여_20~29세,"30,618","1,322","3,457","2,110","1,964","4,248","1,405","1,964","1,510","1,976","1,719","1,118",602,706,"1,586","1,413","1,014",947,"1,557"
2020년05월_여_30~39세,"32,575","1,595","2,860","2,956","2,015","4,051","1,582","3,115","2,056","2,439","1,263","1,216",488,757,"1,430","1,785",651,785,"1,531"
2020년05월_여_40~49세,"27,120","1,525","1,410","2,917","1,419","2,539","1,320","2,859","1,316","1,710","1,137","1,251",582,828,"1,243","1,651",872,861,"1,680"
2020년05월_여_50~59세,"27,785","1,799","1,349","2,650","1,539","2,416","1,429","2,017","1,031","1,478","1,245","1,501",820,993,"1,446","1,597","1,160","1,136","2,179"
2020년05월_여_60~69세,"23,411","1,533","1,168","2,154","1,358","1,842","1,169","1,833",962,"1,062","1,170","1,271",728,894,"1,324","1,087","1,051","1,019","1,786"
2020년05월_여_70~79세,"14,431",953,747,"1,464",777,997,829,"1,063",596,607,874,774,487,482,746,535,734,759,"1,007"
2020년05월_여_80~89세,"6,538",390,327,800,355,513,381,456,282,290,390,326,216,212,332,273,283,279,433
2020년05월_여_90~99세,"1,105",70,63,132,57,87,58,79,55,46,65,55,38,39,60,40,50,46,65
2020년05월_여_100세 이상,207,12,20,22,12,22,10,16,8,4,17,5,9,11,9,10,12,4,4
