카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년02월_계_총인구수,"846,204","193,027","2,264","5,010","3,925","6,804","3,990","6,591","6,897","8,813","10,630","30,841","13,572","54,311","39,379","193,371","10,107","3,329","7,683","14,277","14,788","14,572","26,712","30,673","13,542","13,453","44,235","266,080","23,814","10,816","18,027","17,072","51,297","16,072","53,213","9,830","24,227","28,397","13,315","193,726","19,417","69,586","4,648","12,249","8,572","13,370","47,573","18,311"
2021년02월_계_연령구간인구수,"846,204","193,027","2,264","5,010","3,925","6,804","3,990","6,591","6,897","8,813","10,630","30,841","13,572","54,311","39,379","193,371","10,107","3,329","7,683","14,277","14,788","14,572","26,712","30,673","13,542","13,453","44,235","266,080","23,814","10,816","18,027","17,072","51,297","16,072","53,213","9,830","24,227","28,397","13,315","193,726","19,417","69,586","4,648","12,249","8,572","13,370","47,573","18,311"
2021년02월_계_0~9세,"73,682","16,324",54,107,101,407,94,313,230,407,624,"2,576","1,555","5,452","4,404","13,486",599,88,303,"1,372",651,672,"2,376","2,538",556,655,"3,676","24,063","2,311",675,"2,291",892,"5,917",644,"4,587",475,"1,715","2,023","2,533","19,809","1,468","9,932",106,518,332,853,"4,201","2,399"
2021년02월_계_10~19세,"85,865","19,935",59,202,119,437,187,513,397,679,897,"3,776","1,980","6,375","4,314","20,106",667,116,523,"1,427",976,"1,005","4,036","4,105",951,"1,090","5,210","26,455","2,327","1,037","1,282","1,488","6,517","1,087","6,632",579,"2,313","2,276",917,"19,369","1,867","7,464",167,725,550,"1,071","5,161","2,364"
2021년02월_계_20~29세,"119,700","24,835",167,313,329,710,309,970,963,"1,048","1,318","4,062","1,517","7,553","5,576","28,076","1,129",195,934,"1,656","3,417","2,256","3,630","4,488","2,042","1,677","6,652","40,929","3,167","1,420","1,954","2,509","7,348","3,337","7,693","2,039","4,239","5,350","1,873","25,860","2,296","8,866",368,"2,052","1,093","2,019","7,290","1,876"
2021년02월_계_30~39세,"118,332","23,450",128,286,228,681,227,751,675,814,"1,124","3,421","1,601","7,591","5,923","22,234","1,064",209,760,"1,901","1,982","1,557","3,148","3,357","1,296","1,253","5,707","41,229","3,948","1,111","3,505","1,897","8,523","1,885","6,559","1,653","3,929","4,675","3,544","31,419","2,067","15,396",288,"1,450",803,"1,620","6,833","2,962"
2021년02월_계_40~49세,"136,655","30,770",173,406,354,794,400,904,835,"1,206","1,546","5,437","2,561","9,513","6,641","30,385","1,261",328,"1,007","2,083","1,870","1,873","5,175","5,578","1,767","1,665","7,778","43,256","4,163","1,563","2,615","2,456","10,032","2,013","8,994","1,346","3,881","4,328","1,865","32,244","3,093","12,554",429,"1,541","1,140","2,050","7,891","3,546"
2021년02월_계_50~59세,"137,829","33,339",448,930,871,"1,337",754,"1,085","1,182","1,601","1,873","5,210","2,140","9,150","6,758","33,961","2,188",608,"1,541","2,348","2,156","2,632","4,502","5,568","2,521","2,757","7,140","42,982","3,286","2,063","2,707","3,466","7,306","2,896","9,897","1,576","4,029","4,537","1,219","27,547","3,520","7,312",887,"2,029","1,553","2,243","7,729","2,274"
2021년02월_계_60~69세,"99,088","24,591",609,"1,290",947,"1,289",862,"1,004","1,298","1,538","1,739","3,586","1,248","5,481","3,700","25,585","1,793",793,"1,381","2,038","2,025","2,608","2,278","2,829","2,375","2,439","5,026","28,187","2,494","1,568","2,071","2,619","3,537","2,460","5,775","1,275","2,567","3,063",758,"20,725","2,671","4,667","1,129","1,944","1,594","1,827","5,272","1,621"
2021년02월_계_70~79세,"47,575","12,413",340,818,572,624,614,644,817,980,"1,024","1,891",645,"2,078","1,366","12,482",833,544,771,917,"1,185","1,288","1,000","1,352","1,347","1,219","2,026","12,209","1,336",828,973,"1,095","1,389","1,230","2,042",614,"1,027","1,338",337,"10,471","1,451","2,126",701,"1,251",989,"1,119","2,050",784
