카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년04월_계_총인구수,"1,192,622","276,611","23,825","43,338","30,322","30,445","43,339","20,447","19,904","29,130","19,412","16,449","370,955","10,583","23,960","19,778","40,767","38,673","25,137","45,900","46,243","24,871","50,190","27,802","17,051","175,446","5,945","10,695","9,183","23,495","27,090","11,620","20,947","17,439","38,080","10,952","369,610","18,781","15,379","36,557","22,335","39,239","36,390","26,598","33,051","31,907","28,396","52,777","28,200"
2020년04월_계_연령구간인구수,"1,192,622","276,611","23,825","43,338","30,322","30,445","43,339","20,447","19,904","29,130","19,412","16,449","370,955","10,583","23,960","19,778","40,767","38,673","25,137","45,900","46,243","24,871","50,190","27,802","17,051","175,446","5,945","10,695","9,183","23,495","27,090","11,620","20,947","17,439","38,080","10,952","369,610","18,781","15,379","36,557","22,335","39,239","36,390","26,598","33,051","31,907","28,396","52,777","28,200"
2020년04월_계_0~9세,"101,861","19,420","1,471","3,224","2,684","2,117","3,916",904,"1,216","1,609","1,539",740,"33,924",910,"1,185","1,049","3,174","2,581","1,514","5,208","7,284","1,413","5,975","1,811","1,820","10,039",246,455,382,"1,575","2,124",467,985,"1,272","2,264",269,"38,478","1,275",992,"3,077","1,499","4,720","3,829","2,665","2,820","3,650","4,437","5,960","3,554"
2020년04월_계_10~19세,"121,597","29,702","1,953","4,363","3,646","3,293","7,161","1,264","1,816","2,946","2,141","1,119","34,225",655,"1,689","1,623","3,712","3,341","2,147","5,025","4,412","1,814","5,531","2,386","1,890","14,487",324,515,614,"2,293","3,130",767,"1,558","1,924","2,860",502,"43,183","2,062","1,605","4,555","2,436","3,561","5,027","2,239","4,443","4,194","3,243","6,908","2,910"
2020년04월_계_20~29세,"186,996","44,253","3,431","10,089","4,269","4,400","6,230","2,721","3,075","4,437","3,037","2,564","55,079","1,546","3,601","2,809","6,277","5,981","4,060","6,264","5,181","4,928","6,966","5,401","2,065","28,501",899,"1,887","1,133","3,216","4,158","1,367","3,265","3,604","7,467","1,505","59,163","3,164","2,542","6,598","3,764","6,601","4,993","5,811","6,317","4,626","3,453","8,207","3,087"
2020년04월_계_30~39세,"182,876","33,731","3,004","5,903","3,642","3,803","4,639","2,579","2,788","3,330","2,164","1,879","59,934","1,767","3,602","2,710","5,767","5,521","3,341","6,895","9,668","4,476","8,335","5,521","2,331","24,975",868,"1,700","1,104","2,771","3,576","1,286","3,029","2,299","7,006","1,336","64,236","2,540","1,995","5,616","3,255","7,917","5,679","6,605","4,577","5,102","6,063","9,487","5,400"
2020년04월_계_40~49세,"205,273","46,751","3,833","6,699","5,588","5,190","9,335","3,065","3,136","4,682","2,982","2,241","61,825","1,481","3,815","3,214","6,204","6,154","3,844","8,104","8,001","3,740","8,960","5,016","3,292","27,943",887,"1,441","1,390","3,934","4,684","1,729","3,188","2,808","6,385","1,497","68,754","3,186","2,520","6,906","3,862","7,108","7,300","4,235","6,291","5,972","5,374","10,724","5,276"
2020년04월_계_50~59세,"196,352","49,400","4,467","6,803","5,311","5,458","7,310","4,052","3,689","5,513","3,858","2,939","62,559","1,901","4,361","3,503","7,641","6,900","4,953","7,613","5,970","4,285","8,064","4,548","2,820","30,771","1,123","1,986","1,768","4,191","5,099","2,192","3,795","2,725","5,679","2,213","53,622","3,320","2,808","5,470","3,810","4,643","5,658","3,030","5,292","5,143","3,580","6,938","3,930"
2020년04월_계_60~69세,"114,007","29,336","3,175","3,550","2,896","3,259","2,643","3,356","2,424","3,551","1,946","2,536","37,810","1,322","3,304","2,778","4,725","4,810","3,114","3,897","3,467","2,628","4,160","1,912","1,693","21,534",858,"1,534","1,465","3,045","2,447","2,030","2,807","1,632","3,781","1,935","25,327","1,964","1,682","2,575","2,203","2,843","2,256","1,123","1,990","2,015","1,427","2,829","2,420"
2020년04월_계_70~79세,"55,388","15,479","1,653","1,695","1,458","1,943","1,329","1,726","1,160","1,969","1,005","1,541","17,091",662,"1,620","1,468","2,156","2,354","1,422","1,883","1,529","1,052","1,449",735,761,"11,701",504,792,932,"1,724","1,213","1,220","1,620",784,"1,768","1,144","11,117",888,823,"1,140",979,"1,247","1,045",581,796,812,532,"1,158","1,116"
