카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년04월_계_80~89세,"24,169","7,263",708,875,698,847,675,663,511,930,630,726,"7,288",279,667,529,932,896,652,878,651,457,630,391,326,"4,699",207,328,335,639,569,479,615,334,742,451,"4,919",323,356,540,452,498,525,269,449,329,247,487,444
2020년04월_계_90~99세,"3,800","1,189",121,126,123,128,100,96,84,156,108,147,"1,126",49,107,83,163,123,84,131,74,73,112,76,51,709,23,51,47,94,86,74,79,56,111,88,776,53,50,76,72,99,72,39,74,61,39,79,62
2020년04월_계_100세 이상,303,87,9,11,7,7,1,21,5,7,2,17,94,11,9,12,16,12,6,2,6,5,8,5,2,87,6,6,13,13,4,9,6,1,17,12,35,6,6,4,3,2,6,1,2,3,1,0,1
2020년04월_남_총인구수,"600,616","139,377","12,015","22,876","14,951","14,957","21,635","10,446","9,951","14,675","9,382","8,489","187,190","5,283","12,303","9,952","20,666","19,683","12,688","22,711","22,971","12,668","24,739","14,899","8,627","88,408","3,168","5,677","4,689","11,425","13,327","5,940","10,439","8,702","19,220","5,821","185,641","9,442","7,654","18,994","11,031","19,937","17,991","14,067","16,841","16,030","14,173","25,816","13,665"
2020년04월_남_연령구간인구수,"600,616","139,377","12,015","22,876","14,951","14,957","21,635","10,446","9,951","14,675","9,382","8,489","187,190","5,283","12,303","9,952","20,666","19,683","12,688","22,711","22,971","12,668","24,739","14,899","8,627","88,408","3,168","5,677","4,689","11,425","13,327","5,940","10,439","8,702","19,220","5,821","185,641","9,442","7,654","18,994","11,031","19,937","17,991","14,067","16,841","16,030","14,173","25,816","13,665"
2020년04월_남_0~9세,"52,544","10,069",761,"1,642","1,377","1,056","2,080",485,638,840,796,394,"17,444",483,624,485,"1,638","1,303",759,"2,656","3,792",740,"3,114",933,917,"5,084",125,242,202,784,"1,095",241,508,629,"1,127",131,"19,947",646,510,"1,610",810,"2,424","2,005","1,358","1,427","1,915","2,307","3,120","1,815"
2020년04월_남_10~19세,"62,877","15,473","1,026","2,286","1,954","1,704","3,661",657,963,"1,554","1,097",571,"17,801",354,885,847,"1,931","1,764","1,097","2,654","2,212",957,"2,917","1,215",968,"7,412",179,253,303,"1,118","1,570",412,804,"1,055","1,453",265,"22,191","1,060",847,"2,339","1,262","1,840","2,613","1,166","2,333","2,132","1,682","3,434","1,483"
2020년04월_남_20~29세,"98,687","24,224","1,873","6,192","2,257","2,294","3,216","1,409","1,582","2,344","1,571","1,486","28,729",773,"1,899","1,496","3,414","3,180","2,140","3,219","2,528","2,469","3,603","2,893","1,115","14,883",497,"1,041",603,"1,644","2,140",765,"1,726","1,957","3,739",771,"30,851","1,746","1,280","3,726","2,003","3,459","2,539","3,301","3,399","2,443","1,693","3,754","1,508"
2020년04월_남_30~39세,"94,779","17,512","1,607","3,130","1,770","1,948","2,217","1,443","1,465","1,813","1,024","1,095","31,294",945,"2,078","1,476","3,023","3,027","1,813","3,413","4,786","2,438","3,978","3,145","1,172","13,478",470,947,632,"1,412","1,780",713,"1,711","1,194","3,831",788,"32,495","1,348","1,084","3,059","1,704","4,015","2,743","3,668","2,366","2,520","2,950","4,464","2,574"
2020년04월_남_40~49세,"103,471","23,220","1,985","3,376","2,686","2,537","4,414","1,659","1,580","2,364","1,358","1,261","31,901",772,"2,008","1,692","3,134","3,247","1,980","4,040","4,224","1,928","4,372","2,801","1,703","14,392",513,827,755,"1,934","2,223",946,"1,653","1,341","3,314",886,"33,958","1,531","1,246","3,466","1,815","3,759","3,502","2,163","2,992","2,898","2,700","5,209","2,677"
2020년04월_남_50~59세,"98,104","24,708","2,204","3,417","2,629","2,692","3,825","2,049","1,821","2,747","1,811","1,513","30,856",915,"2,185","1,733","3,802","3,434","2,448","3,697","2,873","2,142","3,798","2,413","1,416","15,635",627,"1,055",917,"2,067","2,536","1,174","1,872","1,304","2,823","1,260","26,905","1,641","1,348","2,791","1,825","2,351","2,799","1,538","2,739","2,584","1,794","3,655","1,840"
2020년04월_남_60~69세,"56,179","14,411","1,572","1,761","1,378","1,535","1,410","1,627","1,172","1,759","1,013","1,184","18,641",626,"1,571","1,346","2,365","2,340","1,546","1,909","1,674","1,346","2,055","1,023",840,"10,456",438,798,683,"1,445","1,233",972,"1,282",778,"1,844",983,"12,671",941,849,"1,321","1,048","1,356","1,154",552,"1,082","1,080",727,"1,461","1,100"
2020년04월_남_70~79세,"24,655","6,858",724,726,636,847,557,815,526,905,443,679,"7,764",300,751,659,"1,005","1,066",669,797,664,484,669,328,372,"5,188",232,367,434,750,545,530,674,319,819,518,"4,845",414,366,508,405,551,427,215,336,340,238,537,508
2020년04월_남_80~89세,"8,377","2,594",238,303,231,313,237,278,183,307,237,267,"2,484",104,263,195,321,293,216,295,202,144,211,135,105,"1,691",75,127,142,244,186,171,193,112,251,190,"1,608",106,115,159,142,161,189,95,151,106,76,164,144
2020년04월_남_90~99세,865,287,23,39,30,30,18,18,19,42,31,37,250,9,35,23,29,25,18,31,13,18,19,11,19,167,9,17,11,25,18,15,14,13,17,28,161,7,8,15,16,20,17,11,15,12,6,18,16
2020년04월_남_100세 이상,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020년04월_여_총인구수,"592,006","137,234","11,810","20,462","15,371","15,488","21,704","10,001","9,953","14,455","10,030","7,960","183,765","5,300","11,657","9,826","20,101","18,990","12,449","23,189","23,272","12,203","25,451","12,903","8,424","87,038","2,777","5,018","4,494","12,070","13,763","5,680","10,508","8,737","18,860","5,131","183,969","9,339","7,725","17,563","11,304","19,302","18,399","12,531","16,210","15,877","14,223","26,961","14,535"
2020년04월_여_연령구간인구수,"592,006","137,234","11,810","20,462","15,371","15,488","21,704","10,001","9,953","14,455","10,030","7,960","183,765","5,300","11,657","9,826","20,101","18,990","12,449","23,189","23,272","12,203","25,451","12,903","8,424","87,038","2,777","5,018","4,494","12,070","13,763","5,680","10,508","8,737","18,860","5,131","183,969","9,339","7,725","17,563","11,304","19,302","18,399","12,531","16,210","15,877","14,223","26,961","14,535"
2020년04월_여_0~9세,"49,317","9,351",710,"1,582","1,307","1,061","1,836",419,578,769,743,346,"16,480",427,561,564,"1,536","1,278",755,"2,552","3,492",673,"2,861",878,903,"4,955",121,213,180,791,"1,029",226,477,643,"1,137",138,"18,531",629,482,"1,467",689,"2,296","1,824","1,307","1,393","1,735","2,130","2,840","1,739"
2020년04월_여_10~19세,"58,720","14,229",927,"2,077","1,692","1,589","3,500",607,853,"1,392","1,044",548,"16,424",301,804,776,"1,781","1,577","1,050","2,371","2,200",857,"2,614","1,171",922,"7,075",145,262,311,"1,175","1,560",355,754,869,"1,407",237,"20,992","1,002",758,"2,216","1,174","1,721","2,414","1,073","2,110","2,062","1,561","3,474","1,427"
2020년04월_여_20~29세,"88,309","20,029","1,558","3,897","2,012","2,106","3,014","1,312","1,493","2,093","1,466","1,078","26,350",773,"1,702","1,313","2,863","2,801","1,920","3,045","2,653","2,459","3,363","2,508",950,"13,618",402,846,530,"1,572","2,018",602,"1,539","1,647","3,728",734,"28,312","1,418","1,262","2,872","1,761","3,142","2,454","2,510","2,918","2,183","1,760","4,453","1,579"
2020년04월_여_30~39세,"88,097","16,219","1,397","2,773","1,872","1,855","2,422","1,136","1,323","1,517","1,140",784,"28,640",822,"1,524","1,234","2,744","2,494","1,528","3,482","4,882","2,038","4,357","2,376","1,159","11,497",398,753,472,"1,359","1,796",573,"1,318","1,105","3,175",548,"31,741","1,192",911,"2,557","1,551","3,902","2,936","2,937","2,211","2,582","3,113","5,023","2,826"
2020년04월_여_40~49세,"101,802","23,531","1,848","3,323","2,902","2,653","4,921","1,406","1,556","2,318","1,624",980,"29,924",709,"1,807","1,522","3,070","2,907","1,864","4,064","3,777","1,812","4,588","2,215","1,589","13,551",374,614,635,"2,000","2,461",783,"1,535","1,467","3,071",611,"34,796","1,655","1,274","3,440","2,047","3,349","3,798","2,072","3,299","3,074","2,674","5,515","2,599"
2020년04월_여_50~59세,"98,248","24,692","2,263","3,386","2,682","2,766","3,485","2,003","1,868","2,766","2,047","1,426","31,703",986,"2,176","1,770","3,839","3,466","2,505","3,916","3,097","2,143","4,266","2,135","1,404","15,136",496,931,851,"2,124","2,563","1,018","1,923","1,421","2,856",953,"26,717","1,679","1,460","2,679","1,985","2,292","2,859","1,492","2,553","2,559","1,786","3,283","2,090"
2020년04월_여_60~69세,"57,828","14,925","1,603","1,789","1,518","1,724","1,233","1,729","1,252","1,792",933,"1,352","19,169",696,"1,733","1,432","2,360","2,470","1,568","1,988","1,793","1,282","2,105",889,853,"11,078",420,736,782,"1,600","1,214","1,058","1,525",854,"1,937",952,"12,656","1,023",833,"1,254","1,155","1,487","1,102",571,908,935,700,"1,368","1,320"
2020년04월_여_70~79세,"30,733","8,621",929,969,822,"1,096",772,911,634,"1,064",562,862,"9,327",362,869,809,"1,151","1,288",753,"1,086",865,568,780,407,389,"6,513",272,425,498,974,668,690,946,465,949,626,"6,272",474,457,632,574,696,618,366,460,472,294,621,608
2020년04월_여_80~89세,"15,792","4,669",470,572,467,534,438,385,328,623,393,459,"4,804",175,404,334,611,603,436,583,449,313,419,256,221,"3,008",132,201,193,395,383,308,422,222,491,261,"3,311",217,241,381,310,337,336,174,298,223,171,323,300
2020년04월_여_90~99세,"2,935",902,98,87,93,98,82,78,65,114,77,110,876,40,72,60,134,98,66,100,61,55,93,65,32,542,14,34,36,69,68,59,65,43,94,60,615,46,42,61,56,79,55,28,59,49,33,61,46
2020년04월_여_100세 이상,225,66,7,7,4,6,1,15,3,7,1,15,68,9,5,12,12,8,4,2,3,3,5,3,2,65,3,3,6,11,3,8,4,1,15,11,26,4,5,4,2,1,3,1,1,3,1,0,1
