카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년10월_계_총인구수,"157,317","6,369","3,974","2,951","3,481","6,984","2,671","1,726","2,084","2,800","2,706","1,721","1,838","1,596","1,721","5,069","4,950","22,063","8,997","13,076","6,276","6,182","21,377","16,159","10,546"
2021년10월_계_연령구간인구수,"157,317","6,369","3,974","2,951","3,481","6,984","2,671","1,726","2,084","2,800","2,706","1,721","1,838","1,596","1,721","5,069","4,950","22,063","8,997","13,076","6,276","6,182","21,377","16,159","10,546"
2021년10월_계_0~9세,"10,137",184,83,57,72,468,42,22,49,54,42,30,50,20,26,219,276,"1,825",603,878,357,312,"1,893","1,502","1,073"
2021년10월_계_10~19세,"13,370",271,187,80,117,377,113,56,82,107,78,50,47,44,62,327,407,"2,292",892,938,507,546,"2,587","1,701","1,502"
2021년10월_계_20~29세,"16,363",437,259,132,276,956,128,75,144,154,117,69,83,63,59,606,497,"2,976",826,"1,356",643,661,"2,576","1,972","1,298"
2021년10월_계_30~39세,"15,142",368,182,149,206,"1,129",111,66,121,141,107,54,75,68,65,481,410,"2,510",748,"1,446",561,555,"2,363","2,065","1,161"
2021년10월_계_40~49세,"21,607",550,310,295,324,781,227,148,168,245,162,137,106,110,123,615,673,"3,457","1,357","1,839",876,824,"3,698","2,555","2,027"
2021년10월_계_50~59세,"25,731","1,048",638,511,577,924,411,268,416,490,505,277,334,262,267,782,912,"3,449","1,405","2,163","1,029","1,141","3,491","2,750","1,681"
2021년10월_계_60~69세,"26,776","1,479",953,698,893,"1,040",624,415,518,738,731,498,506,437,494,909,883,"2,934","1,533","2,266","1,169","1,201","2,736","2,133",988
2021년10월_계_70~79세,"16,651","1,119",717,522,540,745,561,347,323,476,532,335,350,339,328,718,559,"1,627","1,014","1,439",725,648,"1,269",901,517
2021년10월_계_80~89세,"10,008",782,561,443,394,477,397,286,222,329,387,247,261,217,260,348,294,869,542,665,356,254,670,489,258
2021년10월_계_90~99세,"1,487",126,81,63,82,80,55,43,41,65,45,23,25,36,37,63,39,123,73,82,51,39,89,87,39
2021년10월_계_100세 이상,45,5,3,1,0,7,2,0,0,1,0,1,1,0,0,1,0,1,4,4,2,1,5,4,2
2021년10월_남_총인구수,"77,812","3,218","2,042","1,541","1,849","3,560","1,291",855,"1,074","1,462","1,366",889,954,834,896,"2,467","2,379","10,960","4,330","6,513","3,044","3,048","10,157","7,871","5,212"
2021년10월_남_연령구간인구수,"77,812","3,218","2,042","1,541","1,849","3,560","1,291",855,"1,074","1,462","1,366",889,954,834,896,"2,467","2,379","10,960","4,330","6,513","3,044","3,048","10,157","7,871","5,212"
2021년10월_남_0~9세,"5,279",94,45,33,37,242,24,11,26,28,15,20,29,10,16,124,149,937,329,437,178,166,973,801,555
2021년10월_남_10~19세,"6,991",154,113,49,69,190,65,32,37,55,40,24,32,24,30,172,191,"1,216",448,506,276,281,"1,323",878,786
2021년10월_남_20~29세,"8,930",252,142,87,166,490,76,42,96,95,69,39,57,38,34,327,260,"1,682",447,754,355,351,"1,356","1,052",663
2021년10월_남_30~39세,"7,927",210,109,98,134,615,62,46,70,81,60,32,41,45,44,236,215,"1,278",368,778,309,311,"1,164","1,054",567
2021년10월_남_40~49세,"11,150",339,184,196,204,450,138,97,111,166,120,86,63,74,83,341,350,"1,715",677,987,448,404,"1,751","1,227",939
2021년10월_남_50~59세,"13,250",578,375,296,343,519,238,146,229,292,288,171,179,158,156,407,463,"1,757",715,"1,075",491,550,"1,644","1,298",882
2021년10월_남_60~69세,"13,018",757,509,368,475,520,299,223,262,403,406,279,277,227,276,403,412,"1,365",679,"1,051",501,563,"1,244","1,032",487
2021년10월_남_70~79세,"7,488",541,335,243,259,344,252,151,160,219,221,149,170,167,156,310,242,700,451,649,340,312,503,371,243
2021년10월_남_80~89세,"3,460",261,208,160,144,164,128,105,73,107,139,82,99,79,89,137,87,289,195,262,137,100,187,146,82
2021년10월_남_90~99세,310,31,22,11,18,22,9,2,10,16,8,7,7,12,12,9,10,20,21,13,9,10,11,12,8
2021년10월_남_100세 이상,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2021년10월_여_총인구수,"79,505","3,151","1,932","1,410","1,632","3,424","1,380",871,"1,010","1,338","1,340",832,884,762,825,"2,602","2,571","11,103","4,667","6,563","3,232","3,134","11,220","8,288","5,334"
2021년10월_여_연령구간인구수,"79,505","3,151","1,932","1,410","1,632","3,424","1,380",871,"1,010","1,338","1,340",832,884,762,825,"2,602","2,571","11,103","4,667","6,563","3,232","3,134","11,220","8,288","5,334"
2021년10월_여_0~9세,"4,858",90,38,24,35,226,18,11,23,26,27,10,21,10,10,95,127,888,274,441,179,146,920,701,518
2021년10월_여_10~19세,"6,379",117,74,31,48,187,48,24,45,52,38,26,15,20,32,155,216,"1,076",444,432,231,265,"1,264",823,716
2021년10월_여_20~29세,"7,433",185,117,45,110,466,52,33,48,59,48,30,26,25,25,279,237,"1,294",379,602,288,310,"1,220",920,635
2021년10월_여_30~39세,"7,215",158,73,51,72,514,49,20,51,60,47,22,34,23,21,245,195,"1,232",380,668,252,244,"1,199","1,011",594
2021년10월_여_40~49세,"10,457",211,126,99,120,331,89,51,57,79,42,51,43,36,40,274,323,"1,742",680,852,428,420,"1,947","1,328","1,088"
2021년10월_여_50~59세,"12,481",470,263,215,234,405,173,122,187,198,217,106,155,104,111,375,449,"1,692",690,"1,088",538,591,"1,847","1,452",799
2021년10월_여_60~69세,"13,758",722,444,330,418,520,325,192,256,335,325,219,229,210,218,506,471,"1,569",854,"1,215",668,638,"1,492","1,101",501
2021년10월_여_70~79세,"9,163",578,382,279,281,401,309,196,163,257,311,186,180,172,172,408,317,927,563,790,385,336,766,530,274
2021년10월_여_80~89세,"6,548",521,353,283,250,313,269,181,149,222,248,165,162,138,171,211,207,580,347,403,219,154,483,343,176
2021년10월_여_90~99세,"1,177",95,59,52,64,58,46,41,31,49,37,16,18,24,25,54,29,103,52,69,42,29,78,75,31
2021년10월_여_100세 이상,36,4,3,1,0,3,2,0,0,1,0,1,1,0,0,0,0,0,4,3,2,1,4,4,2
