카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년06월_계_총인구수,"246,878","7,782","3,153","1,611","7,319","2,996","12,242","1,112","8,385","3,670","1,101","3,216","1,398","6,443","9,661","27,576","7,257","26,629","20,752","36,186","34,688","23,701"
2020년06월_계_연령구간인구수,"246,878","7,782","3,153","1,611","7,319","2,996","12,242","1,112","8,385","3,670","1,101","3,216","1,398","6,443","9,661","27,576","7,257","26,629","20,752","36,186","34,688","23,701"
2020년06월_계_0~9세,"27,837",547,80,30,424,66,"1,549",37,546,214,28,80,58,456,578,"4,726",614,"2,694","1,657","3,745","6,066","3,642"
2020년06월_계_10~19세,"27,948",636,132,64,597,162,"1,097",54,691,268,29,124,76,672,"1,008","3,315",633,"3,090","2,306","4,366","4,906","3,722"
2020년06월_계_20~29세,"24,666",687,250,91,585,233,941,73,813,308,63,233,76,683,"1,046","2,468",851,"2,947","2,867","4,186","3,047","2,218"
2020년06월_계_30~39세,"38,498",835,218,91,651,158,"1,947",76,961,347,68,191,98,744,993,"6,330","1,100","3,857","3,483","5,458","7,056","3,836"
2020년06월_계_40~49세,"47,519","1,228",376,165,"1,006",324,"2,172",115,"1,423",481,112,400,183,"1,248","1,703","5,853","1,340","4,998","4,474","7,089","7,405","5,424"
2020년06월_계_50~59세,"38,792","1,591",644,335,"1,300",605,"1,923",235,"1,697",672,208,620,245,"1,258","1,979","2,913","1,347","4,790","3,711","6,005","3,815","2,899"
2020년06월_계_60~69세,"25,262","1,271",694,388,"1,349",697,"1,407",281,"1,247",696,257,666,309,838,"1,530","1,366",960,"3,072","1,642","3,708","1,599","1,285"
2020년06월_계_70~79세,"10,645",612,477,279,812,458,798,165,612,403,205,523,218,361,584,399,295,834,436,"1,166",564,444
2020년06월_계_80~89세,"4,897",330,253,149,490,252,355,64,342,236,109,333,116,158,207,174,101,300,146,400,189,193
2020년06월_계_90~99세,770,41,28,19,96,39,49,12,52,44,22,45,18,17,29,32,16,45,29,61,40,36
2020년06월_계_100세 이상,44,4,1,0,9,2,4,0,1,1,0,1,1,8,4,0,0,2,1,2,1,2
2020년06월_남_총인구수,"129,682","3,955","1,631",813,"3,599","1,541","6,379",574,"4,600","1,906",553,"1,622",701,"3,566","5,234","14,828","3,943","13,892","11,879","18,668","17,637","12,161"
2020년06월_남_연령구간인구수,"129,682","3,955","1,631",813,"3,599","1,541","6,379",574,"4,600","1,906",553,"1,622",701,"3,566","5,234","14,828","3,943","13,892","11,879","18,668","17,637","12,161"
2020년06월_남_0~9세,"14,349",269,47,14,227,33,785,22,290,110,16,43,29,239,306,"2,437",325,"1,384",858,"1,959","3,048","1,908"
2020년06월_남_10~19세,"14,716",333,70,35,303,94,556,31,367,151,16,77,39,350,558,"1,720",349,"1,670","1,204","2,280","2,538","1,975"
2020년06월_남_20~29세,"13,854",393,142,52,314,151,532,42,476,162,33,127,42,401,588,"1,398",528,"1,605","1,736","2,297","1,590","1,245"
2020년06월_남_30~39세,"20,467",424,132,55,346,94,989,50,558,196,39,109,52,460,565,"3,382",617,"2,062","2,223","2,882","3,449","1,783"
2020년06월_남_40~49세,"25,954",666,224,99,543,189,"1,236",67,846,301,72,258,114,755,967,"3,326",764,"2,642","2,672","3,651","3,857","2,705"
2020년06월_남_50~59세,"20,612",831,348,195,661,311,"1,049",123,972,358,118,340,129,715,"1,060","1,602",682,"2,378","2,073","3,061","2,021","1,585"
