카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년12월_계_총인구수,"245,754","7,961","3,131","1,605","7,293","2,972","12,172","1,130","8,298","3,632","1,096","3,173","1,398","6,294","9,474","27,363","7,370","26,565","20,558","35,739","34,743","23,787"
2020년12월_계_연령구간인구수,"245,754","7,961","3,131","1,605","7,293","2,972","12,172","1,130","8,298","3,632","1,096","3,173","1,398","6,294","9,474","27,363","7,370","26,565","20,558","35,739","34,743","23,787"
2020년12월_계_0~9세,"26,716",563,80,26,410,65,"1,469",43,509,193,27,80,58,409,542,"4,557",611,"2,565","1,589","3,566","5,845","3,509"
2020년12월_계_10~19세,"27,963",637,121,61,589,157,"1,120",56,674,272,25,111,66,651,970,"3,408",654,"3,075","2,262","4,321","4,985","3,748"
2020년12월_계_20~29세,"24,350",680,243,89,562,222,939,68,800,298,51,211,70,689,"1,022","2,380",849,"2,910","2,791","4,152","3,049","2,275"
2020년12월_계_30~39세,"36,640",839,223,82,629,153,"1,840",79,894,315,67,181,101,672,920,"5,988","1,098","3,713","3,333","5,081","6,738","3,694"
2020년12월_계_40~49세,"47,635","1,240",358,156,993,319,"2,211",113,"1,397",456,109,388,170,"1,221","1,627","6,046","1,341","4,971","4,458","7,047","7,565","5,449"
2020년12월_계_50~59세,"39,273","1,609",632,343,"1,302",594,"1,903",240,"1,709",673,212,599,261,"1,255","1,958","2,925","1,365","4,851","3,745","6,028","4,024","3,045"
2020년12월_계_60~69세,"26,544","1,385",708,392,"1,387",713,"1,466",291,"1,301",716,273,703,319,851,"1,595","1,448","1,030","3,239","1,753","3,878","1,711","1,385"
2020년12월_계_70~79세,"10,826",628,485,282,818,457,810,161,609,421,200,522,214,359,592,414,302,886,443,"1,180",592,451
2020년12월_계_80~89세,"4,964",332,250,154,492,251,361,67,350,243,111,330,118,161,215,169,103,304,150,417,188,198
2020년12월_계_90~99세,797,44,30,20,100,39,50,12,54,44,21,47,20,18,29,28,17,49,32,68,44,31
2020년12월_계_100세 이상,46,4,1,0,11,2,3,0,1,1,0,1,1,8,4,0,0,2,2,1,2,2
2020년12월_남_총인구수,"128,978","4,040","1,619",806,"3,594","1,537","6,334",574,"4,565","1,882",548,"1,608",700,"3,473","5,133","14,700","3,999","13,828","11,751","18,433","17,683","12,171"
2020년12월_남_연령구간인구수,"128,978","4,040","1,619",806,"3,594","1,537","6,334",574,"4,565","1,882",548,"1,608",700,"3,473","5,133","14,700","3,999","13,828","11,751","18,433","17,683","12,171"
2020년12월_남_0~9세,"13,823",279,48,12,216,37,749,23,280,99,15,45,32,222,287,"2,357",322,"1,313",827,"1,877","2,948","1,835"
2020년12월_남_10~19세,"14,651",331,67,33,294,88,577,32,357,149,14,66,32,337,538,"1,765",357,"1,662","1,182","2,242","2,564","1,964"
2020년12월_남_20~29세,"13,758",385,134,53,309,146,534,38,477,154,26,126,42,404,582,"1,361",530,"1,572","1,694","2,312","1,602","1,277"
2020년12월_남_30~39세,"19,352",430,138,50,332,89,920,51,520,181,37,106,54,399,519,"3,182",615,"1,966","2,107","2,658","3,276","1,722"
2020년12월_남_40~49세,"25,962",663,209,92,546,186,"1,248",66,827,281,69,246,103,737,916,"3,412",771,"2,640","2,680","3,634","3,940","2,696"
2020년12월_남_50~59세,"20,931",838,343,201,657,305,"1,043",121,979,359,118,325,143,712,"1,062","1,626",705,"2,425","2,093","3,071","2,131","1,674"
2020년12월_남_60~69세,"13,742",718,350,206,714,380,749,161,700,362,146,357,167,454,857,762,519,"1,716",903,"1,926",877,718
2020년12월_남_70~79세,"5,126",289,236,110,369,221,399,64,302,210,91,234,90,160,294,191,153,434,223,567,273,216
2020년12월_남_80~89세,"1,494",98,89,46,144,76,102,14,112,83,30,97,35,43,71,40,25,95,37,127,66,64
2020년12월_남_90~99세,130,7,4,3,11,9,13,4,11,4,2,6,2,5,5,4,2,5,5,18,5,5
2020년12월_남_100세 이상,9,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
2020년12월_여_총인구수,"116,776","3,921","1,512",799,"3,699","1,435","5,838",556,"3,733","1,750",548,"1,565",698,"2,821","4,341","12,663","3,371","12,737","8,807","17,306","17,060","11,616"
2020년12월_여_연령구간인구수,"116,776","3,921","1,512",799,"3,699","1,435","5,838",556,"3,733","1,750",548,"1,565",698,"2,821","4,341","12,663","3,371","12,737","8,807","17,306","17,060","11,616"
2020년12월_여_0~9세,"12,893",284,32,14,194,28,720,20,229,94,12,35,26,187,255,"2,200",289,"1,252",762,"1,689","2,897","1,674"
2020년12월_여_10~19세,"13,312",306,54,28,295,69,543,24,317,123,11,45,34,314,432,"1,643",297,"1,413","1,080","2,079","2,421","1,784"
2020년12월_여_20~29세,"10,592",295,109,36,253,76,405,30,323,144,25,85,28,285,440,"1,019",319,"1,338","1,097","1,840","1,447",998
2020년12월_여_30~39세,"17,288",409,85,32,297,64,920,28,374,134,30,75,47,273,401,"2,806",483,"1,747","1,226","2,423","3,462","1,972"
