카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년02월_계_100세 이상,169,81,1,10,8,0,5,14,7,4,9,5,8,1,7,2,88,18,10,6,2,1,7,4,4,4,3,1,5,8,7,2,0,6
2020년02월_남_총인구수,"278,678","121,300","6,568","10,894","8,373","3,616","6,607","10,165","7,944","5,725","8,716","9,857","16,205","7,031","7,890","11,709","157,378","10,764","5,446","11,481","8,635","5,183","18,330","9,871","13,359","7,649","11,934","8,412","4,157","11,328","11,156","7,547","6,593","5,533"
2020년02월_남_연령구간인구수,"278,678","121,300","6,568","10,894","8,373","3,616","6,607","10,165","7,944","5,725","8,716","9,857","16,205","7,031","7,890","11,709","157,378","10,764","5,446","11,481","8,635","5,183","18,330","9,871","13,359","7,649","11,934","8,412","4,157","11,328","11,156","7,547","6,593","5,533"
2020년02월_남_0~9세,"21,416","8,341",503,617,497,150,322,567,909,271,534,806,"1,139",495,382,"1,149","13,075","1,019",415,663,844,434,"1,257",675,"1,247",749,"1,319",822,491,807,854,613,480,386
2020년02월_남_10~19세,"28,453","10,260",601,846,717,254,522,624,697,381,696,850,"1,440",774,646,"1,212","18,193","1,218",573,"1,035","1,222",410,"1,623",741,"1,303",916,"2,001","1,799",391,"1,017","1,070","1,250",856,768
2020년02월_남_20~29세,"41,708","18,364","1,008","1,721","1,309",524,947,"1,573","1,039",914,"1,377","1,392","2,414","1,103","1,153","1,890","23,344","1,486",834,"1,973","1,120",674,"3,195","1,601","1,809","1,200","1,383",985,481,"1,918","1,756","1,035","1,060",834
2020년02월_남_30~39세,"40,861","17,898","1,076","1,668","1,222",529,921,"1,804","1,399",932,"1,179","1,368","2,186",848,970,"1,796","22,963","1,408",711,"1,587","1,074","1,247","2,645","1,735","3,015",888,"1,578",543,829,"1,806","1,606",885,825,581
2020년02월_남_40~49세,"44,662","18,429","1,014","1,569","1,236",564,960,"1,567","1,341",836,"1,174","1,516","2,509","1,116","1,234","1,793","26,233","1,745",829,"1,541","1,599",883,"2,590","1,526","2,516","1,271","2,559","1,871",760,"1,548","1,654","1,410","1,001",930
2020년02월_남_50~59세,"48,831","21,903","1,160","1,993","1,478",688,"1,245","1,764","1,337","1,027","1,625","1,666","3,069","1,316","1,652","1,883","26,928","1,902","1,021","2,208","1,352",732,"3,343","1,754","1,847","1,490","1,732","1,387",631,"2,052","2,064","1,241","1,230",942
2020년02월_남_60~69세,"33,512","16,137",759,"1,522","1,202",508,"1,002","1,369",815,849,"1,309","1,372","2,096",896,"1,103","1,335","17,375","1,327",693,"1,632",914,498,"2,305","1,123","1,081",737,903,619,391,"1,485","1,516",675,792,684
2020년02월_남_70~79세,"13,998","7,346",323,715,548,263,483,647,303,392,604,665,"1,000",363,568,472,"6,652",474,289,606,380,206,"1,009",508,375,264,306,255,143,525,484,286,265,277
2020년02월_남_80~89세,"4,706","2,382",110,225,151,118,186,222,90,117,201,195,324,115,166,162,"2,324",157,69,202,118,90,322,190,156,122,130,116,39,156,135,132,74,116
2020년02월_남_90~99세,480,215,14,14,11,18,18,23,11,6,14,24,27,5,13,17,265,27,8,31,11,9,39,18,9,11,20,15,0,12,13,20,10,12
2020년02월_남_100세 이상,51,25,0,4,2,0,1,5,3,0,3,3,1,0,3,0,26,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,3
2020년02월_여_총인구수,"284,388","120,807","6,606","10,805","8,434","3,637","6,638","9,537","8,102","5,419","8,900","10,259","16,163","6,945","7,745","11,617","163,581","11,361","5,809","11,710","9,270","6,147","19,098","9,529","14,171","7,874","12,445","8,632","3,995","11,635","11,043","8,193","6,818","5,851"
2020년02월_여_연령구간인구수,"284,388","120,807","6,606","10,805","8,434","3,637","6,638","9,537","8,102","5,419","8,900","10,259","16,163","6,945","7,745","11,617","163,581","11,361","5,809","11,710","9,270","6,147","19,098","9,529","14,171","7,874","12,445","8,632","3,995","11,635","11,043","8,193","6,818","5,851"
2020년02월_여_0~9세,"20,616","8,074",515,628,451,153,280,529,890,263,527,712,"1,133",508,409,"1,076","12,542",923,423,635,746,395,"1,148",651,"1,286",712,"1,279",697,480,778,828,626,509,426
2020년02월_여_10~19세,"26,529","9,465",572,745,638,249,460,635,663,365,666,770,"1,265",686,597,"1,154","17,064","1,128",585,907,"1,116",386,"1,473",755,"1,239",882,"1,823","1,625",368,962,"1,088","1,125",822,780
2020년02월_여_20~29세,"38,466","16,694",989,"1,673","1,186",546,871,"1,342","1,047",786,"1,215","1,281","2,221",895,"1,045","1,597","21,772","1,513",790,"1,704","1,036",770,"2,844","1,372","1,856","1,064","1,282",972,478,"1,816","1,558","1,033",954,730
2020년02월_여_30~39세,"38,910","16,165","1,004","1,427","1,083",419,749,"1,433","1,454",657,"1,015","1,454","2,142",807,783,"1,738","22,745","1,504",721,"1,386","1,242","1,247","2,400","1,405","2,899","1,026","1,812",741,795,"1,673","1,471","1,034",800,589
2020년02월_여_40~49세,"46,714","17,712","1,046","1,532","1,141",511,934,"1,385","1,303",710,"1,165","1,576","2,361","1,095","1,156","1,797","29,002","1,919",959,"1,621","1,847","1,043","2,771","1,509","2,700","1,447","2,847","2,228",680,"1,638","1,747","1,710","1,264","1,072"
2020년02월_여_50~59세,"51,518","22,554","1,116","2,012","1,658",641,"1,229","1,698","1,342","1,053","1,792","1,923","3,118","1,306","1,533","2,133","28,964","2,102","1,141","2,540","1,402",979,"3,803","1,768","2,102","1,510","1,692","1,244",585,"2,283","2,211","1,293","1,283","1,026"
2020년02월_여_60~69세,"33,941","16,487",779,"1,514","1,293",522,"1,076","1,421",839,921,"1,374","1,402","2,092",873,"1,139","1,242","17,454","1,351",673,"1,601","1,031",674,"2,538","1,104","1,100",684,891,573,355,"1,522","1,336",652,710,659
2020년02월_여_70~79세,"16,935","8,577",378,830,630,377,633,692,367,423,723,692,"1,161",463,675,533,"8,358",576,314,741,491,362,"1,313",607,624,309,464,342,138,577,467,414,291,328
2020년02월_여_80~89세,"9,106","4,316",171,369,307,191,359,358,147,193,359,370,572,278,349,293,"4,790",277,164,486,314,251,698,310,318,213,305,175,88,312,276,246,160,197
2020년02월_여_90~99세,"1,535",707,35,69,41,28,43,35,46,44,58,77,91,33,55,52,828,51,33,86,44,39,105,44,44,24,50,34,24,68,58,58,25,41
2020년02월_여_100세 이상,118,56,1,6,6,0,4,9,4,4,6,2,7,1,4,2,62,17,6,3,1,1,5,4,3,3,0,1,4,6,3,2,0,3
