카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년05월_계_총인구수,"490,970","37,013","15,311","12,905","36,304","32,479","15,169","13,201","31,541","22,271","17,958","6,992","35,135","16,319","18,987","34,004","29,095","16,375","18,984","31,494","12,676","13,502","23,255"
2021년05월_계_연령구간인구수,"490,970","37,013","15,311","12,905","36,304","32,479","15,169","13,201","31,541","22,271","17,958","6,992","35,135","16,319","18,987","34,004","29,095","16,375","18,984","31,494","12,676","13,502","23,255"
2021년05월_계_0~9세,"31,783","2,273",818,616,"2,444","2,383","1,046",637,"2,640","1,172","1,183",326,"2,739",837,"1,137","2,292","2,361",823,"1,323","1,852","1,008",766,"1,107"
2021년05월_계_10~19세,"42,326","2,870","1,168",848,"2,341","2,252",916,988,"3,766","2,016","1,727",504,"2,962","1,235","1,424","3,501","4,138","1,067","1,728","3,237","1,047","1,063","1,528"
2021년05월_계_20~29세,"68,938","5,999","2,090","1,634","5,844","5,112","2,111","1,667","4,044","2,890","2,615",894,"4,852","2,528","2,494","4,713","3,714","2,096","2,560","4,734","1,589","1,732","3,026"
2021년05월_계_30~39세,"66,488","5,885","2,116","1,699","6,351","5,867","2,419","1,594","3,644","2,297","2,147",809,"5,222","2,166","2,664","3,881","2,956","1,997","2,600","4,017","1,760","1,526","2,871"
2021년05월_계_40~49세,"76,051","5,628","2,366","1,867","5,536","5,270","2,272","1,829","5,490","3,095","2,733","1,046","5,284","2,317","2,467","5,567","5,680","2,346","2,992","5,111","1,788","2,035","3,332"
2021년05월_계_50~59세,"89,052","6,154","2,713","2,312","6,058","5,224","2,579","2,515","5,604","4,024","3,380","1,492","6,420","3,262","3,507","6,508","5,342","2,908","3,402","6,146","2,169","2,600","4,733"
2021년05월_계_60~69세,"68,414","4,777","2,254","2,161","4,521","3,733","2,198","2,267","3,925","3,661","2,446","1,183","4,748","2,425","3,184","4,432","2,981","2,901","2,580","3,856","2,074","2,162","3,945"
2021년05월_계_70~79세,"31,420","2,183","1,242","1,155","2,168","1,742","1,034","1,114","1,646","1,917","1,061",501,"1,919","1,046","1,355","1,901","1,231","1,579","1,215","1,636",854,"1,081","1,840"
2021년05월_계_80~89세,"14,270","1,074",477,520,924,767,522,501,675,"1,008",581,189,871,436,623,"1,036",587,586,528,780,341,470,774
2021년05월_계_90~99세,"2,113",162,66,91,115,118,62,86,103,177,85,36,114,64,126,170,102,69,50,123,45,64,85
2021년05월_계_100세 이상,115,8,1,2,2,11,10,3,4,14,0,12,4,3,6,3,3,3,6,2,1,3,14
2021년05월_남_총인구수,"242,647","17,821","7,632","6,443","17,968","16,059","7,493","6,666","15,532","10,835","8,564","3,728","17,583","8,247","9,239","16,662","14,119","8,223","9,236","15,189","6,514","6,876","12,018"
2021년05월_남_연령구간인구수,"242,647","17,821","7,632","6,443","17,968","16,059","7,493","6,666","15,532","10,835","8,564","3,728","17,583","8,247","9,239","16,662","14,119","8,223","9,236","15,189","6,514","6,876","12,018"
2021년05월_남_0~9세,"16,232","1,135",396,317,"1,257","1,200",563,340,"1,337",620,607,155,"1,422",410,572,"1,192","1,188",415,655,948,540,416,547
2021년05월_남_10~19세,"21,920","1,431",604,447,"1,226","1,123",475,517,"1,985","1,074",885,252,"1,565",690,750,"1,778","2,124",556,850,"1,642",563,556,827
2021년05월_남_20~29세,"35,438","2,874","1,094",866,"2,876","2,520","1,013",922,"2,118","1,552","1,332",502,"2,501","1,355","1,295","2,492","1,913","1,111","1,315","2,390",907,923,"1,567"
2021년05월_남_30~39세,"34,340","3,057","1,155",910,"3,298","3,137","1,227",858,"1,751","1,188","1,037",447,"2,698","1,166","1,359","1,977","1,407","1,074","1,294","1,952",945,817,"1,586"
2021년05월_남_40~49세,"38,363","2,765","1,245",987,"2,838","2,817","1,220",946,"2,644","1,521","1,293",593,"2,727","1,212","1,260","2,683","2,591","1,276","1,493","2,434",950,"1,043","1,825"
2021년05월_남_50~59세,"43,547","2,921","1,343","1,159","2,963","2,493","1,252","1,298","2,717","1,909","1,544",828,"3,141","1,593","1,591","3,223","2,701","1,458","1,621","2,903","1,028","1,376","2,485"
2021년05월_남_60~69세,"33,303","2,220","1,035","1,055","2,172","1,735","1,065","1,082","1,935","1,724","1,192",642,"2,326","1,191","1,580","2,192","1,482","1,374","1,239","1,925","1,050","1,069","2,018"
2021년05월_남_70~79세,"14,190",980,575,507,978,754,471,526,789,872,462,243,867,471,632,804,512,732,563,726,400,480,846
2021년05월_남_80~89세,"4,862",399,167,174,337,251,196,161,233,339,195,55,315,152,171,284,190,207,192,242,122,180,300
2021년05월_남_90~99세,430,38,18,21,22,27,10,16,22,34,17,7,19,7,26,37,11,20,11,27,9,16,15
2021년05월_남_100세 이상,22,1,0,0,1,2,1,0,1,2,0,4,2,0,3,0,0,0,3,0,0,0,2
2021년05월_여_총인구수,"248,323","19,192","7,679","6,462","18,336","16,420","7,676","6,535","16,009","11,436","9,394","3,264","17,552","8,072","9,748","17,342","14,976","8,152","9,748","16,305","6,162","6,626","11,237"
2021년05월_여_연령구간인구수,"248,323","19,192","7,679","6,462","18,336","16,420","7,676","6,535","16,009","11,436","9,394","3,264","17,552","8,072","9,748","17,342","14,976","8,152","9,748","16,305","6,162","6,626","11,237"
2021년05월_여_0~9세,"15,551","1,138",422,299,"1,187","1,183",483,297,"1,303",552,576,171,"1,317",427,565,"1,100","1,173",408,668,904,468,350,560
2021년05월_여_10~19세,"20,406","1,439",564,401,"1,115","1,129",441,471,"1,781",942,842,252,"1,397",545,674,"1,723","2,014",511,878,"1,595",484,507,701
2021년05월_여_20~29세,"33,500","3,125",996,768,"2,968","2,592","1,098",745,"1,926","1,338","1,283",392,"2,351","1,173","1,199","2,221","1,801",985,"1,245","2,344",682,809,"1,459"
