카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2021년04월_계_80~89세,"27,018","5,798",868,916,514,935,491,844,712,518,"3,012",620,302,358,695,537,266,234,"7,246",334,468,315,516,286,47,811,541,681,451,473,594,929,383,417,"5,531","1,442",590,359,553,376,357,628,290,258,303,259,116,"5,431",718,667,373,371,316,297,316,446,307,484,349,256,531
2021년04월_계_90~99세,"3,620",828,101,152,75,133,68,104,115,80,447,89,54,62,93,79,36,34,"1,059",69,81,58,93,38,8,123,79,84,48,50,86,127,45,70,609,141,59,56,53,43,38,81,35,21,41,28,13,677,92,77,46,40,39,44,42,53,28,53,47,44,72
2021년04월_계_100세 이상,153,37,5,7,3,9,1,6,5,1,10,3,1,4,1,1,0,0,55,1,1,1,1,0,2,5,4,8,3,4,16,3,3,3,34,3,7,1,2,6,3,1,4,1,2,2,2,17,3,1,0,3,1,2,1,1,1,2,1,0,1
2021년04월_남_총인구수,"524,287","132,638","10,109","21,916","3,631","25,673","19,285","21,339","15,761","14,924","108,658","20,927","12,582","14,055","22,504","20,747","13,748","4,095","89,323","2,203","6,274","1,858","1,963","7,046",515,"19,944","5,486","7,135","4,443","5,251","7,910","9,676","3,461","6,158","94,775","32,233","5,120","4,961","8,500","3,122","5,582","15,574","4,757","3,832","4,496","4,748","1,850","98,893","8,839","4,256","2,487","5,709","3,718","8,886","4,533","10,722","5,005","12,943","6,537","3,288","21,970"
2021년04월_남_연령구간인구수,"524,287","132,638","10,109","21,916","3,631","25,673","19,285","21,339","15,761","14,924","108,658","20,927","12,582","14,055","22,504","20,747","13,748","4,095","89,323","2,203","6,274","1,858","1,963","7,046",515,"19,944","5,486","7,135","4,443","5,251","7,910","9,676","3,461","6,158","94,775","32,233","5,120","4,961","8,500","3,122","5,582","15,574","4,757","3,832","4,496","4,748","1,850","98,893","8,839","4,256","2,487","5,709","3,718","8,886","4,533","10,722","5,005","12,943","6,537","3,288","21,970"
2021년04월_남_0~9세,"42,250","10,745",555,"3,324",132,"2,132","1,551","1,199",726,"1,126","8,180","1,623",622,"1,035","1,724","1,826","1,121",229,"6,862",63,580,34,23,"1,115",25,"2,161",248,458,208,260,622,531,161,373,"6,612","2,530",200,342,573,81,295,"1,589",342,132,187,266,75,"9,851",750,188,92,556,285,747,188,"1,212",543,"1,816",964,262,"2,248"
2021년04월_남_10~19세,"51,601","12,270","1,002","1,935",213,"2,419","2,040","2,087","1,153","1,421","11,889","2,764",757,"1,765","2,491","2,082","1,633",397,"7,259",78,537,77,75,613,18,"2,019",335,701,336,485,677,616,226,466,"9,345","4,168",305,412,653,171,446,"1,786",289,256,339,400,120,"10,838",914,350,150,525,400,"1,248",303,"1,161",629,"1,633",480,353,"2,692"
2021년04월_남_20~29세,"71,724","19,575","1,325","2,083",358,"3,827","3,087","3,560","2,806","2,529","17,807","3,126","2,540","2,313","3,543","3,394","2,279",612,"10,601",194,581,156,149,615,73,"2,762",950,878,590,660,841,"1,042",359,751,"12,080","4,523",531,588,954,332,742,"1,875",616,506,552,650,211,"11,661","1,324",492,280,636,431,"1,222",634,"1,250",653,"1,263",646,354,"2,476"
2021년04월_남_30~39세,"70,087","18,452",965,"3,878",397,"3,750","2,889","2,279","2,182","2,112","15,449","2,239","2,529","1,818","3,264","3,252","1,798",549,"11,240",177,760,125,102,"1,165",57,"2,994",598,784,470,520,"1,048","1,219",433,788,"11,143","3,250",549,693,"1,252",308,696,"1,960",683,451,490,579,232,"13,803","1,209",389,211,812,426,"1,119",609,"1,610",653,"1,814","1,244",374,"3,333"
2021년04월_남_40~49세,"85,057","20,515","1,611","3,907",461,"4,016","2,959","3,189","2,191","2,181","16,871","3,428","2,019","2,126","3,548","3,110","1,996",644,"13,858",266,"1,068",200,174,"1,324",58,"3,133",728,"1,132",617,724,"1,268","1,641",548,977,"15,169","5,447",760,724,"1,287",404,839,"2,731",730,585,623,722,317,"18,644","1,548",612,344,902,647,"1,627",745,"1,922",851,"2,590","1,122",579,"5,155"
2021년04월_남_50~59세,"91,941","24,504","1,982","2,967",669,"4,696","3,785","4,480","3,041","2,884","20,848","4,090","2,199","2,788","4,154","3,961","2,947",709,"14,744",401,"1,075",396,406,958,91,"3,066",921,"1,183",820,899,"1,263","1,629",592,"1,044","16,964","6,333",878,771,"1,398",585,941,"2,501",799,698,880,818,362,"14,881","1,206",699,454,897,561,"1,446",768,"1,655",699,"1,659",909,566,"3,362"
2021년04월_남_60~69세,"72,261","18,125","1,626","2,622",846,"3,305","2,196","3,128","2,529","1,873","13,257","2,643","1,368","1,737","2,897","2,421","1,583",608,"14,564",589,991,495,533,793,115,"2,435",961,"1,119",838,998,"1,290","1,715",661,"1,031","14,534","3,957","1,040",868,"1,396",721,983,"2,054",788,704,882,804,337,"11,781",997,717,501,833,556,994,793,"1,306",601,"1,462",748,504,"1,769"
2021년04월_남_70~79세,"29,586","6,471",768,913,400,"1,204",597,"1,082",884,623,"3,397",806,424,352,690,544,325,256,"7,531",329,515,268,328,359,62,"1,084",548,636,400,530,673,925,330,544,"6,813","1,548",620,435,769,355,502,807,400,409,419,396,153,"5,374",600,521,312,413,297,358,382,457,278,513,292,223,728
2021년04월_남_80~89세,"9,077","1,828",266,266,140,296,167,306,228,159,880,197,113,106,175,145,61,83,"2,449",95,154,100,156,95,11,275,183,222,154,166,204,331,137,166,"1,998",462,225,116,205,146,133,257,103,86,116,107,42,"1,922",270,269,131,126,111,113,107,137,92,186,120,67,193
2021년04월_남_90~99세,674,146,9,20,13,27,14,28,20,15,78,11,11,14,18,11,5,8,205,11,13,7,17,9,5,15,13,22,10,8,16,27,14,18,111,15,12,12,12,15,5,14,6,5,8,6,1,134,20,18,12,9,3,12,4,12,6,7,12,6,13
2021년04월_남_100세 이상,29,7,0,1,2,1,0,1,1,1,2,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,6,0,0,0,1,4,0,0,1,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1
2021년04월_여_총인구수,"510,418","127,985","9,772","21,528","3,518","25,063","18,320","20,483","14,477","14,824","104,004","20,565","10,328","13,872","22,755","20,101","12,650","3,733","90,111","2,046","5,941","1,611","1,971","7,125",465,"20,129","5,650","7,540","4,693","5,386","8,059","9,873","3,355","6,267","94,359","31,772","5,206","5,116","8,527","3,065","5,546","15,954","4,616","3,809","4,514","4,774","1,460","93,959","8,227","4,346","2,435","5,551","3,778","8,469","4,026","10,734","5,176","12,942","6,325","3,143","18,807"
2021년04월_여_연령구간인구수,"510,418","127,985","9,772","21,528","3,518","25,063","18,320","20,483","14,477","14,824","104,004","20,565","10,328","13,872","22,755","20,101","12,650","3,733","90,111","2,046","5,941","1,611","1,971","7,125",465,"20,129","5,650","7,540","4,693","5,386","8,059","9,873","3,355","6,267","94,359","31,772","5,206","5,116","8,527","3,065","5,546","15,954","4,616","3,809","4,514","4,774","1,460","93,959","8,227","4,346","2,435","5,551","3,778","8,469","4,026","10,734","5,176","12,942","6,325","3,143","18,807"
2021년04월_여_0~9세,"39,576","10,194",570,"3,111",110,"2,120","1,492","1,112",706,973,"7,792","1,554",542,"1,004","1,648","1,776","1,039",229,"6,327",50,499,30,29,"1,025",22,"2,071",239,390,198,210,571,493,154,346,"6,251","2,392",176,314,541,71,258,"1,536",312,133,210,236,72,"9,012",732,147,77,467,255,702,169,"1,159",498,"1,596",842,229,"2,139"
2021년04월_여_10~19세,"46,977","10,933",829,"1,867",166,"2,191","1,770","1,815","1,049","1,246","10,655","2,464",685,"1,568","2,260","1,920","1,404",354,"6,758",72,498,61,63,617,20,"1,859",362,655,372,361,629,537,179,473,"8,525","3,760",298,375,583,153,390,"1,636",295,210,326,401,98,"10,106",904,295,128,471,344,"1,159",235,"1,081",569,"1,606",490,334,"2,490"
2021년04월_여_20~29세,"56,700","15,607",927,"1,743",268,"3,148","2,493","2,861","2,071","2,096","13,985","2,409","1,987","1,804","2,969","2,645","1,781",390,"8,566",94,474,104,72,573,57,"2,146",754,711,500,505,719,957,262,638,"9,740","3,615",391,539,850,241,576,"1,455",510,437,403,615,108,"8,802",776,329,194,502,352,938,418,"1,037",516,"1,023",604,255,"1,858"
2021년04월_여_30~39세,"62,387","16,422",817,"4,033",248,"3,304","2,555","1,994","1,572","1,899","13,470","2,254","1,733","1,633","3,000","2,931","1,534",385,"9,982",100,675,74,75,"1,229",48,"2,883",502,686,372,410,912,"1,034",297,685,"9,993","3,179",369,625,"1,056",228,581,"2,058",571,315,370,490,151,"12,520",960,299,156,689,372,995,380,"1,578",636,"2,021","1,223",339,"2,872"
2021년04월_여_40~49세,"82,076","20,056","1,512","3,430",315,"3,968","3,203","3,202","2,010","2,416","18,218","3,873","1,555","2,557","4,057","3,331","2,256",589,"12,484",125,879,115,115,"1,179",58,"3,225",621,"1,095",584,712,"1,158","1,333",434,851,"14,593","5,883",600,644,"1,072",299,741,"2,845",592,504,567,645,201,"16,725","1,383",559,257,839,612,"1,761",535,"1,869",874,"2,473",963,511,"4,089"
2021년04월_여_50~59세,"93,250","25,449","1,914","3,174",649,"4,969","3,811","4,646","3,038","3,248","22,144","4,241","1,925","3,160","4,888","4,303","2,913",714,"14,790",365,914,303,307,964,64,"3,304",941,"1,268",892,"1,026","1,237","1,606",555,"1,044","17,111","6,088",856,823,"1,474",560,979,"2,778",825,679,885,887,277,"13,756",995,680,397,922,599,"1,321",751,"1,778",714,"1,812",858,506,"2,423"
2021년04월_여_60~69세,"73,642","17,578","1,608","2,434",808,"3,357","1,987","3,037","2,495","1,852","11,559","2,424","1,275","1,436","2,494","2,098","1,210",622,"16,210",569,"1,067",392,457,927,104,"2,747","1,121","1,336",926,"1,151","1,460","1,991",743,"1,219","15,897","3,858","1,280",962,"1,630",754,"1,195","2,243",838,888,"1,044",904,301,"12,398","1,135",862,534,916,643,975,871,"1,322",724,"1,472",724,492,"1,728"
2021년04월_여_70~79세,"34,799","7,064",896,948,517,"1,253",630,"1,197",953,670,"3,672",842,393,407,843,637,277,273,"9,298",373,552,265,416,391,51,"1,245",683,870,511,659,905,"1,221",451,705,"8,190","1,888",817,546,931,499,566,964,454,454,487,420,164,"6,575",820,718,416,466,360,400,419,559,407,593,356,250,811
2021년04월_여_80~89세,"17,941","3,970",602,650,374,639,324,538,484,359,"2,132",423,189,252,520,392,205,151,"4,797",239,314,215,360,191,36,536,358,459,297,307,390,598,246,251,"3,533",980,365,243,348,230,224,371,187,172,187,152,74,"3,509",448,398,242,245,205,184,209,309,215,298,229,189,338
2021년04월_여_90~99세,"2,946",682,92,132,62,106,54,76,95,65,369,78,43,48,75,68,31,26,854,58,68,51,76,29,3,108,66,62,38,42,70,100,31,52,498,126,47,44,41,28,33,67,29,16,33,22,12,543,72,59,34,31,36,32,38,41,22,46,35,38,59
2021년04월_여_100세 이상,124,30,5,6,1,8,1,5,4,0,8,3,1,3,1,0,0,0,45,1,1,1,1,0,2,5,3,8,3,3,8,3,3,3,28,3,7,1,1,2,3,1,3,1,2,2,2,13,2,0,0,3,0,2,1,1,1,2,1,0,0
