카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년01월_계_총인구수,"494,487","37,328","15,903","13,150","36,606","33,140","14,925","13,401","31,889","22,382","18,064","6,972","35,001","16,572","19,294","34,349","29,386","16,631","18,403","31,853","12,852","12,828","23,558"
2021년01월_계_연령구간인구수,"494,487","37,328","15,903","13,150","36,606","33,140","14,925","13,401","31,889","22,382","18,064","6,972","35,001","16,572","19,294","34,349","29,386","16,631","18,403","31,853","12,852","12,828","23,558"
2021년01월_계_0~9세,"32,613","2,342",864,621,"2,515","2,477","1,039",643,"2,719","1,219","1,211",328,"2,761",876,"1,205","2,407","2,458",866,"1,261","1,900","1,065",674,"1,162"
2021년01월_계_10~19세,"42,979","2,935","1,230",867,"2,390","2,343",881,"1,012","3,781","2,019","1,754",514,"2,963","1,281","1,471","3,577","4,212","1,095","1,656","3,352","1,062","1,017","1,567"
2021년01월_계_20~29세,"70,016","6,075","2,128","1,687","5,861","5,198","2,155","1,741","4,097","2,942","2,683",898,"4,911","2,581","2,562","4,793","3,766","2,162","2,576","4,836","1,640","1,653","3,071"
2021년01월_계_30~39세,"67,213","5,992","2,252","1,694","6,494","6,040","2,373","1,574","3,758","2,376","2,154",804,"5,158","2,190","2,732","3,967","2,985","2,057","2,442","4,031","1,799","1,404","2,937"
2021년01월_계_40~49세,"77,169","5,726","2,464","1,901","5,643","5,342","2,191","1,834","5,543","3,142","2,802","1,083","5,292","2,401","2,543","5,681","5,855","2,403","2,881","5,227","1,842","1,935","3,438"
2021년01월_계_50~59세,"90,010","6,168","2,817","2,407","6,105","5,402","2,556","2,601","5,735","4,038","3,391","1,460","6,422","3,310","3,587","6,590","5,322","2,996","3,349","6,263","2,192","2,511","4,788"
2021년01월_계_60~69세,"66,619","4,663","2,294","2,143","4,400","3,701","2,144","2,269","3,806","3,568","2,386","1,151","4,581","2,379","3,093","4,229","2,870","2,846","2,458","3,720","2,016","2,045","3,857"
2021년01월_계_70~79세,"31,497","2,191","1,295","1,201","2,164","1,741","1,014","1,125","1,652","1,917","1,037",500,"1,936","1,052","1,347","1,896","1,236","1,553","1,218","1,640",846,"1,070","1,866"
2021년01월_계_80~89세,"14,053","1,049",472,529,899,763,498,501,683,978,562,182,867,431,637,"1,031",576,583,500,760,340,443,769
2021년01월_계_90~99세,"2,112",173,76,89,119,120,64,84,106,167,82,40,104,66,113,169,103,65,54,121,44,64,89
2021년01월_계_100세 이상,206,14,11,11,16,13,10,17,9,16,2,12,6,5,4,9,3,5,8,3,6,12,14
2021년01월_남_총인구수,"244,412","17,952","7,923","6,521","18,103","16,372","7,374","6,785","15,709","10,884","8,612","3,733","17,546","8,369","9,410","16,829","14,280","8,357","8,980","15,361","6,591","6,553","12,168"
2021년01월_남_연령구간인구수,"244,412","17,952","7,923","6,521","18,103","16,372","7,374","6,785","15,709","10,884","8,612","3,733","17,546","8,369","9,410","16,829","14,280","8,357","8,980","15,361","6,591","6,553","12,168"
2021년01월_남_0~9세,"16,703","1,174",427,325,"1,286","1,241",559,345,"1,380",641,628,157,"1,453",434,603,"1,245","1,255",438,624,975,571,371,571
2021년01월_남_10~19세,"22,258","1,452",629,458,"1,250","1,178",455,527,"1,990","1,082",890,258,"1,572",711,778,"1,834","2,163",573,816,"1,686",568,541,847
2021년01월_남_20~29세,"36,027","2,922","1,120",887,"2,904","2,583","1,050",956,"2,162","1,560","1,354",507,"2,555","1,382","1,337","2,507","1,930","1,141","1,332","2,434",925,868,"1,611"
2021년01월_남_30~39세,"34,690","3,093","1,216",906,"3,374","3,221","1,201",862,"1,791","1,218","1,051",448,"2,657","1,171","1,394","2,033","1,420","1,097","1,220","1,975",955,761,"1,626"
2021년01월_남_40~49세,"38,818","2,799","1,295",996,"2,877","2,821","1,180",963,"2,692","1,557","1,311",606,"2,714","1,261","1,291","2,730","2,674","1,314","1,439","2,457",973,998,"1,870"
2021년01월_남_50~59세,"44,082","2,923","1,398","1,187","2,980","2,593","1,225","1,341","2,761","1,903","1,557",822,"3,160","1,617","1,645","3,283","2,707","1,503","1,598","2,992","1,042","1,339","2,506"
2021년01월_남_60~69세,"32,391","2,159","1,053","1,051","2,103","1,714","1,044","1,095","1,889","1,683","1,166",629,"2,238","1,161","1,539","2,082","1,411","1,340","1,185","1,852","1,024","1,009","1,964"
2021년01월_남_70~79세,"14,214",993,592,506,970,746,467,514,789,880,453,244,876,476,624,801,521,721,572,725,398,479,867
2021년01월_남_80~89세,"4,767",397,170,178,328,249,181,164,234,326,186,50,304,148,175,278,186,212,177,240,125,169,290
2021년01월_남_90~99세,415,39,20,21,24,25,11,15,19,31,15,8,16,8,21,35,13,17,14,25,8,16,14
2021년01월_남_100세 이상,47,1,3,6,7,1,1,3,2,3,1,4,1,0,3,1,0,1,3,0,2,2,2
2021년01월_여_총인구수,"250,075","19,376","7,980","6,629","18,503","16,768","7,551","6,616","16,180","11,498","9,452","3,239","17,455","8,203","9,884","17,520","15,106","8,274","9,423","16,492","6,261","6,275","11,390"
2021년01월_여_연령구간인구수,"250,075","19,376","7,980","6,629","18,503","16,768","7,551","6,616","16,180","11,498","9,452","3,239","17,455","8,203","9,884","17,520","15,106","8,274","9,423","16,492","6,261","6,275","11,390"
2021년01월_여_0~9세,"15,910","1,168",437,296,"1,229","1,236",480,298,"1,339",578,583,171,"1,308",442,602,"1,162","1,203",428,637,925,494,303,591
2021년01월_여_10~19세,"20,721","1,483",601,409,"1,140","1,165",426,485,"1,791",937,864,256,"1,391",570,693,"1,743","2,049",522,840,"1,666",494,476,720
2021년01월_여_20~29세,"33,989","3,153","1,008",800,"2,957","2,615","1,105",785,"1,935","1,382","1,329",391,"2,356","1,199","1,225","2,286","1,836","1,021","1,244","2,402",715,785,"1,460"
2021년01월_여_30~39세,"32,523","2,899","1,036",788,"3,120","2,819","1,172",712,"1,967","1,158","1,103",356,"2,501","1,019","1,338","1,934","1,565",960,"1,222","2,056",844,643,"1,311"
2021년01월_여_40~49세,"38,351","2,927","1,169",905,"2,766","2,521","1,011",871,"2,851","1,585","1,491",477,"2,578","1,140","1,252","2,951","3,181","1,089","1,442","2,770",869,937,"1,568"
2021년01월_여_50~59세,"45,928","3,245","1,419","1,220","3,125","2,809","1,331","1,260","2,974","2,135","1,834",638,"3,262","1,693","1,942","3,307","2,615","1,493","1,751","3,271","1,150","1,172","2,282"
2021년01월_여_60~69세,"34,228","2,504","1,241","1,092","2,297","1,987","1,100","1,174","1,917","1,885","1,220",522,"2,343","1,218","1,554","2,147","1,459","1,506","1,273","1,868",992,"1,036","1,893"
2021년01월_여_70~79세,"17,283","1,198",703,695,"1,194",995,547,611,863,"1,037",584,256,"1,060",576,723,"1,095",715,832,646,915,448,591,999
2021년01월_여_80~89세,"9,286",652,302,351,571,514,317,337,449,652,376,132,563,283,462,753,390,371,323,520,215,274,479
2021년01월_여_90~99세,"1,697",134,56,68,95,95,53,69,87,136,67,32,88,58,92,134,90,48,40,96,36,48,75
2021년01월_여_100세 이상,159,13,8,5,9,12,9,14,7,13,1,8,5,5,1,8,3,4,5,3,4,10,12
