카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년12월_계_총인구수,"930,948","235,988","13,436","20,263","11,325","15,395","15,402","13,336","13,224","12,388","15,851","15,614","5,372","9,896","10,955","45,333","4,661","10,478","3,059","210,777","33,802","12,093","6,713","25,814","10,335","23,824","25,256","12,901","12,223","20,520","27,296","484,183","25,713","17,620","10,478","13,729","19,296","30,475","15,413","16,592","31,856","18,309","25,273","13,280","17,231","16,423","28,163","26,442","24,442","26,907","27,934","17,173","30,543","30,891"
2021년12월_계_연령구간인구수,"930,948","235,988","13,436","20,263","11,325","15,395","15,402","13,336","13,224","12,388","15,851","15,614","5,372","9,896","10,955","45,333","4,661","10,478","3,059","210,777","33,802","12,093","6,713","25,814","10,335","23,824","25,256","12,901","12,223","20,520","27,296","484,183","25,713","17,620","10,478","13,729","19,296","30,475","15,413","16,592","31,856","18,309","25,273","13,280","17,231","16,423","28,163","26,442","24,442","26,907","27,934","17,173","30,543","30,891"
2021년12월_계_0~9세,"65,673","14,911",460,"1,776",413,485,701,557,621,340,698,984,295,500,637,"4,682",481,"1,131",150,"12,166","1,465",791,376,"1,355",574,"1,163","1,520",447,511,"1,308","2,656","38,596","1,820","1,195","1,109",903,"1,367","1,944",850,"1,510","2,284","1,334","2,115",926,"1,211","1,211","2,019","3,087","2,508","2,513","1,765","1,229","2,058","3,638"
2021년12월_계_10~19세,"85,554","16,814",695,"1,570",627,688,"1,035",887,"1,111",610,"1,037","1,276",472,913,444,"4,211",443,656,139,"15,618","1,824",794,418,"1,911",963,"1,826","1,739",867,816,"1,670","2,790","53,122","2,838","2,148","1,989","2,408","1,849","3,238","1,281","1,912","4,243","2,198","3,028","1,752","1,252","1,741","1,901","3,668","2,980","3,027","2,260","1,544","2,538","3,327"
2021년12월_계_20~29세,"127,520","33,642","1,949","2,549","1,672","2,799","2,454","1,874","2,055","1,719","2,291","2,064",658,"1,357","2,243","5,314",755,"1,411",478,"29,885","5,815","1,351",855,"3,822","1,813","3,521","3,310","1,591","1,719","2,945","3,143","63,993","3,606","2,343",919,"1,836","2,996","4,607","1,948","2,066","4,399","2,632","3,221","1,736","2,595","1,985","3,876","2,687","3,001","3,678","3,808","2,604","4,228","3,222"
2021년12월_계_30~39세,"135,164","34,981","1,843","3,289","1,543","2,195","2,136","1,702","1,636","1,450","2,020","2,183",666,"1,051","2,459","7,012",866,"2,400",530,"30,636","5,850","1,674","1,077","3,779","1,324","3,005","3,961","1,500","1,546","2,827","4,093","69,547","3,541","2,340",799,"1,411","3,322","4,792","2,851","2,396","4,176","2,344","3,461","1,315","2,779","2,049","5,149","3,466","3,409","3,478","4,425","2,644","4,470","4,930"
2021년12월_계_40~49세,"153,076","36,276","1,971","3,093","1,692","2,044","2,128","1,903","2,019","1,658","2,240","2,344",880,"1,612","1,967","8,147",726,"1,434",418,"31,570","4,740","1,946",968,"3,846","1,515","3,449","3,799","1,807","1,686","2,905","4,909","85,230","4,353","3,535","2,545","3,034","3,110","5,781","2,483","3,060","6,073","3,080","4,344","2,196","2,609","2,677","4,091","5,593","4,551","4,559","4,174","2,807","4,698","5,877"
2021년12월_계_50~59세,"155,353","40,067","2,524","3,463","2,163","2,628","2,761","2,515","2,322","2,515","2,795","2,691",886,"1,761","1,452","7,088",590,"1,473",440,"36,767","5,459","2,198","1,180","4,363","1,737","4,328","4,459","2,718","2,421","3,710","4,194","78,519","4,205","2,913","1,557","2,197","2,918","4,810","2,336","2,648","5,115","3,302","4,154","2,398","2,668","2,558","4,425","4,117","3,999","4,825","4,528","2,872","5,115","4,859"
2021년12월_계_60~69세,"120,379","34,874","2,367","2,927","1,848","2,516","2,319","2,265","1,910","2,377","2,749","2,293",830,"1,496","1,089","5,713",492,"1,167",516,"32,076","4,891","2,000","1,125","4,009","1,359","3,593","3,950","2,359","2,130","3,318","3,342","53,429","3,048","1,438",779,"1,154","2,173","2,623","1,841","1,532","2,948","2,078","2,778","1,698","2,362","2,316","3,994","2,405","2,506","3,032","3,674","1,940","3,783","3,327"
2021년12월_계_70~79세,"57,626","16,864","1,126","1,160",975,"1,408","1,251","1,117","1,023","1,192","1,451","1,185",480,832,485,"2,114",207,584,274,"15,156","2,558",951,492,"1,863",719,"2,013","1,731","1,109",989,"1,251","1,480","25,606","1,401",911,460,496,"1,052","1,596","1,044",808,"1,523",799,"1,360",778,"1,178","1,181","1,744",963,969,"1,220","1,964",930,"2,086","1,143"
