카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년12월_계_80~89세,"26,243","6,655",450,368,345,569,539,457,483,460,522,527,181,333,141,907,83,196,94,"6,024","1,039",336,197,768,302,834,685,435,352,492,584,"13,564",760,681,272,255,430,954,655,541,927,455,652,397,484,604,820,389,441,486,"1,107",499,"1,283",472
2021년12월_계_90~99세,"4,228",870,50,66,46,59,77,58,43,62,45,63,23,39,38,141,18,25,17,852,152,52,23,94,29,91,100,62,52,93,104,"2,506",135,114,47,34,77,124,120,118,162,87,154,83,90,99,136,65,74,88,226,103,276,94
2021년12월_계_100세 이상,132,34,1,2,1,4,1,1,1,5,3,4,1,2,0,4,0,1,3,27,9,0,2,4,0,1,2,6,1,1,1,71,6,2,2,1,2,6,4,1,6,0,6,1,3,2,8,2,4,1,3,1,8,2
2021년12월_남_총인구수,"461,131","119,517","7,096","9,885","5,986","7,923","7,759","6,857","6,698","6,472","8,018","7,672","2,724","4,903","6,109","22,124","2,480","5,199","1,612","106,772","17,605","6,350","3,470","12,732","5,081","11,790","13,098","6,711","6,385","10,339","13,211","234,842","12,638","8,395","5,098","6,845","9,670","14,339","7,298","8,045","15,399","9,052","12,338","6,471","8,560","7,818","13,859","12,997","11,890","12,995","13,115","8,303","14,612","15,105"
2021년12월_남_연령구간인구수,"461,131","119,517","7,096","9,885","5,986","7,923","7,759","6,857","6,698","6,472","8,018","7,672","2,724","4,903","6,109","22,124","2,480","5,199","1,612","106,772","17,605","6,350","3,470","12,732","5,081","11,790","13,098","6,711","6,385","10,339","13,211","234,842","12,638","8,395","5,098","6,845","9,670","14,339","7,298","8,045","15,399","9,052","12,338","6,471","8,560","7,818","13,859","12,997","11,890","12,995","13,115","8,303","14,612","15,105"
2021년12월_남_0~9세,"33,541","7,547",229,868,191,263,345,285,315,172,341,497,163,253,320,"2,396",241,590,78,"6,214",728,412,190,680,326,599,783,216,257,647,"1,376","19,780",930,608,542,476,706,983,463,770,"1,192",696,"1,107",472,608,589,"1,034","1,587","1,299","1,292",906,631,"1,006","1,883"
2021년12월_남_10~19세,"43,856","8,619",378,784,348,354,548,434,564,334,548,672,237,457,236,"2,069",242,333,81,"8,070",934,424,220,943,467,955,907,436,434,910,"1,440","27,167","1,487","1,118","1,013","1,249",945,"1,579",691,997,"2,138","1,153","1,531",914,664,898,946,"1,908","1,506","1,572","1,110",754,"1,329","1,665"
2021년12월_남_20~29세,"65,418","17,690","1,037","1,280",882,"1,459","1,285","1,058","1,112",929,"1,215","1,063",362,720,"1,222","2,642",484,671,269,"15,493","2,991",727,434,"1,887",898,"1,840","1,790",861,909,"1,565","1,591","32,235","1,884","1,147",491,966,"1,587","2,105",969,"1,075","2,183","1,381","1,666",902,"1,339",965,"1,995","1,350","1,503","1,841","1,843","1,285","2,140","1,618"
2021년12월_남_30~39세,"69,035","18,737","1,081","1,651",908,"1,249","1,191",951,911,856,"1,109","1,146",367,555,"1,477","3,289",458,"1,237",301,"16,600","3,372",884,592,"1,986",681,"1,645","2,221",857,901,"1,501","1,960","33,698","1,794","1,106",325,734,"1,761","2,191","1,433","1,141","2,029","1,198","1,689",592,"1,427",952,"2,775","1,512","1,537","1,623","2,128","1,324","2,192","2,235"
2021년12월_남_40~49세,"75,334","19,143","1,157","1,518",943,"1,153","1,122",999,"1,028",932,"1,159","1,200",469,809,"1,202","4,103",381,751,217,"16,557","2,651","1,066",532,"1,940",747,"1,726","2,114",995,926,"1,476","2,384","39,634","2,033","1,539","1,148","1,372","1,466","2,553","1,127","1,429","2,762","1,395","1,990",966,"1,279","1,226","2,076","2,634","2,204","2,147","1,929","1,333","2,167","2,859"
2021년12월_남_50~59세,"77,810","20,519","1,407","1,651","1,192","1,383","1,407","1,344","1,197","1,387","1,399","1,301",443,893,805,"3,448",306,723,233,"18,690","2,826","1,229",606,"2,191",862,"2,170","2,259","1,496","1,273","1,789","1,989","38,601","2,018","1,496",868,"1,151","1,440","2,419","1,124","1,315","2,547","1,604","2,067","1,176","1,293","1,217","2,053","2,155","1,996","2,294","2,127","1,383","2,453","2,405"
2021년12월_남_60~69세,"58,860","16,984","1,160","1,396",940,"1,222","1,110","1,131",931,"1,174","1,338","1,068",397,715,540,"2,815",232,562,253,"15,829","2,473","1,034",580,"1,912",662,"1,698","1,969","1,182","1,092","1,683","1,544","26,047","1,464",710,382,570,"1,048","1,262",871,728,"1,446","1,051","1,345",876,"1,163","1,148","1,902","1,214","1,203","1,477","1,742",948,"1,829","1,668"
2021년12월_남_70~79세,"26,212","7,631",494,581,434,604,553,477,442,518,668,515,210,361,238,"1,020",102,273,141,"6,956","1,192",426,229,872,329,829,790,523,470,592,704,"11,625",663,374,208,225,504,749,404,335,673,377,632,375,559,542,779,457,458,560,852,410,917,572
2021년12월_남_80~89세,"9,970","2,434",143,137,134,222,185,160,192,155,229,194,70,129,62,303,29,55,35,"2,202",399,137,84,303,107,311,245,134,116,162,204,"5,334",322,258,111,94,196,445,188,214,381,176,270,173,200,250,274,166,166,168,411,202,489,180
2021년12월_남_90~99세,"1,065",205,10,19,14,14,13,17,6,15,9,15,6,10,7,37,5,4,4,157,37,11,3,18,2,17,19,10,7,14,19,703,42,39,8,8,17,49,27,40,47,21,38,24,27,31,25,13,17,21,67,33,89,20
2021년12월_남_100세 이상,30,8,0,0,0,0,0,1,0,0,3,1,0,1,0,2,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,18,1,0,2,0,0,4,1,1,1,0,3,1,1,0,0,1,1,0,0,0,1,0
2021년12월_여_총인구수,"469,817","116,471","6,340","10,378","5,339","7,472","7,643","6,479","6,526","5,916","7,833","7,942","2,648","4,993","4,846","23,209","2,181","5,279","1,447","104,005","16,197","5,743","3,243","13,082","5,254","12,034","12,158","6,190","5,838","10,181","14,085","249,341","13,075","9,225","5,380","6,884","9,626","16,136","8,115","8,547","16,457","9,257","12,935","6,809","8,671","8,605","14,304","13,445","12,552","13,912","14,819","8,870","15,931","15,786"
2021년12월_여_연령구간인구수,"469,817","116,471","6,340","10,378","5,339","7,472","7,643","6,479","6,526","5,916","7,833","7,942","2,648","4,993","4,846","23,209","2,181","5,279","1,447","104,005","16,197","5,743","3,243","13,082","5,254","12,034","12,158","6,190","5,838","10,181","14,085","249,341","13,075","9,225","5,380","6,884","9,626","16,136","8,115","8,547","16,457","9,257","12,935","6,809","8,671","8,605","14,304","13,445","12,552","13,912","14,819","8,870","15,931","15,786"
2021년12월_여_0~9세,"32,132","7,364",231,908,222,222,356,272,306,168,357,487,132,247,317,"2,286",240,541,72,"5,952",737,379,186,675,248,564,737,231,254,661,"1,280","18,816",890,587,567,427,661,961,387,740,"1,092",638,"1,008",454,603,622,985,"1,500","1,209","1,221",859,598,"1,052","1,755"
2021년12월_여_10~19세,"41,698","8,195",317,786,279,334,487,453,547,276,489,604,235,456,208,"2,142",201,323,58,"7,548",890,370,198,968,496,871,832,431,382,760,"1,350","25,955","1,351","1,030",976,"1,159",904,"1,659",590,915,"2,105","1,045","1,497",838,588,843,955,"1,760","1,474","1,455","1,150",790,"1,209","1,662"
2021년12월_여_20~29세,"62,102","15,952",912,"1,269",790,"1,340","1,169",816,943,790,"1,076","1,001",296,637,"1,021","2,672",271,740,209,"14,392","2,824",624,421,"1,935",915,"1,681","1,520",730,810,"1,380","1,552","31,758","1,722","1,196",428,870,"1,409","2,502",979,991,"2,216","1,251","1,555",834,"1,256","1,020","1,881","1,337","1,498","1,837","1,965","1,319","2,088","1,604"
2021년12월_여_30~39세,"66,129","16,244",762,"1,638",635,946,945,751,725,594,911,"1,037",299,496,982,"3,723",408,"1,163",229,"14,036","2,478",790,485,"1,793",643,"1,360","1,740",643,645,"1,326","2,133","35,849","1,747","1,234",474,677,"1,561","2,601","1,418","1,255","2,147","1,146","1,772",723,"1,352","1,097","2,374","1,954","1,872","1,855","2,297","1,320","2,278","2,695"
2021년12월_여_40~49세,"77,742","17,133",814,"1,575",749,891,"1,006",904,991,726,"1,081","1,144",411,803,765,"4,044",345,683,201,"15,013","2,089",880,436,"1,906",768,"1,723","1,685",812,760,"1,429","2,525","45,596","2,320","1,996","1,397","1,662","1,644","3,228","1,356","1,631","3,311","1,685","2,354","1,230","1,330","1,451","2,015","2,959","2,347","2,412","2,245","1,474","2,531","3,018"
2021년12월_여_50~59세,"77,543","19,548","1,117","1,812",971,"1,245","1,354","1,171","1,125","1,128","1,396","1,390",443,868,647,"3,640",284,750,207,"18,077","2,633",969,574,"2,172",875,"2,158","2,200","1,222","1,148","1,921","2,205","39,918","2,187","1,417",689,"1,046","1,478","2,391","1,212","1,333","2,568","1,698","2,087","1,222","1,375","1,341","2,372","1,962","2,003","2,531","2,401","1,489","2,662","2,454"
2021년12월_여_60~69세,"61,519","17,890","1,207","1,531",908,"1,294","1,209","1,134",979,"1,203","1,411","1,225",433,781,549,"2,898",260,605,263,"16,247","2,418",966,545,"2,097",697,"1,895","1,981","1,177","1,038","1,635","1,798","27,382","1,584",728,397,584,"1,125","1,361",970,804,"1,502","1,027","1,433",822,"1,199","1,168","2,092","1,191","1,303","1,555","1,932",992,"1,954","1,659"
2021년12월_여_70~79세,"31,414","9,233",632,579,541,804,698,640,581,674,783,670,270,471,247,"1,094",105,311,133,"8,200","1,366",525,263,991,390,"1,184",941,586,519,659,776,"13,981",738,537,252,271,548,847,640,473,850,422,728,403,619,639,965,506,511,660,"1,112",520,"1,169",571
2021년12월_여_80~89세,"16,273","4,221",307,231,211,347,354,297,291,305,293,333,111,204,79,604,54,141,59,"3,822",640,199,113,465,195,523,440,301,236,330,380,"8,230",438,423,161,161,234,509,467,327,546,279,382,224,284,354,546,223,275,318,696,297,794,292
2021년12월_여_90~99세,"3,163",665,40,47,32,45,64,41,37,47,36,48,17,29,31,104,13,21,13,695,115,41,20,76,27,74,81,52,45,79,85,"1,803",93,75,39,26,60,75,93,78,115,66,116,59,63,68,111,52,57,67,159,70,187,74
2021년12월_여_100세 이상,102,26,1,2,1,4,1,0,1,5,0,3,1,1,0,2,0,1,3,23,7,0,2,4,0,1,1,5,1,1,1,53,5,2,0,1,2,2,3,0,5,0,3,0,2,2,8,1,3,1,3,1,7,2
