카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년04월_계_총인구수,"268,996","32,859","9,927","24,898","19,565","14,999","38,975","10,742","27,866","17,457","14,809","27,549","14,414","14,936"
2021년04월_계_연령구간인구수,"268,996","32,859","9,927","24,898","19,565","14,999","38,975","10,742","27,866","17,457","14,809","27,549","14,414","14,936"
2021년04월_계_0~9세,"19,262","2,567",331,"2,634","1,024",844,"2,571",811,"2,553","1,501",782,"1,836",990,818
2021년04월_계_10~19세,"24,773","2,806",633,"3,225","1,132","1,416","2,872","1,005","4,064","1,791",963,"2,796","1,040","1,030"
2021년04월_계_20~29세,"32,243","3,894","1,083","2,480","3,092","1,738","5,495","1,267","3,123","1,780","1,718","3,156","1,613","1,804"
2021년04월_계_30~39세,"32,518","4,319",873,"3,037","3,196","1,389","5,369","1,369","2,694","1,928","1,685","3,067","1,762","1,830"
2021년04월_계_40~49세,"42,967","5,038","1,210","5,081","3,047","2,121","5,651","1,771","5,639","3,194","2,027","4,339","1,934","1,915"
2021년04월_계_50~59세,"43,813","5,312","1,725","3,627","3,004","2,447","6,587","1,667","4,545","2,554","2,532","4,767","2,436","2,610"
2021년04월_계_60~69세,"41,406","5,026","2,049","2,644","2,673","2,582","6,050","1,488","3,267","2,563","2,855","4,510","2,674","3,025"
2021년04월_계_70~79세,"22,352","2,704","1,314","1,490","1,612","1,595","3,127",914,"1,438","1,557","1,614","2,190","1,403","1,394"
2021년04월_계_80~89세,"8,528","1,056",598,600,697,746,"1,124",403,476,529,559,785,507,448
2021년04월_계_90~99세,"1,061",133,88,79,80,113,123,45,66,60,68,96,51,59
2021년04월_계_100세 이상,73,4,23,1,8,8,6,2,1,0,6,7,4,3
2021년04월_남_총인구수,"130,880","16,007","4,816","12,216","9,259","7,242","19,093","5,135","13,456","8,643","7,314","13,423","6,987","7,289"
2021년04월_남_연령구간인구수,"130,880","16,007","4,816","12,216","9,259","7,242","19,093","5,135","13,456","8,643","7,314","13,423","6,987","7,289"
2021년04월_남_0~9세,"9,950","1,295",170,"1,384",506,413,"1,321",420,"1,297",854,422,936,502,430
2021년04월_남_10~19세,"12,910","1,516",340,"1,765",572,745,"1,510",467,"1,980","1,005",517,"1,457",485,551
2021년04월_남_20~29세,"16,836","2,069",587,"1,284","1,377",955,"2,790",671,"1,694",919,910,"1,722",862,996
2021년04월_남_30~39세,"16,331","2,177",498,"1,410","1,600",729,"2,769",669,"1,253",922,896,"1,550",891,967
2021년04월_남_40~49세,"21,032","2,513",639,"2,446","1,471","1,016","2,801",861,"2,592","1,621","1,049","2,071","1,000",952
2021년04월_남_50~59세,"20,819","2,444",832,"1,761","1,470","1,153","3,095",819,"2,251","1,265","1,225","2,236","1,122","1,146"
2021년04월_남_60~69세,"19,209","2,318",962,"1,224","1,262","1,198","2,846",646,"1,561","1,156","1,309","2,094","1,249","1,384"
2021년04월_남_70~79세,"10,293","1,245",553,686,705,716,"1,452",406,670,693,752,"1,047",675,693
2021년04월_남_80~89세,"3,251",393,215,241,274,288,470,167,152,203,220,285,188,155
2021년04월_남_90~99세,236,36,20,15,20,25,38,8,6,5,12,25,11,15
2021년04월_남_100세 이상,13,1,0,0,2,4,1,1,0,0,2,0,2,0
2021년04월_여_총인구수,"138,116","16,852","5,111","12,682","10,306","7,757","19,882","5,607","14,410","8,814","7,495","14,126","7,427","7,647"
2021년04월_여_연령구간인구수,"138,116","16,852","5,111","12,682","10,306","7,757","19,882","5,607","14,410","8,814","7,495","14,126","7,427","7,647"
2021년04월_여_0~9세,"9,312","1,272",161,"1,250",518,431,"1,250",391,"1,256",647,360,900,488,388
2021년04월_여_10~19세,"11,863","1,290",293,"1,460",560,671,"1,362",538,"2,084",786,446,"1,339",555,479
2021년04월_여_20~29세,"15,407","1,825",496,"1,196","1,715",783,"2,705",596,"1,429",861,808,"1,434",751,808
2021년04월_여_30~39세,"16,187","2,142",375,"1,627","1,596",660,"2,600",700,"1,441","1,006",789,"1,517",871,863
2021년04월_여_40~49세,"21,935","2,525",571,"2,635","1,576","1,105","2,850",910,"3,047","1,573",978,"2,268",934,963
2021년04월_여_50~59세,"22,994","2,868",893,"1,866","1,534","1,294","3,492",848,"2,294","1,289","1,307","2,531","1,314","1,464"
2021년04월_여_60~69세,"22,197","2,708","1,087","1,420","1,411","1,384","3,204",842,"1,706","1,407","1,546","2,416","1,425","1,641"
2021년04월_여_70~79세,"12,059","1,459",761,804,907,879,"1,675",508,768,864,862,"1,143",728,701
2021년04월_여_80~89세,"5,277",663,383,359,423,458,654,236,324,326,339,500,319,293
2021년04월_여_90~99세,825,97,68,64,60,88,85,37,60,55,56,71,40,44
2021년04월_여_100세 이상,60,3,23,1,6,4,5,1,1,0,4,7,2,3
