카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년08월_계_총인구수,"847,965","193,628","2,228","4,920","3,886","6,794","3,942","6,967","6,820","8,673","10,568","31,038","13,442","54,354","39,996","193,176","10,093","3,244","7,295","14,033","14,671","14,400","26,351","30,369","13,274","15,941","43,505","267,280","24,011","10,726","17,980","16,757","50,748","15,841","55,509","9,700","24,063","28,420","13,525","193,881","19,209","70,044","4,567","12,217","8,495","13,371","47,588","18,390"
2021년08월_계_연령구간인구수,"847,965","193,628","2,228","4,920","3,886","6,794","3,942","6,967","6,820","8,673","10,568","31,038","13,442","54,354","39,996","193,176","10,093","3,244","7,295","14,033","14,671","14,400","26,351","30,369","13,274","15,941","43,505","267,280","24,011","10,726","17,980","16,757","50,748","15,841","55,509","9,700","24,063","28,420","13,525","193,881","19,209","70,044","4,567","12,217","8,495","13,371","47,588","18,390"
2021년08월_계_0~9세,"72,219","16,073",51,104,87,394,88,361,235,396,599,"2,523","1,490","5,359","4,386","13,047",622,76,284,"1,355",624,632,"2,271","2,420",492,881,"3,390","23,818","2,222",653,"2,284",821,"5,652",597,"4,944",457,"1,635","1,998","2,555","19,281","1,390","9,793",86,502,321,823,"4,060","2,306"
2021년08월_계_10~19세,"85,008","19,752",53,183,119,441,185,535,369,636,887,"3,769","1,960","6,317","4,298","19,610",626,109,478,"1,382",938,965,"3,862","3,985",902,"1,379","4,984","26,347","2,367","1,017","1,263","1,416","6,419","1,041","6,772",564,"2,250","2,254",984,"19,299","1,836","7,538",154,721,538,"1,078","5,040","2,394"
2021년08월_계_20~29세,"119,532","24,657",164,302,305,693,293,"1,056",965,"1,011","1,259","4,080","1,500","7,485","5,544","28,170","1,103",185,876,"1,604","3,452","2,273","3,633","4,392","1,984","1,971","6,697","40,802","3,310","1,398","1,880","2,453","7,227","3,296","7,764","2,070","4,213","5,304","1,887","25,903","2,270","8,845",344,"2,059","1,085","2,026","7,350","1,924"
2021년08월_계_30~39세,"118,061","23,458",117,290,213,671,219,852,678,778,"1,139","3,414","1,521","7,526","6,040","22,187","1,087",204,696,"1,823","1,928","1,536","3,101","3,301","1,310","1,707","5,494","41,387","3,978","1,088","3,437","1,848","8,310","1,849","7,138","1,605","3,918","4,692","3,524","31,029","1,955","15,274",291,"1,477",775,"1,616","6,778","2,863"
2021년08월_계_40~49세,"135,849","30,492",164,379,356,773,370,947,804,"1,178","1,505","5,415","2,512","9,364","6,725","29,971","1,217",317,958,"2,080","1,833","1,831","4,991","5,431","1,685","2,105","7,523","43,140","4,139","1,548","2,619","2,352","9,896","1,969","9,286","1,273","3,824","4,274","1,960","32,246","3,032","12,785",407,"1,471","1,139","1,998","7,850","3,564"
2021년08월_계_50~59세,"137,285","33,286",431,850,825,"1,292",744,"1,100","1,154","1,567","1,866","5,226","2,153","9,244","6,834","33,641","2,092",562,"1,439","2,263","2,081","2,520","4,532","5,552","2,391","3,119","7,090","42,883","3,293","2,028","2,675","3,369","7,351","2,788","10,134","1,542","3,959","4,499","1,245","27,475","3,510","7,415",845,"1,994","1,499","2,220","7,696","2,296"
2021년08월_계_60~69세,"104,235","25,963",636,"1,365",999,"1,374",896,"1,040","1,311","1,573","1,818","3,783","1,327","5,811","4,030","26,744","1,908",802,"1,384","2,097","2,071","2,657","2,377","3,023","2,465","2,751","5,209","29,718","2,580","1,642","2,208","2,718","3,740","2,520","6,252","1,309","2,729","3,244",776,"21,810","2,811","4,961","1,177","2,017","1,634","1,920","5,544","1,746"
2021년08월_계_70~79세,"47,650","12,388",331,796,565,620,607,651,787,977,"1,006","1,892",642,"2,108","1,406","12,547",834,542,725,888,"1,206","1,280","1,020","1,375","1,326","1,280","2,071","12,298","1,327",819,978,"1,122","1,419","1,232","2,125",612,"1,003","1,340",321,"10,417","1,421","2,134",686,"1,240",960,"1,107","2,083",786
