카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년10월_남_70~79세,"319,781","5,562","4,792","7,438","9,162","10,284","12,745","14,337","14,730","13,020","12,727","16,184","17,218","10,391","10,307","13,392","18,138","15,024","8,389","12,509","13,328","16,998","12,771","16,048","19,579","14,708"
2020년10월_남_80~89세,"106,866","2,382","1,802","3,191","3,158","3,426","4,519","4,519","5,442","4,550","4,408","5,700","6,306","4,269","4,243","3,740","5,248","4,522","2,546","4,514","4,688","5,323","4,189","4,902","5,461","3,818"
2020년10월_남_90~99세,"11,116",373,277,512,324,349,457,368,524,418,444,627,598,465,476,410,576,378,213,442,476,414,496,518,584,397
2020년10월_남_100세 이상,"1,763",93,65,105,69,55,93,46,96,61,50,85,83,80,81,48,73,39,59,73,91,67,61,56,72,62
2020년10월_여_총인구수,"4,975,443","76,856","64,209","119,290","150,836","179,821","173,499","199,854","227,193","158,501","167,261","271,296","250,002","162,990","197,206","232,048","301,164","205,286","114,744","190,507","202,684","247,670","222,051","281,666","345,978","232,831"
2020년10월_여_연령구간인구수,"4,975,443","76,856","64,209","119,290","150,836","179,821","173,499","199,854","227,193","158,501","167,261","271,296","250,002","162,990","197,206","232,048","301,164","205,286","114,744","190,507","202,684","247,670","222,051","281,666","345,978","232,831"
2020년10월_여_0~9세,"307,148","3,786","3,393","6,577","10,078","9,757","10,243","11,320","14,310","7,746","9,230","16,310","14,760","9,977","12,463","15,589","19,634","14,018","6,243","12,583","12,244","11,117","16,514","17,831","24,669","16,756"
2020년10월_여_10~19세,"383,792","5,561","3,440","7,752","10,087","12,850","11,830","13,253","18,457","10,834","12,577","25,808","19,096","11,882","14,124","24,453","22,147","14,707","7,346","11,650","13,645","14,179","22,201","28,423","28,961","18,529"
2020년10월_여_20~29세,"752,704","11,868","9,723","17,460","22,893","33,277","28,274","28,307","34,695","21,896","21,404","35,756","34,687","26,213","33,978","29,416","46,708","28,289","18,387","31,070","34,453","56,042","28,772","38,763","49,354","31,019"
2020년10월_여_30~39세,"740,661","10,078","10,114","19,122","25,022","28,444","24,352","28,269","30,339","18,506","20,201","32,649","34,794","22,780","34,137","29,632","48,955","31,197","15,883","33,317","30,786","39,155","34,378","44,623","57,915","36,013"
2020년10월_여_40~49세,"774,651","11,446","8,901","18,211","22,613","26,781","24,656","28,139","35,648","23,017","24,690","45,515","39,007","24,134","31,435","41,359","45,580","30,913","15,775","27,329","29,598","32,177","41,084","53,160","56,682","36,801"
2020년10월_여_50~59세,"777,634","12,736","10,225","18,699","23,774","28,084","26,585","35,409","35,277","26,967","29,966","45,312","40,161","25,514","27,644","38,593","45,264","32,145","20,181","27,866","30,525","34,221","32,041","40,215","53,103","37,127"
2020년10월_여_60~69세,"651,941","9,976","8,764","14,971","18,635","22,131","23,895","29,680","29,011","24,372","25,819","36,009","34,486","20,284","21,099","29,642","40,724","29,369","16,683","23,920","26,428","31,555","25,568","32,030","44,106","32,784"
2020년10월_여_70~79세,"382,467","6,973","5,891","9,819","11,425","12,118","15,425","16,993","18,977","17,039","14,959","21,272","21,783","13,947","14,093","15,044","20,676","16,616","9,616","14,706","16,375","20,056","14,521","17,935","20,525","15,683"
2020년10월_여_80~89세,"168,280","3,550","3,004","5,309","5,276","5,302","6,904","7,109","8,679","6,858","7,090","10,620","9,378","6,869","6,774","6,904","9,378","6,775","3,876","6,716","7,076","7,607","5,496","6,741","8,532","6,457"
2020년10월_여_90~99세,"31,236",703,619,"1,108",854,912,"1,120","1,217","1,516","1,083","1,194","1,847","1,508","1,181","1,202","1,274","1,937","1,122",637,"1,143","1,334","1,314","1,309","1,713","1,912","1,477"
2020년10월_여_100세 이상,"4,929",179,135,262,179,165,215,158,284,183,131,198,342,209,257,142,161,135,117,207,220,247,167,232,219,185
