카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년04월_계_80~89세,"31,649","14,290",621,519,954,751,519,209,603,374,"1,047","1,261",544,"1,464",991,719,701,978,"1,476",451,108,"8,453",620,"1,542",708,"1,038",756,653,700,674,158,790,814,"8,906",859,646,827,"1,317","1,216","1,408",917,556,"1,160"
2020년04월_계_90~99세,"4,500","1,975",83,67,132,109,56,40,69,67,142,208,77,176,116,101,89,127,219,78,19,"1,285",95,256,100,149,87,92,119,106,31,106,144,"1,240",116,88,142,192,162,191,119,75,155
2020년04월_계_100세 이상,319,204,6,5,5,12,5,19,15,12,12,38,12,15,3,7,5,7,4,17,5,59,3,17,6,4,6,5,8,1,3,3,3,56,10,5,6,3,6,8,8,2,8
2020년04월_남_총인구수,"526,681","233,744","7,982","11,522","21,658","10,877","5,635","5,276","10,736","10,168","15,527","18,585","8,151","18,727","16,426","10,219","10,965","16,221","22,690","10,851","1,528","145,716","16,752","23,196","11,642","19,115","14,908","10,157","11,929","7,878","5,451","12,824","11,864","147,221","13,727","9,433","17,670","25,893","13,419","13,903","16,851","10,747","25,578"
2020년04월_남_연령구간인구수,"526,681","233,744","7,982","11,522","21,658","10,877","5,635","5,276","10,736","10,168","15,527","18,585","8,151","18,727","16,426","10,219","10,965","16,221","22,690","10,851","1,528","145,716","16,752","23,196","11,642","19,115","14,908","10,157","11,929","7,878","5,451","12,824","11,864","147,221","13,727","9,433","17,670","25,893","13,419","13,903","16,851","10,747","25,578"
2020년04월_남_0~9세,"43,038","19,929",339,"1,646","2,781",689,345,735,"1,068","1,305","1,250","1,160",517,"1,108","1,425",425,814,"1,240","1,536","1,495",51,"11,057","1,748","1,859",686,"1,713","1,082",479,794,652,706,595,743,"12,052","1,073",508,"1,392","2,540","1,033","1,089","1,125",834,"2,458"
2020년04월_남_10~19세,"55,380","21,722",724,913,"1,877","1,028",583,352,741,761,"1,720","1,513",700,"2,014","2,014",688,"1,092","1,596","2,575",735,96,"15,818","2,407","2,479","1,146","2,418","1,530",749,"1,732","1,157",488,832,880,"17,840","1,451",850,"3,048","2,984","1,730","1,676","1,611","1,231","3,259"
2020년04월_남_20~29세,"77,056","32,444","1,220","1,209","2,480","1,575",773,658,"1,321","1,104","1,908","2,390","1,193","3,129","2,409","1,623","1,623","2,608","3,656","1,267",298,"22,576","2,353","3,753","2,092","2,758","2,475","1,599","1,900","1,152",601,"2,284","1,609","22,036","2,128","1,480","2,544","3,903","1,928","1,943","2,973","1,668","3,469"
2020년04월_남_30~39세,"70,438","33,757",838,"1,964","3,755","1,269",695,"1,153","2,141","2,269","1,809","2,269",941,"2,218","2,129","1,322","1,443","2,550","2,623","2,201",168,"18,756","1,661","2,792","1,519","2,358","2,288","1,692","1,074",684,753,"2,370","1,565","17,925","1,699","1,014","1,664","3,591","1,532","1,648","2,556","1,429","2,792"
2020년04월_남_40~49세,"89,544","39,757","1,208","2,208","4,265","1,871",862,905,"1,802","1,841","2,787","3,107","1,217","2,912","3,054","1,592","1,773","2,491","3,753","1,922",187,"24,787","3,228","3,571","1,778","3,319","2,424","1,896","1,956","1,322","1,017","2,362","1,914","25,000","2,173","1,362","3,302","4,586","2,162","2,268","2,561","1,787","4,799"
2020년04월_남_50~59세,"95,666","40,995","1,741","1,545","2,945","2,154","1,020",737,"1,509","1,273","2,680","3,539","1,665","3,758","2,843","2,218","2,076","2,985","4,552","1,452",303,"27,306","3,095","4,417","2,147","3,344","2,694","1,966","2,400","1,540",979,"2,331","2,393","27,365","2,557","2,120","3,232","4,724","2,392","2,490","3,148","1,967","4,735"
2020년04월_남_60~69세,"56,904","26,512","1,147","1,253","2,091","1,338",758,426,"1,229",977,"1,853","2,718","1,134","1,926","1,481","1,443","1,325","1,638","2,421","1,094",260,"15,521","1,450","2,607","1,357","1,953","1,527","1,072","1,281",754,606,"1,203","1,711","14,871","1,523","1,301","1,580","2,141","1,475","1,502","1,761","1,080","2,508"
2020년04월_남_70~79세,"25,965","12,890",543,581,"1,098",651,396,207,683,470,"1,069","1,374",564,"1,001",676,632,537,754,"1,039",496,119,"6,499",551,"1,114",630,826,578,474,517,344,233,490,742,"6,576",763,535,575,924,675,743,769,503,"1,089"
2020년04월_남_80~89세,"11,436","5,186",200,183,342,278,188,75,224,143,406,458,205,599,363,258,259,325,477,163,40,"3,050",231,533,256,384,291,205,241,236,64,324,285,"3,200",325,239,293,451,434,477,313,231,437
2020년04월_남_90~99세,"1,171",500,20,19,24,23,14,19,13,24,40,47,13,58,31,17,22,33,58,21,4,327,27,67,28,42,17,25,31,36,3,31,20,344,34,24,39,49,57,64,31,16,30
2020년04월_남_100세 이상,83,52,2,1,0,1,1,9,5,1,5,10,2,4,1,1,1,1,0,5,2,19,1,4,3,0,2,0,3,1,1,2,2,12,1,0,1,0,1,3,3,1,2
2020년04월_여_총인구수,"548,172","238,723","7,503","12,352","22,873","11,050","6,011","5,488","11,385","10,123","15,334","17,978","7,762","19,846","17,420","9,442","11,538","16,723","23,972","10,813","1,110","153,560","17,695","24,719","12,446","20,436","16,307","10,832","12,776","8,837","5,169","13,553","10,790","155,889","14,462","9,587","18,732","26,974","15,084","15,755","18,025","10,983","26,287"
2020년04월_여_연령구간인구수,"548,172","238,723","7,503","12,352","22,873","11,050","6,011","5,488","11,385","10,123","15,334","17,978","7,762","19,846","17,420","9,442","11,538","16,723","23,972","10,813","1,110","153,560","17,695","24,719","12,446","20,436","16,307","10,832","12,776","8,837","5,169","13,553","10,790","155,889","14,462","9,587","18,732","26,974","15,084","15,755","18,025","10,983","26,287"
2020년04월_여_0~9세,"41,481","19,274",289,"1,607","2,821",651,344,734,"1,118","1,196","1,182","1,113",438,"1,082","1,420",386,740,"1,202","1,452","1,455",44,"10,565","1,706","1,752",639,"1,696","1,047",491,723,614,631,577,689,"11,642","1,104",529,"1,327","2,377","1,026","1,000","1,094",817,"2,368"
2020년04월_여_10~19세,"52,311","20,597",590,965,"1,855",930,545,412,688,728,"1,562","1,378",602,"1,829","1,925",627,"1,106","1,471","2,535",772,77,"14,686","2,243","2,249","1,108","2,263","1,440",666,"1,616","1,119",462,779,741,"17,028","1,378",736,"2,870","2,867","1,688","1,675","1,426","1,148","3,240"
2020년04월_여_20~29세,"73,776","30,377",982,"1,185","2,541","1,410",676,800,"1,388","1,219","1,658","1,971",969,"3,186","2,307","1,358","1,571","2,421","3,393","1,183",159,"22,341","2,383","3,380","2,000","2,686","2,556","1,773","1,970","1,146",539,"2,619","1,289","21,058","1,947","1,371","2,431","3,748","1,823","1,945","3,238","1,440","3,115"
2020년04월_여_30~39세,"72,067","33,282",674,"2,259","4,180","1,242",662,"1,168","2,122","2,262","1,720","2,030",879,"2,111","2,193","1,015","1,349","2,425","2,587","2,297",107,"19,891","2,133","2,945","1,461","2,500","2,336","1,811","1,242",912,901,"2,334","1,316","18,894","1,694","1,000","1,832","3,724","1,744","1,775","2,479","1,505","3,141"
2020년04월_여_40~49세,"95,545","39,339","1,109","2,073","3,920","1,767",972,837,"1,738","1,671","2,684","2,655","1,175","3,321","3,478","1,336","1,948","2,696","4,169","1,658",132,"27,584","3,719","4,052","2,008","3,783","2,884","1,963","2,386","1,716",934,"2,552","1,587","28,622","2,434","1,379","4,114","4,973","2,746","2,743","2,926","2,070","5,237"
2020년04월_여_50~59세,"97,782","41,241","1,505","1,787","3,243","2,141","1,104",706,"1,742","1,274","2,371","3,403","1,591","3,863","2,935","1,945","2,220","3,105","4,694","1,428",184,"28,213","2,970","4,904","2,463","3,561","3,021","1,877","2,445","1,589",875,"2,371","2,137","28,328","2,735","2,173","3,332","4,788","2,679","2,795","3,375","1,976","4,475"
2020년04월_여_60~69세,"56,428","26,893","1,141","1,399","2,302","1,411",767,423,"1,321",975,"2,078","2,767","1,051","1,927","1,409","1,375","1,259","1,560","2,439","1,106",183,"15,056","1,291","2,649","1,436","2,025","1,614","1,072","1,148",727,490,"1,059","1,545","14,479","1,514","1,218","1,395","2,111","1,439","1,523","1,766","1,043","2,470"
2020년04월_여_70~79세,"35,004","16,989",725,689,"1,286",928,564,243,823,513,"1,329","1,669",644,"1,533","1,038",849,832,"1,090","1,539",557,138,"8,823",791,"1,577",804,"1,157",870,659,694,506,213,720,832,"9,192","1,031",705,789,"1,374","1,047","1,236","1,024",599,"1,387"
2020년04월_여_80~89세,"20,213","9,104",421,336,612,473,331,134,379,231,641,803,339,865,628,461,442,653,999,288,68,"5,403",389,"1,009",452,654,465,448,459,438,94,466,529,"5,706",534,407,534,866,782,931,604,325,723
2020년04월_여_90~99세,"3,329","1,475",63,48,108,86,42,21,56,43,102,161,64,118,85,84,67,94,161,57,15,958,68,189,72,107,70,67,88,70,28,75,124,896,82,64,103,143,105,127,88,59,125
2020년04월_여_100세 이상,236,152,4,4,5,11,4,10,10,11,7,28,10,11,2,6,4,6,4,12,3,40,2,13,3,4,4,5,5,0,2,1,1,44,9,5,5,3,5,5,5,1,6
