카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2021년04월_계_총인구수,"932,867","238,336","13,349","20,289","11,268","15,544","15,555","13,458","13,396","12,572","16,010","15,807","7,652","9,935","11,109","45,770","4,753","8,741","3,128","215,314","33,880","13,721","6,889","25,692","10,537","24,231","25,685","13,487","12,402","21,047","27,743","479,217","26,219","17,954","10,534","14,027","19,661","30,934","15,791","15,459","32,241","18,615","25,795","13,544","17,516","16,689","28,966","23,740","24,827","27,554","28,607","17,680","31,307","21,557"
2021년04월_계_연령구간인구수,"932,867","238,336","13,349","20,289","11,268","15,544","15,555","13,458","13,396","12,572","16,010","15,807","7,652","9,935","11,109","45,770","4,753","8,741","3,128","215,314","33,880","13,721","6,889","25,692","10,537","24,231","25,685","13,487","12,402","21,047","27,743","479,217","26,219","17,954","10,534","14,027","19,661","30,934","15,791","15,459","32,241","18,615","25,795","13,544","17,516","16,689","28,966","23,740","24,827","27,554","28,607","17,680","31,307","21,557"
2021년04월_계_0~9세,"67,266","15,358",480,"1,788",427,512,730,603,674,372,778,"1,042",376,558,704,"4,923",499,732,160,"13,082","1,571",861,406,"1,377",647,"1,275","1,630",514,553,"1,420","2,828","38,826","1,956","1,245","1,153","1,026","1,423","2,024",902,"1,316","2,436","1,407","2,244",997,"1,278","1,252","2,166","2,945","2,653","2,812","1,907","1,314","2,201","2,169"
2021년04월_계_10~19세,"86,510","17,180",716,"1,612",629,742,"1,065",919,"1,167",654,"1,068","1,286",633,920,486,"4,173",448,514,148,"16,324","1,919",851,429,"2,007",999,"1,932","1,789",933,868,"1,752","2,845","53,006","2,923","2,195","1,948","2,408","1,916","3,299","1,355","1,749","4,301","2,271","3,123","1,828","1,281","1,774","2,025","3,412","3,058","3,074","2,325","1,660","2,692","2,389"
2021년04월_계_20~29세,"130,689","34,842","2,007","2,649","1,749","2,838","2,517","1,940","2,068","1,793","2,353","2,154",923,"1,361","2,268","5,594",738,"1,384",506,"30,977","5,893","1,551",934,"3,880","1,806","3,634","3,426","1,722","1,776","3,067","3,288","64,870","3,690","2,439",949,"1,861","3,101","4,694","2,029","1,998","4,541","2,726","3,324","1,766","2,713","2,116","4,101","2,329","3,042","3,807","4,008","2,715","4,495","2,426"
2021년04월_계_30~39세,"135,421","35,391","1,789","3,354","1,540","2,163","2,142","1,723","1,630","1,463","2,087","2,209",961,"1,099","2,577","7,350",882,"1,910",512,"31,205","5,834","1,854","1,089","3,735","1,373","3,018","4,004","1,599","1,549","2,889","4,261","68,825","3,568","2,422",851,"1,537","3,426","4,928","2,908","2,291","4,210","2,370","3,553","1,302","2,829","2,064","5,293","3,053","3,555","3,712","4,616","2,745","4,486","3,106"
2021년04월_계_40~49세,"155,085","36,958","1,988","3,095","1,692","2,130","2,256","1,966","2,097","1,740","2,262","2,434","1,282","1,645","1,994","8,100",754,"1,100",423,"32,661","4,818","2,149","1,009","3,860","1,593","3,595","3,930","1,917","1,770","3,038","4,982","85,466","4,572","3,682","2,590","3,150","3,209","5,903","2,620","2,803","6,255","3,209","4,563","2,327","2,710","2,740","4,310","5,248","4,648","4,683","4,336","2,917","4,938","4,053"
2021년04월_계_50~59세,"154,722","40,467","2,507","3,472","2,156","2,686","2,767","2,543","2,360","2,544","2,850","2,731","1,286","1,731","1,383","7,055",613,"1,318",465,"37,757","5,494","2,557","1,189","4,394","1,755","4,401","4,560","2,847","2,494","3,880","4,186","76,498","4,239","2,889","1,492","2,149","2,938","4,837","2,357","2,408","5,062","3,306","4,175","2,404","2,676","2,583","4,526","3,440","3,996","4,820","4,539","2,936","5,209","3,517"
2021년04월_계_60~69세,"116,031","33,903","2,255","2,777","1,758","2,467","2,270","2,176","1,846","2,270","2,633","2,194","1,188","1,449","1,058","5,463",507,"1,060",532,"31,396","4,730","2,309","1,103","3,787","1,325","3,492","3,826","2,352","2,019","3,201","3,252","50,732","2,973","1,398",772,"1,127","2,134","2,561","1,791","1,468","2,833","1,976","2,673","1,653","2,314","2,276","3,856","2,019","2,403","2,881","3,601","1,877","3,644","2,502"
2021년04월_계_70~79세,"57,641","16,935","1,112","1,125",954,"1,402","1,228","1,092","1,054","1,229","1,436","1,198",725,828,470,"2,075",215,519,273,"15,248","2,513","1,146",481,"1,854",722,"2,003","1,773","1,128",964,"1,242","1,422","25,458","1,433",922,469,490,"1,023","1,656","1,045",794,"1,557",825,"1,371",791,"1,147","1,177","1,737",872,973,"1,205","1,994",936,"2,098",943
