카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020년10월_계_총인구수,"309,245","24,670","22,273","30,453","27,613","32,148","19,083","16,522","17,620","21,237","21,505","23,564","20,997","31,560"
2020년10월_계_연령구간인구수,"309,245","24,670","22,273","30,453","27,613","32,148","19,083","16,522","17,620","21,237","21,505","23,564","20,997","31,560"
2020년10월_계_0~9세,"16,064","1,325",814,"1,584","1,114","3,048",719,711,987,"1,057","1,081",868,"1,123","1,633"
2020년10월_계_10~19세,"22,315","2,008","1,362","2,102","1,673","4,031","1,108","1,116","1,374","1,365","1,439","1,152","1,432","2,153"
2020년10월_계_20~29세,"42,936","3,175","3,839","4,240","3,707","3,391","3,303","2,190","1,951","3,065","3,033","4,257","2,668","4,117"
2020년10월_계_30~39세,"39,056","3,028","2,939","4,161","3,318","3,906","2,819","1,823","1,766","2,785","2,569","3,432","2,603","3,907"
2020년10월_계_40~49세,"47,163","3,718","3,111","4,678","3,972","6,547","2,925","2,476","2,702","3,039","3,061","3,333","3,040","4,561"
2020년10월_계_50~59세,"52,804","4,405","3,861","5,217","5,086","4,957","3,127","2,806","2,813","3,649","3,796","4,029","3,588","5,470"
2020년10월_계_60~69세,"45,695","3,778","3,322","4,523","4,611","3,347","2,607","2,649","2,666","3,300","3,287","3,381","3,266","4,958"
2020년10월_계_70~79세,"30,059","2,240","2,100","2,819","2,877","2,004","1,779","1,992","2,518","1,999","2,152","2,178","2,173","3,228"
2020년10월_계_80~89세,"11,408",835,815,980,"1,090",793,606,679,744,828,956,823,933,"1,326"
2020년10월_계_90~99세,"1,501",128,100,119,141,99,82,75,90,115,127,97,140,188
2020년10월_계_100세 이상,244,30,10,30,24,25,8,5,9,35,4,14,31,19
2020년10월_남_총인구수,"150,744","12,297","10,733","14,657","13,746","15,465","9,559","8,013","8,295","10,511","10,300","11,687","10,216","15,265"
2020년10월_남_연령구간인구수,"150,744","12,297","10,733","14,657","13,746","15,465","9,559","8,013","8,295","10,511","10,300","11,687","10,216","15,265"
2020년10월_남_0~9세,"8,318",690,426,817,569,"1,597",379,380,505,539,549,427,607,833
2020년10월_남_10~19세,"11,481","1,045",726,"1,019",830,"2,058",587,588,699,697,774,622,759,"1,077"
2020년10월_남_20~29세,"21,040","1,651","1,668","2,070","1,902","1,671","1,592","1,136",991,"1,548","1,442","2,063","1,251","2,055"
2020년10월_남_30~39세,"20,550","1,603","1,556","2,104","1,796","1,834","1,517","1,024",903,"1,501","1,371","1,884","1,390","2,067"
2020년10월_남_40~49세,"24,146","1,900","1,621","2,394","2,086","3,160","1,539","1,248","1,389","1,644","1,521","1,761","1,553","2,330"
2020년10월_남_50~59세,"25,837","2,223","1,865","2,464","2,572","2,459","1,627","1,367","1,348","1,756","1,795","2,028","1,729","2,604"
2020년10월_남_60~69세,"21,323","1,779","1,606","2,083","2,251","1,542","1,239","1,205","1,180","1,544","1,527","1,556","1,517","2,294"
2020년10월_남_70~79세,"13,020","1,024",910,"1,248","1,255",845,801,798,970,908,912,972,948,"1,429"
2020년10월_남_80~89세,"4,550",334,326,413,437,271,251,249,286,339,370,337,409,528
2020년10월_남_90~99세,418,38,28,33,43,21,26,15,23,31,38,35,45,42
2020년10월_남_100세 이상,61,10,1,12,5,7,1,3,1,4,1,2,8,6
2020년10월_여_총인구수,"158,501","12,373","11,540","15,796","13,867","16,683","9,524","8,509","9,325","10,726","11,205","11,877","10,781","16,295"
2020년10월_여_연령구간인구수,"158,501","12,373","11,540","15,796","13,867","16,683","9,524","8,509","9,325","10,726","11,205","11,877","10,781","16,295"
2020년10월_여_0~9세,"7,746",635,388,767,545,"1,451",340,331,482,518,532,441,516,800
2020년10월_여_10~19세,"10,834",963,636,"1,083",843,"1,973",521,528,675,668,665,530,673,"1,076"
2020년10월_여_20~29세,"21,896","1,524","2,171","2,170","1,805","1,720","1,711","1,054",960,"1,517","1,591","2,194","1,417","2,062"
2020년10월_여_30~39세,"18,506","1,425","1,383","2,057","1,522","2,072","1,302",799,863,"1,284","1,198","1,548","1,213","1,840"
2020년10월_여_40~49세,"23,017","1,818","1,490","2,284","1,886","3,387","1,386","1,228","1,313","1,395","1,540","1,572","1,487","2,231"
2020년10월_여_50~59세,"26,967","2,182","1,996","2,753","2,514","2,498","1,500","1,439","1,465","1,893","2,001","2,001","1,859","2,866"
2020년10월_여_60~69세,"24,372","1,999","1,716","2,440","2,360","1,805","1,368","1,444","1,486","1,756","1,760","1,825","1,749","2,664"
2020년10월_여_70~79세,"17,039","1,216","1,190","1,571","1,622","1,159",978,"1,194","1,548","1,091","1,240","1,206","1,225","1,799"
2020년10월_여_80~89세,"6,858",501,489,567,653,522,355,430,458,489,586,486,524,798
2020년10월_여_90~99세,"1,083",90,72,86,98,78,56,60,67,84,89,62,95,146
2020년10월_여_100세 이상,183,20,9,18,19,18,7,2,8,31,3,12,23,13
