카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년03월_계_80~89세,"332,678","24,092","7,242","7,259","4,693","4,898","24,036","5,982","5,484","12,570","13,235","13,837","6,747","7,090","19,113","7,670","13,491","4,127","13,880","7,940","5,940","31,450","14,151","8,436","8,863","1,773","4,661","17,515","3,788","8,320","7,264","4,155","5,352","26,061","7,208","10,180","8,673","13,384","6,503","7,294","9,798","13,805","7,793","6,684","6,217","5,112","2,696","3,563","6,009"
2020년03월_계_90~99세,"49,185","3,760","1,177","1,118",701,764,"4,034",915,858,"2,261","1,777","2,052",932,"1,120","2,964","1,112","1,870",573,"1,997","1,161",836,"4,485","1,972","1,288","1,225",354,648,"2,459",459,"1,194","1,127",718,954,"3,943","1,088","1,562","1,293","1,928",913,943,"1,403","1,900","1,174",933,929,765,400,503,914
2020년03월_계_100세 이상,"4,060",301,85,92,88,36,460,198,179,83,207,169,81,88,236,139,237,81,109,57,52,318,204,58,56,50,75,210,46,91,71,49,110,182,69,60,53,190,65,55,67,108,95,67,74,41,46,46,65
2020년03월_남_총인구수,"6,684,759","600,550","139,438","187,153","88,411","185,548","466,115","118,479","111,141","236,495","223,534","278,194","121,227","156,967","410,853","156,128","267,360","47,048","334,625","177,110","157,515","525,756","233,101","145,533","147,122","28,633","98,873","351,413","117,359","249,786","137,040","82,016","139,324","528,764","130,255","216,733","181,776","230,790","111,554","94,481","222,353","428,761","191,945","113,515","78,050","56,415","22,858","31,990","58,676"
2020년03월_남_연령구간인구수,"6,684,759","600,550","139,438","187,153","88,411","185,548","466,115","118,479","111,141","236,495","223,534","278,194","121,227","156,967","410,853","156,128","267,360","47,048","334,625","177,110","157,515","525,756","233,101","145,533","147,122","28,633","98,873","351,413","117,359","249,786","137,040","82,016","139,324","528,764","130,255","216,733","181,776","230,790","111,554","94,481","222,353","428,761","191,945","113,515","78,050","56,415","22,858","31,990","58,676"
2020년03월_남_0~9세,"602,356","52,796","10,130","17,465","5,114","20,087","36,601","7,952","7,239","21,410","18,070","21,305","8,319","12,986","31,056","12,946","24,795","3,496","23,494","12,308","11,186","43,119","19,924","11,099","12,096","2,392","8,288","34,442","12,680","23,955","11,296","7,022","15,223","53,448","11,195","23,130","19,123","22,847","10,165","7,511","26,741","54,312","18,493","10,095","4,724","3,956","1,474","1,749","3,865"
2020년03월_남_10~19세,"692,468","63,142","15,588","17,871","7,448","22,235","46,269","9,110","8,981","28,178","22,330","28,270","10,204","18,066","37,722","16,711","27,360","4,466","34,541","18,210","16,331","55,522","21,736","15,860","17,926","3,259","9,764","39,991","12,748","25,567","14,241","7,836","12,278","62,777","13,087","26,434","23,256","25,006","11,595","9,395","23,163","47,998","17,142","12,193","6,707","5,092","1,741","2,530","5,112"
2020년03월_남_20~29세,"935,532","98,408","24,107","28,713","14,853","30,735","67,744","17,810","16,453","33,481","32,005","41,699","18,346","23,353","61,487","21,453","38,230","6,038","56,165","30,335","25,830","76,804","32,336","22,503","21,965","4,231","14,035","43,362","16,517","36,098","20,121","12,267","17,050","69,299","18,132","28,259","22,908","29,108","16,383","11,921","25,009","53,069","23,285","14,252","10,306","6,567","3,436","3,499","5,684"
2020년03월_남_30~39세,"985,199","94,934","17,564","31,364","13,495","32,511","70,208","18,532","17,029","34,647","30,409","40,715","17,862","22,853","61,334","22,730","41,838","5,385","46,679","23,764","22,915","70,255","33,623","18,718","17,914","3,995","13,863","44,804","21,324","39,552","20,365","11,734","23,919","73,115","18,106","30,123","24,886","35,731","16,397","12,675","34,809","77,887","30,869","14,150","8,198","6,161","2,430","3,167","5,567"
2020년03월_남_40~49세,"1,166,402","103,570","23,297","31,873","14,423","33,977","78,897","19,648","17,999","41,250","37,271","44,468","18,369","26,099","66,500","27,122","48,217","7,523","56,182","29,739","26,443","89,719","39,750","24,855","25,114","4,318","16,585","65,340","22,434","46,643","22,400","12,483","25,506","99,398","22,872","41,694","34,832","40,711","18,057","15,995","42,710","84,480","34,576","19,966","11,399","8,400","2,761","4,345","8,426"
2020년03월_남_50~59세,"1,120,166","98,086","24,699","30,871","15,641","26,875","77,722","20,495","19,781","37,446","39,018","48,673","21,859","26,814","73,166","26,077","44,227","8,682","65,327","34,737","30,590","95,390","40,863","27,241","27,286","5,002","17,702","58,462","16,902","44,633","23,736","14,563","20,023","81,689","22,078","32,426","27,185","36,720","18,088","16,303","32,533","59,000","31,586","19,377","16,207","10,549","3,923","6,083","10,717"
2020년03월_남_60~69세,"713,028","55,819","14,334","18,537","10,389","12,559","53,113","15,080","14,690","23,343","25,797","33,706","16,228","17,478","51,897","18,084","25,267","6,130","34,398","17,993","16,405","56,469","26,336","15,402","14,731","3,214","11,573","38,082","9,131","22,132","15,450","10,310","15,723","47,848","14,689","18,276","14,883","22,830","12,354","11,867","21,955","32,477","22,540","13,468","12,333","8,870","3,703","5,912","10,576"
2020년03월_남_70~79세,"337,194","24,545","6,835","7,723","5,174","4,813","25,671","7,459","6,839","11,373","13,309","14,093","7,396","6,697","20,711","8,187","12,145","3,614","12,830","7,132","5,698","25,861","12,849","6,462","6,550","1,503","5,176","19,812","4,146","8,229","6,544","4,219","7,487","29,415","7,211","11,686","10,518","12,392","5,920","6,019","11,405","14,245","10,266","7,289","5,697","4,751","2,278","3,196","6,239"
2020년03월_남_80~89세,"119,555","8,307","2,578","2,458","1,683","1,588","8,766","2,116","1,906","4,744","4,838","4,727","2,402","2,325","6,266","2,516","4,714","1,532","4,559","2,630","1,929","11,365","5,134","3,045","3,186",623,"1,699","6,487","1,366","2,703","2,560","1,402","1,867","10,727","2,630","4,275","3,822","4,916","2,356","2,591","3,679","4,853","2,912","2,498","2,237","1,895",986,"1,360","2,248"
2020년03월_남_90~99세,"11,770",864,285,252,168,159,998,217,178,603,441,487,217,270,657,267,494,164,425,249,176,"1,169",498,329,342,88,165,570,97,248,304,166,218,"1,013",242,415,356,472,220,193,332,406,254,216,214,159,111,131,227
2020년03월_남_100세 이상,"1,089",79,21,26,23,9,126,60,46,20,46,51,25,26,57,35,73,18,25,13,12,83,52,19,12,8,23,61,14,26,23,14,30,35,13,15,7,57,19,11,17,34,22,11,28,15,15,18,15
2020년03월_여_총인구수,"6,604,216","592,212","137,404","183,769","87,122","183,917","475,573","115,942","108,267","251,364","230,145","283,772","120,689","163,083","416,279","160,092","251,764","47,183","318,138","170,224","147,914","547,153","237,938","153,330","155,885","29,647","100,226","353,851","109,753","227,639","138,920","82,586","138,107","536,849","123,961","222,057","190,831","223,704","104,850","89,270","220,718","398,842","182,968","110,189","69,803","54,668","20,694","30,272","58,349"
2020년03월_여_연령구간인구수,"6,604,216","592,212","137,404","183,769","87,122","183,917","475,573","115,942","108,267","251,364","230,145","283,772","120,689","163,083","416,279","160,092","251,764","47,183","318,138","170,224","147,914","547,153","237,938","153,330","155,885","29,647","100,226","353,851","109,753","227,639","138,920","82,586","138,107","536,849","123,961","222,057","190,831","223,704","104,850","89,270","220,718","398,842","182,968","110,189","69,803","54,668","20,694","30,272","58,349"
2020년03월_여_0~9세,"573,313","49,574","9,415","16,532","5,011","18,616","34,790","7,774","6,762","20,254","16,900","20,445","8,025","12,420","29,556","12,420","23,705","3,231","22,674","11,893","10,781","41,528","19,243","10,575","11,710","2,180","7,738","32,564","12,092","22,884","10,740","6,522","14,630","51,182","10,741","21,968","18,473","21,984","9,523","7,131","25,507","51,687","17,470","9,710","4,360","3,710","1,392","1,799","3,685"
2020년03월_여_10~19세,"652,379","58,943","14,310","16,458","7,111","21,064","43,913","8,560","8,478","26,875","21,014","26,407","9,437","16,970","35,553","15,773","25,579","4,383","32,320","17,159","15,161","52,495","20,616","14,747","17,132","3,005","9,105","37,622","12,127","24,075","13,416","7,324","11,710","59,489","11,973","24,934","22,582","23,355","10,694","8,765","22,241","46,025","16,315","11,617","6,125","4,731","1,511","2,205","4,542"
2020년03월_여_20~29세,"844,001","88,197","20,029","26,373","13,550","28,245","64,375","16,116","15,068","33,191","30,869","38,482","16,709","21,773","57,691","19,533","31,915","5,081","49,482","26,735","22,747","73,542","30,293","22,236","21,013","3,767","13,427","39,997","14,131","30,465","18,326","10,917","16,153","64,605","15,339","26,565","22,701","26,269","12,746","9,767","23,051","45,679","20,882","12,283","7,527","5,493","1,961","2,688","4,700"
2020년03월_여_30~39세,"931,351","88,301","16,272","28,694","11,552","31,783","68,527","16,318","14,768","37,441","29,264","38,665","16,058","22,607","58,234","22,157","35,675","5,054","39,252","20,247","19,005","71,910","33,157","19,853","18,900","3,878","13,491","46,431","18,350","34,234","19,092","11,115","23,633","75,413","16,341","31,651","27,421","31,213","14,363","10,643","36,210","72,395","28,147","13,311","6,694","5,640","1,850","2,723","5,486"
2020년03월_여_40~49세,"1,130,045","101,976","23,625","29,946","13,567","34,838","80,773","17,407","16,147","47,219","37,316","46,462","17,654","28,808","65,649","27,648","42,892","7,163","54,524","29,106","25,418","95,609","39,227","27,642","28,740","4,784","16,803","64,261","19,931","40,514","23,208","12,892","22,957","101,494","20,525","43,086","37,883","38,449","16,901","13,970","39,362","73,541","30,676","18,826","9,799","7,744","2,281","3,684","7,956"
2020년03월_여_50~59세,"1,088,466","98,243","24,716","31,712","15,172","26,643","78,268","19,897","19,675","38,696","40,129","51,338","22,496","28,842","77,008","26,475","40,208","7,696","61,361","32,825","28,536","97,509","41,127","28,170","28,212","5,228","18,227","56,144","15,674","39,123","24,682","15,470","20,580","78,379","20,517","31,644","26,218","33,356","16,911","14,568","31,029","51,008","30,434","17,565","13,302","9,569","3,381","5,419","10,182"
2020년03월_여_60~69세,"722,837","57,475","14,827","19,034","11,068","12,546","55,166","16,133","14,832","24,201","27,647","34,210","16,593","17,617","52,774","19,814","25,768","6,429","31,521","16,763","14,758","55,984","26,693","14,915","14,376","3,373","11,542","40,193","9,380","19,615","15,723","10,210","16,601","53,173","14,656","21,123","17,394","23,254","11,909","11,667","23,086","31,620","22,281","13,433","10,554","8,568","3,499","5,555","10,813"
2020년03월_여_70~79세,"408,315","30,600","8,590","9,287","6,483","6,240","31,121","9,035","8,146","13,940","17,112","16,970","8,601","8,369","24,481","10,169","15,705","5,079","16,027","9,230","6,797","34,940","16,939","8,803","9,198","1,974","6,396","23,573","5,252","10,101","8,158","4,796","7,542","34,703","8,389","13,989","12,325","15,767","6,917","7,262","12,992","16,367","10,889","8,485","6,701","5,364","2,789","3,596","6,487"
2020년03월_여_80~89세,"213,123","15,785","4,664","4,801","3,010","3,310","15,270","3,866","3,578","7,826","8,397","9,110","4,345","4,765","12,847","5,154","8,777","2,595","9,321","5,310","4,011","20,085","9,017","5,391","5,677","1,150","2,962","11,028","2,422","5,617","4,704","2,753","3,485","15,334","4,578","5,905","4,851","8,468","4,147","4,703","6,119","8,952","4,881","4,186","3,980","3,217","1,710","2,203","3,761"
2020년03월_여_90~99세,"37,415","2,896",892,866,533,605,"3,036",698,680,"1,658","1,336","1,565",715,850,"2,307",845,"1,376",409,"1,572",912,660,"3,316","1,474",959,883,266,483,"1,889",362,946,823,552,736,"2,930",846,"1,147",937,"1,456",693,750,"1,071","1,494",920,717,715,606,289,372,687
2020년03월_여_100세 이상,"2,971",222,64,66,65,27,334,138,133,63,161,118,56,62,179,104,164,63,84,44,40,235,152,39,44,42,52,149,32,65,48,35,80,147,56,45,46,133,46,44,50,74,73,56,46,26,31,28,50
