카테고리,울산광역시 남구,울산광역시 남구 신정1동,울산광역시 남구 신정2동,울산광역시 남구 신정3동,울산광역시 남구 신정4동,울산광역시 남구 신정5동,울산광역시 남구 달동,울산광역시 남구 삼산동,울산광역시 남구 삼호동,울산광역시 남구 무거동,울산광역시 남구 옥동,울산광역시 남구 대현동,울산광역시 남구 수암동,울산광역시 남구 선암동,울산광역시 남구 야음장생포동
2020년10월_계_총인구수,"321,134","19,189","24,920","16,374","21,602","8,885","27,510","48,861","21,132","32,385","26,830","30,684","16,997","14,757","11,008"
2020년10월_계_연령구간인구수,"321,134","19,189","24,920","16,374","21,602","8,885","27,510","48,861","21,132","32,385","26,830","30,684","16,997","14,757","11,008"
2020년10월_계_0~9세,"24,112",858,"2,016","1,310","1,848",475,"1,681","3,603","1,229","2,200","2,067","3,515","1,554","1,218",538
2020년10월_계_10~19세,"30,803","1,134","3,159","1,215","2,351",615,"2,148","4,445","1,784","3,588","3,298","3,272","1,879","1,311",604
2020년10월_계_20~29세,"46,019","2,672","3,297","2,164","2,922","1,361","4,190","7,817","3,261","5,812","3,798","3,488","2,294","1,844","1,099"
2020년10월_계_30~39세,"42,510","2,292","2,904","2,051","2,805","1,252","3,911","7,778","2,316","3,604","3,161","4,675","2,374","2,026","1,361"
2020년10월_계_40~49세,"51,893","2,551","4,407","2,505","3,702","1,385","4,198","8,438","3,085","5,323","4,292","5,513","2,636","2,410","1,448"
2020년10월_계_50~59세,"62,123","3,825","4,763","3,287","3,797","1,763","5,391","9,339","4,722","6,688","5,498","4,948","3,298","2,744","2,060"
2020년10월_계_60~69세,"41,011","3,570","2,745","2,393","2,658","1,270","3,867","5,250","2,976","3,318","3,250","3,363","2,056","2,089","2,206"
2020년10월_계_70~79세,"16,367","1,682","1,202","1,039","1,108",577,"1,466","1,607","1,227","1,304","1,069","1,406",655,794,"1,231"
2020년10월_계_80~89세,"5,592",541,366,352,363,165,589,508,478,485,358,457,224,290,416
2020년10월_계_90~99세,671,58,60,55,45,21,64,74,53,62,39,44,27,28,41
2020년10월_계_100세 이상,33,6,1,3,3,1,5,2,1,1,0,3,0,3,4
2020년10월_남_총인구수,"163,727","9,739","12,779","8,326","10,948","4,703","13,879","25,276","10,777","16,558","13,453","15,340","8,511","7,573","5,865"
2020년10월_남_연령구간인구수,"163,727","9,739","12,779","8,326","10,948","4,703","13,879","25,276","10,777","16,558","13,453","15,340","8,511","7,573","5,865"
2020년10월_남_0~9세,"12,411",441,"1,061",679,960,243,867,"1,833",690,"1,133","1,050","1,764",785,634,271
2020년10월_남_10~19세,"16,280",580,"1,714",656,"1,221",319,"1,150","2,322",941,"1,863","1,805","1,693",995,690,331
2020년10월_남_20~29세,"25,651","1,519","1,874","1,173","1,620",793,"2,330","4,267","1,827","3,331","2,179","1,863","1,229",999,647
2020년10월_남_30~39세,"22,584","1,308","1,512","1,077","1,463",702,"2,112","4,258","1,272","1,932","1,582","2,299","1,193","1,074",800
2020년10월_남_40~49세,"25,289","1,362","2,023","1,275","1,784",744,"2,095","4,119","1,500","2,444","1,863","2,744","1,221","1,251",864
2020년10월_남_50~59세,"31,270","1,870","2,475","1,673","1,938",908,"2,582","4,740","2,362","3,364","2,674","2,501","1,644","1,376","1,163"
2020년10월_남_60~69세,"20,393","1,689","1,375","1,150","1,297",645,"1,873","2,711","1,475","1,707","1,661","1,636","1,052","1,050","1,072"
2020년10월_남_70~79세,"7,804",767,604,493,519,284,666,839,542,614,522,671,319,397,567
2020년10월_남_80~89세,"1,918",193,131,138,132,62,191,173,157,161,110,162,70,95,143
2020년10월_남_90~99세,119,9,10,10,13,3,12,14,11,9,7,7,3,4,7
2020년10월_남_100세 이상,8,1,0,2,1,0,1,0,0,0,0,0,0,3,0
2020년10월_여_총인구수,"157,407","9,450","12,141","8,048","10,654","4,182","13,631","23,585","10,355","15,827","13,377","15,344","8,486","7,184","5,143"
2020년10월_여_연령구간인구수,"157,407","9,450","12,141","8,048","10,654","4,182","13,631","23,585","10,355","15,827","13,377","15,344","8,486","7,184","5,143"
2020년10월_여_0~9세,"11,701",417,955,631,888,232,814,"1,770",539,"1,067","1,017","1,751",769,584,267
2020년10월_여_10~19세,"14,523",554,"1,445",559,"1,130",296,998,"2,123",843,"1,725","1,493","1,579",884,621,273
2020년10월_여_20~29세,"20,368","1,153","1,423",991,"1,302",568,"1,860","3,550","1,434","2,481","1,619","1,625","1,065",845,452
2020년10월_여_30~39세,"19,926",984,"1,392",974,"1,342",550,"1,799","3,520","1,044","1,672","1,579","2,376","1,181",952,561
2020년10월_여_40~49세,"26,604","1,189","2,384","1,230","1,918",641,"2,103","4,319","1,585","2,879","2,429","2,769","1,415","1,159",584
2020년10월_여_50~59세,"30,853","1,955","2,288","1,614","1,859",855,"2,809","4,599","2,360","3,324","2,824","2,447","1,654","1,368",897
2020년10월_여_60~69세,"20,618","1,881","1,370","1,243","1,361",625,"1,994","2,539","1,501","1,611","1,589","1,727","1,004","1,039","1,134"
2020년10월_여_70~79세,"8,563",915,598,546,589,293,800,768,685,690,547,735,336,397,664
2020년10월_여_80~89세,"3,674",348,235,214,231,103,398,335,321,324,248,295,154,195,273
2020년10월_여_90~99세,552,49,50,45,32,18,52,60,42,53,32,37,24,24,34
2020년10월_여_100세 이상,25,5,1,1,2,1,4,2,1,1,0,3,0,0,4
