카테고리,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2020년04월_계_총인구수,"45,093","5,521","3,680","12,139","15,540","1,990","3,870","2,241",112,0,0,0,0
2020년04월_계_연령구간인구수,"45,093","5,521","3,680","12,139","15,540","1,990","3,870","2,241",112,0,0,0,0
2020년04월_계_0~9세,"3,374",424,385,821,"1,185",143,238,178,0,0,0,0,0
2020년04월_계_10~19세,"3,922",519,253,"1,028","1,508",101,365,144,4,0,0,0,0
2020년04월_계_20~29세,"6,002",719,604,"1,670","1,832",437,447,291,2,0,0,0,0
2020년04월_계_30~39세,"4,791",585,472,"1,246","1,626",229,385,244,4,0,0,0,0
2020년04월_계_40~49세,"5,838",707,386,"1,660","2,120",203,553,199,10,0,0,0,0
2020년04월_계_50~59세,"7,388",908,497,"2,100","2,587",249,663,369,15,0,0,0,0
2020년04월_계_60~69세,"6,421",728,479,"1,763","2,214",260,577,378,22,0,0,0,0
2020년04월_계_70~79세,"4,823",629,374,"1,228","1,627",228,399,296,42,0,0,0,0
2020년04월_계_80~89세,"2,144",266,195,521,706,114,203,126,13,0,0,0,0
2020년04월_계_90~99세,345,34,33,92,113,22,36,15,0,0,0,0,0
2020년04월_계_100세 이상,45,2,2,10,22,4,4,1,0,0,0,0,0
2020년04월_남_총인구수,"23,476","2,832","1,974","6,517","7,827","1,122","1,960","1,192",52,0,0,0,0
2020년04월_남_연령구간인구수,"23,476","2,832","1,974","6,517","7,827","1,122","1,960","1,192",52,0,0,0,0
2020년04월_남_0~9세,"1,726",197,220,409,598,71,131,100,0,0,0,0,0
2020년04월_남_10~19세,"2,026",288,127,559,737,58,185,69,3,0,0,0,0
2020년04월_남_20~29세,"3,921",443,409,"1,152","1,097",330,281,209,0,0,0,0,0
2020년04월_남_30~39세,"2,623",320,255,703,860,144,198,141,2,0,0,0,0
2020년04월_남_40~49세,"3,145",383,221,888,"1,110",117,305,114,7,0,0,0,0
2020년04월_남_50~59세,"3,929",492,278,"1,132","1,350",133,342,193,9,0,0,0,0
2020년04월_남_60~69세,"3,100",335,233,877,"1,061",128,268,191,7,0,0,0,0
2020년04월_남_70~79세,"2,150",275,151,571,734,99,170,133,17,0,0,0,0
2020년04월_남_80~89세,772,91,75,206,246,35,75,37,7,0,0,0,0
2020년04월_남_90~99세,72,8,5,16,29,5,4,5,0,0,0,0,0
2020년04월_남_100세 이상,12,0,0,4,5,2,1,0,0,0,0,0,0
2020년04월_여_총인구수,"21,617","2,689","1,706","5,622","7,713",868,"1,910","1,049",60,0,0,0,0
2020년04월_여_연령구간인구수,"21,617","2,689","1,706","5,622","7,713",868,"1,910","1,049",60,0,0,0,0
2020년04월_여_0~9세,"1,648",227,165,412,587,72,107,78,0,0,0,0,0
2020년04월_여_10~19세,"1,896",231,126,469,771,43,180,75,1,0,0,0,0
2020년04월_여_20~29세,"2,081",276,195,518,735,107,166,82,2,0,0,0,0
2020년04월_여_30~39세,"2,168",265,217,543,766,85,187,103,2,0,0,0,0
2020년04월_여_40~49세,"2,693",324,165,772,"1,010",86,248,85,3,0,0,0,0
2020년04월_여_50~59세,"3,459",416,219,968,"1,237",116,321,176,6,0,0,0,0
2020년04월_여_60~69세,"3,321",393,246,886,"1,153",132,309,187,15,0,0,0,0
2020년04월_여_70~79세,"2,673",354,223,657,893,129,229,163,25,0,0,0,0
2020년04월_여_80~89세,"1,372",175,120,315,460,79,128,89,6,0,0,0,0
2020년04월_여_90~99세,273,26,28,76,84,17,32,10,0,0,0,0,0
2020년04월_여_100세 이상,33,2,2,6,17,2,3,1,0,0,0,0,0
