카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2020년01월_계_총인구수,"481,174","22,584","15,198","18,571","16,896","16,557","12,812","25,936","19,083","12,606","24,398","21,960","25,245","10,995","15,404","22,496","41,080","15,911","51,172","3,874","17,223","37,312","13,323","20,538"
2020년01월_계_연령구간인구수,"481,174","22,584","15,198","18,571","16,896","16,557","12,812","25,936","19,083","12,606","24,398","21,960","25,245","10,995","15,404","22,496","41,080","15,911","51,172","3,874","17,223","37,312","13,323","20,538"
2020년01월_계_0~9세,"40,198","2,237",735,964,"1,205","1,065",734,"1,595","1,297",955,"2,107","1,273","1,615",443,834,"1,977","5,693","1,344","6,653",118,"1,576","3,467","1,065","1,246"
2020년01월_계_10~19세,"51,779","3,085","1,115","1,532","1,601","1,326",662,"2,459","1,383","1,184","2,769","1,875","2,226",629,"1,393","2,901","4,619","1,714","6,418",161,"3,482","4,726","1,497","3,022"
2020년01월_계_20~29세,"73,764","2,843","2,403","2,602","2,261","2,241","2,525","5,059","4,171","1,716","3,185","4,173","5,510","2,610","2,012","3,037","4,962","2,832","6,857",306,"1,723","5,632","2,348","2,756"
2020년01월_계_30~39세,"67,776","2,832","1,632","1,974","1,846","2,103","2,239","4,239","3,606","1,625","2,983","3,482","4,238","1,818","1,620","2,713","6,852","2,119","8,728",306,"1,493","5,481","2,068","1,779"
2020년01월_계_40~49세,"80,203","4,266","1,870","2,641","2,436","2,452","1,720","4,409","2,905","1,963","4,167","3,290","3,942","1,606","2,102","3,677","7,539","2,473","9,573",429,"3,983","6,835","2,313","3,612"
2020년01월_계_50~59세,"78,394","3,418","2,758","3,305","3,318","3,039","1,934","4,241","2,556","2,019","3,929","3,571","4,119","1,873","2,990","4,184","5,691","2,833","7,135",722,"2,442","6,371","2,247","3,699"
2020년01월_계_60~69세,"51,711","2,272","2,575","3,089","2,434","2,423","1,659","2,330","1,833","1,759","3,013","2,704","2,292","1,228","2,409","2,651","3,545","1,425","3,359",756,"1,319","3,117","1,097","2,422"
2020년01월_계_70~79세,"24,760","1,141","1,451","1,677","1,171","1,333",898,"1,030",926,932,"1,562","1,116",854,522,"1,235",844,"1,471",751,"1,604",586,806,"1,094",448,"1,308"
2020년01월_계_80~89세,"10,938",422,580,694,541,495,393,517,353,392,604,411,405,229,682,455,598,360,735,396,346,517,206,607
2020년01월_계_90~99세,"1,567",65,75,88,80,76,43,55,51,57,72,56,44,34,125,56,106,59,99,90,51,68,34,83
2020년01월_계_100세 이상,84,3,4,5,3,4,5,2,2,4,7,9,0,3,2,1,4,1,11,4,2,4,0,4
2020년01월_남_총인구수,"236,839","11,146","7,641","9,369","8,271","8,447","6,082","12,544","9,315","6,123","11,829","11,245","12,506","5,898","7,339","11,067","20,250","7,609","25,029","1,987","8,484","18,080","6,646","9,932"
2020년01월_남_연령구간인구수,"236,839","11,146","7,641","9,369","8,271","8,447","6,082","12,544","9,315","6,123","11,829","11,245","12,506","5,898","7,339","11,067","20,250","7,609","25,029","1,987","8,484","18,080","6,646","9,932"
2020년01월_남_0~9세,"20,641","1,133",380,523,623,576,393,839,662,479,"1,076",702,802,235,413,985,"2,872",714,"3,431",65,794,"1,765",556,623
2020년01월_남_10~19세,"26,787","1,581",548,802,829,691,335,"1,318",712,612,"1,359",999,"1,037",339,722,"1,561","2,379",867,"3,275",82,"1,833","2,493",762,"1,651"
2020년01월_남_20~29세,"37,630","1,443","1,314","1,447","1,230","1,229","1,131","2,351","1,928",867,"1,701","2,235","2,780","1,405","1,062","1,681","2,515","1,332","3,404",178,906,"2,773","1,237","1,481"
2020년01월_남_30~39세,"34,408","1,395",918,"1,086",939,"1,144","1,165","2,108","1,888",819,"1,491","1,990","2,252","1,073",836,"1,286","3,279","1,052","4,292",186,641,"2,610","1,098",860
2020년01월_남_40~49세,"38,833","2,064","1,002","1,394","1,182","1,291",884,"2,145","1,507",944,"1,974","1,636","1,991",897,980,"1,700","3,848","1,132","4,514",265,"1,781","3,051","1,095","1,556"
2020년01월_남_50~59세,"37,944","1,693","1,351","1,602","1,528","1,518",889,"1,992","1,193",974,"1,865","1,671","1,980",982,"1,408","1,912","2,703","1,333","3,568",390,"1,322","3,132","1,067","1,871"
2020년01월_남_60~69세,"25,075","1,094","1,214","1,449","1,212","1,176",747,"1,149",864,827,"1,368","1,294","1,109",620,"1,193","1,393","1,737",720,"1,578",411,664,"1,586",563,"1,107"
2020년01월_남_70~79세,"11,300",578,676,774,518,606,390,449,414,437,752,561,414,251,509,383,685,315,727,263,381,477,187,553
2020년01월_남_80~89세,"3,839",148,219,272,192,196,136,180,136,154,219,148,131,89,186,154,204,127,221,130,142,172,75,208
2020년01월_남_90~99세,364,16,18,19,17,20,11,13,11,10,21,7,10,6,29,12,28,17,15,16,19,21,6,22
2020년01월_남_100세 이상,18,1,1,1,1,0,1,0,0,0,3,2,0,1,1,0,0,0,4,1,1,0,0,0
2020년01월_여_총인구수,"244,335","11,438","7,557","9,202","8,625","8,110","6,730","13,392","9,768","6,483","12,569","10,715","12,739","5,097","8,065","11,429","20,830","8,302","26,143","1,887","8,739","19,232","6,677","10,606"
2020년01월_여_연령구간인구수,"244,335","11,438","7,557","9,202","8,625","8,110","6,730","13,392","9,768","6,483","12,569","10,715","12,739","5,097","8,065","11,429","20,830","8,302","26,143","1,887","8,739","19,232","6,677","10,606"
2020년01월_여_0~9세,"19,557","1,104",355,441,582,489,341,756,635,476,"1,031",571,813,208,421,992,"2,821",630,"3,222",53,782,"1,702",509,623
2020년01월_여_10~19세,"24,992","1,504",567,730,772,635,327,"1,141",671,572,"1,410",876,"1,189",290,671,"1,340","2,240",847,"3,143",79,"1,649","2,233",735,"1,371"
2020년01월_여_20~29세,"36,134","1,400","1,089","1,155","1,031","1,012","1,394","2,708","2,243",849,"1,484","1,938","2,730","1,205",950,"1,356","2,447","1,500","3,453",128,817,"2,859","1,111","1,275"
2020년01월_여_30~39세,"33,368","1,437",714,888,907,959,"1,074","2,131","1,718",806,"1,492","1,492","1,986",745,784,"1,427","3,573","1,067","4,436",120,852,"2,871",970,919
2020년01월_여_40~49세,"41,370","2,202",868,"1,247","1,254","1,161",836,"2,264","1,398","1,019","2,193","1,654","1,951",709,"1,122","1,977","3,691","1,341","5,059",164,"2,202","3,784","1,218","2,056"
2020년01월_여_50~59세,"40,450","1,725","1,407","1,703","1,790","1,521","1,045","2,249","1,363","1,045","2,064","1,900","2,139",891,"1,582","2,272","2,988","1,500","3,567",332,"1,120","3,239","1,180","1,828"
2020년01월_여_60~69세,"26,636","1,178","1,361","1,640","1,222","1,247",912,"1,181",969,932,"1,645","1,410","1,183",608,"1,216","1,258","1,808",705,"1,781",345,655,"1,531",534,"1,315"
2020년01월_여_70~79세,"13,460",563,775,903,653,727,508,581,512,495,810,555,440,271,726,461,786,436,877,323,425,617,261,755
2020년01월_여_80~89세,"7,099",274,361,422,349,299,257,337,217,238,385,263,274,140,496,301,394,233,514,266,204,345,131,399
2020년01월_여_90~99세,"1,203",49,57,69,63,56,32,42,40,47,51,49,34,28,96,44,78,42,84,74,32,47,28,61
2020년01월_여_100세 이상,66,2,3,4,2,4,4,2,2,4,4,7,0,2,1,1,4,1,7,3,1,4,0,4
