기준날짜,누적확진자수,누적사망자수,카테고리
2020-02-05,9,0,여성
2020-02-05,0,0,80 이상
2020-02-05,0,0,70-79
2020-02-05,1,0,60-69
2020-02-05,5,0,40-49
2020-02-05,4,0,30-39
2020-02-05,5,0,20-29
2020-02-05,0,0,10-19
2020-02-05,0,0,0-9
2020-02-05,6,0,50-59
2020-02-06,0,0,70-79
2020-02-06,14,0,남성
2020-02-06,10,0,여성
2020-02-06,0,0,80 이상
2020-02-06,1,0,60-69
2020-02-06,0,0,0-9
2020-02-06,6,0,40-49
2020-02-06,4,0,30-39
2020-02-06,6,0,20-29
2020-02-06,0,0,10-19
2020-02-06,7,0,50-59
2020-02-07,14,0,남성
2020-02-07,10,0,여성
2020-02-07,0,0,80 이상
2020-02-07,0,0,70-79
2020-02-07,7,0,50-59
2020-02-07,4,0,30-39
2020-02-07,6,0,40-49
2020-02-07,6,0,20-29
2020-02-07,0,0,10-19
2020-02-07,0,0,0-9
2020-02-07,1,0,60-69
2020-02-08,14,0,남성
2020-02-08,10,0,여성
2020-02-08,0,0,80 이상
2020-02-08,0,0,70-79
2020-02-08,1,0,60-69
2020-02-08,6,0,40-49
2020-02-08,4,0,30-39
2020-02-08,6,0,20-29
2020-02-08,0,0,10-19
2020-02-08,0,0,0-9
2020-02-08,7,0,50-59
2020-02-09,1,0,70-79
2020-02-09,15,0,남성
2020-02-09,12,0,여성
2020-02-09,0,0,80 이상
2020-02-09,1,0,60-69
2020-02-09,0,0,0-9
2020-02-09,6,0,40-49
2020-02-09,5,0,30-39
2020-02-09,6,0,20-29
2020-02-09,0,0,10-19
2020-02-09,8,0,50-59
2020-02-10,15,0,남성
2020-02-10,13,0,여성
2020-02-10,0,0,80 이상
2020-02-10,1,0,70-79
2020-02-10,1,0,60-69
2020-02-10,6,0,40-49
2020-02-10,6,0,30-39
2020-02-10,6,0,20-29
2020-02-10,0,0,10-19
2020-02-10,0,0,0-9
2020-02-10,8,0,50-59
2020-02-11,15,0,남성
2020-02-11,0,0,80 이상
2020-02-11,1,0,70-79
2020-02-11,1,0,60-69
2020-02-11,13,0,여성
2020-02-11,6,0,40-49
2020-02-11,6,0,30-39
2020-02-11,6,0,20-29
2020-02-11,0,0,10-19
2020-02-11,0,0,0-9
2020-02-11,8,0,50-59
2020-02-12,15,0,남성
2020-02-12,13,0,여성
2020-02-12,0,0,80 이상
2020-02-12,1,0,70-79
2020-02-12,1,0,60-69
2020-02-12,6,0,30-39
2020-02-12,6,0,40-49
2020-02-12,6,0,20-29
2020-02-12,0,0,10-19
2020-02-12,0,0,0-9
2020-02-12,8,0,50-59
2020-02-13,0,0,80 이상
2020-02-13,1,0,70-79
2020-02-13,15,0,남성
2020-02-13,13,0,여성
2020-02-13,1,0,60-69
2020-02-13,0,0,0-9
2020-02-13,6,0,40-49
2020-02-13,6,0,30-39
2020-02-13,6,0,20-29
2020-02-13,0,0,10-19
2020-02-13,8,0,50-59
2020-02-14,15,0,남성
2020-02-14,13,0,여성
2020-02-14,0,0,80 이상
2020-02-14,1,0,70-79
2020-02-14,1,0,60-69
2020-02-14,6,0,40-49
2020-02-14,6,0,30-39
2020-02-14,6,0,20-29
2020-02-14,0,0,10-19
2020-02-14,0,0,0-9
2020-02-14,8,0,50-59
2020-02-15,1,0,70-79
2020-02-15,15,0,남성
2020-02-15,13,0,여성
2020-02-15,0,0,80 이상
2020-02-15,1,0,60-69
2020-02-15,0,0,0-9
2020-02-15,6,0,40-49
2020-02-15,6,0,30-39
2020-02-15,6,0,20-29
2020-02-15,0,0,10-19
2020-02-15,8,0,50-59
2020-02-16,1,0,70-79
2020-02-16,16,0,남성
2020-02-16,14,0,여성
2020-02-16,1,0,80 이상
2020-02-16,2,0,60-69
2020-02-16,8,0,50-59
2020-02-16,6,0,40-49
2020-02-16,6,0,30-39
2020-02-16,6,0,20-29
2020-02-16,0,0,10-19
2020-02-16,0,0,0-9
2020-02-17,16,0,남성
2020-02-17,14,0,여성
2020-02-17,1,0,80 이상
2020-02-17,1,0,70-79
2020-02-17,2,0,60-69
2020-02-17,6,0,40-49
2020-02-17,6,0,30-39
2020-02-17,6,0,20-29
2020-02-17,0,0,10-19
2020-02-17,0,0,0-9
2020-02-17,8,0,50-59
2020-02-18,1,0,70-79
2020-02-18,16,0,남성
2020-02-18,16,0,여성
2020-02-18,1,0,80 이상
2020-02-18,3,0,60-69
2020-02-18,0,0,0-9
2020-02-18,6,0,40-49
2020-02-18,6,0,30-39
2020-02-18,6,0,20-29
2020-02-18,1,0,10-19
2020-02-18,8,0,50-59
2020-02-19,1,0,80 이상
2020-02-19,29,0,남성
2020-02-19,37,0,여성
2020-02-19,5,0,70-79
2020-02-19,7,0,60-69
2020-02-19,19,0,50-59
2020-02-19,10,0,40-49
2020-02-19,9,0,30-39
2020-02-19,14,0,20-29
2020-02-19,1,0,10-19
2020-02-19,0,0,0-9
2020-02-20,34,1,남성
2020-02-20,48,0,여성
2020-02-20,1,0,80 이상
2020-02-20,5,0,70-79
2020-02-20,9,1,60-69
2020-02-20,23,0,50-59
2020-02-20,12,0,40-49
2020-02-20,12,0,30-39
2020-02-20,18,0,20-29
2020-02-20,2,0,10-19
2020-02-20,0,0,0-9
2020-02-21,68,1,남성
2020-02-21,88,0,여성
2020-02-21,2,0,80 이상
2020-02-21,11,0,70-79
2020-02-21,19,1,60-69
2020-02-21,0,0,0-9
2020-02-21,29,0,40-49
2020-02-21,19,0,30-39
2020-02-21,34,0,20-29
2020-02-21,3,0,10-19
2020-02-21,39,0,50-59
2020-02-22,163,2,남성
2020-02-22,183,1,여성
2020-02-22,3,0,80 이상
2020-02-22,18,0,70-79
2020-02-22,98,1,50-59
2020-02-22,38,0,30-39
2020-02-22,57,1,40-49
2020-02-22,58,0,20-29
2020-02-22,8,0,10-19
2020-02-22,0,0,0-9
2020-02-22,66,1,60-69
2020-02-23,232,2,남성
2020-02-23,6,0,80 이상
2020-02-23,28,0,70-79
2020-02-23,96,1,60-69
2020-02-23,324,1,여성
2020-02-23,94,1,40-49
2020-02-23,59,0,30-39
2020-02-23,111,0,20-29
2020-02-23,12,0,10-19
2020-02-23,1,0,0-9
2020-02-23,149,1,50-59
2020-02-24,301,5,남성
2020-02-24,462,2,여성
2020-02-24,8,0,80 이상
2020-02-24,37,0,70-79
2020-02-24,124,2,60-69
2020-02-24,93,0,30-39
2020-02-24,126,1,40-49
2020-02-24,157,0,20-29
2020-02-24,18,0,10-19
2020-02-24,2,0,0-9
2020-02-24,198,4,50-59
2020-02-25,9,0,80 이상
2020-02-25,40,0,70-79
2020-02-25,344,6,남성
2020-02-25,549,2,여성
2020-02-25,141,3,60-69
2020-02-25,2,0,0-9
2020-02-25,146,1,40-49
2020-02-25,112,0,30-39
2020-02-25,195,0,20-29
2020-02-25,24,0,10-19
2020-02-25,224,4,50-59
2020-02-26,438,8,남성
2020-02-26,708,3,여성
2020-02-26,14,0,80 이상
2020-02-26,52,0,70-79
2020-02-26,184,4,60-69
2020-02-26,178,1,40-49
2020-02-26,144,1,30-39
2020-02-26,273,0,20-29
2020-02-26,31,0,10-19
2020-02-26,3,0,0-9
2020-02-26,267,5,50-59
2020-02-27,73,1,70-79
2020-02-27,614,9,남성
2020-02-27,981,3,여성
2020-02-27,19,0,80 이상
2020-02-27,226,4,60-69
2020-02-27,9,0,0-9
2020-02-27,237,1,40-49
2020-02-27,193,1,30-39
2020-02-27,440,0,20-29
2020-02-27,51,0,10-19
2020-02-27,347,5,50-59
2020-02-28,29,0,80 이상
2020-02-28,770,10,남성
2020-02-28,1252,3,여성
2020-02-28,92,2,70-79
2020-02-28,270,4,60-69
2020-02-28,303,1,40-49
2020-02-28,252,1,30-39
2020-02-28,554,0,20-29
2020-02-28,75,0,10-19
2020-02-28,434,5,50-59
2020-02-28,13,0,0-9
2020-02-29,1837,6,여성
2020-02-29,1094,10,남성
2020-02-29,54,1,80 이상
2020-02-29,133,2,70-79
2020-02-29,390,6,60-69
2020-02-29,583,5,50-59
2020-02-29,437,1,40-49
2020-02-29,360,1,30-39
2020-02-29,856,0,20-29
2020-02-29,99,0,10-19
2020-02-29,19,0,0-9
2020-03-01,1330,11,남성
2020-03-01,2196,6,여성
2020-03-01,63,1,80 이상
2020-03-01,157,3,70-79
2020-03-01,453,6,60-69
2020-03-01,26,0,0-9
2020-03-01,518,1,40-49
2020-03-01,426,1,30-39
2020-03-01,1056,0,20-29
2020-03-01,141,0,10-19
2020-03-01,686,5,50-59
2020-03-02,78,4,80 이상
2020-03-02,190,6,70-79
2020-03-02,1592,14,남성
2020-03-02,2620,9,여성
2020-03-02,535,6,60-69
2020-03-02,31,0,0-9
2020-03-02,631,1,40-49
2020-03-02,508,1,30-39
2020-03-02,1237,0,20-29
2020-03-02,170,0,10-19
2020-03-02,832,5,50-59
2020-03-03,1811,16,남성
2020-03-03,3001,12,여성
2020-03-03,90,5,80 이상
2020-03-03,222,9,70-79
2020-03-03,600,7,60-69
2020-03-03,712,1,40-49
2020-03-03,581,1,30-39
2020-03-03,1416,0,20-29
2020-03-03,207,0,10-19
2020-03-03,34,0,0-9
2020-03-03,950,5,50-59
2020-03-04,257,12,70-79
2020-03-04,1997,20,남성
2020-03-04,3331,12,여성
2020-03-04,105,6,80 이상
2020-03-04,647,7,60-69
2020-03-04,34,0,0-9
2020-03-04,791,1,40-49
2020-03-04,634,1,30-39
2020-03-04,1574,0,20-29
2020-03-04,236,0,10-19
2020-03-04,1050,5,50-59
2020-03-05,287,13,70-79
2020-03-05,2150,21,남성
2020-03-05,3616,14,여성
2020-03-05,122,7,80 이상
2020-03-05,700,8,60-69
2020-03-05,38,0,0-9
2020-03-05,845,1,40-49
2020-03-05,661,1,30-39
2020-03-05,1728,0,20-29
2020-03-05,261,0,10-19
2020-03-05,1124,5,50-59
2020-03-06,2347,26,남성
2020-03-06,3937,16,여성
2020-03-06,166,10,80 이상
2020-03-06,341,14,70-79
2020-03-06,765,11,60-69
2020-03-06,888,1,40-49
2020-03-06,694,1,30-39
2020-03-06,1876,0,20-29
2020-03-06,296,0,10-19
2020-03-06,45,0,0-9
2020-03-06,1213,5,50-59
2020-03-07,384,14,70-79
2020-03-07,2523,27,남성
2020-03-07,4244,17,여성
2020-03-07,189,12,80 이상
2020-03-07,830,11,60-69
2020-03-07,52,0,0-9
2020-03-07,942,1,40-49
2020-03-07,330,0,10-19
2020-03-07,1283,5,50-59
2020-03-07,727,1,30-39
2020-03-07,2030,0,20-29
2020-03-08,2695,30,남성
2020-03-08,4439,20,여성
2020-03-08,210,14,80 이상
2020-03-08,878,11,60-69
2020-03-08,410,18,70-79
2020-03-08,976,1,40-49
2020-03-08,759,1,30-39
2020-03-08,2133,0,20-29
2020-03-08,363,0,10-19
2020-03-08,58,0,0-9
2020-03-08,1347,5,50-59
2020-03-09,439,18,70-79
2020-03-09,2798,31,남성
2020-03-09,4584,20,여성
2020-03-09,215,14,80 이상
2020-03-09,916,12,60-69
2020-03-09,381,0,10-19
2020-03-09,1006,1,40-49
2020-03-09,777,1,30-39
2020-03-09,2193,0,20-29
2020-03-09,66,0,0-9
2020-03-09,1389,5,50-59
2020-03-10,221,15,80 이상
2020-03-10,2851,33,남성
2020-03-10,4662,21,여성
2020-03-10,929,13,60-69
2020-03-10,455,19,70-79
2020-03-10,1031,1,40-49
2020-03-10,67,0,0-9
2020-03-10,788,1,30-39
2020-03-10,2214,0,20-29
2020-03-10,393,0,10-19
2020-03-10,1415,5,50-59
2020-03-11,4809,25,여성
2020-03-11,235,17,80 이상
2020-03-11,484,21,70-79
2020-03-11,960,14,60-69
2020-03-11,2946,35,남성
2020-03-11,1083,1,40-49
2020-03-11,803,1,30-39
2020-03-11,2239,0,20-29
2020-03-11,405,0,10-19
2020-03-11,75,0,0-9
2020-03-11,1471,6,50-59
2020-03-12,2993,38,남성
2020-03-12,4876,28,여성
2020-03-12,243,20,80 이상
2020-03-12,498,24,70-79
2020-03-12,972,14,60-69
2020-03-12,1496,6,50-59
2020-03-12,811,1,30-39
2020-03-12,2260,0,20-29
2020-03-12,412,0,10-19
2020-03-12,76,0,0-9
2020-03-12,1101,1,40-49
2020-03-13,252,21,80 이상
2020-03-13,3043,39,남성
2020-03-13,4936,28,여성
2020-03-13,985,14,60-69
2020-03-13,507,24,70-79
2020-03-13,1117,1,40-49
2020-03-13,421,0,10-19
2020-03-13,2273,0,20-29
2020-03-13,1524,6,50-59
2020-03-13,77,0,0-9
2020-03-13,823,1,30-39
2020-03-14,3100,41,남성
2020-03-14,4986,31,여성
2020-03-14,260,23,80 이상
2020-03-14,1000,14,60-69
2020-03-14,516,27,70-79
2020-03-14,1133,1,40-49
2020-03-14,833,1,30-39
2020-03-14,2288,0,20-29
2020-03-14,424,0,10-19
2020-03-14,81,0,0-9
2020-03-14,1551,6,50-59
2020-03-15,526,28,70-79
2020-03-15,3135,41,남성
2020-03-15,5027,34,여성
2020-03-15,262,25,80 이상
2020-03-15,1012,14,60-69
2020-03-15,2300,0,20-29
2020-03-15,1142,1,40-49
2020-03-15,842,1,30-39
2020-03-15,427,0,10-19
2020-03-15,1568,6,50-59
2020-03-15,83,0,0-9
2020-03-16,1024,14,60-69
2020-03-16,3168,41,남성
2020-03-16,5068,34,여성
2020-03-16,269,25,80 이상
2020-03-16,531,28,70-79
2020-03-16,1585,6,50-59
2020-03-16,849,1,30-39
2020-03-16,2313,0,20-29
2020-03-16,432,0,10-19
2020-03-16,85,0,0-9
2020-03-16,1148,1,40-49
2020-03-17,3199,44,남성
2020-03-17,5121,37,여성
2020-03-17,273,28,80 이상
2020-03-17,539,29,70-79
2020-03-17,1034,16,60-69
2020-03-17,1165,1,40-49
2020-03-17,856,1,30-39
2020-03-17,2330,0,20-29
2020-03-17,436,0,10-19
2020-03-17,86,0,0-9
2020-03-17,1601,6,50-59
2020-03-18,542,29,70-79
2020-03-18,3239,45,남성
2020-03-18,5174,39,여성
2020-03-18,285,31,80 이상
2020-03-18,1059,16,60-69
2020-03-18,87,0,0-9
2020-03-18,1172,1,40-49
2020-03-18,873,1,30-39
2020-03-18,2342,0,20-29
2020-03-18,438,0,10-19
2020-03-18,1615,6,50-59
2020-03-19,3296,49,남성
2020-03-19,562,34,70-79
2020-03-19,5269,42,여성
2020-03-19,320,31,80 이상
2020-03-19,1080,17,60-69
2020-03-19,443,0,10-19
2020-03-19,1182,1,40-49
2020-03-19,1642,7,50-59
2020-03-19,92,0,0-9
2020-03-19,2358,0,20-29
2020-03-19,886,1,30-39
2020-03-20,451,0,10-19
2020-03-20,2365,0,20-29
2020-03-20,893,1,30-39
2020-03-20,1194,1,40-49
2020-03-20,1656,7,50-59
2020-03-20,1099,17,60-69
2020-03-20,568,35,70-79
2020-03-20,328,33,80 이상
2020-03-20,5323,43,여성
2020-03-20,3329,51,남성
2020-03-20,98,0,0-9
2020-03-21,3386,54,남성
2020-03-21,5413,48,여성
2020-03-21,380,39,80 이상
2020-03-21,589,37,70-79
2020-03-21,1118,17,60-69
2020-03-21,2380,0,20-29
2020-03-21,1204,1,40-49
2020-03-21,900,1,30-39
2020-03-21,99,0,0-9
2020-03-21,1672,7,50-59
2020-03-21,457,0,10-19
2020-03-22,1131,17,60-69
2020-03-22,3429,55,남성
2020-03-22,5468,49,여성
2020-03-22,391,41,80 이상
2020-03-22,595,37,70-79
2020-03-22,909,1,30-39
2020-03-22,1223,1,40-49
2020-03-22,101,0,0-9
2020-03-22,1691,7,50-59
2020-03-22,2396,0,20-29
2020-03-22,460,0,10-19
2020-03-23,3456,58,남성
2020-03-23,395,46,80 이상
2020-03-23,599,38,70-79
2020-03-23,1138,18,60-69
2020-03-23,5505,53,여성
2020-03-23,1230,1,40-49
2020-03-23,917,1,30-39
2020-03-23,2417,0,20-29
2020-03-23,460,0,10-19
2020-03-23,103,0,0-9
2020-03-23,1702,7,50-59
2020-03-24,3496,60,남성
2020-03-24,5541,60,여성
2020-03-24,400,52,80 이상
2020-03-24,608,38,70-79
2020-03-24,1145,20,60-69
2020-03-24,920,1,30-39
2020-03-24,1236,1,40-49
2020-03-24,2439,0,20-29
2020-03-24,467,0,10-19
2020-03-24,1716,8,50-59
2020-03-24,106,0,0-9
2020-03-25,5588,62,여성
2020-03-25,474,0,10-19
2020-03-25,405,55,80 이상
2020-03-25,3549,64,남성
2020-03-25,611,39,70-79
2020-03-25,106,0,0-9
2020-03-25,1723,10,50-59
2020-03-25,1248,1,40-49
2020-03-25,943,1,30-39
2020-03-25,2473,0,20-29
2020-03-25,1154,20,60-69
2020-03-26,3597,68,남성
2020-03-26,5644,63,여성
2020-03-26,415,58,80 이상
2020-03-26,616,41,70-79
2020-03-26,1162,20,60-69
2020-03-26,1254,1,40-49
2020-03-26,955,1,30-39
2020-03-26,2508,0,20-29
2020-03-26,487,0,10-19
2020-03-26,107,0,0-9
2020-03-26,1737,10,50-59
2020-03-27,630,41,70-79
2020-03-27,3637,75,남성
2020-03-27,5695,64,여성
2020-03-27,427,65,80 이상
2020-03-27,1170,21,60-69
2020-03-27,109,0,0-9
2020-03-27,1258,1,40-49
2020-03-27,960,1,30-39
2020-03-27,2532,0,20-29
2020-03-27,495,0,10-19
2020-03-27,1751,10,50-59
2020-03-28,632,41,70-79
2020-03-28,3735,77,남성
2020-03-28,5743,67,여성
2020-03-28,431,70,80 이상
2020-03-28,1201,21,60-69
2020-03-28,110,0,0-9
2020-03-28,1280,1,40-49
2020-03-28,979,1,30-39
2020-03-28,2566,0,20-29
2020-03-28,500,0,10-19
2020-03-28,1779,10,50-59
2020-03-29,3798,78,남성
2020-03-29,5785,74,여성
2020-03-29,433,76,80 이상
2020-03-29,635,43,70-79
2020-03-29,1209,21,60-69
2020-03-29,1798,10,50-59
2020-03-29,994,1,30-39
2020-03-29,2601,0,20-29
2020-03-29,507,0,10-19
2020-03-29,112,0,0-9
2020-03-29,1294,1,40-49
2020-03-30,3833,80,남성
2020-03-30,5828,78,여성
2020-03-30,436,80,80 이상
2020-03-30,640,45,70-79
2020-03-30,1217,21,60-69
2020-03-30,1299,1,40-49
2020-03-30,1003,1,30-39
2020-03-30,2629,0,20-29
2020-03-30,512,0,10-19
2020-03-30,113,0,0-9
2020-03-30,1812,10,50-59
2020-03-31,3904,82,남성
2020-03-31,5882,80,여성
2020-03-31,441,82,80 이상
2020-03-31,651,46,70-79
2020-03-31,1235,22,60-69
2020-03-31,1849,10,50-59
2020-03-31,1315,1,40-49
2020-03-31,1013,1,30-39
2020-03-31,2654,0,20-29
2020-03-31,515,0,10-19
2020-03-31,113,0,0-9
2020-04-01,3945,84,남성
2020-04-01,5942,81,여성
2020-04-01,451,84,80 이상
2020-04-01,658,46,70-79
2020-04-01,1245,23,60-69
2020-04-01,116,0,0-9
2020-04-01,1326,1,40-49
2020-04-01,1027,1,30-39
2020-04-01,2682,0,20-29
2020-04-01,519,0,10-19
2020-04-01,1863,10,50-59
2020-04-02,663,47,70-79
2020-04-02,3979,87,남성
2020-04-02,5997,82,여성
2020-04-02,453,85,80 이상
2020-04-02,1257,23,60-69
2020-04-02,1878,11,50-59
2020-04-02,1337,2,40-49
2020-04-02,1043,1,30-39
2020-04-02,2704,0,20-29
2020-04-02,522,0,10-19
2020-04-02,119,0,0-9
2020-04-03,4013,92,남성
2020-04-03,6049,82,여성
2020-04-03,456,86,80 이상
2020-04-03,668,49,70-79
2020-04-03,1266,24,60-69
2020-04-03,1350,2,40-49
2020-04-03,1052,1,30-39
2020-04-03,2734,0,20-29
2020-04-03,528,0,10-19
2020-04-03,121,0,0-9
2020-04-03,1887,12,50-59
2020-04-04,678,50,70-79
2020-04-04,4052,94,남성
2020-04-04,6104,83,여성
2020-04-04,461,87,80 이상
2020-04-04,1283,25,60-69
2020-04-04,122,0,0-9
2020-04-04,1358,2,40-49
2020-04-04,1066,1,30-39
2020-04-04,2761,0,20-29
2020-04-04,530,0,10-19
2020-04-04,1897,12,50-59
2020-04-05,681,51,70-79
2020-04-05,4098,97,남성
2020-04-05,6139,86,여성
2020-04-05,462,91,80 이상
2020-04-05,1290,25,60-69
2020-04-05,1903,13,50-59
2020-04-05,1370,2,40-49
2020-04-05,1083,1,30-39
2020-04-05,2789,0,20-29
2020-04-05,535,0,10-19
2020-04-05,124,0,0-9
2020-04-06,4119,98,남성
2020-04-06,6165,88,여성
2020-04-06,465,92,80 이상
2020-04-06,686,52,70-79
2020-04-06,1295,26,60-69
2020-04-06,1375,2,40-49
2020-04-06,1086,1,30-39
2020-04-06,2804,0,20-29
2020-04-06,542,0,10-19
2020-04-06,126,0,0-9
2020-04-06,1905,13,50-59
2020-04-07,689,57,70-79
2020-04-07,4137,101,남성
2020-04-07,6194,91,여성
2020-04-07,466,93,80 이상
2020-04-07,1305,26,60-69
2020-04-07,126,0,0-9
2020-04-07,1382,2,40-49
2020-04-07,1092,1,30-39
2020-04-07,2819,0,20-29
2020-04-07,544,0,10-19
2020-04-07,1908,13,50-59
2020-04-08,470,96,80 이상
2020-04-08,4162,106,남성
2020-04-08,6222,94,여성
2020-04-08,692,60,70-79
2020-04-08,1313,27,60-69
2020-04-08,1387,3,40-49
2020-04-08,1101,1,30-39
2020-04-08,2832,0,20-29
2020-04-08,548,0,10-19
2020-04-08,1915,13,50-59
2020-04-08,126,0,0-9
2020-04-09,6239,97,여성
2020-04-09,4184,107,남성
2020-04-09,473,100,80 이상
2020-04-09,692,60,70-79
2020-04-09,1316,27,60-69
2020-04-09,1916,13,50-59
2020-04-09,1394,3,40-49
2020-04-09,1108,1,30-39
2020-04-09,2844,0,20-29
2020-04-09,552,0,10-19
2020-04-09,128,0,0-9
2020-04-10,4199,109,남성
2020-04-10,6251,99,여성
2020-04-10,474,101,80 이상
2020-04-10,694,62,70-79
2020-04-10,1320,28,60-69
2020-04-10,129,0,0-9
2020-04-10,1396,3,40-49
2020-04-10,1113,1,30-39
2020-04-10,2851,0,20-29
2020-04-10,553,0,10-19
2020-04-10,1920,13,50-59
2020-04-11,475,101,80 이상
2020-04-11,694,63,70-79
2020-04-11,4214,111,남성
2020-04-11,6266,100,여성
2020-04-11,1327,29,60-69
2020-04-11,130,0,0-9
2020-04-11,1398,3,40-49
2020-04-11,1115,1,30-39
2020-04-11,2857,0,20-29
2020-04-11,558,0,10-19
2020-04-11,1926,14,50-59
2020-04-12,4228,113,남성
2020-04-12,6284,101,여성
2020-04-12,475,102,80 이상
2020-04-12,697,63,70-79
2020-04-12,1330,31,60-69
2020-04-12,1400,3,40-49
