지역명,2017-05-22 00:00:52,2017-05-29 00:00:52,2017-06-05 00:00:52,2017-06-12 00:00:52,2017-06-19 00:00:52,2017-06-26 00:00:52,2017-07-03 00:00:52,2017-07-10 00:00:52,2017-07-17 00:00:52,2017-07-24 00:00:52,2017-07-31 00:00:52,2017-08-07 00:00:52,2017-08-14 00:00:52,2017-08-21 00:00:52,2017-08-28 00:00:52,2017-09-04 00:00:52,2017-09-11 00:00:52,2017-09-18 00:00:52,2017-09-25 00:00:52,2017-10-09 00:00:52,2017-10-16 00:00:52,2017-10-23 00:00:52,2017-10-30 00:00:52,2017-11-06 00:00:52,2017-11-13 00:00:52,2017-11-20 00:00:52,2017-11-27 00:00:52,2017-12-04 00:00:52,2017-12-11 00:00:52,2017-12-18 00:00:52,2017-12-25 00:00:52,2018.01.01,2018-01-08 00:00:52,2018-01-15 00:00:52,2018-01-22 00:00:52,2018-01-29 00:00:52,2018-02-05 00:00:52,2018-02-19 00:00:52,2018-02-26 00:00:52,2018-03-05 00:00:52,2018-03-12 00:00:52,2018-03-19 00:00:52,2018-03-26 00:00:52,2018-04-02 00:00:52,2018-04-09 00:00:52,2018-04-16 00:00:52,2018-04-23 00:00:52,2018-04-30 00:00:52,2018-05-07 00:00:52,2018-05-14 00:00:52,2018-05-21 00:00:52,2018-05-28 00:00:52,2018-06-04 00:00:52,2018-06-11 00:00:52,2018-06-18 00:00:52,2018-06-25 00:00:52,2018-07-02 00:00:52,2018-07-09 00:00:52,2018-07-16 00:00:52,2018-07-23 00:00:52,2018-07-30 00:00:52,2018-08-06 00:00:52,2018-08-13 00:00:52,2018-08-20 00:00:52,2018-08-27 00:00:52,2018-09-03 00:00:52,2018-09-10 00:00:52,2018-09-17 00:00:52,2018-10-01 00:00:52,2018-10-08 00:00:52,2018-10-15 00:00:52,2018-10-22 00:00:52,2018-10-29 00:00:52,2018-11-05 00:00:52,2018-11-12 00:00:52,2018-11-19 00:00:52,2018-11-26 00:00:52,2018-12-03 00:00:52,2018-12-10 00:00:52,2018-12-17 00:00:52,2018-12-24 00:00:52,2018-12-31 00:00:52,2019-01-07 00:00:52,2019-01-14 00:00:52,2019-01-21 00:00:52,2019-01-28 00:00:52,2019-02-11 00:00:52,2019-02-18 00:00:52,2019-02-25 00:00:52,2019-03-04 00:00:52,2019-03-11 00:00:52,2019-03-18 00:00:52,2019-03-25 00:00:52,2019-04-01 00:00:52,2019-04-08 00:00:52,2019-04-15 00:00:52,2019-04-22 00:00:52,2019-04-29 00:00:52,2019-05-06 00:00:52,2019-05-13 00:00:52,2019-05-20 00:00:52,2019-05-27 00:00:52,2019-06-03 00:00:52,2019-06-10 00:00:52,2019-06-17 00:00:52,2019-06-24 00:00:52,2019-07-01 00:00:52,2019-07-08 00:00:52,2019-07-15 00:00:52,2019-07-22 00:00:52,2019-07-29 00:00:52,2019-08-05 00:00:52,2019-08-12 00:00:52,2019-08-19 00:00:52,2019-08-26 00:00:52,2019-09-02 00:00:52,2019-09-16 00:00:52,2019-09-23 00:00:52,2019-09-30 00:00:52,2019-10-07 00:00:52,2019-10-14 00:00:52,2019-10-21 00:00:52,2019-10-28 00:00:52,2019-11-04 00:00:52,2019-11-11 00:00:52,2019-11-18 00:00:52,2019-11-25 00:00:52,2019-12-02 00:00:52,2019-12-09 00:00:52,2019-12-16 00:00:52,2019-12-23 00:00:52,2019-12-30 00:00:52,2020-01-06 00:00:52,2020-01-13 00:00:52,2020-01-20 00:00:52,2020-02-03 00:00:52,2020-02-10 00:00:52,2020-02-17 00:00:52,2020-02-24 00:00:52,2020-03-02 00:00:52,2020-03-09 00:00:52,2020-03-16 00:00:52,2020-03-23 00:00:52,2020-03-30 00:00:52,2020-04-06 00:00:52,2020-04-13 00:00:52,2020-04-20 00:00:52,2020-05-04 00:00:52,2020-05-11 00:00:52,2020-05-18 00:00:52,2020-05-25 00:00:52,2020-06-01 00:00:52,2020-06-08 00:00:52,2020-06-15 00:00:52,2020-06-22 00:00:52,2020-06-29 00:00:52,2020-07-06 00:00:52,2020-07-13 00:00:52,2020-07-20 00:00:52,2020-07-27 00:00:52,2020-08-03 00:00:52,2020-08-10 00:00:52,2020-08-17 00:00:52,2020-08-24 00:00:52,2020-08-31 00:00:52,2020-09-07 00:00:52,2020-09-14 00:00:52,2020-09-21 00:00:52,2020-10-05 00:00:52,2020-10-12 00:00:52,2020-10-19 00:00:52,2020-10-26 00:00:52,2020-11-02 00:00:52,2020-11-09 00:00:52,2020-11-16 00:00:52,2020-11-23 00:00:52,2020-11-30 00:00:52,2020-12-07 00:00:52,2020-12-14 00:00:52,2020-12-21 00:00:52,2020-12-28 00:00:52,2021-01-04 00:00:52,2021-01-11 00:00:52,2021-01-18 00:00:52,2021-01-25 00:00:52,2021-02-01 00:00:52,2021-02-15 00:00:52,2021-02-22 00:00:52,2021-03-01 00:00:52,2021-03-08 00:00:52,2021-03-15 00:00:52,2021-03-22 00:00:52,2021-03-29 00:00:52,2021-04-05 00:00:52,2021-04-12 00:00:52,2021-04-19 00:00:52,2021-04-26 00:00:52,2021-05-03 00:00:52,2021-05-10 00:00:52,2021-05-17 00:00:52,2021-05-24 00:00:52,2021-05-31 00:00:52,2021-06-07 00:00:52,2021-06-14 00:00:52,2021-06-21 00:00:52,2021-06-28 00:00:52,2021-07-05 00:00:52,2021-07-12 00:00:52,2021-07-19 00:00:52,2021-07-26 00:00:52,2021-08-02 00:00:52,2021-08-09 00:00:52,2021-08-16 00:00:52,2021-08-23 00:00:52,2021-08-30 00:00:52,2021-09-06 00:00:52,2021-09-13 00:00:52,2021-09-27 00:00:52,2021-10-04 00:00:52,2021-10-11 00:00:52,2021-10-18 00:00:52,2021-10-25 00:00:52,2021-11-01 00:00:52,2021-11-08 00:00:52,2021-11-15 00:00:52,2021-11-22 00:00:52,2021-11-29 00:00:52,2021-12-06 00:00:52,2021-12-13 00:00:52,2021-12-20 00:00:52,2021-12-27 00:00:52,2022-01-03 00:00:52,2022-01-10 00:00:52,2022-01-17 00:00:52,2022-01-24 00:00:52,2022-02-07 00:00:52,2022-02-14 00:00:52,2022-02-21 00:00:52,2022-02-28 00:00:52,2022-03-07 00:00:52,2022-03-14 00:00:52,2022-03-21 00:00:52,2022-03-28 00:00:52,2022-04-04 00:00:52,2022-04-11 00:00:52,2022-04-18 00:00:52,2022-04-25 00:00:52,2022-05-02 00:00:52,2022-05-09 00:00:52,2022-05-16 00:00:52
송파구,60.833,60.942,61.128,61.192,61.248,61.299,61.375,61.495,61.642,61.863,62.144,62.176,62.183,62.161,62.135,62.119,62.143,62.209,62.306,62.436,62.646,62.874,63.054,63.242,63.4,63.546,63.768,64.01,64.23,64.53,64.782,65.091,65.455,65.945,66.474,67.056,67.629,67.629,68.031,68.332,68.614,68.775,69.027,69.273,69.417,69.474,69.509,69.561,69.611,69.675,69.705,69.748,69.788,69.786,69.781,69.779,69.767,69.749,69.736,69.742,69.814,69.918,70.073,70.271,70.478,71.001,71.566,72.406,72.773,73.206,73.513,73.646,73.674,73.69,73.705,73.702,73.7,73.67,73.666,73.634,73.621,73.468,73.47,73.461,73.406,73.334,73.227,73.155,73.096,73.042,72.941,72.888,72.836,72.798,72.772,72.734,72.729,72.72,72.721,72.711,72.708,72.697,72.684,72.67,72.727,72.827,72.937,73.15,73.232,73.348,73.463,73.557,73.633,73.695,73.794,73.933,74.073,74.351,74.565,74.763,74.933,75.107,75.383,75.549,75.749,76.161,76.423,76.681,76.999,77.226,77.358,77.484,77.549,77.622,77.652,77.786,77.858,77.964,78.113,78.244,78.395,78.474,78.451,78.425,78.385,78.38,78.339,78.295,78.278,78.272,78.254,78.303,78.401,78.514,78.939,79.484,80.096,80.819,81.187,81.574,81.792,82.317,82.704,83.124,83.348,83.587,83.83,84.097,84.263,84.442,84.641,84.779,84.948,85.171,85.419,85.64,85.921,86.295,86.599,86.953,87.374,87.742,88.07,88.318,88.53,88.728,88.978,89.209,89.528,89.707,89.835,89.994,90.067,90.21,90.375,90.532,90.759,91.006,91.355,91.575,91.868,92.15,92.312,92.498,92.767,93.02,93.245,93.684,94.163,94.523,94.828,95.241,95.643,96.093,96.381,96.811,97.104,97.493,97.835,98.291,98.661,98.882,98.978,99.135,99.268,99.423,99.623,99.68,99.728,99.819,99.867,99.946,100,100,100.018,100.048,100.079,100.092,100.094,100.094,100.096,100.119,100.119,100.156,100.188,100.251,100.288,100.377,100.411,100.484
강동구,64.458,64.581,65.015,65.439,65.568,65.797,65.908,66.11,66.286,66.484,66.845,66.901,66.914,66.945,66.978,67.013,67.035,67.13,67.234,67.342,67.458,67.598,67.767,67.971,68.013,68.098,68.253,68.332,68.444,68.647,68.826,69.053,69.325,69.72,69.92,70.1,70.527,70.527,71.179,71.507,71.806,72.074,72.273,72.437,72.55,72.623,72.691,72.748,72.863,72.87,72.906,72.941,73.058,73.175,73.263,73.385,73.395,73.464,73.576,73.655,73.76,73.888,74.075,74.36,74.841,75.58,75.887,76.728,77.073,77.552,77.976,78.11,78.147,78.224,78.367,78.385,78.416,78.419,78.419,78.419,78.418,78.411,78.411,78.357,78.344,78.321,78.203,78.113,78.061,77.984,77.935,77.887,77.827,77.785,77.766,77.756,77.583,77.488,77.461,77.44,77.41,77.285,77.27,77.228,77.175,77.177,77.18,77.341,77.362,77.363,77.375,77.483,77.658,77.809,77.93,78.064,78.141,78.291,78.433,78.499,78.734,78.882,78.966,79.096,79.226,79.324,79.446,79.549,79.7,79.811,79.848,79.908,79.944,79.986,80.063,80.136,80.187,80.31,80.373,80.398,80.459,80.521,80.543,80.567,80.589,80.611,80.592,80.591,80.578,80.576,80.578,80.578,80.596,80.663,80.809,80.895,81.097,81.282,81.536,81.837,82.087,82.367,82.597,82.903,83.099,83.405,83.635,83.858,83.99,84.161,84.327,84.43,84.667,84.905,85.112,85.351,85.605,85.867,86.165,86.518,86.941,87.444,87.738,87.991,88.343,88.733,89.053,89.372,89.611,89.806,90.361,90.586,91.036,91.299,91.396,91.607,91.877,92.071,92.297,92.466,92.846,93.097,93.54,93.855,94.15,94.45,94.733,94.832,95.267,95.452,95.598,95.706,95.745,96.095,96.359,96.383,96.553,96.746,97.068,97.389,97.58,97.947,98.299,98.623,98.895,99.231,99.341,99.725,99.843,99.921,99.958,99.967,100,100.067,100.106,100.098,100.092,100.112,100.093,100.108,100.143,100.148,100.171,100.171,100.2,100.2,100.225,100.229,100.26,100.251
강남11개구,62.109,62.216,62.45,62.619,62.764,62.899,62.993,63.145,63.314,63.516,63.762,63.809,63.835,63.852,63.864,63.88,63.906,63.955,64.029,64.106,64.219,64.333,64.432,64.54,64.665,64.791,64.926,65.069,65.202,65.356,65.516,65.674,65.912,66.176,66.467,66.705,66.991,66.991,67.302,67.508,67.721,67.89,68.057,68.205,68.334,68.407,68.494,68.568,68.65,68.705,68.768,68.833,68.917,68.994,69.048,69.109,69.16,69.22,69.306,69.393,69.551,69.73,69.943,70.303,70.844,71.446,72.19,73.028,73.469,73.835,74.117,74.271,74.345,74.404,74.46,74.5,74.527,74.541,74.548,74.544,74.54,74.512,74.517,74.495,74.473,74.44,74.387,74.336,74.276,74.242,74.196,74.168,74.118,74.077,74.048,74.03,74.005,73.991,73.983,73.977,73.954,73.938,73.932,73.927,73.94,73.989,74.054,74.151,74.239,74.328,74.406,74.486,74.561,74.635,74.718,74.829,74.92,75.074,75.223,75.347,75.503,75.632,75.773,75.907,76.036,76.253,76.426,76.7,76.947,77.139,77.316,77.475,77.609,77.752,77.88,78.079,78.207,78.345,78.487,78.599,78.715,78.807,78.833,78.852,78.863,78.866,78.85,78.834,78.821,78.827,78.843,78.895,78.993,79.167,79.477,79.828,80.311,80.772,81.192,81.562,81.825,82.225,82.536,82.835,83.107,83.373,83.62,83.855,84.058,84.24,84.442,84.618,84.854,85.047,85.285,85.55,85.786,86.07,86.334,86.659,87.022,87.298,87.598,87.893,88.2,88.511,88.849,89.134,89.405,89.606,89.799,89.99,90.16,90.36,90.49,90.635,90.878,91.096,91.347,91.533,91.859,92.204,92.531,92.83,93.139,93.501,93.74,93.971,94.294,94.57,94.766,95.075,95.351,95.737,96.132,96.489,96.812,97.279,97.586,97.928,98.237,98.487,98.747,98.954,99.131,99.3,99.47,99.62,99.715,99.801,99.886,99.957,100,100.041,100.074,100.107,100.126,100.146,100.165,100.184,100.211,100.242,100.271,100.312,100.353,100.401,100.456,100.524,100.584,100.645
수도권,64.071,64.115,64.208,64.311,64.388,64.469,64.532,64.619,64.705,64.81,64.916,64.953,64.977,65.011,65.045,65.07,65.095,65.126,65.166,65.198,65.245,65.295,65.342,65.394,65.441,65.482,65.527,65.575,65.618,65.663,65.715,65.765,65.841,65.921,66.02,66.102,66.202,66.202,66.328,66.424,66.505,66.574,66.642,66.7,66.756,66.788,66.826,66.864,66.894,66.923,66.954,66.984,67.016,67.053,67.083,67.108,67.137,67.164,67.197,67.231,67.29,67.366,67.455,67.59,67.839,68.185,68.514,68.957,69.24,69.476,69.667,69.787,69.867,69.936,69.993,70.023,70.043,70.05,70.056,70.053,70.049,70.046,70.044,70.035,70.025,70.014,69.997,69.976,69.949,69.934,69.903,69.875,69.844,69.821,69.808,69.797,69.778,69.761,69.745,69.729,69.707,69.681,69.665,69.653,69.645,69.653,69.67,69.683,69.7,69.721,69.744,69.765,69.794,69.823,69.851,69.886,69.907,69.937,69.98,70.026,70.072,70.12,70.161,70.211,70.263,70.34,70.408,70.497,70.602,70.689,70.787,70.869,70.954,71.053,71.176,71.369,71.559,71.738,71.915,72.07,72.252,72.406,72.524,72.6,72.663,72.703,72.751,72.791,72.837,72.897,72.965,73.047,73.16,73.313,73.651,73.942,74.224,74.528,74.803,75.068,75.258,75.525,75.752,75.992,76.195,76.376,76.574,76.757,76.936,77.097,77.335,77.588,77.843,78.057,78.325,78.606,78.875,79.18,79.531,79.846,80.211,80.551,80.961,81.39,81.778,82.262,82.833,83.368,83.901,84.359,84.808,85.24,85.655,86.059,86.385,86.744,87.083,87.372,87.723,88.039,88.474,88.921,89.402,89.846,90.257,90.733,91.131,91.567,92.052,92.491,92.857,93.387,93.854,94.487,95.048,95.616,96.136,96.756,97.223,97.626,98.045,98.391,98.679,98.922,99.117,99.305,99.47,99.624,99.744,99.848,99.92,99.964,100,100.04,100.073,100.092,100.108,100.117,100.134,100.142,100.151,100.168,100.204,100.247,100.281,100.328,100.372,100.414,100.455,100.475
6개광역시,76.214,76.231,76.254,76.281,76.307,76.345,76.381,76.418,76.44,76.48,76.51,76.53,76.55,76.563,76.577,76.586,76.595,76.608,76.622,76.625,76.639,76.653,76.662,76.673,76.675,76.682,76.689,76.691,76.698,76.701,76.706,76.702,76.71,76.707,76.712,76.71,76.709,76.709,76.71,76.712,76.714,76.717,76.728,76.739,76.743,76.745,76.742,76.743,76.741,76.743,76.743,76.745,76.737,76.746,76.753,76.753,76.75,76.754,76.75,76.755,76.754,76.75,76.742,76.752,76.787,76.805,76.845,76.876,76.909,76.937,76.973,76.983,77.019,77.017,77.041,77.047,77.046,77.068,77.106,77.122,77.119,77.114,77.106,77.102,77.08,77.078,77.074,77.072,77.068,77.061,77.033,76.984,76.954,76.925,76.916,76.902,76.892,76.868,76.851,76.83,76.803,76.772,76.734,76.721,76.714,76.714,76.698,76.68,76.671,76.637,76.613,76.602,76.607,76.603,76.6,76.614,76.632,76.661,76.691,76.715,76.748,76.782,76.811,76.84,76.874,76.929,76.996,77.071,77.134,77.213,77.294,77.363,77.412,77.509,77.571,77.669,77.773,77.866,77.961,78.033,78.157,78.272,78.366,78.427,78.488,78.509,78.553,78.58,78.619,78.67,78.733,78.79,78.853,78.932,79.092,79.216,79.337,79.421,79.531,79.627,79.738,79.83,79.92,80.016,80.131,80.218,80.319,80.429,80.586,80.714,80.9,81.132,81.406,81.733,82.131,82.636,83.081,83.437,83.901,84.184,84.484,84.709,84.995,85.269,85.555,85.922,86.263,86.622,86.972,87.277,87.583,87.953,88.266,88.549,88.778,89.078,89.368,89.631,89.934,90.211,90.584,90.932,91.295,91.625,91.923,92.313,92.62,92.941,93.283,93.636,93.942,94.336,94.676,95.123,95.531,95.953,96.32,96.837,97.188,97.545,97.98,98.357,98.624,98.847,99.051,99.246,99.407,99.543,99.67,99.796,99.895,99.931,100,100.047,100.08,100.111,100.133,100.139,100.134,100.133,100.153,100.17,100.193,100.215,100.243,100.285,100.317,100.345,100.391,100.396
5개광역시,78.637,78.651,78.67,78.69,78.705,78.738,78.763,78.786,78.801,78.834,78.858,78.877,78.895,78.901,78.905,78.913,78.92,78.93,78.941,78.942,78.956,78.97,78.975,78.985,78.985,78.994,79.001,79.001,79.01,79.012,79.015,79.01,79.018,79.013,79.017,79.011,79.01,79.01,79.008,79.008,79.008,79.011,79.02,79.03,79.036,79.042,79.039,79.042,79.04,79.042,79.042,79.042,79.036,79.048,79.056,79.057,79.058,79.066,79.063,79.071,79.066,79.066,79.063,79.075,79.109,79.131,79.182,79.223,79.262,79.295,79.341,79.347,79.387,79.38,79.402,79.41,79.411,79.444,79.492,79.514,79.511,79.504,79.493,79.484,79.456,79.452,79.444,79.445,79.438,79.428,79.395,79.332,79.297,79.27,79.258,79.239,79.229,79.212,79.195,79.175,79.155,79.119,79.077,79.062,79.055,79.057,79.042,79.016,79.004,78.962,78.934,78.925,78.929,78.923,78.92,78.938,78.958,78.986,79.024,79.05,79.09,79.12,79.156,79.189,79.231,79.298,79.381,79.475,79.551,79.645,79.737,79.818,79.868,79.984,80.045,80.15,80.243,80.32,80.387,80.423,80.504,80.578,80.638,80.669,80.704,80.725,80.753,80.763,80.779,80.826,80.871,80.91,80.968,81.031,81.151,81.255,81.38,81.468,81.577,81.662,81.766,81.864,81.965,82.067,82.178,82.279,82.398,82.521,82.688,82.832,83.056,83.345,83.67,84.073,84.567,85.188,85.715,86.133,86.681,86.982,87.319,87.562,87.88,88.167,88.486,88.869,89.18,89.516,89.799,90.047,90.268,90.553,90.771,90.982,91.136,91.362,91.609,91.826,92.065,92.267,92.546,92.8,93.076,93.346,93.577,93.878,94.134,94.408,94.684,94.987,95.217,95.536,95.754,96.023,96.342,96.667,96.988,97.404,97.665,97.934,98.326,98.641,98.828,99.041,99.234,99.405,99.528,99.623,99.706,99.811,99.911,99.936,100,100.04,100.055,100.072,100.09,100.085,100.077,100.079,100.103,100.127,100.147,100.163,100.186,100.219,100.241,100.259,100.299,100.303
기타지방,91.252,91.24,91.24,91.214,91.212,91.175,91.145,91.124,91.106,91.073,91.034,91.003,90.961,90.888,90.851,90.818,90.773,90.729,90.69,90.673,90.641,90.588,90.547,90.522,90.485,90.451,90.402,90.378,90.361,90.331,90.315,90.304,90.262,90.206,90.143,90.131,90.111,90.111,90.092,90.066,90.027,89.997,89.947,89.886,89.804,89.741,89.693,89.645,89.59,89.543,89.484,89.456,89.383,89.332,89.271,89.201,89.134,89.059,88.982,88.854,88.778,88.718,88.665,88.618,88.553,88.503,88.454,88.383,88.324,88.265,88.188,88.045,87.911,87.802,87.714,87.629,87.579,87.534,87.462,87.398,87.344,87.31,87.274,87.204,87.136,87.057,86.94,86.846,86.761,86.685,86.552,86.429,86.323,86.234,86.187,86.141,86.094,86,85.96,85.895,85.825,85.664,85.588,85.511,85.446,85.392,85.333,85.22,85.138,85.068,84.986,84.934,84.916,84.87,84.815,84.746,84.687,84.638,84.586,84.559,84.506,84.462,84.417,84.385,84.368,84.348,84.343,84.331,84.333,84.332,84.352,84.359,84.367,84.356,84.372,84.367,84.376,84.392,84.408,84.41,84.416,84.421,84.412,84.409,84.396,84.384,84.381,84.384,84.368,84.383,84.407,84.456,84.504,84.599,84.723,84.832,84.905,84.994,85.043,85.119,85.252,85.386,85.477,85.578,85.652,85.726,85.812,85.917,86.023,86.134,86.224,86.304,86.421,86.577,86.747,86.985,87.251,87.554,87.861,88.062,88.365,88.545,88.735,88.874,89.05,89.183,89.383,89.556,89.716,89.879,90.003,90.181,90.417,90.621,90.794,90.983,91.147,91.331,91.498,91.642,91.863,92.036,92.27,92.503,92.723,92.943,93.138,93.36,93.584,93.825,94.049,94.286,94.552,94.879,95.274,95.589,95.979,96.401,96.708,96.993,97.419,97.763,98.138,98.449,98.744,98.967,99.144,99.324,99.507,99.691,99.805,99.908,100,100.081,100.167,100.283,100.387,100.466,100.544,100.632,100.748,100.865,100.994,101.119,101.23,101.363,101.475,101.595,101.694,101.778
부산,80.535,80.601,80.65,80.703,80.756,80.84,80.919,80.983,81.028,81.098,81.157,81.188,81.205,81.21,81.209,81.206,81.21,81.212,81.216,81.208,81.193,81.19,81.181,81.176,81.156,81.142,81.126,81.11,81.099,81.091,81.083,81.057,81.046,81.019,80.998,80.979,80.961,80.961,80.91,80.896,80.858,80.835,80.83,80.814,80.808,80.798,80.78,80.758,80.731,80.707,80.689,80.685,80.643,80.634,80.598,80.586,80.557,80.535,80.501,80.432,80.394,80.359,80.294,80.237,80.213,80.166,80.129,80.114,80.046,80.008,79.984,79.841,79.751,79.668,79.617,79.54,79.524,79.504,79.495,79.457,79.394,79.36,79.327,79.313,79.272,79.244,79.22,79.2,79.182,79.155,79.102,78.978,78.913,78.874,78.838,78.815,78.787,78.751,78.722,78.664,78.62,78.512,78.417,78.374,78.341,78.325,78.296,78.224,78.167,78.043,77.938,77.909,77.889,77.853,77.811,77.783,77.769,77.729,77.718,77.693,77.666,77.635,77.626,77.617,77.647,77.737,77.848,77.966,78.021,78.107,78.168,78.2,78.211,78.231,78.249,78.283,78.312,78.341,78.354,78.345,78.378,78.419,78.455,78.465,78.483,78.486,78.483,78.469,78.454,78.437,78.454,78.462,78.481,78.509,78.602,78.703,78.788,78.847,78.954,79.045,79.152,79.214,79.31,79.367,79.442,79.514,79.577,79.689,79.872,79.972,80.156,80.409,80.896,81.447,82.277,83.151,83.832,84.414,85.026,85.331,85.682,85.974,86.249,86.562,86.938,87.27,87.606,87.824,87.973,88.189,88.499,88.825,88.993,89.228,89.395,89.656,90.019,90.247,90.52,90.738,91.146,91.507,91.847,92.205,92.556,92.967,93.335,93.74,94.114,94.539,94.83,95.206,95.504,95.819,96.178,96.586,96.932,97.359,97.648,97.9,98.281,98.619,98.797,99.015,99.175,99.357,99.5,99.613,99.686,99.805,99.897,99.923,100,100.035,100.06,100.098,100.137,100.168,100.197,100.25,100.308,100.352,100.413,100.461,100.518,100.569,100.604,100.62,100.667,100.681
중구,97.299,97.299,97.422,97.422,97.644,97.644,97.796,97.796,97.906,98.004,98.034,98.066,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,98.083,97.999,97.999,97.999,97.999,97.999,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.971,97.862,97.652,97.585,97.552,97.552,97.552,97.527,97.527,97.527,97.527,97.527,97.527,97.527,97.527,97.527,97.527,97.527,97.422,97.422,97.422,97.422,97.422,97.184,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.183,97.149,97.149,97.149,97.149,97.149,97.149,97.149,97.149,97.149,97.149,97.149,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.137,97.116,97.116,97.116,97.116,97.116,97.116,97.116,97.116,97.116,97.116,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,97.088,96.758,96.758,96.758,96.758,96.758,96.923,96.923,96.923,96.923,97.398,97.912,98.238,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.237,98.402,98.402,98.402,98.402,98.745,98.745,98.745,98.745,98.745,98.745,98.745,98.827,98.827,98.889,98.951,99.013,99.469,99.469,99.469,99.901,99.907,99.907,99.907,99.963,100,100,100,100,100,100,100,100,100,100,100,100,100.141,100.141,100.141,100.141,100.141,100.306,100.306,100.306,100.306
서구,91.92,91.966,92.056,92.055,92.088,92.157,92.216,92.321,92.505,92.505,92.505,92.505,92.505,92.548,92.548,92.632,92.632,92.639,92.717,92.751,92.755,92.8,92.816,92.816,92.816,92.816,92.85,92.85,92.85,92.853,92.854,92.858,92.881,92.897,92.897,92.897,92.897,92.897,92.917,92.917,92.917,92.917,92.917,92.917,92.921,92.921,92.921,92.921,92.921,92.921,92.921,92.921,92.921,92.921,92.971,92.971,92.971,92.971,92.971,92.971,92.971,92.971,92.971,92.971,92.955,92.955,92.955,92.948,92.948,92.948,92.948,92.948,92.948,92.946,92.946,92.993,92.993,92.993,92.993,92.993,92.946,92.946,92.946,92.942,92.942,92.942,92.942,92.942,92.942,92.942,92.911,92.911,92.826,92.826,92.751,92.726,92.726,92.726,92.726,92.726,92.679,92.679,92.679,92.642,92.642,92.642,92.642,92.642,92.595,92.595,92.592,92.571,92.542,92.534,92.534,92.534,92.4,92.336,92.333,92.332,92.318,92.318,92.318,92.318,92.318,92.318,92.318,92.318,92.33,92.342,92.366,92.366,92.366,92.394,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.472,92.472,92.472,92.472,92.472,92.472,92.472,92.472,92.472,92.472,92.472,92.476,92.475,92.475,92.455,92.455,92.529,92.529,92.554,92.608,92.608,92.608,92.629,92.63,92.639,92.639,92.639,92.639,92.656,92.656,92.656,93.019,93.072,93.137,93.137,93.158,93.804,93.909,94.024,94.51,94.679,94.739,94.844,95.131,95.155,95.241,95.402,95.421,95.442,95.442,95.575,95.739,95.739,95.739,95.807,95.92,95.92,95.92,95.92,95.937,95.937,96.325,96.586,96.589,96.865,96.979,97.401,97.461,97.686,97.767,97.767,97.883,98.077,98.077,98.077,98.077,98.286,98.424,98.524,98.524,98.524,98.806,99.302,99.642,99.642,99.868,99.934,99.944,99.944,99.944,99.944,100,100,100,100.029,100.029,100.029,100.058,100.058,100.058,100.058,100.098,100.158,100.314,100.511,100.511,100.569,100.615,100.615
