지역명,2017-05-22 00:00:52,2017-05-29 00:00:52,2017-06-05 00:00:52,2017-06-12 00:00:52,2017-06-19 00:00:52,2017-06-26 00:00:52,2017-07-03 00:00:52,2017-07-10 00:00:52,2017-07-17 00:00:52,2017-07-24 00:00:52,2017-07-31 00:00:52,2017-08-07 00:00:52,2017-08-14 00:00:52,2017-08-21 00:00:52,2017-08-28 00:00:52,2017-09-04 00:00:52,2017-09-11 00:00:52,2017-09-18 00:00:52,2017-09-25 00:00:52,2017-10-09 00:00:52,2017-10-16 00:00:52,2017-10-23 00:00:52,2017-10-30 00:00:52,2017-11-06 00:00:52,2017-11-13 00:00:52,2017-11-20 00:00:52,2017-11-27 00:00:52,2017-12-04 00:00:52,2017-12-11 00:00:52,2017-12-18 00:00:52,2017-12-25 00:00:52,2018.01.01,2018-01-08 00:00:52,2018-01-15 00:00:52,2018-01-22 00:00:52,2018-01-29 00:00:52,2018-02-05 00:00:52,2018-02-19 00:00:52,2018-02-26 00:00:52,2018-03-05 00:00:52,2018-03-12 00:00:52,2018-03-19 00:00:52,2018-03-26 00:00:52,2018-04-02 00:00:52,2018-04-09 00:00:52,2018-04-16 00:00:52,2018-04-23 00:00:52,2018-04-30 00:00:52,2018-05-07 00:00:52,2018-05-14 00:00:52,2018-05-21 00:00:52,2018-05-28 00:00:52,2018-06-04 00:00:52,2018-06-11 00:00:52,2018-06-18 00:00:52,2018-06-25 00:00:52,2018-07-02 00:00:52,2018-07-09 00:00:52,2018-07-16 00:00:52,2018-07-23 00:00:52,2018-07-30 00:00:52,2018-08-06 00:00:52,2018-08-13 00:00:52,2018-08-20 00:00:52,2018-08-27 00:00:52,2018-09-03 00:00:52,2018-09-10 00:00:52,2018-09-17 00:00:52,2018-10-01 00:00:52,2018-10-08 00:00:52,2018-10-15 00:00:52,2018-10-22 00:00:52,2018-10-29 00:00:52,2018-11-05 00:00:52,2018-11-12 00:00:52,2018-11-19 00:00:52,2018-11-26 00:00:52,2018-12-03 00:00:52,2018-12-10 00:00:52,2018-12-17 00:00:52,2018-12-24 00:00:52,2018-12-31 00:00:52,2019-01-07 00:00:52,2019-01-14 00:00:52,2019-01-21 00:00:52,2019-01-28 00:00:52,2019-02-11 00:00:52,2019-02-18 00:00:52,2019-02-25 00:00:52,2019-03-04 00:00:52,2019-03-11 00:00:52,2019-03-18 00:00:52,2019-03-25 00:00:52,2019-04-01 00:00:52,2019-04-08 00:00:52,2019-04-15 00:00:52,2019-04-22 00:00:52,2019-04-29 00:00:52,2019-05-06 00:00:52,2019-05-13 00:00:52,2019-05-20 00:00:52,2019-05-27 00:00:52,2019-06-03 00:00:52,2019-06-10 00:00:52,2019-06-17 00:00:52,2019-06-24 00:00:52,2019-07-01 00:00:52,2019-07-08 00:00:52,2019-07-15 00:00:52,2019-07-22 00:00:52,2019-07-29 00:00:52,2019-08-05 00:00:52,2019-08-12 00:00:52,2019-08-19 00:00:52,2019-08-26 00:00:52,2019-09-02 00:00:52,2019-09-16 00:00:52,2019-09-23 00:00:52,2019-09-30 00:00:52,2019-10-07 00:00:52,2019-10-14 00:00:52,2019-10-21 00:00:52,2019-10-28 00:00:52,2019-11-04 00:00:52,2019-11-11 00:00:52,2019-11-18 00:00:52,2019-11-25 00:00:52,2019-12-02 00:00:52,2019-12-09 00:00:52,2019-12-16 00:00:52,2019-12-23 00:00:52,2019-12-30 00:00:52,2020-01-06 00:00:52,2020-01-13 00:00:52,2020-01-20 00:00:52,2020-02-03 00:00:52,2020-02-10 00:00:52,2020-02-17 00:00:52,2020-02-24 00:00:52,2020-03-02 00:00:52,2020-03-09 00:00:52,2020-03-16 00:00:52,2020-03-23 00:00:52,2020-03-30 00:00:52,2020-04-06 00:00:52,2020-04-13 00:00:52,2020-04-20 00:00:52,2020-05-04 00:00:52,2020-05-11 00:00:52,2020-05-18 00:00:52,2020-05-25 00:00:52,2020-06-01 00:00:52,2020-06-08 00:00:52,2020-06-15 00:00:52,2020-06-22 00:00:52,2020-06-29 00:00:52,2020-07-06 00:00:52,2020-07-13 00:00:52,2020-07-20 00:00:52,2020-07-27 00:00:52,2020-08-03 00:00:52,2020-08-10 00:00:52,2020-08-17 00:00:52,2020-08-24 00:00:52,2020-08-31 00:00:52,2020-09-07 00:00:52,2020-09-14 00:00:52,2020-09-21 00:00:52,2020-10-05 00:00:52,2020-10-12 00:00:52,2020-10-19 00:00:52,2020-10-26 00:00:52,2020-11-02 00:00:52,2020-11-09 00:00:52,2020-11-16 00:00:52,2020-11-23 00:00:52,2020-11-30 00:00:52,2020-12-07 00:00:52,2020-12-14 00:00:52,2020-12-21 00:00:52,2020-12-28 00:00:52,2021-01-04 00:00:52,2021-01-11 00:00:52,2021-01-18 00:00:52,2021-01-25 00:00:52,2021-02-01 00:00:52,2021-02-15 00:00:52,2021-02-22 00:00:52,2021-03-01 00:00:52,2021-03-08 00:00:52,2021-03-15 00:00:52,2021-03-22 00:00:52,2021-03-29 00:00:52,2021-04-05 00:00:52,2021-04-12 00:00:52,2021-04-19 00:00:52,2021-04-26 00:00:52,2021-05-03 00:00:52,2021-05-10 00:00:52,2021-05-17 00:00:52,2021-05-24 00:00:52,2021-05-31 00:00:52,2021-06-07 00:00:52,2021-06-14 00:00:52,2021-06-21 00:00:52,2021-06-28 00:00:52,2021-07-05 00:00:52,2021-07-12 00:00:52,2021-07-19 00:00:52,2021-07-26 00:00:52,2021-08-02 00:00:52,2021-08-09 00:00:52,2021-08-16 00:00:52,2021-08-23 00:00:52,2021-08-30 00:00:52,2021-09-06 00:00:52,2021-09-13 00:00:52,2021-09-27 00:00:52,2021-10-04 00:00:52,2021-10-11 00:00:52,2021-10-18 00:00:52,2021-10-25 00:00:52,2021-11-01 00:00:52,2021-11-08 00:00:52,2021-11-15 00:00:52,2021-11-22 00:00:52,2021-11-29 00:00:52,2021-12-06 00:00:52,2021-12-13 00:00:52,2021-12-20 00:00:52,2021-12-27 00:00:52,2022-01-03 00:00:52,2022-01-10 00:00:52,2022-01-17 00:00:52,2022-01-24 00:00:52,2022-02-07 00:00:52,2022-02-14 00:00:52,2022-02-21 00:00:52,2022-02-28 00:00:52,2022-03-07 00:00:52,2022-03-14 00:00:52,2022-03-21 00:00:52,2022-03-28 00:00:52,2022-04-04 00:00:52,2022-04-11 00:00:52,2022-04-18 00:00:52,2022-04-25 00:00:52,2022-05-02 00:00:52,2022-05-09 00:00:52,2022-05-16 00:00:52
전국,72.842,72.87,72.93,72.991,73.041,73.089,73.128,73.181,73.232,73.296,73.358,73.379,73.39,73.398,73.413,73.423,73.431,73.444,73.463,73.48,73.505,73.528,73.55,73.579,73.601,73.621,73.64,73.664,73.689,73.711,73.74,73.766,73.806,73.843,73.891,73.937,73.993,73.993,74.064,74.117,74.159,74.195,74.229,74.255,74.274,74.283,74.296,74.311,74.318,74.328,74.335,74.348,74.352,74.368,74.377,74.379,74.384,74.388,74.393,74.392,74.412,74.446,74.489,74.564,74.709,74.912,75.112,75.373,75.541,75.679,75.789,75.836,75.869,75.888,75.911,75.915,75.918,75.922,75.922,75.914,75.901,75.891,75.881,75.859,75.833,75.809,75.772,75.741,75.706,75.679,75.626,75.57,75.522,75.484,75.465,75.444,75.421,75.388,75.367,75.339,75.308,75.251,75.216,75.19,75.17,75.163,75.157,75.134,75.123,75.111,75.099,75.098,75.111,75.116,75.119,75.128,75.132,75.145,75.167,75.193,75.216,75.241,75.262,75.291,75.326,75.38,75.436,75.505,75.581,75.651,75.731,75.797,75.858,75.937,76.023,76.154,76.283,76.404,76.522,76.617,76.738,76.841,76.919,76.968,77.009,77.033,77.065,77.091,77.117,77.164,77.217,77.283,77.369,77.489,77.731,77.941,78.142,78.35,78.54,78.723,78.881,79.08,79.249,79.428,79.583,79.722,79.878,80.031,80.192,80.338,80.542,80.766,81.008,81.254,81.553,81.903,82.231,82.562,82.949,83.237,83.582,83.865,84.208,84.542,84.869,85.256,85.688,86.1,86.497,86.843,87.171,87.515,87.846,88.163,88.417,88.709,88.99,89.24,89.526,89.78,90.133,90.477,90.859,91.218,91.546,91.928,92.25,92.604,92.985,93.35,93.655,94.074,94.441,94.925,95.395,95.853,96.299,96.83,97.216,97.563,97.977,98.315,98.599,98.849,99.065,99.256,99.414,99.56,99.685,99.806,99.893,99.946,100,100.049,100.089,100.128,100.163,100.184,100.208,100.232,100.266,100.306,100.358,100.413,100.46,100.522,100.576,100.629,100.682,100.712
서울,62.001,62.083,62.271,62.475,62.621,62.763,62.864,63.011,63.173,63.359,63.596,63.644,63.673,63.701,63.722,63.741,63.768,63.819,63.891,63.958,64.053,64.15,64.241,64.348,64.45,64.55,64.653,64.767,64.876,64.986,65.105,65.224,65.411,65.605,65.845,66.032,66.251,66.251,66.538,66.736,66.928,67.082,67.232,67.361,67.468,67.543,67.627,67.703,67.773,67.835,67.896,67.957,68.035,68.106,68.16,68.216,68.272,68.343,68.433,68.521,68.659,68.82,69.012,69.321,69.821,70.46,71.128,71.979,72.476,72.833,73.109,73.302,73.398,73.474,73.54,73.592,73.63,73.652,73.668,73.672,73.675,73.667,73.669,73.659,73.647,73.623,73.591,73.561,73.525,73.499,73.467,73.448,73.417,73.392,73.371,73.361,73.341,73.332,73.325,73.316,73.296,73.276,73.27,73.261,73.269,73.31,73.375,73.454,73.531,73.61,73.68,73.76,73.828,73.904,73.985,74.083,74.158,74.268,74.38,74.479,74.587,74.699,74.807,74.909,75.007,75.154,75.289,75.475,75.659,75.81,75.955,76.087,76.197,76.315,76.433,76.604,76.708,76.834,76.96,77.069,77.179,77.269,77.313,77.346,77.372,77.388,77.389,77.387,77.388,77.413,77.449,77.515,77.628,77.788,78.133,78.515,78.954,79.452,79.914,80.338,80.653,81.083,81.443,81.796,82.108,82.398,82.701,82.932,83.133,83.317,83.576,83.829,84.106,84.356,84.6,84.863,85.091,85.409,85.713,86.038,86.422,86.761,87.087,87.426,87.755,88.106,88.48,88.816,89.12,89.406,89.658,89.878,90.06,90.316,90.512,90.707,90.957,91.164,91.424,91.628,91.944,92.28,92.631,92.941,93.253,93.625,93.878,94.133,94.473,94.729,94.948,95.311,95.633,96.063,96.453,96.886,97.252,97.684,97.96,98.269,98.507,98.751,98.969,99.156,99.31,99.458,99.595,99.7,99.768,99.85,99.917,99.968,100,100.034,100.06,100.08,100.092,100.104,100.119,100.132,100.147,100.162,100.186,100.22,100.256,100.298,100.341,100.394,100.432,100.469
종로구,74.272,74.354,74.399,74.432,74.523,74.599,74.599,74.633,74.804,74.901,75.012,75.082,75.082,75.095,75.152,75.23,75.319,75.437,75.604,75.604,75.696,75.696,75.804,75.859,75.906,76.039,76.052,76.099,76.261,76.451,76.451,76.577,76.764,76.764,76.867,76.886,76.941,76.941,77.193,77.363,77.493,77.771,77.771,77.771,77.909,78.187,78.235,78.277,78.366,78.515,78.537,78.537,78.622,78.886,78.886,79.04,79.04,79.125,79.141,79.19,79.19,79.19,79.271,79.45,80.192,80.545,80.719,81.105,81.665,81.711,81.932,82.125,82.345,82.397,82.478,82.638,82.753,82.772,82.847,82.879,82.911,82.943,82.943,82.958,82.968,82.968,82.968,82.968,82.968,82.968,82.968,82.951,82.951,82.947,82.947,82.947,82.947,82.933,82.933,82.933,82.933,82.86,82.86,82.86,82.87,82.937,82.937,83.025,83.04,83.04,83.04,83.048,83.048,83.048,83.1,83.147,83.294,83.505,83.505,83.646,83.69,83.714,83.975,84.024,84.113,84.113,84.326,84.397,84.398,84.525,84.665,84.763,84.792,84.882,84.953,85.001,85.054,85.091,85.099,85.136,85.143,85.204,85.207,85.207,85.207,85.251,85.305,85.364,85.364,85.376,85.389,85.49,85.537,85.577,85.784,85.873,85.927,86.231,86.41,86.624,87.289,87.519,87.567,87.982,88.308,88.502,88.786,88.914,89.143,89.16,89.196,89.272,89.372,89.435,89.779,89.835,89.943,90.7,90.997,91.383,91.505,91.762,91.873,92.028,92.113,92.173,92.223,92.272,92.318,92.337,92.357,92.357,92.653,92.991,93.022,93.07,93.178,93.22,93.558,93.611,93.784,93.901,93.923,93.944,94.115,94.27,94.646,94.793,94.81,94.968,95.072,95.33,95.537,95.939,96.023,96.271,96.81,97.095,97.562,97.772,98.177,98.729,99.136,99.186,99.186,99.358,99.616,99.882,99.968,100,100,100,100,100,100,100,100,100,100,100.04,100.067,100.118,100.143,100.215,100.301,100.373,100.503,100.672,100.818,100.961
중구,69.462,69.48,69.611,69.672,69.703,69.752,69.811,69.88,69.98,70.136,70.187,70.282,70.342,70.393,70.42,70.468,70.493,70.547,70.666,70.813,70.975,71.023,71.066,71.222,71.295,71.392,71.461,71.461,71.498,71.552,71.576,71.576,71.707,71.795,72.021,72.176,72.262,72.262,72.533,72.616,72.817,72.996,73.035,73.174,73.299,73.349,73.399,73.448,73.497,73.572,73.602,73.68,73.84,73.935,73.963,74.009,74.054,74.103,74.137,74.397,74.448,74.456,74.644,74.969,75.171,75.846,76.348,76.605,77.149,77.461,77.606,77.839,77.897,77.976,78.044,78.105,78.105,78.105,78.132,78.203,78.203,78.203,78.203,78.203,78.203,78.203,78.098,78.072,78.072,78.072,78.051,78.047,78.047,78.047,78.047,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.044,78.051,78.051,78.099,78.101,78.255,78.259,78.293,78.407,78.597,78.822,78.834,78.87,79.029,79.186,79.42,79.545,79.704,79.8,79.919,80.074,80.326,80.471,80.614,80.769,80.812,80.889,81.021,81.04,81.059,81.066,81.073,81.095,81.095,81.095,81.137,81.156,81.211,81.239,81.262,81.435,81.588,81.9,82.043,82.763,83.208,83.499,83.676,83.925,84.074,84.388,84.43,84.618,84.909,84.998,85.247,85.396,85.5,86.016,86.386,87.05,87.415,87.599,87.913,88.108,88.526,88.56,89.149,89.434,89.641,90.602,90.811,91.626,91.991,92.184,92.265,92.321,92.501,92.841,93.076,93.289,93.371,93.416,93.565,94,94.337,94.342,94.433,94.503,94.798,95.172,95.203,95.657,95.913,95.971,96.336,96.335,96.47,96.47,96.47,97.067,97.067,97.371,97.657,97.988,98.037,98.31,98.543,99.096,99.318,99.318,99.47,99.578,99.596,99.741,99.918,99.918,99.968,100,100,100,100,100,100,100,100,100,100,100.03,100.055,100.055,100.055,100.108,100.142,100.161,100.161,100.161
용산구,63.72,63.806,64.031,64.278,64.429,64.546,64.643,64.776,64.95,65.145,65.406,65.483,65.546,65.625,65.692,65.751,65.815,65.831,65.898,65.921,66.067,66.2,66.269,66.303,66.413,66.487,66.569,66.653,66.763,66.833,66.904,67.004,67.201,67.529,67.953,68.117,68.348,68.348,68.887,69.322,69.56,69.741,70.034,70.336,70.378,70.489,70.506,70.645,70.707,70.846,70.963,71.022,71.111,71.176,71.281,71.393,71.489,71.535,71.725,71.836,72.077,72.393,72.611,72.961,74.217,75.115,75.508,75.853,76.028,76.291,76.542,76.696,76.834,76.885,76.939,76.966,77.006,77.006,77.004,77.004,77.016,77.049,76.998,76.998,76.998,76.998,76.976,76.942,76.942,76.948,76.948,76.948,76.948,76.948,76.939,76.938,76.938,76.928,76.924,76.916,76.918,76.922,76.897,76.899,76.909,76.909,76.909,76.969,76.98,77.025,77.074,77.104,77.14,77.152,77.227,77.269,77.3,77.415,77.467,77.534,77.673,77.753,77.905,78.007,78.164,78.301,78.346,78.475,78.798,79.185,79.354,79.464,79.604,79.759,79.815,79.958,80.116,80.207,80.246,80.338,80.388,80.453,80.473,80.485,80.485,80.503,80.503,80.503,80.54,80.544,80.544,80.57,80.589,80.593,80.697,80.793,80.943,81.36,81.686,81.975,82.075,82.154,82.295,82.424,82.736,83.064,83.118,83.168,83.348,83.523,83.698,84.053,84.391,84.658,84.658,84.828,85.004,85.064,85.203,85.392,85.793,85.991,86.306,86.687,86.801,87.05,87.217,87.528,88.09,88.262,88.515,88.787,89.231,89.43,89.461,89.481,89.647,89.803,90.086,90.316,90.472,90.801,91.145,91.405,91.7,91.815,92.112,92.424,92.529,93.048,93.572,93.733,94.178,94.62,95.251,95.672,96.08,96.73,96.861,97.028,97.378,97.83,98.213,98.456,98.75,99.202,99.42,99.499,99.639,99.891,99.922,99.948,100,100,100.027,100.119,100.234,100.308,100.345,100.4,100.436,100.538,100.587,100.62,100.703,100.83,100.963,101.175,101.409,101.684
성동구,63.449,63.524,63.724,64.421,64.518,64.617,64.822,65.007,65.143,65.338,65.468,65.52,65.52,65.562,65.613,65.655,65.705,65.777,65.872,66.026,66.188,66.362,66.534,66.779,66.935,67.068,67.251,67.49,67.775,67.971,68.189,68.461,68.838,69.182,69.61,70.123,70.522,70.522,71.155,71.714,72.034,72.259,72.411,72.493,72.554,72.65,72.736,72.775,72.805,72.836,72.887,72.973,72.996,73.026,73.077,73.081,73.131,73.192,73.236,73.236,73.352,73.45,73.494,73.652,73.948,74.658,75.123,76.206,76.758,77.035,77.136,77.311,77.458,77.533,77.61,77.628,77.665,77.723,77.792,77.804,77.804,77.804,77.815,77.816,77.816,77.816,77.81,77.81,77.801,77.778,77.743,77.707,77.707,77.706,77.706,77.703,77.7,77.7,77.72,77.721,77.721,77.721,77.721,77.735,77.764,77.777,77.806,77.826,77.882,77.998,78.008,78.062,78.114,78.172,78.289,78.398,78.463,78.563,78.693,78.715,78.779,78.857,78.907,78.994,79.072,79.122,79.205,79.282,79.389,79.544,79.592,79.697,79.736,79.819,79.876,79.943,80.028,80.106,80.195,80.275,80.354,80.449,80.497,80.506,80.506,80.519,80.532,80.533,80.552,80.558,80.579,80.603,80.624,80.643,80.792,80.895,81.435,81.693,81.841,82.236,82.692,83.112,83.594,84.122,84.457,84.852,85.156,85.427,85.535,85.787,85.884,86.057,86.253,86.823,86.988,87.069,87.22,87.514,87.642,88.156,88.786,89.23,89.468,89.593,90.015,90.414,90.783,91.125,91.504,91.57,91.658,91.829,91.967,92.554,92.81,92.929,93.056,93.056,93.181,93.182,93.273,93.634,93.826,94.258,94.38,94.573,94.691,94.836,94.876,94.941,95.041,95.62,95.983,96.574,97.294,97.865,98.166,98.615,98.653,99.005,99.073,99.355,99.364,99.513,99.631,99.674,99.674,99.717,99.729,99.741,99.77,99.959,100,100.067,100.079,100.143,100.219,100.309,100.309,100.399,100.452,100.452,100.452,100.487,100.487,100.513,100.566,100.61,100.61,100.615
광진구,63.218,63.277,63.521,64.096,64.155,64.214,64.336,64.479,64.643,64.849,65.152,65.235,65.32,65.412,65.462,65.538,65.65,65.774,65.89,66.058,66.192,66.441,66.674,66.874,67.112,67.294,67.506,67.699,67.781,67.97,68.129,68.221,68.471,68.846,69.24,69.518,69.884,69.884,70.45,70.829,71.056,71.242,71.395,71.527,71.607,71.681,71.741,71.777,71.794,71.832,71.864,71.841,71.849,71.872,71.866,71.905,71.946,71.957,72.005,72.095,72.147,72.219,72.295,72.378,72.666,73.369,73.636,74.458,75.025,75.247,75.378,75.618,75.682,75.723,75.821,75.845,75.859,75.859,75.873,75.872,75.895,75.919,75.935,75.935,75.936,75.936,75.933,75.933,75.923,75.904,75.891,75.876,75.824,75.808,75.793,75.783,75.773,75.76,75.754,75.74,75.729,75.723,75.702,75.675,75.698,75.743,75.806,75.929,76.027,76.1,76.151,76.284,76.412,76.501,76.586,76.717,76.845,77.118,77.183,77.322,77.509,77.737,77.958,78.12,78.295,78.415,78.698,78.944,79.182,79.306,79.322,79.518,79.666,79.83,79.968,80.185,80.35,80.715,80.93,81.277,81.528,81.63,81.813,81.904,81.991,82.042,82.093,82.118,82.142,82.292,82.447,82.535,82.693,82.882,83.189,83.771,84.044,84.529,84.96,85.229,85.581,85.759,86.155,86.428,86.741,86.899,87.223,87.308,87.585,87.8,88.036,88.258,88.524,88.654,88.797,89.202,89.455,89.497,89.829,89.951,90.203,90.475,90.645,90.827,90.993,91.177,91.456,91.541,91.693,91.859,91.967,92.092,92.11,92.283,92.297,92.448,92.586,92.615,92.709,92.811,92.946,93.07,93.272,93.552,93.825,94.325,94.759,94.968,95.144,95.425,95.483,96.064,96.437,96.956,97.224,97.684,98.04,98.094,98.094,98.259,98.31,98.893,99.212,99.333,99.476,99.586,99.723,99.803,99.834,99.921,99.927,99.969,100,100.004,100.034,100.07,100.126,100.149,100.161,100.193,100.193,100.302,100.364,100.453,100.577,100.692,100.815,100.863,100.952,100.964
동대문구,64.533,64.56,64.573,64.769,64.948,65.126,65.139,65.212,65.337,65.448,65.729,65.788,65.849,65.914,65.964,65.978,66.073,66.15,66.183,66.213,66.314,66.418,66.54,66.558,66.569,66.589,66.656,66.693,66.785,66.789,66.895,66.895,66.997,67.279,67.437,67.625,67.889,67.889,68.161,68.454,68.618,68.831,69.073,69.126,69.301,69.405,69.53,69.63,69.671,69.692,69.715,69.838,69.878,69.94,70.115,70.13,70.225,70.365,70.456,70.584,70.704,70.75,70.907,71.049,71.732,72.579,73.255,74.16,74.734,74.946,75.364,75.723,75.791,75.989,76.121,76.158,76.21,76.242,76.242,76.253,76.253,76.253,76.253,76.253,76.253,76.237,76.237,76.183,76.183,76.183,76.152,76.134,76.133,76.133,76.133,76.137,76.101,76.101,76.101,76.077,76.006,75.873,75.851,75.8,75.772,75.772,75.917,75.972,75.999,76.062,76.155,76.291,76.345,76.492,76.508,76.699,76.768,76.779,76.882,77.014,77.06,77.129,77.149,77.251,77.273,77.324,77.373,77.426,77.462,77.512,77.598,77.678,77.704,77.744,77.933,78.037,78.063,78.187,78.264,78.408,78.6,78.709,78.746,78.816,78.846,78.878,78.895,78.899,78.901,78.928,78.929,78.979,79.033,79.179,79.485,79.754,80.057,80.497,80.922,81.169,81.268,81.574,81.844,82.182,82.518,82.584,82.996,83.258,83.404,83.569,83.97,84.09,84.529,84.733,84.943,85.07,85.175,85.406,85.658,86.222,86.336,86.907,87.274,87.805,88.047,88.461,89.355,90.051,90.21,90.508,90.674,90.936,90.968,91.159,91.334,91.613,91.754,91.981,92.155,92.263,92.758,93.04,93.379,93.641,93.845,94.062,94.422,94.618,95.219,95.538,96.028,96.279,96.421,96.867,97.123,97.611,97.968,98.269,98.537,98.87,98.882,99.04,99.072,99.445,99.737,99.772,99.782,99.782,99.782,99.845,99.936,99.936,100,100.04,100.061,99.981,99.901,99.861,99.861,99.861,99.84,99.84,99.882,99.935,100.021,100.025,100.025,100.025,100.025,100.025
중랑구,66.363,66.439,66.524,66.702,66.763,66.931,66.943,67.065,67.193,67.337,67.499,67.509,67.551,67.598,67.668,67.698,67.745,67.864,68,68.04,68.105,68.134,68.228,68.303,68.321,68.354,68.36,68.425,68.496,68.569,68.653,68.733,68.795,68.833,68.9,69.004,69.166,69.166,69.334,69.494,69.695,69.818,69.974,70.006,70.114,70.137,70.235,70.307,70.322,70.362,70.378,70.395,70.395,70.398,70.418,70.509,70.587,70.658,70.824,70.876,70.876,70.93,70.966,71.157,71.582,72.05,72.52,73.09,73.409,73.765,74.045,74.269,74.3,74.367,74.446,74.521,74.65,74.65,74.685,74.685,74.709,74.762,74.776,74.786,74.835,74.835,74.835,74.835,74.837,74.82,74.822,74.822,74.803,74.795,74.795,74.795,74.791,74.793,74.793,74.793,74.793,74.793,74.793,74.793,74.779,74.79,74.792,74.792,74.892,74.995,75.053,75.07,75.139,75.271,75.492,75.535,75.665,75.735,75.815,75.931,75.977,76.049,76.182,76.219,76.334,76.454,76.553,76.628,76.766,76.843,76.968,77.007,77.022,77.045,77.098,77.162,77.221,77.271,77.309,77.347,77.376,77.487,77.546,77.565,77.565,77.574,77.624,77.636,77.657,77.661,77.666,77.666,77.681,77.72,77.819,77.966,78.266,78.664,79.253,79.766,80.385,80.733,81.131,81.437,81.828,82.031,82.49,82.755,82.968,83.166,83.553,83.927,84.269,84.473,84.677,84.818,84.973,85.417,85.803,85.926,86.076,86.225,86.258,86.52,86.807,87.261,87.537,87.935,88.18,88.425,88.693,88.959,89.179,89.293,89.506,89.658,89.895,90.048,90.333,90.554,90.904,91.364,91.721,91.936,92.232,92.62,93.15,93.463,93.933,94.397,94.53,94.985,95.414,95.826,96.416,96.729,97.044,97.316,97.726,98.326,98.415,98.76,99.007,99.366,99.366,99.576,99.824,99.883,99.918,99.93,99.981,99.981,100,100.056,100.082,100.082,100.082,100.082,100.082,100.082,100.082,100.082,100.082,100.095,100.132,100.139,100.162,100.178,100.178,100.178
성북구,63.142,63.199,63.226,63.283,63.391,63.481,63.516,63.638,63.664,63.792,63.944,63.968,63.99,64.021,64.059,64.087,64.093,64.144,64.211,64.304,64.367,64.423,64.48,64.598,64.665,64.731,64.766,64.867,64.896,64.93,64.974,65.165,65.274,65.353,65.417,65.494,65.563,65.563,65.764,65.973,66.14,66.34,66.536,66.686,66.764,66.858,66.954,67.079,67.176,67.293,67.33,67.405,67.527,67.62,67.711,67.767,67.875,68.017,68.19,68.335,68.449,68.658,68.808,69.114,69.527,70.275,70.937,71.641,72.207,72.746,72.938,73.246,73.381,73.446,73.498,73.595,73.658,73.7,73.726,73.738,73.76,73.761,73.761,73.745,73.713,73.657,73.642,73.636,73.592,73.448,73.432,73.413,73.39,73.386,73.325,73.297,73.251,73.242,73.162,73.096,73.041,72.967,72.947,72.907,72.889,72.889,73.003,73.048,73.201,73.226,73.297,73.416,73.481,73.556,73.612,73.699,73.737,73.841,73.904,74.035,74.147,74.289,74.381,74.488,74.579,74.678,74.808,74.92,74.987,75.088,75.212,75.383,75.5,75.595,75.67,75.892,76.015,76.133,76.394,76.542,76.664,76.77,76.852,76.878,76.907,76.949,76.967,76.967,76.979,77.064,77.09,77.148,77.334,77.561,77.888,78.568,79.112,79.831,80.346,80.966,81.293,81.834,82.324,82.765,82.964,83.306,83.477,83.634,83.859,84.112,84.49,84.816,85.027,85.252,85.511,85.766,85.961,86.311,86.867,87.003,87.703,87.984,88.514,88.937,89.31,89.461,89.629,89.843,90.298,90.833,91.225,91.456,91.76,91.815,92.019,92.063,92.068,92.188,92.305,92.531,92.609,92.835,93.087,93.613,93.93,94.481,94.512,94.852,95.052,95.218,95.487,95.835,96.276,96.696,96.992,97.707,98.077,98.526,98.971,99.191,99.27,99.431,99.48,99.549,99.814,99.837,99.886,99.897,99.897,99.98,100,100,100,99.996,99.983,99.969,99.929,99.88,99.871,99.805,99.799,99.799,99.816,99.832,99.866,99.909,99.882,99.871,99.86,99.813
