년도,월,283106,경부1권,과천시,안양시,만안구,동안구,성남시,수정구,중원구,분당구,군포시,의왕시,경부2권,안성시,용인시,처인구,기흥구,수지구,수원시,장안구,권선구,팔달구,영통구,서해안권,부천시,(구)원미구,(구)소사구,(구)오정구,안산시,상록구,단원구,시흥시,광명시,화성시,오산시,평택시,동부1권,남양주시,구리시,하남시,광주시,동부2권,이천시,여주시,경의권,김포시,고양시,덕양구,일산동구,일산서구,파주시,경원권,포천시,동두천시,양주시,의정부시
2020,1,383242.0,623460.0,1277104.0,501499.0,437979.0,534326.0,835824.0,868940.0,418147.0,921324.0,347884.0,461138.0,388389.0,150091.0,419406.0,198051.0,390082.0,533655.0,391685.0,328885.0,318653.0,360986.0,499845.0,311517.0,343335.0,,,,269946.0,254477.0,281796.0,252934.0,562816.0,353651.0,205779.0,193599.0,399022.0,321247.0,461719.0,651784.0,286983.0,187204.0,196751.0,133273.0,332714.0,339200.0,354826.0,360868.0,402569.0,318040.0,263913.0,212726.0,137357.0,142435.0,193942.0,246397.0
2020,2,391027.0,627362.0,1274688.0,509480.0,446260.0,542152.0,836599.0,872690.0,419985.0,921196.0,351670.0,466150.0,403666.0,149759.0,431323.0,198398.0,398466.0,553627.0,412633.0,338394.0,339907.0,380649.0,528211.0,315183.0,345676.0,,,,271960.0,256727.0,283630.0,256125.0,569877.0,361382.0,206328.0,193582.0,402234.0,324274.0,468479.0,654845.0,287483.0,186961.0,196696.0,132692.0,333356.0,339438.0,355842.0,362029.0,403775.0,318770.0,264049.0,212887.0,137179.0,142056.0,194269.0,246630.0
2020,3,395275.0,635544.0,1273625.0,521684.0,455604.0,555833.0,836927.0,876167.0,423015.0,920216.0,372098.0,473900.0,419481.0,149792.0,444189.0,199510.0,410507.0,571796.0,433729.0,356135.0,363305.0,400824.0,549901.0,323696.0,351371.0,,,,278477.0,263534.0,289926.0,264336.0,580044.0,376292.0,214180.0,196679.0,408973.0,328538.0,487781.0,663241.0,287975.0,186861.0,196810.0,132260.0,334468.0,339944.0,357674.0,364603.0,406451.0,319230.0,263966.0,213188.0,137179.0,142169.0,194721.0,246938.0
2020,4,397329.0,640710.0,1271167.0,529028.0,462646.0,563333.0,836267.0,879821.0,425574.0,917872.0,386643.0,481513.0,423864.0,149821.0,449132.0,200102.0,414630.0,579239.0,438176.0,361615.0,367229.0,406351.0,553754.0,329693.0,355994.0,,,,287180.0,270580.0,299898.0,273184.0,585289.0,383264.0,219320.0,198551.0,414439.0,333349.0,504438.0,664871.0,289208.0,186517.0,196530.0,131837.0,335999.0,340300.0,360326.0,369088.0,409451.0,319579.0,263928.0,213391.0,136795.0,142024.0,194798.0,247356.0
2020,5,400898.0,643165.0,1259229.0,533489.0,467646.0,567515.0,836216.0,884798.0,426574.0,916459.0,391866.0,486500.0,425788.0,149726.0,451502.0,200653.0,416514.0,582803.0,439945.0,362500.0,367805.0,413189.0,555338.0,332472.0,358671.0,,,,292709.0,274830.0,306407.0,275283.0,587667.0,386066.0,222197.0,200011.0,416960.0,335597.0,512604.0,663819.0,291400.0,186409.0,196625.0,131538.0,337195.0,340188.0,362545.0,373059.0,411667.0,319810.0,263996.0,213766.0,136571.0,141694.0,195346.0,247870.0
2020,6,406661.0,645239.0,1252208.0,537566.0,471521.0,571697.0,836785.0,888488.0,428824.0,915953.0,394009.0,490375.0,430873.0,149915.0,457285.0,202051.0,422842.0,589676.0,445036.0,366644.0,370805.0,418838.0,562507.0,336545.0,362547.0,,,,300144.0,280693.0,315046.0,277678.0,589947.0,391241.0,225770.0,202699.0,422455.0,339038.0,520500.0,670922.0,299375.0,186358.0,196643.0,131538.0,339307.0,340744.0,366084.0,377684.0,415706.0,321802.0,264186.0,215368.0,136661.0,141331.0,198644.0,249243.0
2020,7,411193.0,651671.0,1260208.0,541945.0,474844.0,576621.0,846778.0,899095.0,434588.0,926750.0,396438.0,495438.0,436308.0,150906.0,463198.0,202847.0,429130.0,597134.0,450633.0,369981.0,374390.0,424743.0,571035.0,340904.0,366676.0,,,,304197.0,284489.0,319296.0,280605.0,598246.0,396245.0,228205.0,206500.0,431730.0,345522.0,529281.0,690698.0,305600.0,186620.0,197077.0,131625.0,347356.0,352906.0,372958.0,385507.0,422480.0,327659.0,270201.0,216920.0,136866.0,141153.0,199202.0,251805.0
2020,8,415139.0,657948.0,1270396.0,545383.0,478177.0,580114.0,857494.0,909167.0,441515.0,938453.0,398045.0,499913.0,440747.0,151000.0,469893.0,204235.0,433849.0,607894.0,453423.0,370923.0,376483.0,426919.0,575754.0,344304.0,370076.0,,,,305620.0,285545.0,321000.0,281941.0,609632.0,400401.0,230311.0,208267.0,440449.0,353065.0,540885.0,706103.0,307217.0,186935.0,197512.0,131798.0,351028.0,355925.0,377327.0,390507.0,426941.0,331254.0,272799.0,218787.0,136955.0,141403.0,200202.0,254664.0
2020,9,,663007.0,1276354.0,549345.0,481406.0,584455.0,864928.0,917083.0,447926.0,946007.0,398652.0,506688.0,447001.0,151226.0,481089.0,206133.0,446096.0,621514.0,455554.0,371760.0,378025.0,427919.0,579549.0,346603.0,372088.0,,,,305309.0,285420.0,320546.0,282125.0,618509.0,404604.0,231984.0,208574.0,446967.0,358398.0,549813.0,717353.0,309517.0,187360.0,198214.0,131625.0,353318.0,357219.0,380387.0,395507.0,429451.0,332452.0,274254.0,221029.0,137188.0,141532.0,201096.0,258260.0
2020,10,417481.0,666871.0,1277958.0,553694.0,484042.0,589689.0,869838.0,921774.0,451191.0,951331.0,399116.0,511213.0,450365.0,151533.0,485807.0,207816.0,448459.0,629831.0,457992.0,373058.0,378958.0,428351.0,584577.0,347579.0,374047.0,,,,305350.0,285466.0,320583.0,282375.0,611851.0,408788.0,233434.0,208903.0,450075.0,361081.0,552844.0,723112.0,310883.0,187532.0,198589.0,131260.0,355472.0,358644.0,383593.0,399772.0,432284.0,334690.0,274458.0,222556.0,137491.0,141516.0,201962.0,260582.0
