"행정구역","2021년04월_계_총인구수","2021년04월_계_연령구간인구수","2021년04월_계_0~9세","2021년04월_계_10~19세","2021년04월_계_20~29세","2021년04월_계_30~39세","2021년04월_계_40~49세","2021년04월_계_50~59세","2021년04월_계_60~69세","2021년04월_계_70~79세","2021년04월_계_80~89세","2021년04월_계_90~99세","2021년04월_계_100세 이상","2021년04월_남_총인구수","2021년04월_남_연령구간인구수","2021년04월_남_0~9세","2021년04월_남_10~19세","2021년04월_남_20~29세","2021년04월_남_30~39세","2021년04월_남_40~49세","2021년04월_남_50~59세","2021년04월_남_60~69세","2021년04월_남_70~79세","2021년04월_남_80~89세","2021년04월_남_90~99세","2021년04월_남_100세 이상","2021년04월_여_총인구수","2021년04월_여_연령구간인구수","2021년04월_여_0~9세","2021년04월_여_10~19세","2021년04월_여_20~29세","2021년04월_여_30~39세","2021년04월_여_40~49세","2021년04월_여_50~59세","2021년04월_여_60~69세","2021년04월_여_70~79세","2021년04월_여_80~89세","2021년04월_여_90~99세","2021년04월_여_100세 이상"
"전국  (0000000000)","51,702,100","51,702,100","3,891,405","4,753,626","6,761,949","6,802,386","8,244,087","8,604,370","6,918,145","3,693,918","1,766,149","254,459","11,606","25,784,538","25,784,538","1,995,212","2,456,839","3,550,306","3,507,413","4,190,587","4,347,620","3,385,900","1,667,934","623,913","56,334","2,480","25,917,562","25,917,562","1,896,193","2,296,787","3,211,643","3,294,973","4,053,500","4,256,750","3,532,245","2,025,984","1,142,236","198,125","9,126"
"서울특별시  (1100000000)","9,588,711","9,588,711","607,863","770,905","1,448,195","1,458,508","1,508,768","1,511,117","1,259,839","697,684","282,213","40,883","2,736","4,661,711","4,661,711","311,894","394,929","700,106","729,046","747,653","743,744","594,968","318,032","110,235","10,401","703","4,927,000","4,927,000","295,969","375,976","748,089","729,462","761,115","767,373","664,871","379,652","171,978","30,482","2,033"
"부산광역시  (2600000000)","3,369,704","3,369,704","227,645","269,088","426,109","413,070","507,314","560,443","538,609","293,433","118,489","14,737","767","1,650,252","1,650,252","116,788","138,793","221,748","211,534","255,758","272,472","254,617","132,478","42,798","3,117","149","1,719,452","1,719,452","110,857","130,295","204,361","201,536","251,556","287,971","283,992","160,955","75,691","11,620","618"
"대구광역시  (2700000000)","2,406,296","2,406,296","174,060","222,409","317,686","290,180","379,728","422,181","333,756","175,962","79,992","9,815","527","1,186,663","1,186,663","89,201","116,065","169,519","151,345","187,387","206,898","158,693","77,098","28,225","2,112","120","1,219,633","1,219,633","84,859","106,344","148,167","138,835","192,341","215,283","175,063","98,864","51,767","7,703","407"
"인천광역시  (2800000000)","2,936,214","2,936,214","223,789","272,335","397,230","402,023","481,422","509,335","380,258","177,642","79,183","12,477","520","1,470,490","1,470,490","114,935","140,034","206,995","207,964","246,217","254,583","188,402","81,182","27,416","2,638","124","1,465,724","1,465,724","108,854","132,301","190,235","194,059","235,205","254,752","191,856","96,460","51,767","9,839","396"
"광주광역시  (2900000000)","1,444,787","1,444,787","117,272","154,930","208,208","183,705","239,431","233,781","166,786","93,666","40,716","6,001","291","714,834","714,834","60,215","80,270","108,762","93,897","118,857","116,033","79,467","41,574","14,442","1,280","37","729,953","729,953","57,057","74,660","99,446","89,808","120,574","117,748","87,319","52,092","26,274","4,721","254"
"대전광역시  (3000000000)","1,457,619","1,457,619","111,757","144,580","211,361","192,055","234,618","239,844","184,422","91,427","41,422","5,932","201","727,522","727,522","57,464","74,723","110,901","100,347","117,038","119,640","89,501","41,606","14,907","1,359","36","730,097","730,097","54,293","69,857","100,460","91,708","117,580","120,204","94,921","49,821","26,515","4,573","165"
"울산광역시  (3100000000)","1,128,163","1,128,163","95,855","110,894","142,012","148,949","186,142","207,341","149,602","61,003","23,183","3,096","86","579,853","579,853","49,243","58,389","79,887","79,228","95,028","105,402","75,345","29,052","7,758","510","11","548,310","548,310","46,612","52,505","62,125","69,721","91,114","101,939","74,257","31,951","15,425","2,586","75"
"세종특별자치시  (3600000000)","361,396","361,396","47,239","43,710","38,010","61,490","70,245","46,140","31,569","14,422","7,284","1,251","36","180,462","180,462","24,138","21,991","19,408","30,026","35,767","24,073","15,637","6,681","2,469","265","7","180,934","180,934","23,101","21,719","18,602","31,464","34,478","22,067","15,932","7,741","4,815","986","29"
"경기도  (4100000000)","13,479,798","13,479,798","1,130,520","1,325,369","1,812,656","1,901,856","2,298,715","2,242,984","1,587,742","767,606","357,086","52,864","2,400","6,784,466","6,784,466","578,890","681,423","954,827","981,229","1,169,273","1,136,978","789,501","349,150","130,158","12,458","579","6,695,332","6,695,332","551,630","643,946","857,829","920,627","1,129,442","1,106,006","798,241","418,456","226,928","40,406","1,821"
